Index	Name	AttribID	AttackSpeed	MaxLife	FightPower	Miss	HitRate	MinBaseAttack	MaxBaseAttack	WoodDamage	WaterDamage	FireDamage	EarthDamage	MetalResist	WoodResist	WaterResist	FireResist	EarthResist	DeadlyStrike	MetalDamage	SeriesDamageValue
BHT_Enmey2	白虎堂2层小怪	922	15	{20,3000*3.5},{30,4000*3.5},{40,6000*3.5},{50,9000*3.5},{60,12000*3.5},{70,18000*3.5},{100,50000*3.5},{110,60000*3.5},{120,80000*3.5},{130,120000*3.5},{140,481659},{150,551451},{160,630384},{170,719589},{180,820332},{190,934027},{200,1062258}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{10,45},{20,100},{30,200},{40,500},{50,700},{100,1500},{110,2000}	{10,45},{20,100},{30,200},{40,500},{50,700},{100,1500},{110,2000}	0	0	0	0	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
BHT_Enmey3	白虎堂3层小怪	923	15	{20,3000*3.5},{30,4000*3.5},{40,6000*3.5},{50,9000*3.5},{60,12000*3.5},{70,18000*3.5},{100,50000*3.5},{110,60000*3.5},{120,80000*3.5},{130,120000*3.5},{140,481659},{150,551451},{160,630384},{170,719589},{180,820332},{190,934027},{200,1062258}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{10,45},{20,100},{30,200},{40,500},{50,700},{100,1500},{110,2000}	{10,45},{20,100},{30,200},{40,500},{50,700},{100,1500},{110,2000}	0	0	0	0	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
BHT_Enmey4	白虎堂4层小怪	924	15	{20,3000*3.5},{30,4000*3.5},{40,6000*3.5},{50,9000*3.5},{60,12000*3.5},{70,18000*3.5},{100,50000*3.5},{110,60000*3.5},{120,80000*3.5},{130,120000*3.5},{140,481659},{150,551451},{160,630384},{170,719589},{180,820332},{190,934027},{200,1062258}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{10,45},{20,100},{30,200},{40,500},{50,700},{100,1500},{110,2000}	{10,45},{20,100},{30,200},{40,500},{50,700},{100,1500},{110,2000}	0	0	0	0	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
BHT_Boss1	白虎堂1层BOSS	925	15	{20,3000*30},{30,4000*30},{40,6000*30},{50,12000*30},{60,20000*30},{70,30000*30},{80,55000*30},{90,80000*30},{100,130000*30},{110,200000*30},{120,300000*30},{130,350000*30},{140,450000*30},{150,550000*30},{160,650000*30},{170,750000*30},{180,900000*30},{190,1200000*30},{200,1500000*30}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{10,60*1.5},{20,120*1.5},{30,180*1.5},{40,350*1.5},{50,520*1.5},{60,600*1.5},{70,700*1.5},{80,800*1.5},{90,900*1.5},{110,1500*1.5}	{10,60*1.5},{20,120*1.5},{30,180*1.5},{40,350*1.5},{50,520*1.5},{60,600*1.5},{70,700*1.5},{80,800*1.5},{90,900*1.5},{110,1500*1.5}	0	0	0	0	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
BHT_Boss2	白虎堂2层BOSS	926	15	{20,3000*40},{30,4000*40},{40,6000*40},{50,12000*40},{60,20000*40},{70,30000*40},{80,55000*40},{90,80000*40},{100,130000*40},{110,200000*40},{120,300000*40},{130,350000*40},{140,450000*40},{150,550000*40},{160,650000*40},{170,750000*40},{180,900000*40},{190,1200000*40},{200,1500000*40}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{10,60*1.8},{20,120*1.8},{30,180*1.8},{40,350*1.8},{50,520*1.8},{60,600*1.8},{70,700*1.8},{80,800*1.8},{90,900*1.8},{110,1500*1.8}	{10,60*1.8},{20,120*1.8},{30,180*1.8},{40,350*1.8},{50,520*1.8},{60,600*1.8},{70,700*1.8},{80,800*1.8},{90,900*1.8},{110,1500*1.8}	0	0	0	0	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,200},{20,400},{30,600},{40,800},{50,1000},{60,1300},{70,1600},{80,2000},{100,3000},{110,4000},{120,5000},{130,6000},{140,7000},{150,7500},{160,8000},{170,8500},{180,9000},{190,9500},{200,10000}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
BHT_Boss3	白虎堂3层BOSS	927	20	{20,3000*50*5},{30,4000*50*5},{40,6000*50*5},{50,12000*50*5},{60,20000*50*5},{70,30000*50*5},{80,50000*50*5},{90,70000*50*5},{100,100000*50*5},{110,150000*50*5},{120,200000*50*5},{130,250000*50*5},{140,14335106*5},{150,16412234*5},{160,18761436*5},{170,21416356*5},{180,24414646*5},{190,27798430*5},{200,31614825*5}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{10,60*2},{20,120*2},{30,180*2},{40,350*2},{50,520*2},{60,600*2},{70,700*2},{80,800*2},{90,900*2},{110,1500*2}	{10,60*2},{20,120*2},{30,180*2},{40,350*2},{50,520*2},{60,600*2},{70,700*2},{80,800*2},{90,900*2},{110,1500*2}	0	0	0	0	{10,210*5},{20,410*5},{30,610*5},{40,810*5},{50,1010*5},{60,1210*5},{70,1410*5},{80,1610*5},{100,2010*5},{110,2210*5},{120,2410*5},{130,2610*5},{140,2860*5},{150,3146*5},{160,3461*5},{170,3807*5},{180,4188*5},{190,4607*5},{200,5068*5}	{10,210*5},{20,410*5},{30,610*5},{40,810*5},{50,1010*5},{60,1210*5},{70,1410*5},{80,1610*5},{100,2010*5},{110,2210*5},{120,2410*5},{130,2610*5},{140,2860*5},{150,3146*5},{160,3461*5},{170,3807*5},{180,4188*5},{190,4607*5},{200,5068*5}	{10,210*5},{20,410*5},{30,610*5},{40,810*5},{50,1010*5},{60,1210*5},{70,1410*5},{80,1610*5},{100,2010*5},{110,2210*5},{120,2410*5},{130,2610*5},{140,2860*5},{150,3146*5},{160,3461*5},{170,3807*5},{180,4188*5},{190,4607*5},{200,5068*5}	{10,210*5},{20,410*5},{30,610*5},{40,810*5},{50,1010*5},{60,1210*5},{70,1410*5},{80,1610*5},{100,2010*5},{110,2210*5},{120,2410*5},{130,2610*5},{140,2860*5},{150,3146*5},{160,3461*5},{170,3807*5},{180,4188*5},{190,4607*5},{200,5068*5}	{10,210*5},{20,410*5},{30,610*5},{40,810*5},{50,1010*5},{60,1210*5},{70,1410*5},{80,1610*5},{100,2010*5},{110,2210*5},{120,2410*5},{130,2610*5},{140,2860*5},{150,3146*5},{160,3461*5},{170,3807*5},{180,4188*5},{190,4607*5},{200,5068*5}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
BHT_Boss4	白虎堂4层BOSS	928	50	{20,3000*70*5},{30,4000*70*5},{40,6000*70*5},{50,12000*70*5},{60,20000*70*5},{70,30000*70*5},{80,50000*70*5},{90,70000*70*5},{100,100000*70*5},{110,150000*70*5},{120,200000*70*5},{130,250000*70*5},{140,20069148*5},{150,22977127*5},{160,26266010*5},{170,29982898*5},{180,34180504*5},{190,38917802*5},{200,44260755*5}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{10,60*15},{20,120*15},{30,180*15},{40,350*15},{50,520*15},{60,600*15},{70,700*15},{80,800*15},{90,900*15},{110,1500*15}	{10,60*15},{20,120*15},{30,180*15},{40,350*15},{50,520*15},{60,600*15},{70,700*15},{80,800*15},{90,900*15},{110,1500*15}	0	0	0	0	{10,210*5},{20,410*5},{30,610*5},{40,810*5},{50,1010*5},{60,1210*5},{70,1410*5},{80,1610*5},{100,2010*5},{110,2210*5},{120,2410*5},{130,2610*5},{140,2860*5},{150,3146*5},{160,3461*5},{170,3807*5},{180,4188*5},{190,4607*5},{200,5068*5}	{10,210*5},{20,410*5},{30,610*5},{40,810*5},{50,1010*5},{60,1210*5},{70,1410*5},{80,1610*5},{100,2010*5},{110,2210*5},{120,2410*5},{130,2610*5},{140,2860*5},{150,3146*5},{160,3461*5},{170,3807*5},{180,4188*5},{190,4607*5},{200,5068*5}	{10,210*5},{20,410*5},{30,610*5},{40,810*5},{50,1010*5},{60,1210*5},{70,1410*5},{80,1610*5},{100,2010*5},{110,2210*5},{120,2410*5},{130,2610*5},{140,2860*5},{150,3146*5},{160,3461*5},{170,3807*5},{180,4188*5},{190,4607*5},{200,5068*5}	{10,210*5},{20,410*5},{30,610*5},{40,810*5},{50,1010*5},{60,1210*5},{70,1410*5},{80,1610*5},{100,2010*5},{110,2210*5},{120,2410*5},{130,2610*5},{140,2860*5},{150,3146*5},{160,3461*5},{170,3807*5},{180,4188*5},{190,4607*5},{200,5068*5}	{10,210*5},{20,410*5},{30,610*5},{40,810*5},{50,1010*5},{60,1210*5},{70,1410*5},{80,1610*5},{100,2010*5},{110,2210*5},{120,2410*5},{130,2610*5},{140,2860*5},{150,3146*5},{160,3461*5},{170,3807*5},{180,4188*5},{190,4607*5},{200,5068*5}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
BHT_Boss5	白虎堂5层BOSS	929	50	{20,3000*100*5*5},{30,4000*100*5*5},{40,6000*100*5*5},{50,12000*100*5*5},{60,20000*100*5*5},{70,30000*120*5*5},{80,50000*120*5*5},{90,70000*120*5*5},{100,100000*120*5*5},{110,150000*120*5*5},{120,200000*120*5*5},{130,250000*120*5*5},{140,34404255*5*5},{150,39389361*5*5},{160,45027446*5*5},{170,51399255*5*5},{180,58595151*5*5},{190,66716233*5*5},{200,75875580*5*5}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{10,60*15},{20,120*15},{30,180*15},{40,350*15},{50,520*15},{60,600*15},{70,700*15},{80,800*15},{90,900*15},{110,1500*15}	{10,60*15},{20,120*15},{30,180*15},{40,350*15},{50,520*15},{60,600*15},{70,700*15},{80,800*15},{90,900*15},{110,1500*15}	0	0	0	0	{10,210*5},{20,410*5},{30,610*5},{40,810*5},{50,1010*5},{60,1210*5},{70,1410*5},{80,1610*5},{100,2010*5},{110,2210*5},{120,2410*5},{130,2610*5},{140,2860*5},{150,3146*5},{160,3461*5},{170,3807*5},{180,4188*5},{190,4607*5},{200,5068*5}	{10,210*5},{20,410*5},{30,610*5},{40,810*5},{50,1010*5},{60,1210*5},{70,1410*5},{80,1610*5},{100,2010*5},{110,2210*5},{120,2410*5},{130,2610*5},{140,2860*5},{150,3146*5},{160,3461*5},{170,3807*5},{180,4188*5},{190,4607*5},{200,5068*5}	{10,210*5},{20,410*5},{30,610*5},{40,810*5},{50,1010*5},{60,1210*5},{70,1410*5},{80,1610*5},{100,2010*5},{110,2210*5},{120,2410*5},{130,2610*5},{140,2860*5},{150,3146*5},{160,3461*5},{170,3807*5},{180,4188*5},{190,4607*5},{200,5068*5}	{10,210*5},{20,410*5},{30,610*5},{40,810*5},{50,1010*5},{60,1210*5},{70,1410*5},{80,1610*5},{100,2010*5},{110,2210*5},{120,2410*5},{130,2610*5},{140,2860*5},{150,3146*5},{160,3461*5},{170,3807*5},{180,4188*5},{190,4607*5},{200,5068*5}	{10,210*5},{20,410*5},{30,610*5},{40,810*5},{50,1010*5},{60,1210*5},{70,1410*5},{80,1610*5},{100,2010*5},{110,2210*5},{120,2410*5},{130,2610*5},{140,2860*5},{150,3146*5},{160,3461*5},{170,3807*5},{180,4188*5},{190,4607*5},{200,5068*5}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
JHSL_Enemy	江湖试炼小怪	951	15	{16,3000},{20,6000},{25,10000},{30,16000},{40,60000},{50,100000},{100,100000}	{20,4000},{25,5000},{30,7000},{35,9000},{40,10000},{45,30000},{50,50000},{55,80000},{60,100000}	0	{10,1000},{100,2800},{150,7000}	{10,80},{20,100},{25,150},{30,280},{40,1000},{50,2000}	{10,80},{20,100},{25,150},{30,280},{40,1000},{50,2000}	0	0	0	0		{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}		
JZLJF_boss_1	决战凌绝峰小boss1	361	15	{20,3000*70},{30,4000*70},{40,5000*70},{50,10000*70},{60,15000*70},{70,25000*70},{80,35000*70},{90,55000*70},{100,60000*70},{110,75000*70},{120,95000*70},{130,8151381},{140,9348073},{150,10702590},{160,12234529},{170,13965830},{180,15921047},{190,18127648},{200,20616359}	0		{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{20,120*3.5},{30,250*3.5},{40,400*4},{50,650*4},{60,1100*4},{70,1600*4},{100,2000*4},{110,2500*4}	{20,120*3.5},{30,250*3.5},{40,400*4},{50,650*4},{60,1100*4},{70,1600*4},{100,2000*4},{110,2500*4}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
JZLJF_boss_1	决战凌绝峰boss1	346	15	{20,3000*200},{30,4000*200},{40,5000*200},{50,10000*200},{60,15000*200},{70,25000*200},{80,35000*200},{90,55000*200},{100,60000*200},{110,75000*200},{120,95000*200},{130,23289660},{140,26708780},{150,30578828},{160,34955798},{170,39902373},{180,45488705},{190,51793280},{200,58903883}	0		{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{20,120*1.2},{30,250*1.2},{40,400*1.2},{50,500*1.2},{60,1100*1.2},{70,1600*1.2},{100,2000*1.2},{110,2500*1.2}	{20,120*5},{30,250*5},{40,400*5},{50,650*5},{60,1100*5},{70,1600*5},{100,2000*5},{110,2500*5}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
JZLJF_boss_2	决战凌绝峰小boss2	362	15	{20,3000*100},{30,4000*100},{40,5000*100},{50,10000*100},{60,15000*100},{70,25000*100},{80,35000*100},{90,55000*100},{100,60000*100},{110,75000*100},{120,95000*100},{130,11644830},{140,13354390},{150,15289414},{160,17477899},{170,19951186},{180,22744352},{190,25896640},{200,29451941}	0		{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{20,120*4},{30,250*4},{40,400*4},{50,650*4.5},{60,1100*4.5},{70,1600*4.5},{100,2000*4.5},{110,2500*4.5}	{20,120*4},{30,250*4},{40,400*4},{50,650*4.5},{60,1100*4.5},{70,1600*4.5},{100,2000*4.5},{110,2500*4.5}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
