Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	DefaultDialog	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	TitleID	AuraSkillId	AuraSkillLevel	StartActEvent	Tag	DropType	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	SyncFirst	IsNotBYStealLife	Sex
yewai_110_pk_2	2415	金军精锐	0	1	FieldMapNpc		1127	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_110_pk.tab	1	18	1							1			16		2417	8000					
yewai_jy_110_pk_1	2416	宋军精锐·精英	0	1	FieldMapNpc		151	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_110_pk.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_110_pk_2	2417	金军精锐·精英	0	1	FieldMapNpc		1127	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_110_pk.tab	1	18	1			197	1			1		3	5000	30000							
yewai_120_1	2703	大漠匪类	0	1	FieldMapNpc		106	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_120.tab	1	18	1							1			16		2707	500					
yewai_120_2	2704	大漠恶人	0	1	FieldMapNpc		436	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_120.tab	1	18	1							1			16		2708	500					
yewai_120_3	2705	摸金校尉	0	1	FieldMapNpc		106	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_120.tab	1	18	1							1			16		2709	500					
yewai_120_4	2706	皇陵守卫	0	1	FieldMapNpc		1127	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_120.tab	1	18	1							1			16		2710	500					
yewai_jy_120_1	2707	大漠匪类·精英	0	1	FieldMapNpc		106	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_110_pk.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_120_2	2708	大漠恶人·精英	0	1	FieldMapNpc		436	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_110_pk.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_120_3	2709	摸金校尉·精英	0	1	FieldMapNpc		106	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_110_pk.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_120_4	2710	皇陵守卫·精英	0	1	FieldMapNpc		1127	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_110_pk.tab	1	18	1			197	1			1		3	5000	30000							
yewai_130_pk_1	2904	荒漠饿狼	0	1	FieldMapNpc		115	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_130.tab	1	18	1							1			16		2906	8000					
yewai_130_pk_2	2905	荒漠悍匪	0	1	FieldMapNpc		436	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_130.tab	1	18	1							1			16		2907	8000					
yewai_jy_130_pk_1	2906	荒漠饿狼·精英	0	1	FieldMapNpc		115	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_130_pk.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_130_pk_2	2907	荒漠悍匪·精英	0	1	FieldMapNpc		436	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_130_pk.tab	1	18	1			197	1			1		3	5000	30000							
yewai_140_1	3320	东瀛歌姬	0	1	FieldMapNpc		102	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_140.tab	1	18	1							1			16		3324	8000					
yewai_140_2	3321	采药人	0	1	FieldMapNpc		139	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_140.tab	1	18	1							1			16		3325	8000					
yewai_140_3	3322	蛮熊	0	1	FieldMapNpc		116	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_140.tab	1	18	1							1			16		3326	8000					
yewai_140_4	3323	狩猎者	0	1	FieldMapNpc		159	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_140.tab	1	18	1							1			16		3327	8000					
yewai_150_pk_1	3449	宋军精锐	0	1	FieldMapNpc		151	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_150.tab	1	18	1							1			16		3451	8000					
yewai_150_pk_2	3450	金军精锐	0	1	FieldMapNpc		1127	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_150.tab	1	18	1							1			16		3452	8000					
yewai_160_1	3735	滇边恶匪	0	1	FieldMapNpc		436	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_160.tab	1	18	1							1			16		3739	1000					
yewai_160_2	3736	采药人	0	1	FieldMapNpc		139	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_160.tab	1	18	1							1			16		3740	1000					
yewai_160_3	3737	蒙面水贼	0	1	FieldMapNpc		174	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_160.tab	1	18	1							1			16		3741	1000					
yewai_160_4	3738	江南侍女	0	1	FieldMapNpc		102	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_160.tab	1	18	1							1			16		3742	1000					
yewai_180_1	3800	漠北苍狼	0	1	FieldMapNpc		115	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_180.tab	1	18	1							1			16		3804	300
yewai_180_2	3801	漠北恶匪	0	1	FieldMapNpc		436	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_180.tab	1	18	1							1			16		3805	300
yewai_180_3	3802	朔北药农	0	1	FieldMapNpc		139	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_180.tab	1	18	1							1			16		3806	300
yewai_180_4	3803	极地猎人	0	1	FieldMapNpc		159	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_180.tab	1	18	1							1			16		3807	300
yewai_jy_140_1	3324	东瀛歌姬·精英	0	1	FieldMapNpc		102	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_140.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_140_2	3325	采药人·精英	0	1	FieldMapNpc		139	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_140.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_140_3	3326	蛮熊·精英	0	1	FieldMapNpc		116	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_140.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_140_4	3327	狩猎者·精英	0	1	FieldMapNpc		159	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_140.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_150_pk_1	3451	宋军精锐·精英	0	1	FieldMapNpc		151	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_150_pk.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_150_pk_2	3452	金军精锐·精英	0	1	FieldMapNpc		1127	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_150_pk.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_160_1	3739	滇边恶匪·精英	0	1	FieldMapNpc		436	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_160.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_160_2	3740	采药人·精英	0	1	FieldMapNpc		139	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_160.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_160_3	3741	蒙面水贼·精英	0	1	FieldMapNpc		174	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_160.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_160_4	3742	江南侍女·精英	0	1	FieldMapNpc		102	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_160.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_180_1	3804	漠北苍狼·精英	0	1	FieldMapNpc		115	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_180.tab	1	18	1			197	1			1		3	5000	100000
yewai_jy_180_2	3805	漠北恶匪·精英	0	1	FieldMapNpc		436	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_180.tab	1	18	1			197	1			1		3	5000	100000
yewai_jy_180_3	3806	朔北药农·精英	0	1	FieldMapNpc		139	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_180.tab	1	18	1			197	1			1		3	5000	100000
yewai_jy_180_4	3807	极地猎人·精英	0	1	FieldMapNpc		159	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_180.tab	1	18	1			197	1			1		3	5000	100000
yewai_gouhuo_1	1073	篝火	5	0	GouHuoNpc		380																																					
HighCangbaotu_npc1	1253	夺宝贼	0	1	DuoBaoZei		134					611	166	1	91	1			500	500	Setting/Npc/Ai/CommonActive.ini			1	18	1																		
wanglaoji_1	1339	王小吉	2	1			1123	1	308			1	56	1										0	15	1																		
WanHua_Leader	3747	张承素	2	1			1266	999	999	「万花」属性为[FFFE0D]土[-]，克制[FFFE0D]水[-]属性的[FFFE0D]峨嵋、翠烟、天山、段氏[-]，使判官笔，一身长衫，儒侠风范。		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
daiyanren_1	1666	挺哥	2	1	SpokesmanTask		1134			“寂寞双煞”武功高强，少侠可结伴前往追捕。本人终身幸福托于少侠，盼少侠平安带“又缘糕”归来。		1	56	1										0	15	1																		
ZhaoYouTing	2116	林更新	2	1			1179			我有酒，你有故事么？		1	56	1	1696	1								0	15	1																		
daiyanren_2	1667	小缘	2	1			1133			没想到挺师弟如此有心，竟知晓我爱吃“又缘糕”，更是请出“兔小灰”与“兔小白”。		1	56	1										0	15	1																		
daiyanren_3	1668	寂	0	1			11					612	22	1	91	1			500	500	Setting/Npc/Ai/random/murongyue.ini			1	17	2																		
daiyanren_4	1669	寞	0	1			12					612	21	1	91	1			500	500	Setting/Npc/Ai/random/murongyue.ini			1	17	2																		
daiyanren_5	1677	挺哥	2	1	ClientTaskNpc		1134		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
daiyanren_9	1685	小缘	2	1	ClientTaskNpc		1133		993	听闻“兔小灰”与“兔小白”大师现身襄阳，曾做出百年难得一见的“又缘糕”，不知我是否有幸品尝。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
daiyanren_7	1679	挺哥	0	1			1134					1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
daiyanren_6	1678	小缘	0	1			1133					1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Npc_Horse	1613	马	4	1			479	999				1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
LT_anquanqu	1720	征战营地·明亮	5	0			501	200	994			91									Setting/Npc/Ai/Stay.ini			0	15	3	1													1				
LT_anquanqu1	1721	征战营地·普通	5	0			502	200	994			91									Setting/Npc/Ai/Stay.ini			0	15	3	1													1				
LT_anquanqu2	1722	征战营地·昏暗	5	0			503	200	994			91									Setting/Npc/Ai/Stay.ini			0	15	3	1													1				
LT_gate	1723	城门	0	1	BattleNpc		504	200	994			1001			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			0	20	2	1					NoTurn										1	1	
LT_gate_v	1777	城门	0	1	BattleNpc		504	200	994			1002			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			0	20	2	1					NoTurn										1	1	
LT_longzhu_sun	1724	日耀龙柱	0	1	BattleNpc		499	200	994			1008			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			1	20	2	1					NoTurn										1	1	
LT_longzhu_moon	1725	月华龙柱	0	1	BattleNpc		498	200	994			1009			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			1	20	2	1					NoTurn										1	1	
LT_longzhu_star	1726	星辉龙柱	0	1	BattleNpc		498	200	994			1009			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			1	20	2	1					NoTurn										1	1	
LT_gongcc_bs	1727	攻城车	0	0			506	200	994			1003	194	1	91	1	105	1	1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1																		
LT_jinnc_bs	1728	劲弩车	0	0			480	200	994			1004	194	1	91	1	105	1	1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1																		
LT_tiepc_bs	1729	铁炮车	0	0			378	200	994			1005	194	1	91	1	105	1	1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1																		
LT_shenss_zh	1730	神射手	0	0	BattleNpc		159	200	994			1006	1731	1	91	1			1000	1000	Setting/Npc/Ai/CommonActive.ini			1	20	1																		
LT_guwq_zh	1731	鼓舞旗	0	0	BattleNpc		505	200	994			1007			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			1		2	1		1732	1														
LT_guide_invisible	1732	隐藏指引	6	0			469	200	994			91			91	1			1500	1500	Setting/Npc/Ai/Stay.ini			0	20	3														1				
LT_bsdh_gongcc	1733	攻城车·变身	2	0	DomainBattleChange	攻城车|2218|3600	506	200	994	攻城车可以对城门造成额外大量伤害，是攻城必备装置。		1003			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			0	20	3						NoTurn												
LT_bsdh_jinnc	1734	劲弩车·变身	2	0	DomainBattleChange	劲弩车|2219|3600	480	200	994	劲弩车能对路径上的敌人造成较高伤害，伤害值固定，建议自身能力较弱的玩家操作以获得提升。		1004			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			0	20	3						NoTurn												
LT_bsdh_tiepc	1735	铁炮车·变身	2	0	DomainBattleChange	铁炮车|2220|3600	378	200	994	铁炮车能对定点敌人造成大量伤害，伤害值固定，建议自身能力较弱的玩家操作以获得提升。		1005			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			0	20	3						NoTurn												
LT_diaoxiang_tw	1771	天王城主雕像	0	0			508	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_em	1772	峨眉城主雕像	0	0			509	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_th	1773	桃花城主雕像	0	0			510	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_xy	1774	逍遥城主雕像	0	0			511	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_wd	1775	武当城主雕像	0	0			512	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_tr	1776	天忍城主雕像	0	0			513	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_gouhuo	1817	城战篝火火焰	5	0	GouHuoNpc	kin|3000|12|1000|0|15	392																																					
Card_ljf_d6	1821	一堆书籍	2	0	CardCollectionGather	2616|5|2	519	995																								NoTurn												
Card_ljf_d7	1822	一本经书	2	0	CardCollectionGather	2618|5|2	520	995																								NoTurn												
Card_ljf_e3	1823	一封书信	2	0	CardCollectionGather	2624|5|2	521	995																								NoTurn												
Card_ljf_e9	1824	心魔宝珠	2	0	CardCollectionGather	2631|5|2	486	995																								NoTurn												
Card_ljf_g10	2066	乾坤袋	2	0	CardCollectionGather	3388|5|2	566	995																								NoTurn												
Arena_np1	1829	武僧	2	0	ArenaNpc	ArenaEnterNpc	163																					115																
Arena_np2	1830	武僧	2	0	ArenaNpc	ArenaManagerNpc	163																					116																
Xisuidao_npc	1831	纳兰真	2	1	ChangeFactionDialog		177	13	113			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
TeacherStudent_npc	1839	上官飞龙	2	0	TeacherStudentNpc		5021	607	310																			160																
LT_diaoxiang_tw_new	1841	天王城主雕像	2	0	MainCityMaster	1	532	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_em_new	1842	峨眉城主雕像	2	0	MainCityMaster	2	531	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_th_new	1843	桃花城主雕像	2	0	MainCityMaster	3	533	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_xy_new	1844	逍遥城主雕像	2	0	MainCityMaster	4	527	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_wd_new	1845	武当城主雕像	2	0	MainCityMaster	5	529	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_tr_new	1846	天忍城主雕像	2	0	MainCityMaster	6	534	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_sl_new	1847	少林城主雕像	2	0	MainCityMaster	7	528	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_cy_new	1848	翠烟城主雕像	2	0	MainCityMaster	8	530	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_tm_new	2000	唐门城主雕像	2	0	MainCityMaster	9	537	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_kl_new	2002	昆仑城主雕像	2	0	MainCityMaster	10	538	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_gb_new	2215	丐帮城主雕像	2	0	MainCityMaster	11	586	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_wudu_new	2216	五毒城主雕像	2	0	MainCityMaster	12	587	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_cj_new	2379	藏剑城主雕像	2	0	MainCityMaster	13	608	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_cg_new	2380	长歌城主雕像	2	0	MainCityMaster	14	609	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_tsma_new	2655	天山男城主雕像	2	0	MainCityMaster	15	646	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_tsfe_new	2656	天山女城主雕像	2	0	MainCityMaster	15	647	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_bdma_new	2909	霸刀男城主雕像	2	0	MainCityMaster	16	689	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_bdfe_new	2910	霸刀女城主雕像	2	0	MainCityMaster	16	690	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_wdfe_new	2911	武当女城主雕像	2	0	MainCityMaster	5	691	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_hsma_new	2966	华山男城主雕像	2	0	MainCityMaster	17	699	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_hsfe_new	2967	华山女城主雕像	2	0	MainCityMaster	17	700	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_klma_new	2968	昆仑男城主雕像	2	0	MainCityMaster	10	701	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_mjma_new	3280	明教男城主雕像	2	0	MainCityMaster	18	708	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_mjfe_new	3281	明教女城主雕像	2	0	MainCityMaster	18	709	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_twfe_new	3282	天王女城主雕像	2	0	MainCityMaster	1	710	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
HSLJ_diaoxiang_tw	1886	天王华山论剑雕像	0	0			532	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_em	1887	峨眉华山论剑雕像	0	0			531	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_th	1888	桃花华山论剑雕像	0	0			533	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_xy	1889	逍遥华山论剑雕像	0	0			527	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_xyfe	3445	逍遥女华山论剑雕像	0	0			718	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_ymfe	3797	杨门女华山论剑雕像	0	0			741	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn
HSLJ_diaoxiang_ymma	3796	杨门男华山论剑雕像	0	0			740	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn
HSLJ_diaoxiang_wd	1890	武当华山论剑雕像	0	0			529	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_tr	1891	天忍华山论剑雕像	0	0			534	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_trfe	3798	天忍男华山论剑雕像	0	0			742	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn
HSLJ_diaoxiang_sl	1892	少林华山论剑雕像	0	0			528	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_cy	1893	翠烟华山论剑雕像	0	0			530	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_dsfe	3444	段氏女华山论剑雕像	0	0			717	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_dsma	3443	段氏男华山论剑雕像	0	0			716	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_tm	2118	唐门华山论剑雕像	0	0			537	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_kl	2119	昆仑华山论剑雕像	0	0			538	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_gb	2221	丐帮华山论剑雕像	0	0			586	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_gbfe	3729	丐帮女华山论剑雕像	0	0			731	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_wd1	2220	五毒华山论剑雕像	0	0			587	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_cj	2381	藏剑华山论剑雕像	0	0			608	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_cg	2382	长歌华山论剑雕像	0	0			609	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_tsma	2677	天山男华山论剑雕像	0	0			646	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_tsfe	2678	天山女华山论剑雕像	0	0			647	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_bdma	2912	霸刀男华山论剑雕像	0	0			689	200	994	会当凌绝顶，一览众山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
