Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	AuraSkillId	AuraSkillLevel	StartActEvent	TitleID	Tag	DropType	DefaultDialog	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	SyncFirst	IsNotBYStealLife	Sex
G_6_enemy_jy	2041	无名客	0	1	FubenDeath		134	200	300		323	2715	1	2437	1	91	1	1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1										3									
G_6_enemy_jy1	2115	贴身护卫	0	1	FubenDeath		155	200	300		323	91	1					1000	1000	Setting/Npc/Ai/random/G6_daoguang.ini			1	20	1	1									3									
G_6_enemy_gw	2042	狂徒	0	1	FubenDeath		436	200	300		314	21	1					1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1										1									
G_6_enemy_sl	2043	李恬儿	0	1	FubenDeath		625	200	300		332	3120	1	91	1			1000	1000	Setting/Npc/Ai/random/huangmuyun.ini	4	Setting/Npc/DropFile/RandomFuben/House_G/sl_litianer.tab	1	20	2							1			5									
G_7_enemy_jy	2044	蒙面人	0	1	FubenDeath		174	200	300		323	39	1	2382	1	91	1	1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1										3									
G_7_enemy_gw	2045	浪客	0	1	FubenDeath		151	200	300		314	169	1					1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1										1									
G_7_npc_jiguan	2477	机关	2	0	FubenDialog	4,关闭中...	377	995	300		1							560	980				1	0		1				3011	NoTurn													
G_7_npc_gouhuo	2423	邪火	2	0	FubenDialog	4,扑灭中...	544	995	300		1							560	980				1	0		1				3012	NoTurn													
G_7_enemy_hf	2422	护法弟子	0	1	FubenDeath		169	200	300		321	169	1					1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	2										3									
G_7_xunluo	2424	巡逻机关人	0	1	FubenDeath		157	200	300		331	3109	7	91	1			280	1000	Setting/Npc/Ai/random/G7_Xunluo.ini			1	15	1										5									
G_7_enemy_sl	2046	李天目	0	1	FubenDeath		626	200	300		332	3130	1	91	1			1000	1000	Setting/Npc/Ai/random/daoyizhenren.ini	4	Setting/Npc/DropFile/RandomFuben/House_G/sl_litianmu.tab	1	20	2							1			5									
G_8_enemy_jy	2052	天忍邪卫	0	1	FubenDeath		102	200	300		322	40	1	2760	1	91	1	1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1										3									
G_8_enemy_gw	2053	笑面客	0	1	FubenDeath		436	200	300		313	33	1					1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1										1									
G_8_enemy_jg	2054	阴火	0	1	FubenDeath		547				323	91	1					1000	1000	Setting/Npc/Ai/random/D2_Yunshi.ini			1	0	2	1									3									
G_8_enemy_sl	2055	耶律辟离	0	1	FubenDeath		122	200	300		332	3137	1	91	1			1000	1000	Setting/Npc/Ai/random/pilihuo.ini	4	Setting/Npc/DropFile/RandomFuben/House_G/sl_yelvpili.tab	1	20	2							1			5									
G_9_SkillNpc1	2427	技能	6	1	FubenDeath		469	200	300		343												1	0	1		2095	4							1					1				
G_9_SkillNpc2	2426	技能	6	0	FubenDeath		469	200	300		343												1	0	1										1					1				
G_9_enemy_jy	2062	快刀客	0	1	FubenDeath		171	200	300		322	2721	1	2447	1	91	1	1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1										3									
G_9_enemy_gw	2063	流寇	0	1	FubenDeath		170	200	300		314	2716	1					1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1										1									
G_9_enmey_ex	2437	蝎子	0	1	FubenDeath		109	200	300		314	22	1	91	1	2418	6	3000	3000	Setting/Npc/Ai/CommonActive.ini			1	10	1					3003					1									
G_9_jiguan	2494	机关	2	0	FubenDialog	2,开启中...	377	995	300		1							560	980				1	0		1				3011	NoTurn													
G_9_enemy_sl1	2505	中原一点红	0	1	FubenDeath		627	200	300		332	2712	1	91	1			1000	1000	Setting/Npc/Ai/fuben/Boss11.ini			1	20	2										4									
G_9_enemy_sl2	2428	中原二点红	0	1	FubenDeath		627	200	300		332	2712	1	91	1			1000	1000	Setting/Npc/Ai/fuben/Boss11.ini			1	20	2										4									
G_9_enemy_sl3	2429	中原三点红	0	1	FubenDeath		627	200	300		332	2712	1	91	1			1000	1000	Setting/Npc/Ai/fuben/Boss11.ini			1	20	2										4									
G_9_enemy_sl4	2430	中原四点红	0	1	FubenDeath		627	200	300		332	2712	1	91	1			1000	1000	Setting/Npc/Ai/fuben/Boss11.ini			1	20	2										4									
G_9_npc_xy	2065	玄天道人	0	0	FubenDeath		5016	200	300		343							1000	1000	Setting/Npc/Ai/Stay.ini			1	20	3										2									
G_9_zy	2438	指引圈	6	1	FubenDeath		383	200	300		314							150	150	Setting/Npc/Ai/CommonActive.ini			1	0	1										1									
G_10_enemy_jy	2057	凶狠武者	0	1	FubenDeath		106	200	300		323	182	1	2389	1	91	1	1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1										3									
G_10_enemy_gw	2058	刺客	0	1	FubenDeath		124	200	300		314	2722	1					1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1										1									
G_10_enemy_jg	2059	追魂	6	1	FubenDeath		465	200	300		343	1887	1	91	1			280	1000	Setting/Npc/Ai/random/D6_Xunluo.ini			1	16	3					3005					6									
G_10_enemy_sl	2060	无命	0	1	FubenDeath		24	200	300		332	196	1	91	1			1000	1000	Setting/Npc/Ai/fuben/Boss4.ini			1	20	2										4									
G_10_npc_xy	2061	唐简	0	1	FubenDeath		628	200	300		343							1000	1000	Setting/Npc/Ai/Stay.ini			1	20	3										2									
