Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	TitleID	AuraSkillId	AuraSkillLevel	StartActEvent	Tag	DropType	DefaultDialog	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	IsNotBYStealLife	SyncFirst	Sex
Fb_10_4_4	2634	御射卫	0	1	FubenDeath		152		993		212	2722	1	91	1	2393	1	1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	1										1									
Fb_10_4_5	2647	机关	2	0	FubenDialog	4,开启中...	467	995	300		212							560	980				1	0		1					NoTurn													
Fb_10_5_1	2635	耶律辟离	0	1	FubenDeath		122		993		217	3137	1	91	1			1000	1500	Setting/Npc/Ai/random/pilihuo.ini			1	20	2										4									
Fb_10_5_2	2636	天忍精英	0	1	FubenDeath		121		993		215	1342	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss5.ini			1	20	1										3									
Fb_10_5_3	2637	天忍弟子	0	1	FubenDeath		373		993		212	170	1	30	1	91	1	1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1										1									
Fb_10_5_4	2641	机关	2	0	FubenDialog	4,开启中...	377	995	300		212							560	980				1	0		1					NoTurn													
Fb_10_5_5	2642	放技能	6	1	FubenDeath		469		993		212							1000	1000	Setting/Npc/Ai/CommonActive.ini			1	0		1																		
Fb_10_6_1	2643	完颜洪烈	0	1	FubenDeath		31		993		218	3137	1	91	1			1000	1500	Setting/Npc/Ai/random/pilihuo.ini			1	20	2										6									
Fb_10_6_2	2644	完颜洪烈	0	1	FubenDeath		31		993		216	3137	1	91	1			1000	1500	Setting/Npc/Ai/random/pilihuo.ini			1	20	2										6									
Fb_10_6_3	2645	完颜洪烈	0	1	FubenDeath		31		993		214	3137	1	91	1			1000	1500	Setting/Npc/Ai/random/pilihuo.ini			1	20	2										6									
Fb_10_6_4	2646	南宫飞云	0	0	FubenDeath		27		993		217	21	1	91	1			1500	1500	Setting/Npc/Ai/CommonSkill.ini			0	20	3										2									
WLDS01_xianjing1	2722	旋风陷阱	6	1	FubenDeath		469		993		218							1500	1500				1	20	3			3106	10						1									
WLDS01_xianjing2	2723	毒水陷阱	6	1	FubenDeath		456		993		218	2468	30					1500	1500				1	20	3										1									
WLDS01_jiguan	2724	射箭机关	6	1	FubenDeath		467		993		218							1500	1500				1	20	3										1									
WLDS01_jinbing	2725	巡逻金兵	0	1	FubenDeath		1127		993		218	2928	1	91	1			270	1500	Setting/Npc/Ai/CommonActive.ini			1	20	3										4									
WLDS01_jinbing1	2726	金军铁骑	0	1	FubenDeath		181		993		218	2928	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	3										4									
WLDS01_boss	2727	神秘人	0	1	FubenDeath		24		993		218	2928	1	91	1			1500	1500	Setting/Npc/Ai/fuben/newrole.ini			1	20	2										6									
WLDS01_nangongfy	2728	南宫飞云	0	0	FubenDeath		5027		993		218							1500	1500				1	20	3										1									
WLDS01_wanyanhl	2729	完颜洪烈	0	0	FubenDeath		5031		993		218							1500	1500				1	20	3										1									
WLDS01_mitan	2730	密探	0	0	FubenDeath		164		993		218							1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	3										1									
WLDS01_chuansong	2731	元帅营帐	4	0	FubenDeath		8		993		218							1500	1500				1	20	3										2									
WLDS02_jinbing	2734	金兵	0	1	FubenDeath		1127		993		401	1894	1					1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	1										3									
WLDS02_shifuzhang_sl	2735	十夫长	0	1	FubenDeath		181		993		403	23	1	2357	1	91	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	2										4									
WLDS02_cike	2736	刺客	0	1	FubenDeath		124		993		401	2715	1					1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	1					900001					3									
WLDS02_cike_sl	2737	刺客头目	0	1	FubenDeath		365		993		403	2717	1	63	1	91	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	2					900001					4									
WLDS02_xiangbing	2738	宋军降卒	0	1	FubenDeath		159	200	300		401	182	1					1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	1					900001					3									
WLDS02_boss	2739	百夫长	0	1	FubenDeath		180		993		404	2712	1	91	1	2736	1	1500	1500	Setting/Npc/Ai/fuben/Boss10.ini			1	20	2										5									
WLDS02_guanguo_hs	2740	虞允文棺椁	0	0	FubenDeath		438		993		403			91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			0	15	1										2									
WLDS02_shuanger_npc	2741	霜儿	0	0	FubenDeath		1233		993		403	4869	1					1500	1500	Setting/Npc/Ai/random/jx_tianshan.ini			1	15	1		3014			900001					2									
WLDS02_xiake1_hs	2742	林珊	0	0	FubenDeath		102		993		403	3957	1	2384	1			1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1		3015			900001					2									
WLDS02_xiake2_hs	2743	胡冲	0	0	FubenDeath		175	200	300		403	3951	1	2393	1			1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1		3015			900001					2									
WLDS02_songbing_hs	2744	宋兵	0	0	FubenDeath		150		993		401	166	1					1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1		3016								2									
Fb_yewai_1_1	3202	金国探子·精英	0	1	FubenDeath		431		993		214	169	1	2354	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3		10000							
Fb_yewai_1_2	3203	江湖高手	0	0	FubenDeath		193		993		216	54	1	2455	1			1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1									30	2									1
Fb_yewai_1_3	3218	金国探子	0	1	FubenDeath		136		993		212	168	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_yewai_1_4	3219	门派弟子	0	0	FubenDeath		126		993		217	54	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	2									30	2									2
Fb_yewai_1_5	3220	武林新秀	0	0	FubenDeath		1100		993		216	41	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_zhanglinxin.ini			1	28	1									30	2									2
