Type	TitleID	Name	Achievement	ColorDesc	ColorID	GTopColorID	GBottomColorID	OutlineColorID	Timeout	ImgAltlas	ImgPrefix	EffectResID	EffecUitResID	Rank	WorldNotify	Desc	Quality	Icon
HK_Title20	2519	封面潮人	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1			4	
HK_Title21	2520	潮流教主	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1			4	
HK_Title22	2521	时尚达人	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1			4	
HK_Admin_Title23	2522	剑侠小编		橙色称号	200	213	214	215	2592000					1			6	
HK_Admin_Title24	2523	我是GM		橙色称号	200	213	214	215	2592000					1			6	
HK_Admin_Title25	2524	活动专员		橙色称号	200	213	214	215	2592000					1			6	
HK_Admin_Title26	2525	礼品派送专员		特殊称号（红色）	200	222	223	224	2592000					1				
HK_Admin_Title27	2526	新手指导员		金色称号	200	216	217	218	2592000					1			7	
HK_Admin_Title28	2527	盖世无双		特殊称号（红色）	200	222	223	224						1				
HK_Admin_Title29	2528	绝顶高手		特殊称号（红色）	200	222	223	224						1				
HK_Admin_Title30	2529	难逢敌手		特殊称号（红色）	200	222	223	224						1				
HK_Admin_Title31	2530	月满乾坤		紫色称号	200	207	208	209	2592000					1			4	
HK_Admin_Title32	2531	花好月圆		蓝色称号	200	204	205	206	2592000					1			3	
HK_Title33	2532	威震武林	Title_Normal;Title_Orange	橙色称号	200	213	214	215	259200					1			6	
HK_Title34	2533	香港第一帮派	Title_Normal;	特殊称号（红色）	200	222	223	224	1296000					1				
HK_Title35	2534	台湾第一帮派	Title_Normal;	特殊称号（红色）	200	222	223	224	1296000					1				
HK_Title36	2535	境外第一帮派	Title_Normal;	特殊称号（红色）	200	222	223	224	1296000					1				
HK_Title37	2536	雄霸一方	Title_Normal;	特殊称号（红色）	200	222	223	224	1296000					1				
HK_Title38	2537	义薄云天	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
HK_Title39	2538	仗剑天涯	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
HK_Title40	2539	猛龙过江	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
HK_Title41	2540	只手遮天	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
HK_Title42	2541	战无不胜	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
HK_Title43	2542	胜者为王	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
HK_Title44	2543	盖世英雄	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
HK_Title45	2544	人剑合一	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
HK_Title46	2545	侠肝义胆	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
HK_Title47	2546	卧虎藏龙	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
HK_Title48	2547	乱世英雄	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
HK_Title49	2548	独孤九剑	Title_Normal;Title_Orange	橙色称号	200	213	214	215	604800					1			6	
HK_Title50	2549	迷踪仙派	Title_Normal;	特殊称号（绿色）	200	219	220	221	604800					1				
HK_Title51	2550	才富五车	Title_Normal;	特殊称号（红色）	200	222	223	224	604800					1				
HK_Title52	2551	武林至尊	Title_Normal;Title_Orange	橙色称号	200	213	214	215	604800					1			6	
HK_Title53	2552	天下无双	Title_Normal;Title_Orange	橙色称号	200	213	214	215	604800					1			6	
HK_Title54	2553	金牌打手	Title_Normal;	特殊称号（红色）	200	222	223	224	604800					1				
HK_Title55	2554	举世无双	Title_Normal;	特殊称号（红色）	200	222	223	224	604800					1				
HK_Title56	2555	神乎其技	Title_Normal;	特殊称号（红色）	200	222	223	224	604800					1				
HK_Title57	2556	炉火纯青	Title_Normal;	特殊称号（红色）	200	222	223	224	604800					1				
HK_Title58	2557	身手了得	Title_Normal;	特殊称号（红色）	200	222	223	224	604800					1				
HK_Title59	2558	登峰造极	Title_Normal;	特殊称号（红色）	200	222	223	224	604800					1				
HK_Title60	2559	伯乐	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
HK_Title61	2560	名驹之主	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1			4	
HK_Title62	2561	超级巨星	Title_Normal;Title_Orange	橙色称号	200	213	214	215	1728000					1			6	
HK_Title63	2562	灵魂导师	Title_Normal;Title_Purple	紫色称号	200	207	208	209	1728000					1			4	
HK_Title64	2563	财神爷	Title_Normal;	特殊称号（红色）	200	222	223	224	1296000					1				
HK_Title65	2564	一见你就笑	Title_Normal;Title_Purple	紫色称号	200	207	208	209	1296000					1			4	
HK_Title66	2565	五福临门	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1			6	
HK_Title67	2566	万事如意	Title_Normal;	特殊称号（红色）	200	222	223	224	2592000					1				
HK_Title68	2567	崭露头角	Title_Normal;	蓝色称号	200	204	205	206	2592000					1			3	
HK_Title69	2568	众星捧月	Title_Normal;Title_Purple	紫色称号	200	207	208	209	5184000					1			4	
HK_Title70	2569	玉树临风	Title_Normal;Title_Orange	橙色称号	200	213	214	215	5184000					1			6	
HK_Title71	2570	沉鱼落雁	Title_Normal;Title_Orange	橙色称号	200	213	214	215	5184000					1			6	
HK_Title72	2571	煮酒论英雄	Title_Normal;	特殊称号（红色）	200	222	223	224	2592000					1				
FubenNpc	3000	鼓舞		蓝色称号	200	204	205	206						1		副本NPC称号	3	
FubenNpc	3001	迅捷		蓝色称号	200	204	205	206						1		副本NPC称号	3	
FubenNpc	3002	治愈		蓝色称号	200	204	205	206						1		副本NPC称号	3	
FubenNpc	3003	尸爆		紫色称号	200	207	208	209						1		副本NPC称号	4	
FubenNpc	3004	反弹		紫色称号	200	207	208	209						1		副本NPC称号	4	
FubenNpc	3005	秒杀		红色称号	300			301						1		副本NPC称号		
FubenNpc	3006	剧毒		蓝色称号	200	204	205	206						1		副本NPC称号	3	
FubenNpc	3007	优先击杀		红色称号	300			301						1		副本NPC称号		
FubenNpc	3008	强体		蓝色称号	200	204	205	206						1		副本NPC称号	3	
FubenNpc	3009	免疫击退		蓝色称号	200	204	205	206						1		副本NPC称号	3	
FubenNpc	3010	昔日的回响		紫色称号	200	207	208	209						1		副本NPC称号	4	
FubenNpc	3011	尽快开启		红色称号	300			301						1		副本NPC称号		
FubenNpc	3012	尽快扑灭		红色称号	300			301						1		副本NPC称号		
FubenNpc	3013	反射		紫色称号	200	207	208	209						1		副本NPC称号	4	
FubenNpc	3014	天山女侠		紫色称号	200	207	208	209						1		副本NPC称号	4	
FubenNpc	3015	武林义士		蓝色称号	200	204	205	206						1		副本NPC称号	3	
FubenNpc	3016	精锐护卫		绿色称号	200	201	202	203						1		副本NPC称号	2	
VN_Title1	3500	红色称号1	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
VN_Title2	3501	红色称号2	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
VN_Title3	3502	红色称号3	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
VN_Title4	3503	红色称号4	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
VN_Title5	3504	红色称号5	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
VN_Title6	3505	红色称号6	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
VN_Title7	3506	红色称号7	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
VN_Title8	3507	红色称号8	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
VN_Title9	3508	红色称号9	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
VN_Title10	3509	红色称号10	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
VN_Title11	3510	紫色称号1	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1			4	
VN_Title12	3511	紫色称号2	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1			4	
VN_Title13	3512	紫色称号3	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1			4	
VN_Title14	3513	紫色称号4	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1			4	
VN_Title15	3514	紫色称号5	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1			4	
VN_Title16	3515	紫色称号6	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1			4	
VN_Title17	3516	紫色称号7	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1			4	
VN_Title18	3517	紫色称号8	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1			4	
VN_Title19	3518	紫色称号9	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1			4	
VN_Title20	3519	紫色称号10	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1			4	
VN_Title21	3520	橙色称号1	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1			6	
VN_Title22	3521	橙色称号2	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1			6	
VN_Title23	3522	橙色称号3	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1			6	
VN_Title24	3523	橙色称号4	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1			6	
VN_Title25	3524	橙色称号5	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1			6	
VN_Title26	3525	橙色称号6	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1			6	
VN_Title27	3526	橙色称号7	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1			6	
VN_Title28	3527	橙色称号8	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1			6	
VN_Title29	3528	橙色称号9	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1			6	
VN_Title30	3529	橙色称号10	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1			6	
VN_Title31	3530	Fanpagge 翻唱活动第一称号	Title_Normal;Title_Purple	紫色称号	200	207	208	209	5184000					1			4	
VN_Title32	3531	Fanpagge 翻唱活动第二称号	Title_Normal;Title_Purple	紫色称号	200	207	208	209	5184000					1			4	
VN_Title33	3532	Fanpagge 翻唱活动第三称号	Title_Normal;Title_Purple	紫色称号	200	207	208	209	5184000					1			4	
VN_Title34	3533	Fanpagge 活动称号第一称号	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1			5	
VN_Title35	3534	Fanpagge 活动称号第二称号	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1			5	
VN_Title36	3535	Fanpagge 活动称号第三称号	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1			6	
VN_Title37	3536	Fanpagge 活动称号第四称号	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1			5	
VN_Title38	3537	Fanpagge 活动称号第五称号	Title_Normal;Title_Pink	粉色称号	200	210	211	212	15552000					1			5	
VN_Title39	3538	Fanpagge 活动称号第六称号	Title_Normal;Title_Orange	橙色称号	200	213	214	215	15552000					1			6	
VN_Title40	3539	Fanpagge 活动称号第七称号	Title_Normal;Title_Orange	橙色称号	200	213	214	215	15552000					1			6	
VN_Title41	3540	预备称号1	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1			4	
VN_Title42	3541	预备称号2	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1			4	
VN_Title43	3542	预备称号3	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1			4	
VN_Title44	3543	预备称号4	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1			4	
VN_Title45	3544	预备称号5	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1			4	
VN_Title46	3545	预备称号6	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1			5	
VN_Title47	3546	预备称号7	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1			5	
VN_Title48	3547	预备称号8	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1			5	
VN_Title49	3548	预备称号9	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1			5	
VN_Title50	3549	预备称号10	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1			5	
VN_Title51	3550	预备称号11	Title_Normal;Title_Orange	橙色称号	200	213	214	215	15552000					1			6	
VN_Title52	3551	预备称号12	Title_Normal;Title_Orange	橙色称号	200	213	214	215	15552000					1			6	
VN_Title53	3552	预备称号13	Title_Normal;Title_Orange	橙色称号	200	213	214	215	15552000					1			6	
VN_Title54	3553	预备称号14	Title_Normal;Title_Orange	橙色称号	200	213	214	215	15552000					1			6	
VN_Title55	3554	预备称号15	Title_Normal;Title_Orange	橙色称号	200	213	214	215	15552000					1			6	
VN_Title56	3555	天下无双	Title_Normal;Title_Orange	橙色称号	200	213	214	215	31536000				9272	1		2018年周年冲级称号	6	
VN_Title57	3556	武林上顶	Title_Normal;Title_Gold	金色称号	200	216	217	218	31536000				9273	1		参与2018年上顶夜宴称号	7	
VN_Title58	3557	越南胜利	Title_Normal;Title_Orange	橙色称号	200	213	214	215	1296000				9940	1		鼓励越南球队加油	6	
VN_Title59	3558	越南无敌	Title_Normal;Title_Orange	橙色称号	200	213	214	215	1296000				9941	1		鼓励越南球队加油	6	
VN_Title60	3559	越土之魂	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000				9939	1		领取越土之魂豪华宝箱	6	
KinOpenSrvActivity1	4000	第一家族族长	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		百大家族活动中家族排名第一的荣誉	6	
KinOpenSrvActivity2	4001	第一家族副族长	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		百大家族活动中家族排名第一的荣誉	6	
KinOpenSrvActivity3	4002	第一家族长老	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		百大家族活动中家族排名第一的荣誉	6	
KinOpenSrvActivity4	4003	第一家族精英	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		百大家族活动中家族排名第一的荣誉	6	
KinOpenSrvActivity5	4004	第一家族成员	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		百大家族活动中家族排名第一的荣誉	6	
KinOpenSrvActivity6	4005	十大家族族长	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000					1		百大家族活动中家族排名前十的荣誉	5	
KinOpenSrvActivity7	4006	十大家族副族长	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000					1		百大家族活动中家族排名前十的荣誉	5	
KinOpenSrvActivity8	4007	十大家族长老	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000					1		百大家族活动中家族排名前十的荣誉	5	
KinOpenSrvActivity9	4008	十大家族精英	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000					1		百大家族活动中家族排名前十的荣誉	5	
KinOpenSrvActivity10	4009	十大家族成员	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000					1		百大家族活动中家族排名前十的荣誉	5	
KinOpenSrvActivity11	4010	卓越家族族长	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1		百大家族活动中家族排名第11~20名	4	
KinOpenSrvActivity12	4011	卓越家族副族长	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1		百大家族活动中家族排名第11~20名	4	
KinOpenSrvActivity13	4012	卓越家族长老	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1		百大家族活动中家族排名第11~20名	4	
KinOpenSrvActivity14	4013	卓越家族精英	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1		百大家族活动中家族排名第11~20名	4	
KinOpenSrvActivity15	4014	卓越家族成员	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1		百大家族活动中家族排名第11~20名	4	
KinOpenSrvActivity16	4015	第一家族领袖	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		百大家族活动中家族排名第一的荣誉	6	
KinOpenSrvActivity17	4016	十大家族领袖	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000					1		百大家族活动中家族排名前十的荣誉	5	
KinOpenSrvActivity18	4017	卓越家族领袖	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1		百大家族活动中家族排名第11~20名	4	
KinOpenSrvActivity19	4018	第一家族宝贝	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		百大家族活动中家族排名第一的荣誉	6	
KinOpenSrvActivity20	4019	十大家族宝贝	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000					1		百大家族活动中家族排名前十的荣誉	5	
KinOpenSrvActivity21	4020	卓越家族宝贝	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1		百大家族活动中家族排名第11~20名	4	
KinOpenSrvActivity22	4045	第一家族指挥	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		百大家族活动中家族排名第一的荣誉	6	
KinOpenSrvActivity23	4046	十大家族指挥	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000					1		百大家族活动中家族排名前十的荣誉	5	
KinOpenSrvActivity24	4044	卓越家族指挥	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1		百大家族活动中家族排名第11~20名	4	
KinActivityRankAct1	4021	鼎盛家族领袖	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1		家族活跃排行活动中家族在本服排名第一的荣誉	6	
KinActivityRankAct2	4022	鼎盛家族族长	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1		家族活跃排行活动中家族在本服排名第一的荣誉	6	
KinActivityRankAct3	4023	鼎盛家族副族长	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1		家族活跃排行活动中家族在本服排名第一的荣誉	6	
KinActivityRankAct4	4024	鼎盛家族长老	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1		家族活跃排行活动中家族在本服排名第一的荣誉	6	
KinActivityRankAct5	4025	鼎盛家族宝贝	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1		家族活跃排行活动中家族在本服排名第一的荣誉	6	
KinActivityRankAct6	4026	鼎盛家族精英	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1		家族活跃排行活动中家族在本服排名第一的荣誉	6	
KinActivityRankAct7	4027	鼎盛家族成员	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1		家族活跃排行活动中家族在本服排名第一的荣誉	6	
KinActivityRankAct8	4028	兴旺家族领袖	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1		家族活跃排行活动中家族在本服排名第二的荣誉	5	
KinActivityRankAct9	4029	兴旺家族族长	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1		家族活跃排行活动中家族在本服排名第二的荣誉	5	
KinChaosFightAct_1_1	6918	踏雪定八方	Title_Normal;Title_Gold	金色称号	200	216	217	218	7776000					1		琼花杯大师赛战区冠军家族获得此称号	7
KinChaosFightAct_1_2	6919	雪战宗师	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1		琼花杯大师赛战区亚军家族获得此称号	6
KinChaosFightAct_1_3	6920	雪战专家	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1		琼花杯大师赛战区四强家族获得此称号	5
KinChaosFightAct_1_4	6921	雪战群豪	Title_Normal;Title_Purple	紫色称号	200	207	208	209	7776000					1		琼花杯大师赛战区八强家族获得此称号	4
KinChaosFightAct_1_5	6922	雪战高手	Title_Normal;	蓝色称号	200	204	205	206	7776000					1		琼花杯大师赛战区十六强家族获得此称号	3
KinActivityRankAct10	4030	兴旺家族副族长	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1		家族活跃排行活动中家族在本服排名第二的荣誉	5	
KinActivityRankAct11	4031	兴旺家族长老	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1		家族活跃排行活动中家族在本服排名第二的荣誉	5	
KinActivityRankAct12	4032	兴旺家族宝贝	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1		家族活跃排行活动中家族在本服排名第二的荣誉	5	
KinActivityRankAct13	4033	兴旺家族精英	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1		家族活跃排行活动中家族在本服排名第二的荣誉	5	
KinActivityRankAct14	4034	兴旺家族成员	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1		家族活跃排行活动中家族在本服排名第二的荣誉	5	
KinActivityRankAct15	4035	活跃家族领袖	Title_Normal;Title_Purple	紫色称号	200	207	208	209	7776000					1		家族活跃排行活动中家族在本服排名第三的荣誉	4	
KinActivityRankAct16	4036	活跃家族族长	Title_Normal;Title_Purple	紫色称号	200	207	208	209	7776000					1		家族活跃排行活动中家族在本服排名第三的荣誉	4	
KinActivityRankAct17	4037	活跃家族副族长	Title_Normal;Title_Purple	紫色称号	200	207	208	209	7776000					1		家族活跃排行活动中家族在本服排名第三的荣誉	4	
KinActivityRankAct18	4038	活跃家族长老	Title_Normal;Title_Purple	紫色称号	200	207	208	209	7776000					1		家族活跃排行活动中家族在本服排名第三的荣誉	4	
KinActivityRankAct19	4039	活跃家族宝贝	Title_Normal;Title_Purple	紫色称号	200	207	208	209	7776000					1		家族活跃排行活动中家族在本服排名第三的荣誉	4	
KinActivityRankAct20	4040	活跃家族精英	Title_Normal;Title_Purple	紫色称号	200	207	208	209	7776000					1		家族活跃排行活动中家族在本服排名第三的荣誉	4	
KinActivityRankAct21	4041	活跃家族成员	Title_Normal;Title_Purple	紫色称号	200	207	208	209	7776000					1		家族活跃排行活动中家族在本服排名第三的荣誉	4	
FoolsDayAct1	4042	聪明绝顶	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1		愚人节活动中当天问题全部答对获得此称号	5	
FoolsDayAct2	4043	聪慧如豕	Title_Normal;Title_Purple	紫色称号	200	207	208	209	86400					1		愚人节活动中当天在家族中答错题目最多获得此称号	4	
XM_Title1	4500	煮酒会英雄	Title_Normal;	特殊称号（红色）	200	222	223	224	2592000					1				
XM_Title2	4501	侠义之心	Title_Normal;Title_Purple	紫色称号	200	207	208	209	604800					1			4	
XM_Title3	4502	天籁之音	Title_Normal;Title_Orange	橙色称号	200	213	214	215	5184000					1			6	
XM_Title4	4503	灵魂导师	Title_Normal;Title_Purple	紫色称号	200	207	208	209	5184000					1			4	
XM_Title5	4504	雪利兵残	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000					1			5	
XM_Title6	4505	ToT好痛	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000					1			5	
XM_Title7	4506	还真的郎君	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000					1			5	
XM_Title8	4507	爷只是传说	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000					1			5	
XM_Title9	4508	凛·守护神	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000					1			5	
XM_Admin_Title10	4509	我是GM	Title_Normal;	特殊称号（红色）	200	222	223	224						1				
XM_Title11	4510	天籁新秀	Title_Normal;Title_Purple	紫色称号	200	207	208	209	5184000					1			4	
XM_Title12	4511	人气宝贝	Title_Normal;Title_Pink	粉色称号	200	210	211	212	5184000					1			5	
XM_Title13	4512	天籁见证人	Title_Normal;	特殊称号（红色）	200	222	223	224	5184000					1				
XM_Title14	4513	新马第一领袖	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1			6	
XM_Title15	4514	新马第一家族	Title_Normal;	特殊称号（红色）	200	222	223	224	2592000					1				
XM_Title16	4515	巅峰至尊	Title_Normal;Title_Orange	橙色称号	200	213	214	215		UI/Atlas/BeautyTitle/BeautyTitle.prefab  	BeautyTitle1_			1			6	
XM_Title17	4516	襄阳守尉	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		预约新剑侠情缘专属荣誉	5	
XM_Title18	4517	临安新贵	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		预约新剑侠情缘专属荣誉	5	
XM_Title19	4518	世界杯预言帝	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		通过参与世界杯活动获得	5	
XM_Title20	4519	最佳吃瓜球迷	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		通过参与世界杯活动获得	4	
XM_Title21	4520	剑侠最强	Title_Normal;	特殊称号（红色）	200	222	223	224	2592000					1		通过线下活动获得		
XM_Title22	4521	新马之巅	Title_Normal;Title_Gold	金色称号	200	216	217	218						1		新服战力排行第一名专属	7	
XM_Title23	4522	威震新马	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1		新服战力排行前十名专属	6	
NewYearQA_1	4600	挚友		绿色称号	200	201	202	203						1		从新年礼盒的考验活动中获得，证明了你们之间的友谊	2	
NewYearQA_2	4601	表面兄弟		绿色称号	200	201	202	203						1		从新年礼盒的考验活动中获得，证明了你们之间的友谊	2	
ZhounianqingQA_1	4602	挚友		绿色称号	200	201	202	203						1		从周年庆礼盒考验活动中获得，证明了你们之间的友谊	2	
ZhounianqingQA_2	4603	表面兄弟		绿色称号	200	201	202	203						1		从周年庆礼盒考验活动中获得，证明了你们之间的友谊	2	
CeremonyQA_1	4604	挚友		绿色称号	200	201	202	203						1		从盛典礼盒考验活动中获得，证明了你们之间的友谊	2	
CeremonyQA_2	4605	表面兄弟		绿色称号	200	201	202	203						1		从盛典礼盒考验活动中获得，证明了你们之间的友谊	2	
ChangBai_1	6891	白衣仙人常出没	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		在长白之巅活动总排行中，取得第一名获得该称号	6
ChangBai_2	6892	长白山头皆冰雪	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000					1		在长白之巅活动总排行中，取得第2-5名获得该称号	5
ChangBai_3	6893	突峰嵌玉半天悬	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1		在长白之巅活动总排行中，取得第6-10名获得该称号	4
ChangBaiZhenYing_1	6880	坤		特殊称号（绿色）	200	219	220	221					9992	1
ChangBaiZhenYing_2	6881	艮		特殊称号（绿色）	200	219	220	221					9991	1
ChangBaiZhenYing_3	6882	坎		特殊称号（绿色）	200	219	220	221					9990	1
ChangBaiZhenYing_4	6883	巽		特殊称号（绿色）	200	219	220	221					9993	1
ChangBaiZhenYing_5	6884	乾		特殊称号（绿色）	200	219	220	221					9988	1
ChangBaiZhenYing_6	6885	兑		特殊称号（绿色）	200	219	220	221					9995	1
ChangBaiZhenYing_7	6886	离		特殊称号（绿色）	200	219	220	221					9994	1
ChangBaiZhenYing_8	6887	震		特殊称号（绿色）	200	219	220	221					9989	1
Chongfeng	6823	再续前缘	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		重逢活动中完成所有重逢目标，重逢双方获得的奖励	4
daiyanren1	5000	武当新秀		粉色称号	200	210	211	212						1		代言人活动	5	
daiyanren2	5001	峨嵋新秀		粉色称号	200	210	211	212						1		代言人活动	5	
daiyanren3	5002	寂寞双煞		紫色称号	200	207	208	209						1		代言人活动	4	
daiyanren4	5003	寂寞双煞		紫色称号	200	207	208	209						1		代言人活动	4	
LevelOpenSrvActivity1	5004	一骑绝尘	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服等级冲榜活动中排名[FFFE0D]前十[-]，获得此称号	6	
LevelOpenSrvActivity2	5005	蹑景追风	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000					1		恭喜侠士在开服等级冲榜活动中排名[FFFE0D]第11-100名[-]，获得此称号	5	
PowerOpenSrvActivity1	5006	天王第一	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服战力冲榜活动中战力排名[FFFE0D]第1[-]，荣获此称号，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity2	5007	峨嵋第一	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服战力冲榜活动中战力排名[FFFE0D]第1[-]，荣获此称号，有效期[FFFE0D]30天[-]	6	
