IconId	Atlas	Sprite	ExtAtlas	ExtSprite	Desc1	Desc2
22118	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_xiangyu	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·项羽(唯一)	6级
22119	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_tangxiao2	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·唐晓(唯一)	6级
22120	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_songqiushi	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	中级魂石·宋秋石(唯一)	5级
22121	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_guyanran	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	中级魂石·古嫣然(唯一)	5级
22122	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_yinxiaoyu	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	中级魂石·尹筱雨(唯一)	5级
22123	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_shixuanyuan	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	中级魂石·石轩辕(唯一)	5级
22124	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_yeqingyang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	中级魂石·叶青阳(唯一)	5级
22125	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_bingyi	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	中级魂石·冰仪(唯一)	5级
22126	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_yangzaixing	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	中级魂石·杨再兴(唯一)	5级
22127	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_wanyanloushi	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	中级魂石·完颜娄室(唯一)	5级
22128	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_xiaoyuzhu	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	中级魂石·萧玉竹(唯一)	5级
22129	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_jinwushu	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	中级魂石·金兀术(唯一)	5级
22130	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_jueshiyuji	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·绝世虞姬(唯一)	6级
22131	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_wuzetianyin	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·武则天(阴)(唯一)	6级
22132	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_wuzetianyang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·武则天(阳)(唯一)	6级
22133	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_direnjie	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	中级魂石·狄仁杰(唯一)	5级
22134	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_liyuanfang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	中级魂石·李元芳(唯一)	5级
22135	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_wuzibei	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	中级魂石·无字碑(唯一)	5级
22136	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_hanmeng	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	中级魂石·韩蒙(唯一)	5级
22137	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_helianpiao	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	中级魂石·何怜飘(唯一)	5级
22138	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_yuyunwen	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·虞允文(唯一)	5级
22139	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_shiwang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	中级魂石·龙纹狮王(唯一)	5级
22140	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_fenghou	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	中级魂石·巨螯蜂后(唯一)	5级
22141	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_wangteng	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·王腾(唯一)	5级
22142	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_wangyunxiao	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	中级魂石·王云潇(唯一)	5级
22143	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_jingxue	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	中级魂石·惊雪(唯一)	5级
22144	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_tianyin	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·天音(唯一)占位	6级
22145	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_kongxiang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	中级魂石·空相(唯一)	5级
22146	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_linqingyu	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	中级魂石·林青羽(唯一)	5级
22147	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_mengcanglan	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·孟苍岚(唯一)	6级
22148	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_fengxingzhou	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	中级魂石·风行周(唯一)	5级
22149	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_fanggongwang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·方公望(唯一)	6级
22150	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_guiguziyin	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·鬼谷子(阴)(唯一)	6级
22151	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_guiguziyang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·鬼谷子(阳)(唯一)	6级
22152	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_xuanbingdiaohuang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·玄冰貂皇(唯一)	6级
22153	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_wandujihuang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·万毒棘皇(唯一)	6级
22154	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_wanyanzonghan	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·完颜宗翰(唯一)	6级
22155	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_yewuxin	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·叶无心(唯一)	6级
22156	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_tianyin	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·天音(唯一)	6级
22157	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_yunhaoran	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·云浩然(唯一)	6级
22158	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_duanzhengxin	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·本尘(唯一)	6级
22159	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_duanzhixin	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·段智兴(唯一)	6级
22160	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_benyin	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·本因(唯一)	6级
22161	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_benguan	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·本观(唯一)	6级
22162	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_benxiang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·本相(唯一)	6级
22163	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_panshiniuwang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·磐石牛王(唯一)	6级
22164	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_zhiyanniuhou	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·炙炎牛后(唯一)	6级
22165	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_zhangchengsu	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·张承素(唯一)	6级
22166	UI/Atlas/NewAtlas/SpiritStone/SpiritStone3.prefab	stone_baiqi2	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·武安君（唯一）	6级
22167	UI/Atlas/NewAtlas/SpiritStone/SpiritStone3.prefab	stone_lisi2	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·丞相李斯（唯一）	6级
22168	UI/Atlas/NewAtlas/SpiritStone/SpiritStone2.prefab	stone_direnjie2	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·狄梁公（唯一）	6级
22169	UI/Atlas/NewAtlas/SpiritStone/SpiritStone3.prefab	stone_damo	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·达摩（唯一）	6级
22170	UI/Atlas/NewAtlas/SpiritStone/SpiritStone3.prefab	stone_damohuwei	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·达摩护卫（唯一）	6级
22171	UI/Atlas/NewAtlas/SpiritStone/SpiritStone3.prefab	stone_hudongweishi	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·护洞卫士（唯一）	6级
22172	UI/Atlas/NewAtlas/SpiritStone/SpiritStone3.prefab	stone_yangjinchen	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·杨荩忱（唯一）	6级
22173	UI/Atlas/NewAtlas/SpiritStone/SpiritStone3.prefab	stone_yangjizhou	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	中级魂石·杨继周（唯一）	6级
23001	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_lisan	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_blue	高级魂石·李三	3级
23002	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_luqing	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_blue	高级魂石·卢青	3级
23003	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_yinger	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_blue	高级魂石·莺儿	3级
23004	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_guwu	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_blue	高级魂石·顾武	3级
23005	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_xiaowu	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·殷方	4级
23006	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_sumoyun	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_blue	高级魂石·苏墨芸	3级
23007	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_xiaodongcheng	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_blue	高级魂石·萧动尘	3级
23008	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_hushenyi	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_blue	高级魂石·胡神医	3级
23009	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_qinmubai	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_blue	高级魂石·秦沐白	3级
23010	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_zhangzhongtian	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_blue	高级魂石·张仲天	3级
23011	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_luda	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_blue	高级魂石·路达	3级
23012	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_houwang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·白眉猴王	4级
23013	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_langwang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·大地狼王	4级
23014	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_luwang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·寒玉鹿王	4级
23015	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_qiangwei	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_blue	高级魂石·蔷薇	3级
23016	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_zixuan	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_blue	高级魂石·紫轩	3级
23017	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_zhuofeifan	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·卓非凡	4级
23018	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_yumingyao	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·月明瑶	4级
23019	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_longyaotian	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·龙傲天	4级
23020	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_motianran	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·沫天然	4级
23021	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_syangyingfeng	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	高级魂石·少年杨影枫	5级
23022	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_nangongcaihong	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_blue	高级魂石·南宫彩虹	3级
23023	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_linhai	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_blue	高级魂石·林海	3级
23024	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_luwenlong	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_blue	高级魂石·陆文龙	3级
23025	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_zhaowushuang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_blue	高级魂石·赵无双	3级
23026	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_wuxiang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_blue	高级魂石·无相	3级
23027	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_tangxiao	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·唐潇	4级
23028	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_zhangrumeng	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_blue	高级魂石·张如梦	3级
23029	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_zhanglinxin	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·张琳心	4级
23030	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_fengyushu	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·封玉书	4级
23031	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_zhaojie	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_blue	高级魂石·赵节	3级
23032	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_shaoqifeng	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_blue	高级魂石·邵骑风	3级
23033	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_hemuxue	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·何暮雪	4级
23034	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_zhaoshengquan	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·赵升权	4级
23035	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_nalanzhen	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·纳兰真	4级
23036	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_chaisong	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·柴嵩	4级
23037	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_quxia	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	高级魂石·曲霞	5级
23038	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_yelvpili	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	高级魂石·耶律辟离	5级
23039	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_yangtiexin	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	高级魂石·杨铁心	5级
23040	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_wuxiangg	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	高级魂石·无想	5级
23041	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_liuxiaoting	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	高级魂石·柳潇庭	5级
23042	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_litianer	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	高级魂石·李恬儿	5级
23043	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_litianmu	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	高级魂石·李天目	5级
23044	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_wanyanxiang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	高级魂石·完颜襄	5级
23045	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_shaohongyuan	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·邵宏渊	4级
23046	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_baiyanjing	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·白彦敬	4级
23047	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_yelvchucai	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	高级魂石·耶律楚材	5级
23048	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_leifeng	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·雷风	4级
23049	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_leitong	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·雷同	4级
23050	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_tangjuanjuan	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·唐娟娟	4级
23051	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_leizhengtian	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	高级魂石·雷震天	5级
23052	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_duobaozei	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·夺宝贼	4级
23053	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_yishou	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·双兽异兽	4级
23054	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_baowang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·奔焰豹王	4级
23055	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_huwang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_purple	高级魂石·九尾狐王	4级
23079	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_yangyin	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	高级魂石·杨瑛(唯一)	6级
23080	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_qingxiao	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	高级魂石·清晓师太(唯一)	6级
23081	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_zhuzixu	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	高级魂石·祝子虚(唯一)	6级
23082	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_huangyuying	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	高级魂石·黄玉英(唯一)	6级
23083	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_daoyi	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	高级魂石·道一真人(唯一)	6级
23084	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_duanmurui	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	高级魂石·端木睿(唯一)	6级
23056	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_gaochanggong	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	高级魂石·高长恭	5级
23057	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_zhebie	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	高级魂石·哲别	5级
23058	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_qinliangyu	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	高级魂石·秦良玉	5级
23059	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_yuanchengzhi	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	高级魂石·袁承志	5级
23060	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_aobai	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	高级魂石·鳌拜	5级
23061	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_hanshizhong	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_pink	高级魂石·韩世忠	5级
23062	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_huhuang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	高级魂石·赤睛虎皇	6级
23063	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_xionghuang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	高级魂石·撼天熊皇	6级
23064	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_ehuang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	高级魂石·紫背鳄皇	6级
23065	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_jingang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	高级魂石·定海金刚	6级
23066	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_penghuang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	高级魂石·金翅鹏皇	6级
23067	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_xihuang	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	高级魂石·银角犀皇	6级
23085	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_mengzhiqiu	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	高级魂石·孟知秋(唯一)	6级
23086	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_lixianzhong	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	高级魂石·李显忠(唯一)	6级
23087	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_tudankening	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	高级魂石·徒单克宁(唯一)	6级
23088	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_dugujian	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	高级魂石·独孤剑(唯一)	6级
23100	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_nangongfeiyun	UI/Atlas/NewAtlas/SpiritStone/SpiritStone1.prefab	stone_orange	高级魂石·南宫飞云(唯一)	6级
