ShowType	Name	GroupName	Faction	Sex	ResId	EffectResId	IconId	BigIconId	Desc	Desc2
1318	秋霞挽香	wdu_f	12	2	918		16268	16268	五毒武器T18	T18
1319	五毒武器T19	wdu_f	12	2	919		16269	16269	五毒武器T19	T19
1320	五毒武器T20	wdu_f	12	2	920		16270	16270	五毒武器T20	T20
1211	【稀有】饮月枝	wdu_f	12	2	911		16261	16261	五毒稀有武器T11	T11
1212	【稀有】雪玲珑	wdu_f	12	2	912		16262	16262	五毒稀有武器T12	T12
1213	【稀有】黄泉引	wdu_f	12	2	913		16263	16263	五毒稀有武器T13	T13
1214	【稀有】百鸟朝凤	wdu_f	12	2	914		16264	16264	五毒稀有武器T14	T14
1215	【稀有】风声鹤唳	wdu_f	12	2	915		16265	16265	五毒稀有武器T15	T15
1216	【稀有】暗香疏影	wdu_f	12	2	916		16266	16266	五毒稀有武器T16	T16
1217	【稀有】吟风弄月	wdu_f	12	2	917		16267	16267	五毒稀有武器T17	T17
1218	【稀有】秋霞挽香	wdu_f	12	2	918		16268	16268	五毒稀有武器T18	T18
1219	【稀有】五毒武器T19	wdu_f	12	2	919		16269	16269	五毒稀有武器T19	T19
1220	【稀有】五毒武器T20	wdu_f	12	2	920		16270	16270	五毒稀有武器T20	T20
1311	御神剑	cj_m	13	1	921		16321	16321	藏剑武器T11	T11
1312	青云剑	cj_m	13	1	922		16322	16322	藏剑武器T12	T12
1313	神霄剑	cj_m	13	1	923		16323	16323	藏剑武器T13	T13
1314	羲皇剑	cj_m	13	1	924		16324	16324	藏剑武器T14	T14
1315	猩红剑	cj_m	13	1	925		16325	16325	藏剑武器T15	T15
1316	玉莲剑	cj_m	13	1	926		16326	16326	藏剑武器T16	T16
1317	金戈剑	cj_m	13	1	927		16327	16327	藏剑武器T17	T17
1318	末风剑	cj_m	13	1	928		16328	16328	藏剑武器T18	T18
1319	藏剑武器T19	cj_m	13	1	929		16329	16329	藏剑武器T19	T19
1320	藏剑武器T20	cj_m	13	1	930		16330	16330	藏剑武器T20	T20
1211	【稀有】御神剑	cj_m	13	1	921		16321	16321	藏剑稀有武器T11	T11
1212	【稀有】青云剑	cj_m	13	1	922		16322	16322	藏剑稀有武器T12	T12
1213	【稀有】神霄剑	cj_m	13	1	923		16323	16323	藏剑稀有武器T13	T13
1214	【稀有】羲皇剑	cj_m	13	1	924		16324	16324	藏剑稀有武器T14	T14
1215	【稀有】猩红剑	cj_m	13	1	925		16325	16325	藏剑稀有武器T15	T15
1216	【稀有】玉莲剑	cj_m	13	1	926		16326	16326	藏剑稀有武器T16	T16
1217	【稀有】金戈剑	cj_m	13	1	927		16327	16327	藏剑稀有武器T17	T17
1218	【稀有】末风剑	cj_m	13	1	928		16328	16328	藏剑稀有武器T18	T18
1219	【稀有】藏剑武器T19	cj_m	13	1	929		16329	16329	藏剑稀有武器T19	T19
1220	【稀有】藏剑武器T20	cj_m	13	1	930		16330	16330	藏剑稀有武器T20	T20
1311	如梦令	cg_f	14	2	931		16381	16381	长歌武器T11	T11
1312	白苹香	cg_f	14	2	932		16382	16382	长歌武器T12	T12
1313	苏幕遮	cg_f	14	2	933		16383	16383	长歌武器T13	T13
1314	东湖月	cg_f	14	2	934		16384	16384	长歌武器T14	T14
1315	凤楼春	cg_f	14	2	935		16385	16385	长歌武器T15	T15
1316	子夜歌	cg_f	14	2	936		16386	16386	长歌武器T16	T16
1317	阳春怨	cg_f	14	2	937		16387	16387	长歌武器T17	T17
1318	佳人醉	cg_f	14	2	938		16388	16388	长歌武器T18	T18
1319	长歌武器T19	cg_f	14	2	939		16389	16389	长歌武器T19	T19
1320	长歌武器T20	cg_f	14	2	940		16390	16390	长歌武器T20	T20
1211	【稀有】如梦令	cg_f	14	2	931		16381	16381	长歌稀有武器T11	T11
1212	【稀有】白苹香	cg_f	14	2	932		16382	16382	长歌稀有武器T12	T12
1213	【稀有】苏幕遮	cg_f	14	2	933		16383	16383	长歌稀有武器T13	T13
1214	【稀有】东湖月	cg_f	14	2	934		16384	16384	长歌稀有武器T14	T14
1215	【稀有】凤楼春	cg_f	14	2	935		16385	16385	长歌稀有武器T15	T15
1216	【稀有】子夜歌	cg_f	14	2	936		16386	16386	长歌稀有武器T16	T16
1217	【稀有】阳春怨	cg_f	14	2	937		16387	16387	长歌稀有武器T17	T17
1218	【稀有】佳人醉	cg_f	14	2	938		16388	16388	长歌稀有武器T18	T18
1219	【稀有】长歌武器T19	cg_f	14	2	939		16389	16389	长歌稀有武器T19	T19
1220	【稀有】长歌武器T20	cg_f	14	2	940		16390	16390	长歌稀有武器T20	T20
1311	雪夜冰	ts	15		941		16441	16441	天山男武器T11	T11
1312	海月清辉	ts	15		942		16442	16442	天山男武器T12	T12
1313	飞瀑连珠	ts	15		943		16443	16443	天山男武器T13	T13
1314	九霄环佩	ts	15		944		16444	16444	天山男武器T14	T14
1315	竹聆风	ts	15		945		16445	16445	天山男武器T15	T15
1316	凤凰和鸣	ts	15		946		16446	16446	天山男武器T16	T16
1317	金鹄清音	ts	15		947		16447	16447	天山男武器T17	T17
1318	聆断水	ts	15		948		16448	16448	天山男武器T18	T18
1319	天山武器T19	ts	15		949		16449	16449	天山男武器T19	T19
1320	天山武器T20	ts	15		950		16450	16450	天山男武器T20	T20
1211	【稀有】雪夜冰	ts	15		941		16441	16441	天山男稀有武器T11	T11
1212	【稀有】海月清辉	ts	15		942		16442	16442	天山男稀有武器T12	T12
1213	【稀有】飞瀑连珠	ts	15		943		16443	16443	天山男稀有武器T13	T13
1214	【稀有】九霄环佩	ts	15		944		16444	16444	天山男稀有武器T14	T14
1215	【稀有】竹聆风	ts	15		945		16445	16445	天山男稀有武器T15	T15
1216	【稀有】凤凰和鸣	ts	15		946		16446	16446	天山男稀有武器T16	T16
1217	【稀有】金鹄清音	ts	15		947		16447	16447	天山男稀有武器T17	T17
1218	【稀有】聆断水	ts	15		948		16448	16448	天山男稀有武器T18	T18
1219	【稀有】天山武器T19	ts	15		949		16449	16449	天山男稀有武器T19	T19
1220	【稀有】天山武器T20	ts	15		950		16450	16450	天山男稀有武器T20	T20
1311	润德刀	bd_m	16	1	951		16501	16501	霸刀男武器T11	T11
1312	怨月刀	bd_m	16	1	952		16502	16502	霸刀男武器T12	T12
1313	浮龙刀	bd_m	16	1	953		16503	16503	霸刀男武器T13	T13
1314	九骨刀	bd_m	16	1	954		16504	16504	霸刀男武器T14	T14
1315	皓峰刀	bd_m	16	1	955		16505	16505	霸刀男武器T15	T15
1316	偃骨刀	bd_m	16	1	956		16506	16506	霸刀男武器T16	T16
1317	北星刀	bd_m	16	1	957		16507	16507	霸刀男武器T17	T17
1318	万魂刀	bd_m	16	1	958		16508	16508	霸刀男武器T18	T18
1319	霸刀武器T19	bd_m	16	1	959		16509	16509	霸刀男武器T19	T19
1320	霸刀武器T20	bd_m	16	1	960		16510	16510	霸刀男武器T20	T20
1211	【稀有】润德刀	bd_m	16	1	951		16501	16501	霸刀男稀有武器T11	T11
1212	【稀有】怨月刀	bd_m	16	1	952		16502	16502	霸刀男稀有武器T12	T12
1213	【稀有】浮龙刀	bd_m	16	1	953		16503	16503	霸刀男稀有武器T13	T13
1214	【稀有】九骨刀	bd_m	16	1	954		16504	16504	霸刀男稀有武器T14	T14
1215	【稀有】皓峰刀	bd_m	16	1	955		16505	16505	霸刀男稀有武器T15	T15
1216	【稀有】偃骨刀	bd_m	16	1	956		16506	16506	霸刀男稀有武器T16	T16
1217	【稀有】北星刀	bd_m	16	1	957		16507	16507	霸刀男稀有武器T17	T17
1218	【稀有】万魂刀	bd_m	16	1	958		16508	16508	霸刀男稀有武器T18	T18
1219	【稀有】霸刀武器T19	bd_m	16	1	959		16509	16509	霸刀男稀有武器T19	T19
1220	【稀有】霸刀武器T20	bd_m	16	1	960		16510	16510	霸刀男稀有武器T20	T20
1311	润德刀	bd_f	16	2	10681		16501	16501	霸刀女武器T11	T11
1312	怨月刀	bd_f	16	2	10682		16502	16502	霸刀女武器T12	T12
1313	浮龙刀	bd_f	16	2	10683		16503	16503	霸刀女武器T13	T13
1314	九骨刀	bd_f	16	2	10684		16504	16504	霸刀女武器T14	T14
1315	皓峰刀	bd_f	16	2	10685		16505	16505	霸刀女武器T15	T15
1316	偃骨刀	bd_f	16	2	10686		16506	16506	霸刀女武器T16	T16
1317	北星刀	bd_f	16	2	10687		16507	16507	霸刀女武器T17	T17
1318	万魂刀	bd_f	16	2	10688		16508	16508	霸刀女武器T18	T18
1319	霸刀武器T19	bd_f	16	2	10689		16509	16509	霸刀女武器T19	T19
1320	霸刀武器T20	bd_f	16	2	10690		16510	16510	霸刀女武器T20	T20
1211	【稀有】润德刀	bd_f	16	2	10681		16501	16501	霸刀女稀有武器T11	T11
1212	【稀有】怨月刀	bd_f	16	2	10682		16502	16502	霸刀女稀有武器T12	T12
1213	【稀有】浮龙刀	bd_f	16	2	10683		16503	16503	霸刀女稀有武器T13	T13
1214	【稀有】九骨刀	bd_f	16	2	10684		16504	16504	霸刀女稀有武器T14	T14
1215	【稀有】皓峰刀	bd_f	16	2	10685		16505	16505	霸刀女稀有武器T15	T15
1216	【稀有】偃骨刀	bd_f	16	2	10686		16506	16506	霸刀女稀有武器T16	T16
1217	【稀有】北星刀	bd_f	16	2	10687		16507	16507	霸刀女稀有武器T17	T17
1218	【稀有】万魂刀	bd_f	16	2	10688		16508	16508	霸刀女稀有武器T18	T18
1219	【稀有】霸刀武器T19	bd_f	16	2	10689		16509	16509	霸刀女稀有武器T19	T19
1220	【稀有】霸刀武器T20	bd_f	16	2	10690		16510	16510	霸刀女稀有武器T20	T20
1311	墨影剑	hs	17		961		16561	16561	华山武器T11	T11
1312	幽语剑	hs	17		962		16562	16562	华山武器T12	T12
1313	澜悔剑	hs	17		963		16563	16563	华山武器T13	T13
1314	抚夜剑	hs	17		964		16564	16564	华山武器T14	T14
1315	青釭剑	hs	17		965		16565	16565	华山武器T15	T15
1316	驭愁剑	hs	17		966		16566	16566	华山武器T16	T16
1317	星痕剑	hs	17		967		16567	16567	华山武器T17	T17
1318	碧空剑	hs	17		968		16568	16568	华山武器T18	T18
1319	华山武器T19	hs	17		969		16569	16569	华山武器T19	T19
1320	华山武器T20	hs	17		970		16570	16570	华山武器T20	T20
1211	【稀有】墨影剑	hs	17		961		16561	16561	华山稀有武器T11	T11
1212	【稀有】幽语剑	hs	17		962		16562	16562	华山稀有武器T12	T12
1213	【稀有】澜悔剑	hs	17		963		16563	16563	华山稀有武器T13	T13
1214	【稀有】抚夜剑	hs	17		964		16564	16564	华山稀有武器T14	T14
1215	【稀有】青釭剑	hs	17		965		16565	16565	华山稀有武器T15	T15
1216	【稀有】驭愁剑	hs	17		966		16566	16566	华山稀有武器T16	T16
1217	【稀有】星痕剑	hs	17		967		16567	16567	华山稀有武器T17	T17
1218	【稀有】碧空剑	hs	17		968		16568	16568	华山稀有武器T18	T18
1219	【稀有】华山武器T19	hs	17		969		16569	16569	华山稀有武器T19	T19
1220	【稀有】华山武器T20	hs	17		970		16570	16570	华山稀有武器T20	T20
1311	沐晖玉鳞	mj	18		971		16621	16621	明教武器T11	T11
1312	苍穹鹤血	mj	18		972		16622	16622	明教武器T12	T12
1313	戮魔饮血	mj	18		973		16623	16623	明教武器T13	T13
1314	夔兽双绞	mj	18		974		16624	16624	明教武器T14	T14
1315	冥月惊生	mj	18		975		16625	16625	明教武器T15	T15
1316	冷辉灵魅	mj	18		976		16626	16626	明教武器T16	T16
1317	明辉独尊	mj	18		977		16627	16627	明教武器T17	T17
1318	傲雪凌霜	mj	18		978		16628	16628	明教武器T18	T18
1319	明教武器T19	mj	18		979		16629	16629	明教武器T19	T19
1320	明教武器T20	mj	18		980		16630	16630	明教武器T20	T20
1211	【稀有】沐晖玉鳞	mj	18		971		16621	16621	明教稀有武器T11	T11
1212	【稀有】苍穹鹤血	mj	18		972		16622	16622	明教稀有武器T12	T12
1213	【稀有】戮魔饮血	mj	18		973		16623	16623	明教稀有武器T13	T13
1214	【稀有】夔兽双绞	mj	18		974		16624	16624	明教稀有武器T14	T14
1215	【稀有】冥月惊生	mj	18		975		16625	16625	明教稀有武器T15	T15
1216	【稀有】冷辉灵魅	mj	18		976		16626	16626	明教稀有武器T16	T16
1217	【稀有】明辉独尊	mj	18		977		16627	16627	明教稀有武器T17	T17
1218	【稀有】傲雪凌霜	mj	18		978		16628	16628	明教稀有武器T18	T18
1219	【稀有】明教武器T19	mj	18		979		16629	16629	明教稀有武器T19	T19
1220	【稀有】明教武器T20	mj	18		980		16630	16630	明教稀有武器T20	T20
1311	悲声笔	wh	20		991		16741	16741		
1312	忘诗笔	wh	20		992		16742	16742		
1313	寂辞笔	wh	20		993		16743	16743		
1314	兰鲤笔	wh	20		994		16744	16744		
1315	此夜曲	wh	20		995		16745	16745		
1316	青丝雪	wh	20		996		16746	16746		
1317	一水间	wh	20		997		16747	16747		
1318	画上君	wh	20		998		16748	16748		
1319	万花武器T19	wh	20		999		16749	16749		
1320	万花武器T20	wh	20		1000		16750	16750		
1211	【稀有】悲声笔	wh	20		991		16741	16741		
1212	【稀有】忘诗笔	wh	20		992		16742	16742		
1213	【稀有】寂辞笔	wh	20		993		16743	16743		
1214	【稀有】兰鲤笔	wh	20		994		16744	16744		
1215	【稀有】此夜曲	wh	20		995		16745	16745		
1216	【稀有】青丝雪	wh	20		996		16746	16746		
1217	【稀有】一水间	wh	20		997		16747	16747		
1218	【稀有】画上君	wh	20		998		16748	16748		
1219	【稀有】万花武器T19	wh	20		999		16749	16749		
1220	【稀有】万花武器T20	wh	20		1000		16750	16750		
1511	【传承】撼地锤	tw_m	1	1	801		15601	15601	天王传承武器T11	T11
1512	【传承】四象锤	tw_m	1	1	802		15602	15602	天王传承武器T12	T12
1513	【传承】五岳锤	tw_m	1	1	803		15603	15603	天王传承武器T13	T13
1514	【传承】冥狱锤	tw_m	1	1	804		15604	15604	天王传承武器T14	T14
1515	【传承】碧霄锤	tw_m	1	1	805		15605	15605	天王传承武器T15	T15
1516	【传承】铠钰锤	tw_m	1	1	806		15606	15606	天王传承武器T16	T16
1517	【传承】狼啸锤	tw_m	1	1	807		15607	15607	天王传承武器T17	T17
1518	【传承】天工锤	tw_m	1	1	808		15608	15608	天王传承武器T18	T18
1519	【传承】天王武器T19	tw_m	1	1	809		15609	15609	天王传承武器T19	T19
1520	【传承】天王武器T20	tw_m	1	1	810		15610	15610	天王传承武器T20	T20
6511	【传承】麒麟衫	m2	1|7|10|11|16	1	2011		15611	15611	天王传承衣服T11	T11
6512	【传承】卿狂衫	m2	1|7|10|11|16	1	2012		15612	15612	天王传承衣服T12	T12
6513	【传承】龙武衫	m2	1|7|10|11|16	1	2013		15613	15613	天王传承衣服T13	T13
6514	【传承】浩气衫	m2	1|7|10|11|16	1	2014		15614	15614	天王传承衣服T14	T14
6515	【传承】降龙衫	m2	1|7|10|11|16	1	2015		15615	15615	天王传承衣服T15	T15
6516	【传承】龙鳞衫	m2	1|7|10|11|16	1	2016		15616	15616	天王传承衣服T16	T16
6517	【传承】魔陨衫	m2	1|7|10|11|16	1	2017		15617	15617	天王传承衣服T17	T17
6518	【传承】赤绫衫	m2	1|7|10|11|16	1	2018		15618	15618	天王传承衣服T18	T18
6519	【传承】衣服T19	m2	1|7|10|11|16	1	2019		15619	15619	天王传承衣服T19	T19
6520	【传承】衣服T20	m2	1|7|10|11|16	1	2020		15620	15620	天王传承衣服T20	T20
5511	【传承】麒麟冠	m2	1|7|10|11|16	1	2011		15621	15621	天王传承帽子T11	T11
5512	【传承】卿狂冠	m2	1|7|10|11|16	1	2012		15622	15622	天王传承帽子T12	T12
5513	【传承】龙武冠	m2	1|7|10|11|16	1	2013		15623	15623	天王传承帽子T13	T13
5514	【传承】浩气冠	m2	1|7|10|11|16	1	2014		15624	15624	天王传承帽子T14	T14
5515	【传承】降龙冠	m2	1|7|10|11|16	1	2015		15625	15625	天王传承帽子T15	T15
5516	【传承】龙鳞冠	m2	1|7|10|11|16	1	2016		15626	15626	天王传承帽子T16	T16
5517	【传承】魔陨冠	m2	1|7|10|11|16	1	2017		15627	15627	天王传承帽子T17	T17
5518	【传承】赤绫冠	m2	1|7|10|11|16	1	2018		15628	15628	天王传承帽子T18	T18
5519	【传承】头盔T19	m2	1|7|10|11|16	1	2019		15629	15629	天王传承帽子T19	T19
5520	【传承】头盔T20	m2	1|7|10|11|16	1	2020		15630	15630	天王传承帽子T20	T20
7511	【传承】麒麟护腕	m2	1|7|10|11|16	1			15631	15631	天王传承护腕T11	T11
7512	【传承】卿狂护腕	m2	1|7|10|11|16	1			15632	15632	天王传承护腕T12	T12
7513	【传承】龙武护腕	m2	1|7|10|11|16	1			15633	15633	天王传承护腕T13	T13
7514	【传承】浩气护腕	m2	1|7|10|11|16	1			15634	15634	天王传承护腕T14	T14
7515	【传承】降龙护腕	m2	1|7|10|11|16	1			15635	15635	天王传承护腕T15	T15
7516	【传承】龙鳞护腕	m2	1|7|10|11|16	1			15636	15636	天王传承护腕T16	T16
7517	【传承】魔陨护腕	m2	1|7|10|11|16	1			15637	15637	天王传承护腕T17	T17
7518	【传承】赤绫护腕	m2	1|7|10|11|16	1			15638	15638	天王传承护腕T18	T18
7519	【传承】护腕T19	m2	1|7|10|11|16	1			15639	15639	天王传承护腕T19	T19
7520	【传承】护腕T20	m2	1|7|10|11|16	1			15640	15640	天王传承护腕T20	T20
8511	【传承】麒麟腰带	m2	1|7|10|11|16	1			15641	15641	天王传承腰带T11	T11
8512	【传承】卿狂腰带	m2	1|7|10|11|16	1			15642	15642	天王传承腰带T12	T12
8513	【传承】龙武腰带	m2	1|7|10|11|16	1			15643	15643	天王传承腰带T13	T13
8514	【传承】浩气腰带	m2	1|7|10|11|16	1			15644	15644	天王传承腰带T14	T14
8515	【传承】降龙腰带	m2	1|7|10|11|16	1			15645	15645	天王传承腰带T15	T15
8516	【传承】龙鳞腰带	m2	1|7|10|11|16	1			15646	15646	天王传承腰带T16	T16
8517	【传承】魔陨腰带	m2	1|7|10|11|16	1			15647	15647	天王传承腰带T17	T17
8518	【传承】赤绫腰带	m2	1|7|10|11|16	1			15648	15648	天王传承腰带T18	T18
8519	【传承】腰带T19	m2	1|7|10|11|16	1			15649	15649	天王传承腰带T19	T19
8520	【传承】腰带T20	m2	1|7|10|11|16	1			15650	15650	天王传承腰带T20	T20
9511	【传承】麒麟靴	m2	1|7|10|11|16	1			15651	15651	天王传承鞋子T11	T11
9512	【传承】卿狂靴	m2	1|7|10|11|16	1			15652	15652	天王传承鞋子T12	T12
9513	【传承】龙武靴	m2	1|7|10|11|16	1			15653	15653	天王传承鞋子T13	T13
9514	【传承】浩气靴	m2	1|7|10|11|16	1			15654	15654	天王传承鞋子T14	T14
9515	【传承】降龙靴	m2	1|7|10|11|16	1			15655	15655	天王传承鞋子T15	T15
9516	【传承】龙鳞靴	m2	1|7|10|11|16	1			15656	15656	天王传承鞋子T16	T16
9517	【传承】魔陨靴	m2	1|7|10|11|16	1			15657	15657	天王传承鞋子T17	T17
9518	【传承】赤绫靴	m2	1|7|10|11|16	1			15658	15658	天王传承鞋子T18	T18
9519	【传承】鞋子T19	m2	1|7|10|11|16	1			15659	15659	天王传承鞋子T19	T19
9520	【传承】鞋子T20	m2	1|7|10|11|16	1			15660	15660	天王传承鞋子T20	T20
1511	【传承】凝雪剑	em_f	2	2	811		15661	15661	峨眉传承武器T11	T11
1512	【传承】红菱剑	em_f	2	2	812		15662	15662	峨眉传承武器T12	T12
1513	【传承】冰玉剑	em_f	2	2	813		15663	15663	峨眉传承武器T13	T13
1514	【传承】流萤剑	em_f	2	2	814		15664	15664	峨眉传承武器T14	T14
1515	【传承】止水剑	em_f	2	2	815		15665	15665	峨眉传承武器T15	T15
1516	【传承】寒樱剑	em_f	2	2	816		15666	15666	峨眉传承武器T16	T16
1517	【传承】金兰剑	em_f	2	2	817		15667	15667	峨眉传承武器T17	T17
1518	【传承】长恨剑	em_f	2	2	818		15668	15668	峨眉传承武器T18	T18
1519	【传承】峨眉武器T19	em_f	2	2	819		15669	15669	峨眉传承武器T19	T19
1520	【传承】峨眉武器T20	em_f	2	2	820		15670	15670	峨眉传承武器T20	T20
6511	【传承】秋水裳	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4011		15671	15671	峨眉传承衣服T11	T11
6512	【传承】倾城裳	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4012		15672	15672	峨眉传承衣服T12	T12
6513	【传承】织云裳	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4013		15673	15673	峨眉传承衣服T13	T13
6514	【传承】冰心裳	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4014		15674	15674	峨眉传承衣服T14	T14
6515	【传承】青丝裳	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4015		15675	15675	峨眉传承衣服T15	T15
6516	【传承】璃秀裳	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4016		15676	15676	峨眉传承衣服T16	T16
6517	【传承】恋花裳	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4017		15677	15677	峨眉传承衣服T17	T17
6518	【传承】芳盛裳	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4018		15678	15678	峨眉传承衣服T18	T18
6519	【传承】衣服T19	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4019		15679	15679	峨眉传承衣服T19	T19
6520	【传承】衣服T20	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4020		15680	15680	峨眉传承衣服T20	T20
5511	【传承】秋水钗	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4011		15681	15681	峨眉传承帽子T11	T11
5512	【传承】倾城钗	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4012		15682	15682	峨眉传承帽子T12	T12
5513	【传承】织云钗	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4013		15683	15683	峨眉传承帽子T13	T13
5514	【传承】冰心钗	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4014		15684	15684	峨眉传承帽子T14	T14
5515	【传承】青丝钗	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4015		15685	15685	峨眉传承帽子T15	T15
5516	【传承】璃秀钗	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4016		15686	15686	峨眉传承帽子T16	T16
5517	【传承】恋花钗	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4017		15687	15687	峨眉传承帽子T17	T17
5518	【传承】芳盛钗	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4018		15688	15688	峨眉传承帽子T18	T18
5519	【传承】头盔T19	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4019		15689	15689	峨眉传承帽子T19	T19
5520	【传承】头盔T20	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4020		15690	15690	峨眉传承帽子T20	T20
7511	【传承】秋水护腕	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15691	15691	峨眉传承护腕T11	T11
7512	【传承】倾城护腕	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15692	15692	峨眉传承护腕T12	T12
7513	【传承】织云护腕	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15693	15693	峨眉传承护腕T13	T13
7514	【传承】冰心护腕	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15694	15694	峨眉传承护腕T14	T14
7515	【传承】青丝护腕	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15695	15695	峨眉传承护腕T15	T15
7516	【传承】璃秀护腕	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15696	15696	峨眉传承护腕T16	T16
7517	【传承】恋花护腕	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15697	15697	峨眉传承护腕T17	T17
7518	【传承】芳盛护腕	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15698	15698	峨眉传承护腕T18	T18
7519	【传承】护腕T19	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15699	15699	峨眉传承护腕T19	T19
7520	【传承】护腕T20	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15700	15700	峨眉传承护腕T20	T20
8511	【传承】秋水腰带	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15701	15701	峨眉传承腰带T11	T11
8512	【传承】倾城腰带	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15702	15702	峨眉传承腰带T12	T12
8513	【传承】织云腰带	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15703	15703	峨眉传承腰带T13	T13
8514	【传承】冰心腰带	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15704	15704	峨眉传承腰带T14	T14
8515	【传承】青丝腰带	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15705	15705	峨眉传承腰带T15	T15
8516	【传承】璃秀腰带	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15706	15706	峨眉传承腰带T16	T16
8517	【传承】恋花腰带	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15707	15707	峨眉传承腰带T17	T17
8518	【传承】芳盛腰带	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15708	15708	峨眉传承腰带T18	T18
8519	【传承】腰带T19	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15709	15709	峨眉传承腰带T19	T19
8520	【传承】腰带T20	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15710	15710	峨眉传承腰带T20	T20
9511	【传承】秋水靴	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15711	15711	峨眉传承鞋子T11	T11
9512	【传承】倾城靴	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15712	15712	峨眉传承鞋子T12	T12
9513	【传承】织云靴	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15713	15713	峨眉传承鞋子T13	T13
9514	【传承】冰心靴	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15714	15714	峨眉传承鞋子T14	T14
9515	【传承】青丝靴	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15715	15715	峨眉传承鞋子T15	T15
9516	【传承】璃秀靴	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15716	15716	峨眉传承鞋子T16	T16
9517	【传承】恋花靴	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15717	15717	峨眉传承鞋子T17	T17
9518	【传承】芳盛靴	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15718	15718	峨眉传承鞋子T18	T18
9519	【传承】鞋子T19	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15719	15719	峨眉传承鞋子T19	T19
9520	【传承】鞋子T20	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			15720	15720	峨眉传承鞋子T20	T20
1511	【传承】神木弓	th_f	3	2	821		15721	15721	桃花传承武器T11	T11
1512	【传承】朝颜弓	th_f	3	2	822		15722	15722	桃花传承武器T12	T12
1513	【传承】灵宝弓	th_f	3	2	823		15723	15723	桃花传承武器T13	T13
1514	【传承】碧鸾弓	th_f	3	2	824		15724	15724	桃花传承武器T14	T14
1515	【传承】落日弓	th_f	3	2	825		15725	15725	桃花传承武器T15	T15
1516	【传承】寒钰弓	th_f	3	2	826		15726	15726	桃花传承武器T16	T16
1517	【传承】白泽弓	th_f	3	2	827		15727	15727	桃花传承武器T17	T17
1518	【传承】紫绮弓	th_f	3	2	828		15728	15728	桃花传承武器T18	T18
1519	【传承】桃花武器T19	th_f	3	2	829		15729	15729	桃花传承武器T19	T19
1520	【传承】桃花武器T20	th_f	3	2	830		15730	15730	桃花传承武器T20	T20
6511	【传承】蝶翼裳	f1	1|3|11|12|16|19	2	3011		15731	15731	桃花传承衣服T11	T11
6512	【传承】幽碧裳	f1	1|3|11|12|16|19	2	3012		15732	15732	桃花传承衣服T12	T12
