szHelpKey	szBigTitle	nHead	nIndex	szTitle	Function	FunParam	szContent
QYHHelp	群英会须知		6	总结奖励			每胜利一场，会获得胜利奖励；失败一场，会获得惜败奖励；结算后取得不同的名次也将获得丰厚的排名奖励。根据[FFFE0D]当日胜利/失败总场次和最终排名[-]，在活动结束时统一发放相应的奖励
AthleticsHonorHelp	武林荣誉须知		1	武林荣誉			根据侠士的活动成绩进行评定，由高至低分别为白金→黄金→白银→青铜→黑铁，不同活动荣誉的晋升条件不同，可点击荣誉图标查看详细规则，[FFFE0D]每月首日0点[-]将根据[FFFE0D]各活动最高段位[-]进行结算发奖，同时[FFFE0D]清空当月荣誉[-]。
AthleticsHonorHelp	武林荣誉须知		2	武林角逐赛资格			武林角逐赛资格获取与武林荣誉并无直接关系，不同活动的资格有特定的获取途径，详情可点击对应图标进行查看。
WeatherHelp	家园昼夜须知		1	家园昼夜			[FFFE0D]白天：[-]卯时、辰时、巳时、午时、未时、申时\n[FFFE0D]夜晚：[-]酉时、戌时、亥时、子时、丑时、寅时\n[FFFE0D]提示：每个时辰持续3分钟[-]
WeatherHelp	家园昼夜须知		2	家园天气			家园会随机进入雷雨天气、晴天
WLDHHelp	武林大会须知		1	大会简介			测试模式
BattleMobaHelp	宋金攻防战		1	规则简介			[FFFE0D]每周一[-]特定时间段角色等级≥24级的玩家均可报名参加，报名后所有玩家随机分入「宋」或「金」进行对战，无法提前组队，以摧毁 [FFFE0D]敌方大营[-] 为主要目标。
BattleMobaHelp	宋金攻防战		2	胜负判定			·摧毁敌方大营的一方获胜\n·若活动结束时双方大营未被摧毁，则摧毁建筑数多的一方获胜，数量一致时，建筑剩余血量多是一方胜，血量一致时，总击杀数多的一方获胜
BattleMobaHelp	宋金攻防战		3	战场要素			战场会随机刷出[FFFE0D]野生生物、增益球[-]，击杀[FFFE0D]野生生物[-]或者拾取[FFFE0D]增益球[-]后将获得强力增益效果。
BattleMobaHelp	宋金攻防战		4	战地首领			击杀首领时对首领输出高的一方阵营，将会获得首领的协助\n·若超过[FFFE0D]10秒[-]没有对首领造成伤害，则输出量将会[FFFE0D]持续减少[-]\n·击杀首领的一方阵营获得额外的输出量
BattleMobaHelp	宋金攻防战		5	建筑规则			必须先摧毁外塔，才能够攻击内塔，必须摧毁内塔，才能攻击大营。\n[FFFE0D]敌方防御塔周围若没有本方的士兵/首领，则对防御塔造成的伤害-50%[-]
BattleBossHelp	宋金攻防战		1	战地首领			击杀首领时对首领输出高的一方阵营，将会获得首领的协助\n·若超过[FFFE0D]10秒[-]没有对首领造成伤害，则输出量将会[FFFE0D]持续减少[-]\n·击杀首领的一方阵营获得额外的输出量
FieldBossHelp	历代名将		1	本服历代名将			特定时间段进入指定名将地图，以家族为单位，根据对名将造成的伤害进行排名并获取丰厚奖励的家族活动。
FieldBossHelp	历代名将		2	跨服场次时间			首次获取资格后的[FFFE0D]每周一晚22:00 - 23:00[-]，将开启跨服历代名将（注：未获取资格的家族照旧参加本服历代名将）
FieldBossHelp	历代名将		3	跨服资格获取			以[FFFE0D]每周2/3/5/6[-]的本服历代名将的争夺结果，进行每周总积分统计后[FFFE0D]排名前3[-]的家族，可以获取跨服历代名将资格
FieldBossHelp	历代名将		4	积分获取规则			对80-110级的名将（李广/赵云/李元霸/项羽）造成伤害并上榜进入前5排名的家族进行积分统计，根据伤害排名获得各家族对应的积分，排名越靠前积分越高
FieldBossHelp	历代名将		5	积分结算规则			资格积分[FFFE0D]每周六晚本服名将结束[-]时进行结算并公布资格获取结果，资格积分每场跨服历代名将结束后清空重置
JingMaiHelp	同伴经脉		1	经脉简介			同伴使用资质丹可以获得[FFFE0D]真气[-]，通过消耗真气提升经脉中穴位的境界重数，可以让同伴和角色获得额外的属性和技能。
JingMaiHelp	同伴经脉		2	丹田			丹田有[FFFE0D]充盈[-]与[FFFE0D]疲劳[-]两个状态，可在同伴界面右下方查询。充盈时使用资质丹能获得真气值。同伴[FFFE0D]遣散[-]和[FFFE0D]洗髓[-]会使丹田进入疲劳状态，此时使用资质丹不能获得真气，但可以降低疲劳值。
JingMaiHelp	同伴经脉		3	经脉冲穴			冲穴是指消耗真气、银两或特殊道具对经脉中的穴位提升境界，有一定的[FFFE0D]成功率[-]。每日[FFFE0D]成功[-]冲穴的次数有上限，次日[FFFE0D]4点[-]重置，可在经脉界面查看。
JingMaiHelp	同伴经脉		4	经脉属性			打通和提升穴位境界可以获得该穴位附加的各种属性或技能，对同伴和角色效果[FFFE0D]有所不同[-]。必须有[FFFE0D]同伴上阵[-]后，经脉属性才会生效。
WeddingHelp	婚姻须知		1	预定婚礼规则①			[FFFE0D]「庄园·晚樱连理」婚礼[-]无需预定，申请后婚礼立刻开始。\n[FFFE0D]「海岛·红鸾揽月」婚礼[-]可以提前[FFFE0D]7天[-]预定，每天只接受一个预约。\n[FFFE0D]「舫舟·乘龙配凤」婚礼[-]可以提前[FFFE0D]3周[-]预定，每个自然周只接受一个预约。
WeddingHelp	婚姻须知		2	预定婚礼规则②			·婚礼一经预定后不可更换日期，但可以更换更高档次的婚礼。\n·预定的婚礼逾期后，可以[FF6464FF]60天内[-]补交一半的费用重新申请，或者缴纳全额费用申请其他档次的婚礼。
WeddingHelp	婚姻须知		3	解除订婚关系			·找红娘可以申请解除订婚关系。\n·如果已经预定了婚礼，解除关系后预定的婚礼将被取消，所花费的金额不退还。
WeddingHelp	婚姻须知		4	婚礼举办规则			只能在每天的[FFFE0D]10:00~24:00时间段[-]举办婚礼。
WeddingHelp	婚姻须知		5	离婚规则①			·协议离婚：双方组队找红娘申请，申请后立即解除婚姻关系。\n·强制离婚：单方找红娘申请，需要 [FFFE0D]至少24小时[-] 的确认时间，提出申请的一方需要花费[FFFE0D]1000元宝[-]，期间随时可以取消申请。
WeddingHelp	婚姻须知		6	离婚规则②			·新婚[FFFE0D]30天内[-]禁止离婚\n·若一方离线超过[FFFE0D]14天[-]，则申请强制离婚无任何消耗。
WeddingHelp	婚姻须知		7	离婚规则③			正式离婚后将会回收双方的[FFFE0D]婚服、婚书、婚戒、夫妻称号、结婚家具[-]，双方降低亲密度，并且自动搬离对方的家园。
MarriageMDHelp	结婚纪念日须知		1	结婚纪念日	MarriageMDHelp		结婚纪念日有：1个月、6个月、1周年\n下个纪念日为：[FFFE0D]%s（成婚%s）[-][00FF00][url=openwnd:查看奖励, AttributeDescription, '', false, 'MarriageMDRewards_%d'][-]
MarriageMDHelp	结婚纪念日须知		2	奖励领取方式			到达结婚纪念日后，需[FFFE0D]夫妻双方组队[-]前往[00FF00][url=npc:红娘, 2372, 10][-]处领取纪念日奖励。
CashGiftHelp	礼金须知		1	证婚人			拜堂阶段，礼金榜[FFFE0D]前4名[-]宾客将成婚[FFFE0D]证婚人[-]于主席台见证新人完婚。
CrossDomainHelp	跨服攻城战须知		1	资格获取			以每次本服攻城战家族所占领的领地获得积分，跨服攻城战开启前根据总积分[FFFE0D]排名前4、及当前占领「襄阳城」[-]的家族[FFFE0D]（本服评选5个家族参战）[-]，可以获取跨服攻城战资格。
CrossDomainHelp	跨服攻城战须知		2	积分获取			根据家族占领的领地进行积分统计，占领[FFFE0D]主城/村镇/野外[-]分别获得对应的积分\n「主城」：10积分      「村镇」：6积分      「野外」：3积分
CrossDomainHelp	跨服攻城战须知		3	积分结算			资格积分每场跨服攻城战结束后清空重置。
CrossDomainHelp	跨服攻城战须知		4	临安外城			活动开始后每两两家族被分配在一个临安外城进行争夺龙柱，占领[FFFE0D]两根龙柱[-]的家族获得进入「临安王城」的资格，每个家族只允许[FFFE0D]40名[-]成员进入临安王城。
CrossDomainHelp	跨服攻城战须知		5	临安内城			活动进行[FFFE0D]10分钟[-]后，关闭临安外城争夺，开启临安内城争夺，只有处于临安外城的成员才可进入临安内城，每四个家族被分配在一个临安内城进行争夺[FFFE0D]「王座」[-]，临安内城持续[FFFE0D]10分钟[-]。
CrossDomainHelp	跨服攻城战须知		6	临安王城			临安王城内共有[FFFE0D]8根龙柱、1个王座[-]，只有当所有龙柱均有家族占领才开启王座争夺，所有从临安外城进入的玩家都会在同一个临安王城地图内进行争夺。
CrossDomainHelp	跨服攻城战须知		7	统治力			占领[FFFE0D]龙柱、王座[-]后[FFFE0D]每10秒[-]可以获得统治力\n临安外城「龙柱」20统治力                临安王城「龙柱」40统治力\n临安内城「王座」60统治力                临安王城「王座」120统治力
CrossDomainHelp	跨服攻城战须知		8	攻城器械			长老以上职位的成员可在家族战争坊中购买攻城器械，协助家族更好的进行攻城，活动开始前[FFFE0D]10分钟[-]之后所购买攻城器械将不允许在本场跨服攻城战中使用。
CrossDomainHelp	跨服攻城战须知		9	临安城主			根据占领[FFFE0D]龙柱、王座[-]所获得统治力，排名第一的家族占据临安城，家族领袖成为城主。
KinSecretFubenHelp	家族秘境须知		1	挑战准备			活动开始后玩家选择进入[FFFE0D]天[-]、[FFFE0D]地[-]、[FFFE0D]人[-]号秘境，[FFFE0D]3[-]分钟的准备时间结束时秘境开启，每个秘境最多允许[FFFE0D]50[-]人挑战，各家族自行调整挑战秘境的个数以及每个秘境的人数。
KinSecretFubenHelp	家族秘境须知		2	南宫飞云			南宫飞云会对玩家体内注入天煞真气，被注入天煞真气的玩家需要在[FFFE0D]5[-]秒内离开人群，否则会对自己周围的玩家造成巨额伤害。
KinSecretFubenHelp	家族秘境须知		3	悲魔剑圣			杨影枫可变为某五行护体状态，获得该五行给予的反弹伤害能力，玩家需要将其引诱到克制该五行的法阵中去；地上的五行法阵可以给予本五行对应门派的玩家以神奇的能力，在杨影枫施放强力技能的时候可以有效规避伤害。
KinSecretFubenHelp	家族秘境须知		4	独孤伉俪			独孤伉俪分别有反弹[FFFE0D]近战[-]和[FFFE0D]远程[-]伤害的能力；两人分别会向两个玩家体内注入[FFFE0D]同极[-]和[FFFE0D]异极[-]真气，两个玩家需及时远离或靠近对方；两人感情深厚，独孤剑先被击杀，张琳心会[FFFE0D]使其重生[-]，张琳心先被击杀，独孤剑会[FFFE0D]狂怒[-]。
KinSecretFubenHelp	家族秘境须知		5	通用机制			秘境中每个boss都有[FFFE0D]吸魂[-]能力，周围每死亡一个玩家，该boss能力就会加强；而且如果boss周围的玩家全部阵亡，则该boss的所有状态都会[FFFE0D]重置[-]为[FFFE0D]未开始状态[-]。
KinSecretFubenHelp	家族秘境须知		6	奖励规则			本秘境挑战结束时会按照挑战结果给结束时在秘境内的玩家发放奖励，且结算时每个在本房间玩家会给最终拍卖奖励加成，如果玩家在一个房间中提供加成之后，将不能对其他房间的拍卖奖励提供加成。
InDifferBattleJueDiHelp	心魔绝地		1	玩法介绍			进入心魔绝地后，玩家[FFFE0D]固定99级、不携带同伴、初始拥有相同的战力水平[-]，起始门派可以从[FFFE0D]随机6个[-]中选择。
InDifferBattleJueDiHelp	心魔绝地		2	玩法流程			幻境中共有[FFFE0D]36个区域[-]，分[FFFE0D]4个阶段[-]进行，每个阶段结束会在若干区域出现瘴气，第4阶段将只有一个无瘴气的区域让玩家进行决战！\n[FFFE0D]（停留在瘴气中的玩家会持续受到伤害）[-]
InDifferBattleJueDiHelp	心魔绝地		3	门派更换			门派可以通过区域内出现的“[FFFE0D]门派之力[-]”来进行变换，被更换的门派将以“[FFFE0D]门派之力[-]”的形式出现在自己身旁，其他侠士可加以利用。
InDifferBattleJueDiHelp	心魔绝地		4	资源获取			幻境中的资源分为[FFFE0D]能力[-]、[FFFE0D]道具[-]和[FFFE0D]效果[-]三类，以[FFFE0D]可采集[-]的符咒形式出现在地上。能力资源包含装备[FFFE0D]强化[-]、门派[FFFE0D]秘籍[-]及[FFFE0D]坐骑[-]，道具资源包含[FFFE0D]药品[-]、[FFFE0D]技能[-]、[FFFE0D]附魔石[-]及[FFFE0D]复活石[-]，效果资源包含[FFFE0D]回血[-]、[FFFE0D]免控[-]及[FFFE0D]跑速[-]。
InDifferBattleJueDiHelp	心魔绝地		5	特殊事件			幻境中某些特定的时间点将会刷出：[FFFE0D]上古凶兽、心魔、幻兽首领、心魔幻象[-]\n上古凶兽可使其出现的房间在短时间内弥漫瘴气，而[FFFE0D]击杀心魔、幻兽首领[-]和[FFFE0D]开启心魔幻象[-]的侠士都将获得丰厚的幻境资源。
InDifferBattleJueDiHelp	心魔绝地		6	幻境限制			[FFFE0D]禁止：[-]幻境中禁止打坐、第四阶段（决战阶段）禁止骑马。\n[FFFE0D]匿名：[-]幻境中除队友以外，其他侠士都将以匿名的形式显示为“神秘人”。\n[FFFE0D]物品：[-]幻境中获得的所有物品，都将在离开幻境后消失。
InDifferBattleJueDiHelp	心魔绝地		7	积分获得			击败其他侠士[FFFE0D]（未阵亡的队员均可获得积分）[-]、阶段结束时存活、优胜的队伍获得额外积分\n[FFFE0D]小提示：个人积分越高活动奖励越丰厚哦！[-]
InDifferBattleJueDiHelp	心魔绝地		8	优胜规则			最终将以[FFFE0D]队伍存活人数、队伍总积分、存活队员总战力[-]判定优胜队伍。
InDifferBattleJueDiHelp	心魔绝地		9	积分/评价			[92D2FF]积分：[-]0~5        [92D2FF]评价：[-][FFFFFF]普通[-]        [92D2FF]积分：[-]6~15      [92D2FF]评价：[-][64db00]一般[-]\n[92D2FF]积分：[-]16~31    [92D2FF]评价：[-][11adf6]良好[-]        [92D2FF]积分：[-]32~47    [92D2FF]评价：[-][aa62fc]优秀[-]\n[92D2FF]积分：[-]48~95    [92D2FF]评价：[-][ff578c]卓越[-]        [92D2FF]积分：[-]96+        [92D2FF]评价：[-][ff8f06]最佳[-]
MagicBowlHelp	家园聚宝盆		1	聚宝盆获取与升级			聚宝盆是一件[FFFE0D]唯一[-]的家具，在家具坊中打造后摆放在[FFFE0D]庭院[-]中。聚宝盆初始等级等级为1级，当家园舒适度达到一定等级后，可对聚宝盆升级。
MagicBowlHelp	家园聚宝盆		2	聚宝盆作用介绍			聚宝盆可以凝聚一定条数的[FFFE0D]铭文属性[-]，你可将心仪的铭文属性洗练至聚宝盆上。聚宝盆等级越高，可凝聚的[FFFE0D]属性条数[-]也会增加。
MagicBowlHelp	家园聚宝盆		3	铭文锻造			在聚宝盆界面消耗一定的[FFFE0D]家具材料[-]锻造铭文。锻造过程，需要持续一段时间。聚宝盆等级越高，可锻造的[FFFE0D]铭文阶数[-]越高，鉴定后的属性效果也更好。
MagicBowlHelp	家园聚宝盆		4	聚宝盆属性			当聚宝盆凝聚铭文属性后，每天可默认获得聚宝盆一部分的属性数值效果。同时，每天可通过[FFFE0D]祈福[-]调整运势，运势越好，获得的属性数值越高，祈福获得的运势可持续72小时。
DanceActHelp	舞动江湖		1	活动规则			活动期间每天的[FFFFFF]13:30[-]、[FFFFFF]16:00[-]、[FFFFFF]20:00[-]都会开启舞动江湖活动，玩家需要及时进入准备场等待匹配，比赛开始后按照给定指令操作。
DanceActHelp	舞动江湖		2	普通阶段			普通阶段每正确完成一条指令会积[FFFFFF]1分[-]，操作失误或者未能完成该条指令不积分。
DanceActHelp	舞动江湖		3	死斗阶段			死斗阶段每正确完成一条指令会积[FFFFFF]2分[-]，操作失误或者未能完成该条指令不积分，并且会丧失继续比赛的资格。
DanceActHelp	舞动江湖		4	进阶操作			完成指令的速度够快，可以使本条指令获取的积分翻倍；连续完成正确的操作数每达到5的倍数，都会额外的积分。
DanceActHelp	舞动江湖		5	总结奖励			每场比赛结束后都会按照本局比赛的积分排名情况发放奖励，最终活动结束时也会按照玩家总积分排行为玩家发放奖励。
KeyQuestFubenHelp	遗迹寻宝		1	功能简介			遗迹寻宝是以队伍（[FFFE0D]4人[-]）为单位的寻宝活动，活动有三张地图，逐层深入，每层地图都将刷新大量宝箱和怪物，玩家需要在本层地图结束前获取进入下一层的传送符。本层地图关闭时，没有传送符的玩家出局。
KeyQuestFubenHelp	遗迹寻宝		2	淘汰规则			活动地图共分3层，玩家必须找到进入下一层的[FFFE0D]传送符纸[-]才能进入下一层，否则本层倒计时结束后，将被淘汰出局。
KeyQuestFubenHelp	遗迹寻宝		3	传送符纸			[FFFE0D]传送符纸[-]可以通过击杀地图中的[FFFE0D]偷吃猴[-]和[FFFE0D]盗宝贼[-]获取，也可通过击伤其他玩家获取。[FFFE0D]携带符纸[-]的玩家身上会有[FFFE0D]光环[-]，死亡后符纸[FFFE0D]有较大概率掉落[-]。
KeyQuestFubenHelp	遗迹寻宝		4	奖励结算			在活动地图里面采集宝箱可以获得各种道具，活动结束后，系统会根据不同的道具换算为不同类型不同数量的积分，根据积分多少，玩家将获得不同数量不同类型的宝箱，宝箱将在活动结束后，以邮件形式发放
KeyQuestFubenHelp	遗迹寻宝		5	道具积分			可以兑换[FFFE0D]白银积分[-]的道具有：[5EFF51]铜块[-]、[4FD3FF]银块[-]、[4FD3FF]琥珀[-]、[DC8DFF]遗迹珠宝[-]，可以兑换[FFFE0D]黄金积分[-]的道具有：[DC8DFF]尘封匕首[-]、[FF87AA]无刃钢刀[-]、[FF8C58]创世之剑[-]。
KinEncounterHelp	家族遭遇战		1	匹配规则			玩家报名进入准备场等待准备时间结束后，所有报名人数达到[FFFE0D]8人[-]及以上的家族按照人数以及平均战力为维度匹配两个实力相近的家族进行对战。
KinEncounterHelp	家族遭遇战		2	龙柱争夺			获胜的条件是己方积分先到达[FFFE0D]10000[-]分或者活动结束时积分比对方高，占领[FFFE0D]龙柱[-]之后可以使积分增长。[FFFE0D]注[-]：剩余时间越少，占领龙柱获得的积分增速越快。
KinEncounterHelp	家族遭遇战		3	粮仓争夺			自古以来粮草就是决定战争胜利的重要因素，粮草充裕则士气高涨无后顾之忧，被断粮草则如被釜底抽薪。战场中有两处粮仓，，占领任何一个[FFFE0D]粮仓[-]可使本方全体成员获得[FFFE0D]20%攻击力[-]及[FFFE0D]20%生命[-]。
KinEncounterHelp	家族遭遇战		4	神木争夺			战场中有上古遗留下来的两株[FFFE0D]神木[-]，占领可使己方的[FFFE0D]木材[-]数量按照一定速度增长，家族的[FFFE0D]族长[-]、[FFFE0D]副族长[-]、[FFFE0D]长老[-]、[FFFE0D]家族宝贝[-]可以通过军械库消耗木材来购买军械然后领用军械投入战场，提高己方战力。
KinEncounterHelp	家族遭遇战		5	奖励规则			对战完成后奖励会按照本家族杀敌排行来发放，获得最终胜利会获得更高的奖励。[FFFE0D]注[-]：如果准备时间结束后本家族轮空，没有成功匹配对手，则给所有报名的家族成员发放一份相同的奖励。
PartnerCardHelp	门客须知		1	门客简介			门客是玩家和江湖名侠，名将首领之间建立的，比同伴更进一步的关系。门客可以[FFFE0D]作为上阵同伴的随从上阵，增强上阵同伴的护主技能并增加角色属性[-]。将门客[FFFE0D]入住家园[-]，还可以和门客产生各种互动。
PartnerCardHelp	门客须知		2	门客招揽			[FFFE0D]乙、丙级[-]门客，可以通过在[FFFE0D]同伴图鉴[-]页面点开[FFFE0D]同伴详情[-]，将[FFFE0D]已招募过的同伴[-]招揽为自己的门客。[FFFE0D]甲级以上[-]的门客则无法直接招揽，必须通过参加日常活动来获取。
PartnerCardHelp	门客须知		3	门客上阵			已招揽的门客，可以[FFFE0D]做为同伴的随从上阵[-]，上阵后会增加角色的属性。同时，上阵后会给对应同伴的护主技能带来[FFFE0D]1-3条额外的属性类型[-]。
PartnerCardHelp	门客须知		4	门客属性			门客包含三种类型的属性，分别为[FFFE0D]护主属性[-]，[FFFE0D]基础属性[-]和[FFFE0D]组合属性[-]。
PartnerCardHelp	门客须知		5	属性说明			护主属性：门客会给[FFFE0D]对应同伴[-]的护主技能增加[FFFE0D]额外的属性类型[-]。\n基础属性：所有上阵的门客基础属性会叠加到角色身上。\n组合属性：需要同时上阵不同的门客来激活。
PartnerCardHelp	门客须知		6	门客星级			门客星级可以通过提高和[FFFE0D]门客的友好度[-]来提升。门客的友好度可以通过完成[FFFE0D]门客任务[-]或者[FFFE0D]赠送[-]门客喜欢的道具来提升。
PartnerCardHelp	门客须知		7	入住家园			在门客界面可以选择将门客入住家园，入住家园的门客有数量限制。入住家园后可以进行[FFFE0D]门客派遣[-]和完成[FFFE0D]门客任务[-]。
PartnerCardHelp	门客须知		8	门客派遣			可以对入住家园的门客，进行门客派遣，派遣包含[FFFE0D]拜访好友[-]，[FFFE0D]江湖游历[-]和[FFFE0D]修炼冥想[-]，玩家同时只能选择其中的一个派遣类型来派遣，详情请到[FFFE0D]家园[-]内点击[FFFE0D]门客按钮[-]，来进行查看。
PartnerCardHelp	门客须知		9	门客任务			入住家园的门客，会每天发布不同的任务给玩家。玩家每天可以选择[FFFE0D]一个门客[-]接取任务，完成门客发布的任务，会提高和该门客的[FFFE0D]友好度[-]。
PartnerCardHomeHelp	家园门客		1	门客位置			入住家园的时候，门客会[FFFE0D]随机[-]刷新在家园的某个位置，可以通过本界面的[FFFE0D]寻路按钮[-]自动寻找对应门客。
PartnerCardHomeHelp	家园门客		2	门客显示			可以在家园门客界面，去掉勾选显示在家园，则该门客不显示在家园，但仍可以进行派遣操作。但无法进行接任务和制服心魔等的交互操作。
PartnerCardHomeHelp	家园门客		3	门客派遣			每个家园里的门客，都可以选择一项任务去派遣，派遣期间，玩家无法对该门客做离开家园的操作。派遣一次，周期为[FFFE0D]24小时[-]。
PartnerCardHomeHelp	家园门客		4	派遣奖励			派遣完成后，会获得派遣奖励。除此之外，在派遣过程中触发的事件，参与的玩家都会获得奖励。
PartnerCardHomeHelp	家园门客		5	门客任务			玩家每天可以选择一个门客，接取该门客发布的任务，完成门客任务可以提高和该门客的友好度。
PartnerCardDevilHelp	制服心魔		1	玩法简介			心魔是门客冥想期间偶然触发的状态，触发后，家族成员都可以前往制服。心魔有[FFFE0D]三种状态，随机切换[-]，每种状态对应一个正确的操作。玩家根据状态进行操作，把心魔的狂暴值降为0，则制服成功。
PartnerCardDevilHelp	制服心魔		2	狂暴值			狂暴值初始为50，玩家操作正确，降低1，操作错误，升高1，最多升到100。狂暴值降为0，则制服成功。
PartnerCardDevilHelp	制服心魔		3	参与条件			同家族成员，可以前往参加。活动期间退出家族，将不能继续操作，也无法获得奖励。
PartnerCardDevilHelp	制服心魔		4	操作提示			每次操作都会有[FFFE0D]6秒[-]的操作时间，心魔状态会每[FFFE0D]10秒[-]切换一次，所以要尽快的做出正确操作。最终奖励也会跟制服成功的次数相关哦。
PartnerCardGiftHelp	赠送须知		1	赠送道具			赠送道具包含[FFFE0D]通用道具[-]和[FFFE0D]专属道具[-]，通用道具可以赠送给任意门客，专属道具只能赠送给指定的门客，专属道具在道具信息里可以查看该道具是哪个门客所爱之物。
PartnerCardGiftHelp	赠送须知		2	道具产出			抽卡的时候，会获取一些通用道具。专属道具一般是获得[FFFE0D]相同的门客[-]后，自动[FFFE0D]转化[-]为该门客喜欢的道具而来。此外，日常活动和一些福利活动也会产出各种礼物道具。
PartnerCardGiftHelp	赠送须知		3	友好度			赠送门客礼物，会提高和该门客的[FFFE0D]友好度[-]，友好度每满一级，就可以[FFFE0D]进阶[-]一次。
CZQQHelp	穿针乞巧		1	玩法简介			[FFFE0D]女性侠客[-]可以通过答对织女的问题来让织女帮助自己穿针，总共回答对[FFFE0D]九道题目[-]可以穿完九孔针；[FFFE0D]女性侠客[-]答错之后[FFFE0D]男性侠客[-]有次补救机会，答对也可完成穿针。
CZQQHelp	穿针乞巧		2	奖励规则			整个过程完成时间越短获得评价越高，获得的奖励也越高，最高可获得[FFFE0D]得巧[-]评价；另外奖励中获得的[FFFE0D]鹊之灵[-]可以用来参加[FFFE0D]相会鹊桥[-]活动。
GoldEquipHelp	黄金装备升阶须知		1	升阶消耗规则			升阶的黄金装备不为当前等级最高阶时，需求[FFFE0D]和氏璧[-]的数量：\n差1阶：80%；差2阶：70%；差3阶：60%；差4阶或4阶以上：50%
KinDPHelp	聚餐须知		1	聚餐任务			每周一家族活跃结算的时候，[FFFE0D]会赋予当时的家族宝贝接取聚餐任务的权限[-]。该任务可以发起家族协助，完成任务后，会获得一个聚餐令牌。
KinDPHelp	聚餐须知		2	开启聚餐			在[FFFE0D]自己的家园中使用聚餐令牌[-]，就可以在家园中摆放一个餐桌，并开启家族聚餐。
KinDPHelp	聚餐须知		3	聚餐流程			聚餐开启后，家族成员均可前往你的家园参加聚餐，每隔[FFFE0D]2[-]分钟就会上一道菜，共上[FFFE0D]4[-]道菜，享用佳肴的同时还可获得随机奖励和巨额经验。
KinDPHelp	聚餐须知		4	成语竞猜			每轮饭菜中都夹带一个成语，[FFFE0D]成语中的每个字会选择在场的4个家族成员分别发送[-]。[FFFE0D]聚餐发起人[-]聚齐了4个字，就可以[FFFE0D]点击餐桌输入成语[-]，输入正确的话，在场所有人获得的经验再翻一倍。
DrinkHouseRent	宴席须知		1	开启条件			在家族前几名达到新的头衔，将会获得道具[FFFE0D]酒馆之邀[-]（该道具每个头衔每个服有上限），消耗该道具可以在忘忧酒馆掌柜处开启家族宴席。
DrinkHouseRent	宴席须知		2	次数限制			每周每个家族最多开启[FFFE0D]2[-]次家族宴席，每个玩家也最多参与[FFFE0D]2[-]次家族宴席。
DrinkHouseRent	宴席须知		3	宴席流程			宴席开启后，家族成员均可前往忘忧酒馆参加聚餐，每隔[FFFE0D]2[-]分钟就会上一道菜，共上[FFFE0D]4[-]道菜，享用佳肴的同时还可获得随机奖励和巨额经验。
DrinkHouseRent	宴席须知		4	投骰助兴			每轮饭菜后，都可以投一次骰子，排名[FFFE0D]前3名[-]的玩家将会获取奖励，排名[FFFE0D]后4名[-]的玩家，将会被罚酒，罚酒4次后，将会在场地中央跳舞惩罚。
LoverTaskHelp	情缘任务		1	领取条件			情缘任务需要任意异性组队到[FFFE0D]临安燕若雪[-]处领取，若拥有情缘关系，则只能和自己的情缘一起接取此任务。[FFFE0D]该任务每周可以完成2次，但只有一次会获得奖励[-]。
LoverTaskHelp	情缘任务		2	任务类型			接取任务的时候，会随机获得一个任务链，包含忘雪谷试炼，塞外解围，若雪梦境等任务。
LoverTaskHelp	情缘任务		3	任务奖励			完成任务会获取玫瑰花、幸运草等奖励。
LoverTaskHelp	情缘任务		4	任务放弃			该任务除了最后一步对话领奖外，都可以自由在任务界面里放弃，放弃后可再找异性组队重新接取。
HousePeach	桃花幻境		1	入口养成			家园中[FFFE0D]桃花树幼苗[-]种植之后，[FFFE0D]施肥[-]可以激活其成长状态，然后可以通过[FFFE0D]浇水[-]使其成长，浇水[FFFE0D]5[-]天之后桃花树成熟，桃花树[FFFE0D]主人[-]可以通过桃花树进入桃花幻境。\n两个玩家[FFFE0D]相互施肥[-]可以结成某种[FFFE0D]神秘关系[-]，建议关系亲密的玩家相互施肥。
HousePeach	桃花幻境		2	幻境养成			玩家可以通过自己家园已经成熟的桃花树进入桃花幻境，也可以接受其他玩家的邀请进入，幻境中最多同时存在[FFFE0D]2[-]个人。每天玩家可以对幻境中的桃花树进行[FFFE0D]护持[-]，每护持[FFFE0D]5[-]次可以使一株桃花树成熟。
HousePeach	桃花幻境		3	幻境奖励			[FFFE0D]施肥、浇水[-]都可以获得与对应玩家的[FFFE0D]亲密度奖励[-]；每日进行[FFFE0D]护持[-]会获得[FFFE0D]日常奖励[-]；当幻境中桃花树达到一定数量时，可以领取奖励，幻境中桃花树数量达到[FFFE0D]6[-]棵时，还会获得[FFFE0D]华丽称号·可爱深红爱浅红[-]！
Waiyihelp	云裳华服		1	体验资格			玩家到达[FFFE0D]10级[-]可获得外装体验资格，通过消耗[FFFE0D]晴雪符、流云符[-]领取对应外装，所有领取的外装体验期为[FFFE0D]1天[-]，所有[FFFE0D]收藏和购买[-]的非体验外装的有效期均为[FFFE0D]永久[-]。
Waiyihelp	云裳华服		2	晴雪符			玩家可以通过[FFFE0D]10级系统邮件和30级主线任务[-]获取，可以体验[FFFE0D]江湖外装[-]和[FFFE0D]门派外装[-]。
