ResId	ResFile	ResAttribID	ResSlot	Desc	Desc2	Desc3	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3	SlotName3	SlotGray3	SlotMinCast3	Slot3Color1	Slot3Light1	Slot3Color2	Slot3Light2	Slot3Color3	Slot3Light3	DynamicBoneIndex
11014	Player/Characters/M2/Prefab/M2_TW001_Body.prefab	61014	B_Hs	天王（男）校服T2·颜色5																																	4
11015	Player/Characters/M2/Prefab/M2_TW003_Body.prefab	61015	B_Hs	天王（男）校服T3·颜色5																																	4
11016	Player/Characters/M2/Prefab/M2_TW004_Body.prefab		B_Hs	天王（男）校服T4·颜色1				1		M2_TW004_Body	0		255|253|178|151	1	66|173|124|121	1.48	255|217|203|230	1																			4
11017	Player/Characters/M2/Prefab/M2_TW004_Body.prefab		B_Hs	天王（男）校服T4·颜色2						M2_TW004_Body	1		233|183|109|115	1.67	129|203|255|56	1.43	208|218|255|230	1.98																			4
11018	Player/Characters/M2/Prefab/M2_TW004_Body.prefab		B_Hs	天王（男）校服T4·颜色3						M2_TW004_Body	1		255|204|159|115	1.67	99|99|99|125	1.43	210|103|103|230	1.98																			4
11019	Player/Characters/M2/Prefab/M2_TW004_Body.prefab		B_Hs	天王（男）校服T4·颜色4						M2_TW004_Body	1		219|215|204|115	1.67	255|50|50|125	1.43	106|106|106|230	1.98																			4
11020	Player/Characters/M2/Prefab/M2_TW004_Body.prefab		B_Hs	天王（男）校服T4·颜色5																																	4
11021	Player/Characters/M2/Prefab/M2_TW005_Body.prefab		B_Hs	天王（男）校服T5·颜色1				1		M2_TW005_Body	0		255|255|255|66	1.41	255|255|255|93	1	255|255|255|34	1																			4
11022	Player/Characters/M2/Prefab/M2_TW005_Body.prefab		B_Hs	天王（男）校服T5·颜色2						M2_TW005_Body	1		50|49|47|112	1.23	225|245|255|31	1.51	110|4|15|66	1.92																			4
11023	Player/Characters/M2/Prefab/M2_TW005_Body.prefab		B_Hs	天王（男）校服T5·颜色3						M2_TW005_Body	1		255|206|112|55	1.5	71|216|255|53	1.4	73|63|58|66	2.38																			4
11024	Player/Characters/M2/Prefab/M2_TW005_Body.prefab		B_Hs	天王（男）校服T5·颜色4						M2_TW005_Body	1		196|226|255|62	1.25	26|185|226|31	1.4	176|45|91|40	1.56																			4
11025	Player/Characters/M2/Prefab/M2_TW005_Body.prefab		B_Hs	天王（男）校服T5·颜色5						M2_TW005_Body	1		255|245|238|40	1.57	225|68|16|21	1.4	74|74|74|67	2.38																			4
11501	Player/Characters/F1/Prefab/F1_TW001_Body.prefab		B_Hs	天王（女）校服T1·颜色1				1		F1_TW001_Body	0		255|242|214|67	1	255|255|255|24	1	255|249|216|29	1																			1
11502	Player/Characters/F1/Prefab/F1_TW001_Body.prefab		B_Hs	天王（女）校服T1·颜色2						F1_TW001_Body	1		254|255|236|77	1.71	176|209|255|55	1.24	164|52|223|90	1.19																			1
11503	Player/Characters/F1/Prefab/F1_TW001_Body.prefab		B_Hs	天王（女）校服T1·颜色3						F1_TW001_Body	1		187|181|164|192	1.88	249|217|199|227	1.71	168|69|24|93	1.28																			1
11504	Player/Characters/F1/Prefab/F1_TW001_Body.prefab		B_Hs	天王（女）校服T1·颜色4						F1_TW001_Body	1		250|253|201|115	1.49	163|173|241|50	2.01	26|36|99|64	3																			1
11505	Player/Characters/F1/Prefab/F1_TW002_Body.prefab		B_Hs	天王（女）校服T2·颜色1				1		F1_TW002_Body	0		255|255|255|42	1	255|255|255|129	1	135|25|25|45	1.41																			1
11506	Player/Characters/F1/Prefab/F1_TW002_Body.prefab		B_Hs	天王（女）校服T2·颜色2						F1_TW002_Body	1		186|230|245|48	1.68	234|223|179|75	1.16	0|117|230|74	1																			1
11507	Player/Characters/F1/Prefab/F1_TW002_Body.prefab		B_Hs	天王（女）校服T2·颜色3						F1_TW002_Body	1		190|175|221|102	1.48	194|203|247|93	1.2	157|18|128|45	1.36																			1
11508	Player/Characters/F1/Prefab/F1_TW002_Body.prefab		B_Hs	天王（女）校服T2·颜色4						F1_TW002_Body	1		212|253|229|117	1.29	223|253|219|88	1.04	215|194|26|35	1																			1
11509	Player/Characters/F1/Prefab/F1_TW003_Body.prefab		B_Hs	天王（女）校服T3·颜色1				1		F1_TW003_Body	0		255|255|255|40	1	255|255|255|61	1	255|255|255|113	1																			1
11510	Player/Characters/F1/Prefab/F1_TW003_Body.prefab		B_Hs	天王（女）校服T3·颜色2						F1_TW003_Body	1		241|241|206|123	1.37	219|224|255|24	1.37	20|167|255|78	1.44																			1
11511	Player/Characters/F1/Prefab/F1_TW003_Body.prefab		B_Hs	天王（女）校服T3·颜色3						F1_TW003_Body	1		193|133|88|126	1.06	217|230|133|13	1.37	241|30|60|113	1.44																			1
11512	Player/Characters/F1/Prefab/F1_TW003_Body.prefab		B_Hs	天王（女）校服T3·颜色4						F1_TW003_Body	1		255|200|118|126	1.06	211|231|255|13	1.34	18|255|206|85	1.92																			1
11513	Player/Characters/F1/Prefab/F1_TW001_Body.prefab		B_Hs	天王（女）校服T1·颜色5						F1_TW001_Body	1		225|227|255|74	1.57	188|251|233|121	1.34	73|4|19|78	2.4																			1
11514	Player/Characters/F1/Prefab/F1_TW002_Body.prefab		B_Hs	天王（女）校服T2·颜色5						F1_TW002_Body	1		255|234|121|117	1.21	255|219|142|70	1.32	22|166|148|75	1.08																			1
11515	Player/Characters/F1/Prefab/F1_TW003_Body.prefab		B_Hs	天王（女）校服T3·颜色5						F1_TW003_Body	1		255|255|255|126	1.06	240|250|255|13	1.34	255|199|18|85	1.92																			1
11516	Player/Characters/F1/Prefab/F1_TW004_Body.prefab		B_Hs	天王（女）校服T4·颜色1				1		F1_TW004_Body	0		255|255|255|34	1	255|255|255|90	1	255|255|255|101	1																			1
11517	Player/Characters/F1/Prefab/F1_TW004_Body.prefab		B_Hs	天王（女）校服T4·颜色2						F1_TW004_Body	1		255|188|127|109	1	187|16|16|158	1	246|255|95|136	1.3																			1
11518	Player/Characters/F1/Prefab/F1_TW004_Body.prefab		B_Hs	天王（女）校服T4·颜色3						F1_TW004_Body	1		255|255|167|109	1	71|185|5|158	1.34	255|243|178|101	1.47																			1
11519	Player/Characters/F1/Prefab/F1_TW004_Body.prefab		B_Hs	天王（女）校服T4·颜色4						F1_TW004_Body	1		240|240|234|109	1	249|115|115|158	1.51	178|242|255|101	1.47																			1
11520	Player/Characters/F1/Prefab/F1_TW004_Body.prefab		B_Hs	天王（女）校服T4·颜色5																																	1
11521	Player/Characters/F1/Prefab/F1_TW005_Body.prefab		B_Hs	天王（女）校服T5·颜色1				1		F1_TW005_Body	0		255|255|255|83	1	255|255|255|120	1	255|255|255|144	1																			1
11522	Player/Characters/F1/Prefab/F1_TW005_Body.prefab		B_Hs	天王（女）校服T5·颜色2						F1_TW005_Body	1		255|218|185|134	1.29	148|255|250|66	1.47	213|44|68|164	1																			1
11523	Player/Characters/F1/Prefab/F1_TW005_Body.prefab		B_Hs	天王（女）校服T5·颜色3						F1_TW005_Body	1		255|250|247|77	1.29	123|200|255|91	1.47	255|211|118|164	1.12																			1
11524	Player/Characters/F1/Prefab/F1_TW005_Body.prefab		B_Hs	天王（女）校服T5·颜色4						F1_TW005_Body	1		210|246|251|59	1.29	112|184|255|88	1.47	170|80|238|115	1.32																			1
11525	Player/Characters/F1/Prefab/F1_TW005_Body.prefab		B_Hs	天王（女）校服T5·颜色5						F1_TW005_Body	1		234|249|255|59	1.17	106|230|255|88	1.47	253|116|184|97	1.6																			1
12501	Player/Characters/F2/Prefab/F2_EM001_Body.prefab	62501	B_Hs	峨眉（女）校服T1·颜色1																																	2
12502	Player/Characters/F2/Prefab/F2_EM001_Body.prefab	62502	B_Hs	峨眉（女）校服T1·颜色2																																	2
12503	Player/Characters/F2/Prefab/F2_EM001_Body.prefab	62503	B_Hs	峨眉（女）校服T1·颜色3																																	2
12504	Player/Characters/F2/Prefab/F2_EM001_Body.prefab	62504	B_Hs	峨眉（女）校服T1·颜色4																																	2
12505	Player/Characters/F2/Prefab/F2_EM002_Body.prefab	62505	B_Hs	峨眉（女）校服T2·颜色1																																	2
12506	Player/Characters/F2/Prefab/F2_EM002_Body.prefab	62506	B_Hs	峨眉（女）校服T2·颜色2																																	2
12507	Player/Characters/F2/Prefab/F2_EM002_Body.prefab	62507	B_Hs	峨眉（女）校服T2·颜色3																																	2
12508	Player/Characters/F2/Prefab/F2_EM002_Body.prefab	62508	B_Hs	峨眉（女）校服T2·颜色4																																	2
12509	Player/Characters/F2/Prefab/F2_EM003_Body.prefab	62509	B_Hs	峨眉（女）校服T3·颜色1																																	2
12510	Player/Characters/F2/Prefab/F2_EM003_Body.prefab	62510	B_Hs	峨眉（女）校服T3·颜色2																																	2
12511	Player/Characters/F2/Prefab/F2_EM003_Body.prefab	62511	B_Hs	峨眉（女）校服T3·颜色3																																	2
12512	Player/Characters/F2/Prefab/F2_EM003_Body.prefab	62512	B_Hs	峨眉（女）校服T3·颜色4																																	2
12513	Player/Characters/F2/Prefab/F2_EM001_Body.prefab	62513	B_Hs	峨眉（女）校服T1·颜色5																																	2
12514	Player/Characters/F2/Prefab/F2_EM002_Body.prefab	62514	B_Hs	峨眉（女）校服T2·颜色5																																	2
12515	Player/Characters/F2/Prefab/F2_EM003_Body.prefab	62515	B_Hs	峨眉（女）校服T3·颜色5																																	2
12516	Player/Characters/F2/Prefab/F2_EM004_Body.prefab		B_Hs	峨眉（女）校服T4·颜色1				1		F2_EM004_Body	0		255|255|255|35	1	245|255|250|24	1.05	0|255|118|107	1																			2
12517	Player/Characters/F2/Prefab/F2_EM004_Body.prefab		B_Hs	峨眉（女）校服T4·颜色2				1		F2_EM004_Body	0		255|255|255|35	1	228|233|255|24	1.1	0|43|255|107	1																			2
12518	Player/Characters/F2/Prefab/F2_EM004_Body.prefab		B_Hs	峨眉（女）校服T4·颜色3				1		F2_EM004_Body	0		255|255|255|35	1	250|225|255|24	1.1	219|0|255|107	1																			2
12519	Player/Characters/F2/Prefab/F2_EM004_Body.prefab		B_Hs	峨眉（女）校服T4·颜色4				1		F2_EM004_Body	0		255|255|255|35	1	244|240|255|24	1.1	255|216|0|107	1																			2
12520	Player/Characters/F2/Prefab/F2_EM004_Body.prefab		B_Hs	峨眉（女）校服T4·颜色5																																	2
12521	Player/Characters/F2/Prefab/F2_EM005_Body.prefab		B_Hs	峨眉（女）校服T5·颜色1				1		F2_EM005_Body	0		255|255|255|50	1	255|255|255|35	1	255|255|255|80	1																			2
12522	Player/Characters/F2/Prefab/F2_EM005_Body.prefab		B_Hs	峨眉（女）校服T5·颜色2						F2_EM005_Body	1		255|207|110|46	1.41	91|255|146|110	1	153|234|255|23	1.01																			2
12523	Player/Characters/F2/Prefab/F2_EM005_Body.prefab		B_Hs	峨眉（女）校服T5·颜色3						F2_EM005_Body	1		137|214|240|2	1.49	243|255|253|13	1.31	71|163|255|13	1.25																			2
12524	Player/Characters/F2/Prefab/F2_EM005_Body.prefab		B_Hs	峨眉（女）校服T5·颜色4						F2_EM005_Body	1		161|255|251|37	1.09	255|218|101|53	1.4	124|223|190|53	1																			2
12525	Player/Characters/F2/Prefab/F2_EM005_Body.prefab		B_Hs	峨眉（女）校服T5·颜色5						F2_EM005_Body	1		214|253|191|34	1.43	215|19|71|77	1	211|129|172|42	1.69																			2
13501	Player/Characters/F1/Prefab/F1_TH001_Body.prefab	63501	B_Hs	桃花（女）校服T1·颜色1																																	1
13502	Player/Characters/F1/Prefab/F1_TH001_Body.prefab	63502	B_Hs	桃花（女）校服T1·颜色2																																	1
13503	Player/Characters/F1/Prefab/F1_TH001_Body.prefab	63503	B_Hs	桃花（女）校服T1·颜色3																																	1
13504	Player/Characters/F1/Prefab/F1_TH001_Body.prefab	63504	B_Hs	桃花（女）校服T1·颜色4																																	1
13505	Player/Characters/F1/Prefab/F1_TH002_Body.prefab	63505	B_Hs	桃花（女）校服T2·颜色1																																	1
13506	Player/Characters/F1/Prefab/F1_TH002_Body.prefab	63506	B_Hs	桃花（女）校服T2·颜色2																																	1
13507	Player/Characters/F1/Prefab/F1_TH002_Body.prefab	63507	B_Hs	桃花（女）校服T2·颜色3																																	1
13508	Player/Characters/F1/Prefab/F1_TH002_Body.prefab	63508	B_Hs	桃花（女）校服T2·颜色4																																	1
13509	Player/Characters/F1/Prefab/F1_TH003_Body.prefab	63509	B_Hs	桃花（女）校服T3·颜色1																																	1
13510	Player/Characters/F1/Prefab/F1_TH003_Body.prefab	63510	B_Hs	桃花（女）校服T3·颜色2																																	1
13511	Player/Characters/F1/Prefab/F1_TH003_Body.prefab	63511	B_Hs	桃花（女）校服T3·颜色3																																	1
13512	Player/Characters/F1/Prefab/F1_TH003_Body.prefab	63512	B_Hs	桃花（女）校服T3·颜色4																																	1
13513	Player/Characters/F1/Prefab/F1_TH001_Body.prefab	63513	B_Hs	桃花（女）校服T1·颜色5																																	1
13514	Player/Characters/F1/Prefab/F1_TH002_Body.prefab	63514	B_Hs	桃花（女）校服T2·颜色5																																	1
13515	Player/Characters/F1/Prefab/F1_TH003_Body.prefab	63515	B_Hs	桃花（女）校服T3·颜色5																																	1
13516	Player/Characters/F1/Prefab/F1_TH004_Body.prefab		B_Hs	桃花（女）校服T4·颜色1				1		F1_TH004_Body	0		255|255|255|85	1	255|255|255|195	1	255|255|255|193	1																			1
13517	Player/Characters/F1/Prefab/F1_TH004_Body.prefab		B_Hs	桃花（女）校服T4·颜色2						F1_TH004_Body	1		255|255|255|85	1	255|255|255|195	1	71|255|102|142	1.78																			1
13518	Player/Characters/F1/Prefab/F1_TH004_Body.prefab		B_Hs	桃花（女）校服T4·颜色3						F1_TH004_Body	1		255|255|255|85	1	255|255|255|195	1	0|202|255|187	1.86																			1
13519	Player/Characters/F1/Prefab/F1_TH004_Body.prefab		B_Hs	桃花（女）校服T4·颜色4						F1_TH004_Body	1		255|255|255|85	1	255|255|255|195	1	255|0|0|180	2.11																			1
13520	Player/Characters/F1/Prefab/F1_TH004_Body.prefab		B_Hs	桃花（女）校服T4·颜色5																																	1
13521	Player/Characters/F1/Prefab/F1_TH005_Body.prefab		B_Hs	桃花（女）校服T5·颜色1				1		F1_TH005_Body	0		255|255|255|90	1	255|255|255|43	1	255|255|255|46	1																			1
13522	Player/Characters/F1/Prefab/F1_TH005_Body.prefab		B_Hs	桃花（女）校服T5·颜色2						F1_TH005_Body	1		255|192|99|75	1.28	255|255|255|19	1	255|52|52|141	1																			1
13523	Player/Characters/F1/Prefab/F1_TH005_Body.prefab		B_Hs	桃花（女）校服T5·颜色3						F1_TH005_Body	1		255|227|76|59	1.17	255|255|255|27	1	30|181|243|35	1.2																			1
13524	Player/Characters/F1/Prefab/F1_TH005_Body.prefab		B_Hs	桃花（女）校服T5·颜色4						F1_TH005_Body	1		111|236|247|24	1.47	225|236|236|50	0.92	255|208|86|55	1.1																			1
13525	Player/Characters/F1/Prefab/F1_TH005_Body.prefab		B_Hs	桃花（女）校服T5·颜色5						F1_TH005_Body	1		255|230|166|24	1.47	240|240|240|50	0.92	58|52|52|144	1.1																			1
14001	Player/Characters/M1/Prefab/M1_XY001_Body.prefab	64001	B_Hs	逍遥（男）校服T1·颜色1																																	3
14002	Player/Characters/M1/Prefab/M1_XY001_Body.prefab	64002	B_Hs	逍遥（男）校服T1·颜色2																																	3
14003	Player/Characters/M1/Prefab/M1_XY001_Body.prefab	64003	B_Hs	逍遥（男）校服T1·颜色3																																	3
14004	Player/Characters/M1/Prefab/M1_XY001_Body.prefab	64004	B_Hs	逍遥（男）校服T1·颜色4																																	3
14005	Player/Characters/M1/Prefab/M1_XY002_Body.prefab	64005	B_Hs	逍遥（男）校服T2·颜色1																																	3
14006	Player/Characters/M1/Prefab/M1_XY002_Body.prefab	64006	B_Hs	逍遥（男）校服T2·颜色2																																	3
14007	Player/Characters/M1/Prefab/M1_XY002_Body.prefab	64007	B_Hs	逍遥（男）校服T2·颜色3																																	3
14008	Player/Characters/M1/Prefab/M1_XY002_Body.prefab	64008	B_Hs	逍遥（男）校服T2·颜色4																																	3
14009	Player/Characters/M1/Prefab/M1_XY003_Body.prefab	64009	B_Hs	逍遥（男）校服T3·颜色1																																	3
14010	Player/Characters/M1/Prefab/M1_XY003_Body.prefab	64010	B_Hs	逍遥（男）校服T3·颜色2																																	3
14011	Player/Characters/M1/Prefab/M1_XY003_Body.prefab	64011	B_Hs	逍遥（男）校服T3·颜色3																																	3
14012	Player/Characters/M1/Prefab/M1_XY003_Body.prefab	64012	B_Hs	逍遥（男）校服T3·颜色4																																	3
14013	Player/Characters/M1/Prefab/M1_XY001_Body.prefab	64013	B_Hs	逍遥（男）校服T1·颜色5																																	3
14014	Player/Characters/M1/Prefab/M1_XY002_Body.prefab	64014	B_Hs	逍遥（男）校服T2·颜色5																																	3
14015	Player/Characters/M1/Prefab/M1_XY003_Body.prefab	64015	B_Hs	逍遥（男）校服T3·颜色5																																	3
14016	Player/Characters/M1/Prefab/M1_XY004_Body.prefab		B_Hs	逍遥（男）校服T4·颜色1				1		M1_XY004_Body	0		255|255|255|59	1	253|247|247|31	1	255|255|255|23	1																			3
14017	Player/Characters/M1/Prefab/M1_XY004_Body.prefab		B_Hs	逍遥（男）校服T4·颜色2						M1_XY004_Body	1		236|230|218|153	1	226|220|213|13	1.31	133|12|40|64	1.36																			3
14018	Player/Characters/M1/Prefab/M1_XY004_Body.prefab		B_Hs	逍遥（男）校服T4·颜色3						M1_XY004_Body	1		176|202|211|51	1.52	66|80|225|29	1.55	93|62|138|85	1.36																			3
14019	Player/Characters/M1/Prefab/M1_XY004_Body.prefab		B_Hs	逍遥（男）校服T4·颜色4						M1_XY004_Body	1		189|175|161|51	1.52	46|46|46|46	1.55	131|80|33|85	1.36																			3
14020	Player/Characters/M1/Prefab/M1_XY004_Body.prefab		B_Hs	逍遥（男）校服T4·颜色5																																	3
14021	Player/Characters/M1/Prefab/M1_XY005_Body.prefab		B_Hs	逍遥（男）校服T5·颜色1				1		M1_XY005_Body	0		255|255|255|69	1	255|255|255|42	1	255|255|255|74	1																			3
14022	Player/Characters/M1/Prefab/M1_XY005_Body.prefab		B_Hs	逍遥（男）校服T5·颜色2						M1_XY005_Body	1		232|192|133|91	1.55	54|49|47|239	1.98	255|50|54|199	1																			3
14023	Player/Characters/M1/Prefab/M1_XY005_Body.prefab		B_Hs	逍遥（男）校服T5·颜色3						M1_XY005_Body	1		179|164|137|93	1.19	151|104|3|42	1.98	76|76|76|99	1.59																			3
14024	Player/Characters/M1/Prefab/M1_XY005_Body.prefab		B_Hs	逍遥（男）校服T5·颜色4						M1_XY005_Body	1		255|221|149|125	1.09	22|91|54|51	1.98	255|251|219|73	1.59																			3
14025	Player/Characters/M1/Prefab/M1_XY005_Body.prefab		B_Hs	逍遥（男）校服T5·颜色5						M1_XY005_Body	1		183|181|112|112	1.19	53|106|178|42	1.98	151|220|255|54	1.79																			3
14501	Player/Characters/F2/Prefab/F2_XY001_Body.prefab		B_Hs	逍遥（女）校服T1·颜色1				1		F2_XY001_Body	0		255|255|255|46	1	255|255|255|13	1	255|255|255|61	1																			2
14502	Player/Characters/F2/Prefab/F2_XY001_Body.prefab		B_Hs	逍遥（女）校服T1·颜色2						F2_XY001_Body	1		133|131|131|85	1.95	247|230|222|67	0.96	245|90|99|61	1.09																			2
14503	Player/Characters/F2/Prefab/F2_XY001_Body.prefab		B_Hs	逍遥（女）校服T1·颜色3						F2_XY001_Body	1		78|230|224|96	1.95	247|230|222|67	0.96	245|226|146|55	1.27																			2
14504	Player/Characters/F2/Prefab/F2_XY001_Body.prefab		B_Hs	逍遥（女）校服T1·颜色4						F2_XY001_Body	1		138|142|146|133	1.95	62|112|161|97	0.96	255|251|234|39	1.29																			2
14505	Player/Characters/F2/Prefab/F2_XY002_Body.prefab		B_Hs	逍遥（女）校服T2·颜色1				1		F2_XY002_Body	0		255|255|255|46	1	97|182|195|24	1	255|255|255|8	1																			2
14506	Player/Characters/F2/Prefab/F2_XY002_Body.prefab		B_Hs	逍遥（女）校服T2·颜色2						F2_XY002_Body	1		249|217|115|58	1.3	240|60|60|73	1.86	99|99|99|131	1																			2
14507	Player/Characters/F2/Prefab/F2_XY002_Body.prefab		B_Hs	逍遥（女）校服T2·颜色3						F2_XY002_Body	1		255|213|103|58	1	88|88|80|100	1.83	255|192|99|37	1.09																			2
14508	Player/Characters/F2/Prefab/F2_XY002_Body.prefab		B_Hs	逍遥（女）校服T2·颜色4						F2_XY002_Body	1		213|243|255|94	1.2	232|61|206|73	1.28	157|169|251|43	1.07																			2
14509	Player/Characters/F2/Prefab/F2_XY003_Body.prefab		B_Hs	逍遥（女）校服T3·颜色1				1		F2_XY003_Body	0		255|255|255|62	1	255|255|255|55	1	255|255|255|219	1																			2
14510	Player/Characters/F2/Prefab/F2_XY003_Body.prefab		B_Hs	逍遥（女）校服T3·颜色2						F2_XY003_Body	1		245|193|57|62	1.27	56|56|56|150	1	62|210|249|219	1.35																			2
14511	Player/Characters/F2/Prefab/F2_XY003_Body.prefab		B_Hs	逍遥（女）校服T3·颜色3						F2_XY003_Body	1		243|228|189|62	1.27	135|21|28|150	1	123|123|123|219	2.04																			2
14512	Player/Characters/F2/Prefab/F2_XY003_Body.prefab		B_Hs	逍遥（女）校服T3·颜色4						F2_XY003_Body	1		203|234|225|62	1.27	61|58|61|166	1	204|78|195|171	1.86																			2
14513	Player/Characters/F2/Prefab/F2_XY001_Body.prefab		B_Hs	逍遥（女）校服T1·颜色5						F2_XY001_Body	1		245|102|194|133	2.1	228|227|218|34	1.05	69|68|68|106	1.29																			2
14514	Player/Characters/F2/Prefab/F2_XY002_Body.prefab		B_Hs	逍遥（女）校服T2·颜色5						F2_XY002_Body	1		247|185|118|78	1.2	78|238|165|73	1.28	255|255|255|24	1.07																			2
14515	Player/Characters/F2/Prefab/F2_XY003_Body.prefab		B_Hs	逍遥（女）校服T3·颜色5						F2_XY003_Body	1		137|236|215|69	1.27	221|220|211|110	1	189|159|96|171	2.08																			2
14516	Player/Characters/F2/Prefab/F2_XY004_Body.prefab		B_Hs	逍遥（女）校服T4·颜色1				1		F2_XY004_Body	0		255|255|255|141	1	255|255|255|193	1	255|255|255|134	1																			2
14517	Player/Characters/F2/Prefab/F2_XY004_Body.prefab		B_Hs	逍遥（女）校服T4·颜色2						F2_XY004_Body	1		225|248|255|141	1.51	131|131|131|193	1	187|31|86|134	1.22																			2
14518	Player/Characters/F2/Prefab/F2_XY004_Body.prefab		B_Hs	逍遥（女）校服T4·颜色3						F2_XY004_Body	1		241|195|126|141	1.51	234|234|234|107	1.69	166|13|42|139	1.22																			2
14519	Player/Characters/F2/Prefab/F2_XY004_Body.prefab		B_Hs	逍遥（女）校服T4·颜色4						F2_XY004_Body	1		157|255|230|141	1.51	236|121|69|107	1.69	189|189|189|139	1.22																			2
14520	Player/Characters/F2/Prefab/F2_XY004_Body.prefab		B_Hs	逍遥（女）校服T4·颜色5						F2_XY004_Body	1		230|177|96|141	1.51	240|225|225|107	1.69	22|160|206|139	1.22																			2
14521	Player/Characters/F2/Prefab/F2_XY005_Body.prefab		B_Hs	逍遥（女）校服T5·颜色1				1		F2_XY005_Body	0		255|255|255|62	1	255|255|255|35	1	255|255|255|78	1																			2
14522	Player/Characters/F2/Prefab/F2_XY005_Body.prefab		B_Hs	逍遥（女）校服T5·颜色2						F2_XY005_Body	1		226|246|255|112	1.15	255|224|168|64	1	92|251|185|78	1																			2
14523	Player/Characters/F2/Prefab/F2_XY005_Body.prefab		B_Hs	逍遥（女）校服T5·颜色3						F2_XY005_Body	1		251|218|131|112	1.15	218|224|238|20	1	198|42|45|78	1																			2
14524	Player/Characters/F2/Prefab/F2_XY005_Body.prefab		B_Hs	逍遥（女）校服T5·颜色4						F2_XY005_Body	1		247|255|251|82	1.15	80|80|80|107	1	179|22|130|99	1.13																			2
14525	Player/Characters/F2/Prefab/F2_XY005_Body.prefab		B_Hs	逍遥（女）校服T5·颜色5						F2_XY005_Body	1		122|234|229|102	1.3	255|255|255|27	1	251|219|114|99	1.09																			2
15001	Player/Characters/M1/Prefab/M1_WD002_Body.prefab	65001	B_Hs	武当（男）校服T1·颜色1																																	3
15002	Player/Characters/M1/Prefab/M1_WD002_Body.prefab	65002	B_Hs	武当（男）校服T1·颜色2																																	3
15003	Player/Characters/M1/Prefab/M1_WD002_Body.prefab	65003	B_Hs	武当（男）校服T1·颜色3																																	3
15004	Player/Characters/M1/Prefab/M1_WD002_Body.prefab	65004	B_Hs	武当（男）校服T1·颜色4																																	3
15005	Player/Characters/M1/Prefab/M1_WD001_Body.prefab	65005	B_Hs	武当（男）校服T2·颜色1																																	3
15006	Player/Characters/M1/Prefab/M1_WD001_Body.prefab	65006	B_Hs	武当（男）校服T2·颜色2																																	3
15007	Player/Characters/M1/Prefab/M1_WD001_Body.prefab	65007	B_Hs	武当（男）校服T2·颜色3																																	3
15008	Player/Characters/M1/Prefab/M1_WD001_Body.prefab	65008	B_Hs	武当（男）校服T2·颜色4																																	3
15009	Player/Characters/M1/Prefab/M1_WD003_Body.prefab	65009	B_Hs	武当（男）校服T3·颜色1																																	3
15010	Player/Characters/M1/Prefab/M1_WD003_Body.prefab	65010	B_Hs	武当（男）校服T3·颜色2																																	3
15011	Player/Characters/M1/Prefab/M1_WD003_Body.prefab	65011	B_Hs	武当（男）校服T3·颜色3																																	3
15012	Player/Characters/M1/Prefab/M1_WD003_Body.prefab	65012	B_Hs	武当（男）校服T3·颜色4																																	3
15013	Player/Characters/M1/Prefab/M1_WD002_Body.prefab	65013	B_Hs	武当（男）校服T1·颜色5																																	3
15014	Player/Characters/M1/Prefab/M1_WD001_Body.prefab	65014	B_Hs	武当（男）校服T2·颜色5																																	3
15015	Player/Characters/M1/Prefab/M1_WD003_Body.prefab	65015	B_Hs	武当（男）校服T3·颜色5																																	3
15016	Player/Characters/M1/Prefab/M1_WD004_Body.prefab		B_Hs	武当（男）校服T4·颜色1				1		M1_WD004_Body	0		255|255|255|97	1	82|67|67|94	1.07	255|255|255|7	1																			3
15017	Player/Characters/M1/Prefab/M1_WD004_Body.prefab		B_Hs	武当（男）校服T4·颜色2						M1_WD004_Body	1		179|127|103|93	1.54	21|57|78|86	1.93	96|127|170|64	1.93																			3
15018	Player/Characters/M1/Prefab/M1_WD004_Body.prefab		B_Hs	武当（男）校服T4·颜色3						M1_WD004_Body	1		211|194|186|93	1.54	101|26|30|86	1.93	200|119|106|64	1.93																			3
15019	Player/Characters/M1/Prefab/M1_WD004_Body.prefab		B_Hs	武当（男）校服T4·颜色4						M1_WD004_Body	1		219|203|234|93	1.54	68|62|69|74	1.74	135|56|170|64	1.93																			3
15020	Player/Characters/M1/Prefab/M1_WD004_Body.prefab		B_Hs	武当（男）校服T4·颜色5																																	3
15021	Player/Characters/M1/Prefab/M1_WD005_Body.prefab		B_Hs	武当（男）校服T5·颜色1				1		M1_WD005_Body	0		248|243|255|113	1	211|211|211|43	1	255|255|255|112	1																			3
15022	Player/Characters/M1/Prefab/M1_WD005_Body.prefab		B_Hs	武当（男）校服T5·颜色2						M1_WD005_Body	1		241|190|124|155	1.12	180|198|215|39	1.1	39|170|204|99	1.42																			3
15023	Player/Characters/M1/Prefab/M1_WD005_Body.prefab		B_Hs	武当（男）校服T5·颜色3						M1_WD005_Body	1		206|142|74|99	1.21	56|55|55|73	1.1	255|211|187|99	1.56																			3
