AttribID	Desc	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3	SlotName3	SlotGray3	SlotMinCast3	Slot3Color1	Slot3Light1	Slot3Color2	Slot3Light2	Slot3Color3	Slot3Light3
11715		1|1|1		0.49	f4_k003	4	0.49	114|214|228|255		196|50|50|128		253|165|192|214																			
11716		1|1|1		0.49	f4_k004	4	0.49	88|83|69|43		189|187|176|106		140|136|122|131																			
11717		1|1|1		0.49	f4_k004	4	0.49	238|119|234|145		131|153|232|90		228|147|241|91																			
11718		1|1|1		0.49	f4_k004	4	0.49	136|187|86|145		184|240|171|203		149|187|99|155																			
11719		1|1|1		0.49	f4_k007	4	0.49	185|210|217|203		247|96|96|255		255|255|255|255																			
11720		1|1|1		0.49	f4_k007	4	0.49	84|102|225|113		239|213|255|255		255|255|255|255																			
11721		1|1|1		0.49	f4_k007	4	0.49	255|199|198|192		255|163|163|73		255|255|255|255																			
11722		1|1|1		0.33	f4_k008	4	0.33	251|57|57|255		249|161|174|215		255|204|222|219																			
11723		1|1|1		0.46	f4_k008	4	0.46	243|195|93|223		255|215|144|188		255|214|153|193																			
11724		1|1|1		0.46	f4_k008	4	0.46	129|223|255|255		146|103|255|74		149|155|255|106																			
11725		1|1|1		0.47	f4_k009	4	0.47	255|176|239|255		221|48|116|255		181|0|94|255																			
11726		1|1|1		0.47	f4_k009	4	0.47	143|247|221|212		78|253|151|255		118|145|243|181																			
11727		1|1|1		0.47	f4_k009	4	0.47	255|155|155|182		251|77|77|178		247|171|56|174																			
11728		1|1|1		0.5	f4_k010	4	0.5	255|118|118|169		249|222|73|230		255|172|172|185																			
11729		1|1|1		0.5	f4_k010	4	0.5	103|255|242|255		194|114|255|192		230|255|247|255																			
11730		1|1|1		0.5	f4_k010	4	0.5	255|125|212|144		255|54|116|255		255|234|253|255																			
11731		1|1|1		0.5	f4_k011	4	0.5	219|229|255|113		139|194|249|177		93|141|255|7																			
11732		1|1|1		0.5	f4_k011	4	0.5	254|255|193|105		255|192|135|166		247|154|70|15																			
11733		1|1|1		0.5	f4_k011	4	0.5	119|255|187|180		215|255|237|227		133|255|74|120																			
11734		1|1|1		0.5	f4_k012	4	0.5	216|255|198|235		255|219|144|106		183|255|190|193																			
11735		1|1|1	1	0.5	f4_k012	0	0.5	203|184|251|217		255|135|246|170		186|119|255|187																			
11736		1|1|1		0.5	f4_k012	4	0.5	255|211|204|193		255|155|155|94		258|156|156|134																			
11737		1|1|1			f4_k013	1		255|196|7|255		31|31|31|255		183|0|0|255																			
11738		1|1|1			f4_k013	1		255|195|39|255		35|129|195|123		0|73|217|255																			
11739		1|1|1			f4_k013	1		217|46|255|255		142|0|217|255		255|205|0|255																			
11740		1|1|1	1		f4_k014	0		31|236|151|255		228|255|253|236		248|255|144|217																			
11741		1|1|1			f4_k014	1		253|63|247|166		226|239|255|238		121|183|255|160																			
11742		1|1|1			f4_k014	1		211|187|155|255		255|253|234|255		255|181|48|196																			
11801		1|1|1	1	0.1	m5_a001_l	0	0.1	249|141|141|255		255|245|195|255		245|142|142|255		m5_a001_r	0	0.1	249|141|141|255		255|245|195|255		245|142|142|255										
11802		1|1|1	1	0.1	m5_a001_l	0	0.1	255|255|255|255		255|245|195|255		255|222|86|255		m5_a001_r	0	0.1	255|255|255|255		255|245|195|255		255|222|86|255										
11803		1|1|1	1	0.1	m5_a001_l	0	0.1	121|255|243|255		255|245|195|255		187|232|255|255		m5_a001_r	0	0.1	121|255|243|255		255|245|195|255		187|232|255|255										
11804		1|1|1	1	0.1	m5_a002_l	0	0.1	255|80|80|255		255|176|104|193		249|229|199|255		m5_a002_r	0	0.1	255|80|80|255		255|176|104|193		249|229|199|255										
11805		1|1|1		0.1	m5_a002_l	4	0.1	168|168|168|255		238|238|238|255		249|229|199|255		m5_a002_r	4	0.1	168|168|168|255		238|238|238|255		249|229|199|255										
11806		1|1|1		0.1	m5_a002_l	4	0.1	110|172|245|255		238|238|238|255		44|246|255|255		m5_a002_r	4	0.1	110|172|245|255		238|238|238|255		44|246|255|255										
11807		1|1|1	1	0.1	m5_a003_l	0	0.1	249|122|214|255		150|184|223|255		196|185|225|255		m5_a003_r	0	0.1	249|122|214|255		150|184|223|255		196|185|225|255										
11808		1|1|1		0.1	m5_a003_l	4	0.1	255|211|67|157		131|231|251|255		170|151|127|255		m5_a003_r	4	0.1	255|211|67|157		131|231|251|255		170|151|127|255										
11809		1|1|1		0.1	m5_a003_l	4	0.1	245|234|198|220		225|228|198|255		176|207|211|255		m5_a003_r	4	0.1	245|234|198|220		225|228|198|255		176|207|211|255										
11810		1|1|1		0.1	m5_a004_l	4	0.1	255|255|255|255		255|236|133|255		255|89|89|255		m5_a004_r	4	0.1	255|255|255|255		255|236|133|255		255|89|89|255										
11811		1|1|1		0.1	m5_a004_l	4	0.1	255|255|255|255		255|236|133|255		89|220|255|199		m5_a004_r	4	0.1	255|255|255|255		255|236|133|255		89|220|255|199										
11812		1|1|1		0.1	m5_a004_l	4	0.1	255|255|255|255		255|236|133|255		255|229|22|199		m5_a004_r	4	0.1	255|255|255|255		255|236|133|255		255|229|22|199										
11813		1|1|1		0.1	m5_a005_l	4	0.1	255|43|43|99		255|191|157|255		163|163|163|255		m5_a005_r	4	0.1	255|43|43|99		255|191|157|255		163|163|163|255										
11814		1|1|1		0.1	m5_a005_l	4	0.1	211|142|255|99		157|255|246|255		163|163|163|255		m5_a005_r	4	0.1	211|142|255|99		157|255|246|255		163|163|163|255										
11815		1|1|1		0.1	m5_a005_l	4	0.1	74|159|100|99		251|203|79|255		255|255|255|255		m5_a005_r	4	0.1	74|159|100|99		251|203|79|255		255|255|255|255										
11816		1|1|1		0.1	m5_a009_l	4	0.1	236|67|72|255		255|253|253|255		255|209|179|255		m5_a009_r	4	0.1	236|67|72|255		255|253|253|255		255|209|179|255										
11817		1|1|1		0.1	m5_a009_l	4	0.1	253|214|52|179		255|253|253|255		216|255|179|255		m5_a009_r	4	0.1	253|214|52|179		255|253|253|255		216|255|179|255										
11818		1|1|1		0.1	m5_a009_l	4	0.1	255|234|250|179		255|253|253|255		177|181|173|255		m5_a009_r	4	0.1	255|234|250|179		255|253|253|255		177|181|173|255										
11819		1|1|1		0.1	m5_a007_l	4	0.1	255|255|255|168		255|215|48|255		255|224|56|164		m5_a007_r	4	0.1	255|255|255|168		255|215|48|255		255|224|56|164										
11820		1|1|1		0.1	m5_a007_l	4	0.1	249|249|249|168		95|214|245|141		184|201|253|255		m5_a007_r	4	0.1	249|249|249|168		95|214|245|141		184|201|253|255										
11821		1|1|1		0.48	m5_a007_l	4	0.48	200|200|200|168		217|62|27|219		91|107|153|255		m5_a007_r	4	0.48	200|200|200|168		217|62|27|219		91|107|153|255										
11822		1|1|1		0.1	m5_a006_l	4	0.1	255|205|0|18		249|255|198|219		255|255|255|255		m5_a006_r	4	0.1	255|205|0|18		249|255|198|219		255|255|255|255										
11823		1|1|1		0.1	m5_a006_l	4	0.1	0|255|255|18		255|231|153|227		255|255|255|255		m5_a006_r	4	0.1	0|255|255|18		255|231|153|227		255|255|255|255										
11824		1|1|1		0.1	m5_a006_l	4	0.1	103|103|103|18		255|239|226|255		255|110|110|208		m5_a006_r	4	0.1	103|103|103|18		255|239|226|255		255|110|110|208										
11825		1|1|1	1	0.1	m5_a008_l	0	0.1	130|255|99|208		255|255|255|255		255|218|121|255		m5_a008_r	0	0.1	130|255|99|208		255|255|255|255		255|218|121|255										
11826		1|1|1	1	0.1	m5_a008_l	0	0.1	255|99|99|208		253|228|126|255		255|121|121|255		m5_a008_r	0	0.1	255|99|99|208		253|228|126|255		255|121|121|255										
11827		1|1|1	1	0.1	m5_a008_l	0	0.1	255|99|205|208		126|253|232|255		176|121|255|255		m5_a008_r	0	0.1	255|99|205|208		126|253|232|255		176|121|255|255										
11828		1|1|1		0.5	m5_a010_l	4	0.5	255|119|58|246		255|254|238|161		255|224|144|125		m5_a010_r	4	0.5	255|119|58|246		255|254|238|161		255|224|144|125										
11829		1|1|1		0.5	m5_a010_l	4	0.5	52|255|196|219		255|236|178|136		18|196|255|0		m5_a010_r	4	0.5	52|255|196|219		255|236|178|136		18|196|255|0										
11830		1|1|1		0.5	m5_a010_l	4	0.5	252|251|255|208		217|55|55|164		255|163|163|147		m5_a010_r	4	0.5	252|251|255|208		217|55|55|164		255|163|163|147										
11831		1|1|1		0.5	m5_a011_l	4	0.5	102|138|243|93		84|99|255|145		225|247|255|235		m5_a011_r	4	0.5	102|138|243|93		84|99|255|145		225|247|255|235										
11832		1|1|1		0.5	m5_a011_l	4	0.5	255|151|95|129		255|50|50|159		255|244|183|186		m5_a011_r	4	0.5	255|151|95|129		255|50|50|159		255|244|183|186										
11833		1|1|1		0.5	m5_a011_l	4	0.5	144|255|140|179		11|213|155|184		255|253|191|241		m5_a011_r	4	0.5	144|255|140|179		11|213|155|184		255|253|191|241										
11834		1|1|1		0.5	m5_a012_l	4	0.5	230|248|255|228		255|65|65|190		236|67|147|157		m5_a012_r	4	0.5	230|248|255|228		255|65|65|190		236|67|147|157										
11835		1|1|1		0.5	m5_a012_l	4	0.5	255|254|247|223		255|174|101|93		255|150|103|255		m5_a012_r	4	0.5	255|254|247|223		255|174|101|93		255|150|103|255										
11836		1|1|1		0.5	m5_a012_l	4	0.5	255|255|255|241		59|255|222|139		61|166|114|180		m5_a012_r	4	0.5	255|255|255|241		59|255|222|139		61|166|114|180										
11837		1|1|1		0.5	m5_a013_l	1		255|0|0|255		255|239|29|255		35|35|35|255		m5_a013_r	1		255|0|0|255		255|239|29|255		35|35|35|255										
11838		1|1|1		0.5	m5_a013_l	1		89|89|89|106		255|44|44|255		255|255|255|255		m5_a013_r	1		89|89|89|106		255|44|44|255		255|255|255|255										
11839		1|1|1		0.5	m5_a013_l	1		255|0|163|106		44|255|237|255		67|255|169|255		m5_a013_r	1		255|0|163|106		44|255|237|255		67|255|169|255										
11840		1|1|1			m5_a014_r	1		223|217|255|156		40|40|89|185		255|159|86|135		m5_a014_r	1		223|217|255|156		40|40|89|185		255|159|86|135										
11841		1|1|1			m5_a014_r	1		211|141|66|126		63|63|63|255		255|255|255|142		m5_a014_r	1		211|141|66|126		63|63|63|255		255|255|255|142										
11842		1|1|1			m5_a014_r	1		191|50|50|183		262|252|241|250		88|255|213|192		m5_a014_r	1		191|50|50|183		262|252|241|250		88|255|213|192										
11901		1|1|1		0.1	f5_s001_l	4	0.1	255|255|255|217		255|219|248|255		255|131|190|58		f5_s001_r	4	0.1	255|255|255|217		255|219|248|255		255|131|190|58										
11902		1|1|1		0.1	f5_s001_l	4	0.1	255|229|144|255		255|56|56|67		255|231|213|217		f5_s001_r	4	0.1	255|229|144|255		255|56|56|67		255|231|213|217										
11903		1|1|1		0.1	f5_s001_l	4	0.1	255|232|157|198		255|226|174|255		255|232|101|147		f5_s001_r	4	0.1	255|232|157|198		255|226|174|255		255|232|101|147										
11904		1|1|1		0.1	f5_s002_l	4	0.1	249|216|166|255		255|168|168|225		255|95|95|97		f5_s002_r	4	0.1	249|216|166|255		255|168|168|225		255|95|95|97										
11905		1|1|1		0.1	f5_s002_l	4	0.1	255|245|191|255		255|127|172|185		255|213|213|104		f5_s002_r	4	0.1	255|245|191|255		255|127|172|185		255|213|213|104										
11906		1|1|1		0.1	f5_s002_l	4	0.1	255|226|135|255		255|159|159|255		255|155|209|0		f5_s002_r	4	0.1	255|226|135|255		255|159|159|255		255|155|209|0										
11907		1|1|1		0.1	f5_s003_l	4	0.1	255|225|59|255		238|73|73|255		255|255|255|255		f5_s003_r	4	0.1	255|225|59|255		238|73|73|255		255|255|255|255										
11908		1|1|1		0.1	f5_s003_l	4	0.1	173|255|118|203		244|245|157|255		255|255|255|255		f5_s003_r	4	0.1	173|255|118|203		244|245|157|255		255|255|255|255										
11909		1|1|1		0.1	f5_s003_l	4	0.1	118|255|215|203		157|165|245|255		195|255|255|236		f5_s003_r	4	0.1	118|255|215|203		157|165|245|255		195|255|255|236										
11910		1|1|1		0.1	f5_s004_l	4	0.1	110|108|109|255		236|104|117|255		230|135|33|255		f5_s004_r	4	0.1	110|108|109|255		236|104|117|255		230|135|33|255										
11911		1|1|1	1	0.1	f5_s004_l	0	0.1	255|255|255|255		226|105|168|171		232|123|143|255		f5_s004_r	0	0.1	255|255|255|255		226|105|168|171		232|123|143|255										
11912		1|1|1		0.1	f5_s004_l	4	0.1	243|69|123|255		112|107|107|255		225|194|69|255		f5_s004_r	4	0.1	243|69|123|255		112|107|107|255		225|194|69|255										
11913		1|1|1		0.1	f5_s005_l	4	0.1	207|104|253|176		191|161|255|212		226|172|255|179		f5_s005_r	4	0.1	207|104|253|176		191|161|255|212		226|172|255|179										
11914		1|1|1		0.1	f5_s005_l	4	0.1	104|203|253|176		255|161|209|212		172|255|234|179		f5_s005_r	4	0.1	104|203|253|176		255|161|209|212		172|255|234|179										
11915		1|1|1		0.1	f5_s005_l	4	0.1	253|74|115|176		255|161|161|212		255|218|172|179		f5_s005_r	4	0.1	253|74|115|176		255|161|161|212		255|218|172|179										
11916		1|1|1		0.1	f5_s006_l	4	0.1	255|118|251|255		228|114|211|255		174|224|255|255		f5_s006_r	4	0.1	255|118|251|255		228|114|211|255		174|224|255|255										
11917		1|1|1		0.1	f5_s006_l	4	0.1	133|133|133|255		255|104|104|255		255|108|108|255		f5_s006_r	4	0.1	133|133|133|255		255|104|104|255		255|108|108|255										
11918		1|1|1	1	0.1	f5_s006_l	0	0.1	255|255|255|255		255|224|99|255		198|255|108|255		f5_s006_r	0	0.1	255|255|255|255		255|224|99|255		198|255|108|255										
11919		1|1|1		0.1	f5_s007_l	4	0.1	247|210|56|255		255|164|123|255		255|221|112|204		f5_s007_r	4	0.1	247|210|56|255		255|164|123|255		255|221|112|204										
11920		1|1|1		0.1	f5_s007_l	4	0.1	255|230|243|255		255|93|103|255		255|123|142|131		f5_s007_r	4	0.1	255|230|243|255		255|93|103|255		255|123|142|131										
11921		1|1|1		0.1	f5_s007_l	4	0.1	247|111|153|255		206|93|255|255		255|191|191|204		f5_s007_r	4	0.1	247|111|153|255		206|93|255|255		255|191|191|204										
11922		1|1|1		0.1	f5_s008_l	4	0.1	101|139|251|255		188|212|251|255		195|252|255|255		f5_s008_r	4	0.1	101|139|251|255		188|212|251|255		195|252|255|255										
11923		1|1|1		0.1	f5_s008_l	4	0.1	251|101|179|255		188|212|251|255		255|108|108|255		f5_s008_r	4	0.1	251|101|179|255		188|212|251|255		255|108|108|255										
11924		1|1|1		0.1	f5_s008_l	4	0.1	125|187|41|255		231|255|82|255		255|255|255|255		f5_s008_r	4	0.1	125|187|41|255		231|255|82|255		255|255|255|255										
11925		1|1|1		0.1	f5_s009_l	4	0.1	255|24|48|255		151|112|124|255		56|50|50|0		f5_s009_r	4	0.1	255|24|48|255		151|112|124|255		56|50|50|0										
11926		1|1|1		0.1	f5_s009_l	4	0.1	11|214|255|206		170|142|191|255		121|135|133|0		f5_s009_r	4	0.1	11|214|255|206		170|142|191|255		121|135|133|0										
11927		1|1|1		0.1	f5_s009_l	4	0.1	11|214|153|152		170|142|191|255		95|89|170|145		f5_s009_r	4	0.1	11|214|153|152		170|142|191|255		95|89|170|145										
11928		1|1|1		0.5	f5_s010_l	4	0.5	213|246|255|18		112|247|191|255		44|211|255|158		f5_s010_r	4	0.5	213|246|255|18		112|247|191|255		44|211|255|158										
11929		1|1|1		0.5	f5_s010_l	4	0.5	255|241|255|18		255|161|182|231		245|111|147|166		f5_s010_r	4	0.5	255|241|255|18		255|161|182|231		245|111|147|166										
11930		1|1|1		0.5	f5_s010_l	4	0.5	255|50|50|102		219|219|219|241		255|210|210|80		f5_s010_r	4	0.5	255|50|50|102		219|219|219|241		255|210|210|80										
11931		1|1|1		0.5	f5_s011_l	4	0.5	255|223|121|153		33|225|209|200		193|245|142|198		f5_s011_r	4	0.5	255|223|121|153		33|225|209|200		193|245|142|198										
11932		1|1|1		0.5	f5_s011_l	4	0.5	142|189|255|37		210|84|255|161		125|111|232|137		f5_s011_r	4	0.5	142|189|255|37		210|84|255|161		125|111|232|137										
11933		1|1|1		0.5	f5_s011_l	4	0.5	255|236|196|128		255|82|82|189		247|136|136|152		f5_s011_r	4	0.5	255|236|196|128		255|82|82|189		247|136|136|152										
11934		1|1|1		0.5	f5_s012_l	4	0.5	255|177|142|157		255|84|7|198		255|232|211|239		f5_s012_r	4	0.5	255|177|142|157		255|84|7|198		255|232|211|239										
11935		1|1|1		0.5	f5_s012_l	4	0.5	236|244|255|150		255|78|220|219		255|217|246|222		f5_s012_r	4	0.5	236|244|255|150		255|78|220|219		255|217|246|222										
11936		1|1|1		0.5	f5_s012_l	4	0.5	255|239|174|174		56|238|255|218		215|255|235|215		f5_s012_r	4	0.5	255|239|174|174		56|238|255|218		215|255|235|215										
11937		1|1|1			f5_s013_l	1		255|33|33|255		73|73|73|255		255|255|255|255		f5_s013_r	1		255|33|33|255		73|73|73|255		255|255|255|255										
11938		1|1|1	1		f5_s013_l	0		255|255|255|255		29|29|29|255		93|189|121|255		f5_s013_r	0		255|255|255|255		29|29|29|255		93|189|121|255										
11939		1|1|1	1		f5_s013_l	0		50|229|255|255		255|0|216|255		255|255|255|255		f5_s013_r	0		50|229|255|255		255|0|216|255		255|255|255|255										
11940		1|1|1			f5_s014_l	1		83|206|155|255		200|145|63|188		243|220|186|242		f5_s014_r	1		83|206|155|255		200|145|63|188		243|220|186|242										
11941		1|1|1			f5_s014_l	1		206|63|107|255		191|89|255|198		255|205|202|236		f5_s014_r	1		206|63|107|255		191|89|255|198		255|205|202|236										
11942		1|1|1			f5_s014_l	1		84|105|249|177		253|227|187|244		178|255|255|255		f5_s014_r	1		84|105|249|177		253|227|187|244		178|255|255|255										
12001		1|1|1		0.5	m6_h001	4	0.5	255|58|58|8		255|201|106|129		255|255|255|255																			
12002		1|1|1	1	0.5	m6_h001	0	0.5	16|245|255|8		152|215|80|118		255|255|255|255																			
12003		1|1|1		0.5	m6_h001	4	0.5	255|157|11|29		255|246|230|136		255|255|255|255																			
12004		1|1|1		0.1	m6_h002	4	0.1	255|214|142|161		1|136|114|169		37|255|200|0																			
12005		1|1|1		0.5	m6_h002	4	0.5	253|255|174|208		81|175|253|121		247|141|7|15																			
12006		1|1|1		0.5	m6_h002	4	0.5	208|214|225|133		73|81|243|118		74|217|255|86																			
12007		1|1|1		0.5	m6_h003	4	0.5	251|96|202|58		61|207|255|129		107|239|251|168																			
12008		1|1|1		0.5	m6_h003	4	0.5	56|156|255|24		196|115|27|148		255|212|166|120																			
12009		1|1|1		0.5	m6_h003	4	0.5	131|255|132|94		75|240|219|176		255|215|86|115																			
12010		1|1|1		0.5	m6_h004	4	0.5	52|253|178|121		255|46|128|11		255|234|239|70																			
12011		1|1|1		0.5	m6_h004	4	0.5	255|164|67|109		179|105|37|85		255|242|202|121																			
12012		1|1|1		0.5	m6_h004	4	0.5	249|255|215|97		63|152|255|117		86|255|241|118																			
12013		1|1|1		0.5	m6_h005	4	0.5	247|186|109|161		162|255|159|152		255|239|176|139																			
12014		1|1|1		0.5	m6_h005	4	0.5	188|219|211|244		255|33|33|48		255|238|210|128																			
12015		1|1|1		0.5	m6_h005	4	0.5	156|247|206|212		255|170|20|42		149|202|255|163																			
12016		1|1|1	1	0.1	m6_h006	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255																			
12017		1|1|1		0.5	m6_h006	4	0.5	255|165|52|23		219|164|20|56		97|138|126|0																			
12018		1|1|1		0.5	m6_h006	4	0.5	255|245|123|27		243|255|221|23		241|173|129|190																			
12019		1|1|1		0.5	m6_h007	4	0.5	65|241|220|255		104|255|91|21		180|242|255|105																			
12020		1|1|1		0.5	m6_h007	4	0.5	231|86|255|39		255|255|255|0		67|177|255|155																			
12021		1|1|1		0.5	m6_h007	4	0.5	255|35|85|152		255|255|255|0		255|190|52|115																			
12022		1|1|1		0.5	m6_h008	4	0.5	48|220|255|61		255|213|151|35		165|247|255|113																			
12023		1|1|1		0.5	m6_h008	4	0.5	93|108|255|2		255|161|20|2		191|223|255|134																			
12024		1|1|1		0.5	m6_h008	4	0.5	255|65|65|61		255|216|116|45		255|234|196|144																			
12025		1|1|1		0.5	m6_h009	4	0.5	255|130|35|136		247|20|20|39		255|223|189|7																			
12026		1|1|1		0.5	m6_h009	4	0.5	211|242|255|255		84|198|255|136		127|255|212|115																			
12027		1|1|1		0.5	m6_h009	4	0.5	213|206|255|109		252|69|255|45		99|132|255|15																			
12028		1|1|1		0.5	m6_h010	4	0.5	21|206|145|179		192|255|121|187		226|251|255|180																			
12029		1|1|1		0.5	m6_h010	4	0.5	249|66|122|171		255|226|226|228		255|241|244|147																			
12030		1|1|1		0.5	m6_h010	4	0.5	255|56|224|163		199|172|255|147		186|183|255|102																			
12031		1|1|1		0.5	m6_h011	4	0.5	52|255|146|191		255|239|118|209		59|190|255|94																			
12032		1|1|1		0.5	m6_h011	4	0.5	249|80|80|175		255|228|195|184		255|182|26|70																			
12033		1|1|1		0.5	m6_h011	4	0.5	215|228|255|104		111|147|253|94		86|227|255|55																			
12034		1|1|1		0.5	m6_h012	4	0.5	240|240|240|255		255|137|11|0		255|234|121|82																			
12035		1|1|1		0.5	m6_h012	4	0.5	255|186|142|190		255|29|90|23		255|245|245|75																			
12036		1|1|1		0.5	m6_h012	4	0.5	170|244|255|247		101|255|229|103		255|255|255|77																			
12037		1|1|1			m6_h013	1		50|50|50|255		170|0|0|255		255|218|67|255																			
12038		1|1|1			m6_h013	1		12|161|0|255		83|170|0|128		255|218|67|255																			
12039		1|1|1			m6_h013	1		133|80|0|129		170|144|0|128		255|255|255|255																			
12040		1|1|1			m6_h014	1		247|144|65|190		184|247|176|255		198|230|125|144																			
12041		1|1|1			m6_h014	1		236|234|222|211		213|164|89|211		251|188|108|180																			
12042		1|1|1			m6_h014	1		187|55|55|175		241|241|241|255		183|137|142|255																			
12101		1|1|1		0.5	f6_h001	4	0.5	177|202|251|105		26|160|255|80		255|255|255|255																			
12102		1|1|1		0.5	f6_h001	4	0.5	249|138|88|80		255|236|176|126		255|255|255|255																			
12103		1|1|1		0.5	f6_h001	4	0.5	109|215|76|147		168|251|247|112		255|255|255|255																			
12104		1|1|1		0.5	f6_h002	4	0.5	228|163|23|153		255|212|101|102		255|132|76|144																			
12105		1|1|1		0.5	f6_h002	4	0.5	74|255|91|177		125|255|212|112		164|164|245|134																			
12106		1|1|1		0.5	f6_h002	4	0.5	255|63|63|190		255|128|46|51		251|175|199|142																			
12107		1|1|1		0.5	f6_h003	4	0.5	243|255|234|212		148|249|170|211		255|255|255|255																			
12108		1|1|1		0.5	f6_h003	4	0.5	211|226|255|204		226|120|243|179		255|255|255|255																			
12109		1|1|1		0.5	f6_h003	4	0.5	255|226|149|184		249|175|97|188		255|255|255|255																			
12110		1|1|1		0.5	f6_h004	4	0.5	249|140|69|136		240|208|169|177		247|210|90|120																			
12111		1|1|1		0.5	f6_h004	4	0.5	229|241|16|168		200|255|127|246		249|255|226|131																			
12112		1|1|1		0.5	f6_h004	4	0.5	247|101|219|150		209|107|215|121		235|205|251|83																			
12113		1|1|1		0.5	f6_h005	4	0.5	253|104|37|166		255|170|63|144		256|239|202|247																			
12114		1|1|1		0.5	f6_h005	4	0.5	207|90|232|195		35|191|255|187		149|211|255|134																			
12115		1|1|1		0.5	f6_h005	4	0.5	238|22|107|148		255|80|80|93		247|211|158|234																			
12116		1|1|1		0.5	f6_h006	4	0.5	255|243|204|244		82|176|255|110		14|155|255|174																			
12117		1|1|1		0.5	f6_h006	4	0.5	148|232|170|112		133|255|184|171		127|200|76|169																			
12118		1|1|1		0.5	f6_h006	4	0.5	243|167|86|255		255|243|228|153		247|149|96|145																			
12119		1|1|1	1	0.5	f6_h007	0	0.5	204|236|255|126		39|130|255|0		76|176|247|52																			
12120		1|1|1	1	0.5	f6_h007	0	0.5	211|255|210|124		255|153|88|169		212|255|133|234																			
12121		1|1|1	1	0.5	f6_h007	0	0.5	238|193|255|86		199|73|255|0		104|99|255|0																			
12122		1|1|1		0.5	f6_h008	4	0.5	255|206|144|177		255|135|71|126		255|184|58|169																			
12123		1|1|1		0.5	f6_h008	4	0.5	255|123|191|168		255|84|151|145		255|247|254|195																			
12124		1|1|1	1	0.5	f6_h008	0	0.5	155|251|159|255		255|220|28|180		213|255|211|219																			
12125		1|1|1		0.5	f6_h009	4	0.5	251|232|199|203		243|89|53|222		247|143|76|109																			
12126		1|1|1		0.5	f6_h009	4	0.5	240|255|255|255		105|210|188|201		38|141|193|145																			
12127		1|1|1		0.5	f6_h009	4	0.5	251|243|199|128		204|63|130|192		251|158|237|184																			
12128		1|1|1		0.5	f6_h010	4	0.5	200|193|255|206		256|56|193|91		255|33|239|93																			
12129		1|1|1		0.5	f6_h010	4	0.5	249|229|185|235		255|161|43|4		31|255|162|166																			
12130		1|1|1		0.5	f6_h010	4	0.5	211|213|255|198		37|155|255|0		13|255|234|166																			
12131		1|1|1		0.5	f6_h011	4	0.5	131|221|251|13		78|93|247|88		114|185|255|51																			
12132		1|1|1		0.5	f6_h011	4	0.5	159|255|179|39		119|249|255|212		113|249|159|85																			
12133		1|1|1		0.5	f6_h011	4	0.5	255|243|196|88		253|192|102|211		255|224|125|172																			
12134		1|1|1		0.5	f6_h012	4	0.5	184|22|255|121		255|106|244|198		215|211|255|133																			
12135		1|1|1	1	0.1	f6_h012	0	0.1	240|224|160|224		56|255|222|255		249|255|234|206																			
12136		1|1|1		0.5	f6_h012	4	0.5	255|191|76|118		255|137|73|180		252|255|243|185																			
12137		1|1|1			f6_h013	1		0|233|255|255		0|200|92|255		255|56|56|0																			
12138		1|1|1			f6_h013	1		135|0|255|255		0|255|223|255		255|205|0|0																			
12139		1|1|1			f6_h013	1		131|91|255|255		255|95|230|255		255|255|255|0																			
12140		1|1|1			f6_h014	1		20|187|180|209		174|251|51|146		239|249|229|235																			
12141		1|1|1	1		f6_h014	0		241|142|142|255		65|255|145|255		210|238|255|231																			
12142		1|1|1	1		f6_h014	0		165|139|249|239		243|255|202|255		223|223|255|241																			
12201		1|1|1		0.5	m7_s001_l	4	0.5	255|247|234|188		75|117|176|118		48|220|255|255		m7_s001_r	4	0.5	255|247|234|188		75|117|176|118		48|220|255|255										
12202		1|1|1		0.5	m7_s001_l	4	0.5	103|223|255|255		255|255|255|172		255|169|41|220		m7_s001_r	4	0.5	103|223|255|255		255|255|255|172		255|169|41|220										
12203		1|1|1		0.5	m7_s001_l	4	0.5	221|174|74|118		255|243|213|168		59|142|255|182		m7_s001_r	4	0.5	221|174|74|118		255|243|213|168		59|142|255|182										
12204		1|1|1		0.5	m7_s002_l	4	0.5	255|255|255|220		71|216|255|233		255|212|74|255		m7_s002_r	4	0.5	255|255|255|220		71|216|255|233		255|212|74|255										
12205		1|1|1		0.5	m7_s002_l	4	0.5	255|209|127|190		249|240|231|217		255|91|31|153		m7_s002_r	4	0.5	255|209|127|190		249|240|231|217		255|91|31|153										
12206		1|1|1		0.5	m7_s002_l	4	0.5	255|252|168|145		53|195|136|211		255|229|86|255		m7_s002_r	4	0.5	255|252|168|145		53|195|136|211		255|229|86|255										
12207		1|1|1		0.5	m7_s003_l	4	0.5	255|250|243|199		104|166|253|121		255|206|133|121		m7_s003_r	4	0.5	255|250|243|199		104|166|253|121		255|206|133|121										
