ResId	ResFile	ResAttribID	ResSlot	Desc	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3	SlotName3	SlotGray3	SlotMinCast3	Slot3Color1	Slot3Light1	Slot3Color2	Slot3Light2	Slot3Color3	Slot3Light3	DynamicBoneIndex
9038	Player/Characters/F2/Prefab/F2_W008_Head.prefab	159038	head	F2标女头盔外装T8·颜色3																															102
9039	Player/Characters/F2/Prefab/F2_W008_Head.prefab	159039	head	F2标女头盔外装T8·颜色4																															102
9040	Player/Characters/F2/Prefab/F2_W009_Head.prefab	159040	head	F2标女头盔外装T9·颜色1																															102
9041	Player/Characters/F2/Prefab/F2_W009A_Head.prefab	159041	head	F2标女头盔外装T9·颜色2																															102
9042	Player/Characters/F2/Prefab/F2_W009B_Head.prefab	159042	head	F2标女头盔外装T9·颜色3																															102
9043	Player/Characters/F2/Prefab/F2_W009_Head.prefab	159043	head	F2标女头盔外装T9·颜色4																															102
9044	Player/Characters/F2/Prefab/F2_W001_Head.prefab	159044	head	F2标女头盔外装T1·颜色1																															102
9045	Player/Characters/F2/Prefab/F2_W003_Head.prefab	159045	head	F2标女头盔外装T3·颜色1																															102
9046	Player/Characters/F2/Prefab/F2_W007_Head.prefab	159046	head	F2标女头盔外装T7·颜色1																															102
9047	Player/Characters/F2/Prefab/F2_W008_Head.prefab	159047	head	F2标女头盔外装T8·颜色1																															102
9048	Player/Characters/F2/Prefab/F2_W010B_Head.prefab	159048	head	F2标女头盔外装T10·颜色1																															102
9049	Player/Characters/F2/Prefab/F2_W010B_Head.prefab	159049	head	F2标女头盔外装T10·颜色2																															102
9050	Player/Characters/F2/Prefab/F2_W010B_Head.prefab	159050	head	F2标女头盔外装T10·颜色3																															102
9051	Player/Characters/F2/Prefab/F2_W010B_Head.prefab	159051	head	F2标女头盔外装T10·颜色4																															102
9052	Player/Characters/F2/Prefab/F2_W010B_Head.prefab	159052	head	F2标女头盔外装T10·颜色5																															102
9053	Player/Characters/F2/Prefab/F2_W010C_Head.prefab	159053	head	F2标女头盔外装T10s·颜色1																															102
9054	Player/Characters/F2/Prefab/F2_W010C_Head.prefab	159054	head	F2标女头盔外装T10s·颜色2																															102
9055	Player/Characters/F2/Prefab/F2_W010C_Head.prefab	159055	head	F2标女头盔外装T10s·颜色3																															102
9056	Player/Characters/F2/Prefab/F2_W010C_Head.prefab	159056	head	F2标女头盔外装T10s·颜色4																															102
9057	Player/Characters/F2/Prefab/F2_W010_Head.prefab	159057	head	F2标女头盔外装T11·颜色1																															102
9058	Player/Characters/F2/Prefab/F2_W010_Head.prefab	159058	head	F2标女头盔外装T11·颜色2																															102
9059	Player/Characters/F2/Prefab/F2_W010_Head.prefab	159059	head	F2标女头盔外装T11·颜色3																															102
9060	Player/Characters/F2/Prefab/F2_W010_Head.prefab	159060	head	F2标女头盔外装T11·颜色4																															102
9061	Player/Characters/F2/Prefab/F2_W010_Head.prefab	159061	head	F2标女头盔外装T11·颜色5																															102
9062	Player/Characters/F2/Prefab/F2_W010_Head.prefab	159062	head	F2标女头盔外装T11·颜色6																															102
9063	Player/Characters/F2/Prefab/F2_W010A_Head.prefab	159063	head	F2标女头盔外装T11s·颜色1																															102
9064	Player/Characters/F2/Prefab/F2_W010A_Head.prefab	159064	head	F2标女头盔外装T11s·颜色2																															102
9065	Player/Characters/F2/Prefab/F2_W010A_Head.prefab	159065	head	F2标女头盔外装T11s·颜色3																															102
9066	Player/Characters/F2/Prefab/F2_W010A_Head.prefab	159066	head	F2标女头盔外装T11s·颜色4																															102
9067	Player/Characters/F2/Prefab/F2_W010A_Head.prefab	159067	head	F2标女头盔外装T11s·颜色5																															102
9068	Player/Characters/F2/Prefab/F2_W010A_Head.prefab	159068	head	F2标女头盔外装T11s·颜色6																															102
9069	Player/Characters/F2/Prefab/F2_W008_Head.prefab	159069	head	F2标女头盔外装T8·颜色6																															102
9070	Player/Characters/F2/Prefab/F2_W011_Head.prefab		head	F2标女外装T12·颜色1		1		F2_W011_Head	0		112|105|91|98	1	63|51|45|53	1	196|222|255|90	1																			102
9071	Player/Characters/F2/Prefab/F2_W011_Head.prefab		head	F2标女外装T12·颜色2				F2_W011_Head	1		140|136|125|40	1	74|71|68|40	1	222|255|159|41	1.32																			102
9072	Player/Characters/F2/Prefab/F2_W011_Head.prefab		head	F2标女外装T12·颜色3				F2_W011_Head	1		140|136|125|40	1	255|252|251|19	1	255|133|158|41	1.32																			102
9073	Player/Characters/F2/Prefab/F2_W011_Head.prefab		head	F2标女外装T12·颜色4				F2_W011_Head	1		140|136|125|40	1	74|71|68|40	1	255|46|46|39	1.35																			102
9074	Player/Characters/F2/Prefab/F2_W011_Head.prefab		head	F2标女外装T12·颜色5				F2_W011_Head	1		127|127|127|68	1	63|56|48|34	1	142|255|245|41	1.22																			102
9075	Player/Characters/F2/Prefab/F2_W011_Head.prefab		head	F2标女外装T12·颜色6				F2_W011_Head	1		127|127|127|68	1	63|56|48|34	1	112|0|0|41	1.22																			102
9076	Player/Characters/F2/Prefab/F2_W011A_Head.prefab		head	F2标女外装T12A·颜色1		1		F2_W011A_Head	0		255|255|255|59	1	63|55|55|152	1	255|255|255|0	1																			102
9077	Player/Characters/F2/Prefab/F2_W011A_Head.prefab		head	F2标女外装T12A·颜色2				F2_W011A_Head	1		114|103|83|91	1	61|52|42|198	1	255|245|166|34	1.05																			102
9078	Player/Characters/F2/Prefab/F2_W011A_Head.prefab		head	F2标女外装T12A·颜色3				F2_W011A_Head	1		114|103|83|91	1	243|238|238|61	1	255|133|165|27	1.05																			102
9079	Player/Characters/F2/Prefab/F2_W011A_Head.prefab		head	F2标女外装T12A·颜色4				F2_W011A_Head	1		114|103|83|91	1	61|52|42|198	1	255|61|61|42	1.05																			102
9080	Player/Characters/F2/Prefab/F2_W011A_Head.prefab		head	F2标女外装T12A·颜色5		1		F2_W011A_Head	0		114|103|83|91	1	61|52|42|198	1	255|227|153|89	1.05																			102
9081	Player/Characters/F2/Prefab/F2_W011A_Head.prefab		head	F2标女外装T12A·颜色6																															102
9082	Player/Characters/F2/Prefab/F2_W011_Head.prefab		head	F2标女外装T12·颜色7				F2_W011_Head	1		127|127|127|68	1	63|56|48|34	1	255|255|255|41	1.22																			102
9083	Player/Characters/F2/Prefab/F2_W011_Head.prefab		head	F2标女外装T12·颜色8				F2_W011_Head	1		127|127|127|68	1	69|59|59|19	1	160|123|255|120	1.22																			102
9084	Player/Characters/F2/Prefab/F2_W012A_Head.prefab		head	F2标女外装T4N·颜色1		1		F2_W012A_Head	0		255|255|255|255	1	50|40|40|255	1	255|255|255|255	1																			102
9085	Player/Characters/F2/Prefab/F2_W012A_Head.prefab		head	F2标女外装T4N·颜色2				F2_W012A_Head	1		191|103|119|255	1.78	62|53|48|255	1	127|205|195|255	1																			102
9086	Player/Characters/F2/Prefab/F2_W012A_Head.prefab		head	F2标女外装T4N·颜色3				F2_W012A_Head	1		61|52|54|255	1.27	255|255|255|174	1.09	199|119|204|255	1.3																			102
9087	Player/Characters/F2/Prefab/F2_W012A_Head.prefab		head	F2标女外装T4N·颜色4				F2_W012A_Head	1		193|85|85|255	1.2	255|255|255|255	1	175|141|119|255	1.33																			102
9088	Player/Characters/F2/Prefab/F2_W012_Head.prefab		head	F2标女外装T13·颜色1				F2_W012_Head	1		255|255|255|167	1.34	118|22|22|255	1.57	60|42|35|50	1																			102
9089	Player/Characters/F2/Prefab/F2_W012_Head.prefab		head	F2标女外装T13·颜色2				F2_W012_Head	1		255|255|255|125	1.34	120|200|247|88	1.15	59|41|35|138	1																			102
9090	Player/Characters/F2/Prefab/F2_W012_Head.prefab		head	F2标女外装T13·颜色3				F2_W012_Head	1		255|255|255|125	1.34	255|104|176|121	1.13	59|41|35|138	1																			102
9091	Player/Characters/F2/Prefab/F2_W012_Head.prefab		head	F2标女外装T13·颜色4				F2_W012_Head	1		255|255|255|125	1.34	255|192|80|78	1.07	59|41|35|138	1																			102
9092	Player/Characters/F2/Prefab/F2_W013A_Head.prefab		head	F2标女外装T5N·颜色1		1		F2_W013A_Head	0		255|255|255|10	1.13	45|40|36|77	1	255|255|255|56	1.25																			102
9093	Player/Characters/F2/Prefab/F2_W013A_Head.prefab		head	F2标女外装T5N·颜色2				F2_W013A_Head	1		255|196|91|55	1.17	44|37|33|51	1	99|158|255|69	1.66																			102
9094	Player/Characters/F2/Prefab/F2_W013A_Head.prefab		head	F2标女外装T5N·颜色3				F2_W013A_Head	1		97|241|200|73	1.21	44|39|36|61	1	253|121|255|72	1.34																			102
9095	Player/Characters/F2/Prefab/F2_W013A_Head.prefab		head	F2标女外装T5N·颜色4				F2_W013A_Head	1		196|133|76|96	1.54	44|37|33|91	1	255|76|76|113	1.58																			102
9096	Player/Characters/F2/Prefab/F2_W014_Head.prefab		head	F2标女外装T14·颜色1		1		F2_W01401	0		255|255|255|39	1	52|46|46|51	1	54|48|48|70	1																			102
9097	Player/Characters/F2/Prefab/F2_W014_Head.prefab		head	F2标女外装T14·颜色2				F2_W01401	1		255|204|129|50	1	251|246|229|15	1.23	211|211|211|21	1																			102
9098	Player/Characters/F2/Prefab/F2_W014_Head.prefab		head	F2标女外装T14·颜色3				F2_W01401	1		255|218|172|39	1	52|46|46|51	1	54|48|48|70	1																			102
9099	Player/Characters/F2/Prefab/F2_W014_Head.prefab		head	F2标女外装T14·颜色4				F2_W01401	1		61|253|237|39	1	52|46|46|51	1	54|48|48|70	1																			102
9100	Player/Characters/F2/Prefab/F2_W014_Head.prefab		head	F2标女外装T14·颜色5				F2_W01401	1		165|255|243|48	1	120|13|29|15	1	120|13|29|70	1																			102
9101	Player/Characters/F2/Prefab/F2_W014_Head.prefab		head	F2标女外装T14·颜色6																															102
9102	Player/Characters/F2/Prefab/F2_W013_Head.prefab		head	F2标女外装T15·颜色1		1		F2_W013_Head	0		255|255|255|32	1	52|42|42|51	1	255|50|50|40	1																			102
9103	Player/Characters/F2/Prefab/F2_W013_Head.prefab		head	F2标女外装T15·颜色2				F2_W013_Head	1		241|255|14|61	1.1	52|42|42|51	1	69|208|255|67	1																			102
9104	Player/Characters/F2/Prefab/F2_W013_Head.prefab		head	F2标女外装T15·颜色3				F2_W013_Head	1		211|251|255|55	1.18	52|42|42|51	1	255|135|207|75	1.08																			102
9105	Player/Characters/F2/Prefab/F2_W013_Head.prefab		head	F2标女外装T15·颜色4		1		F2_W013_Head	0		255|229|144|88	1	52|42|42|51	1	255|224|54|96	1																			102
9106	Player/Characters/F2/Prefab/F2_W013_Head.prefab		head	F2标女外装T15·颜色5																															102
9107	Player/Characters/F2/Prefab/F2_W013_Head.prefab		head	F2标女外装T15·颜色6																															102
9108	Player/Characters/F2/Prefab/F2_W015_Head.prefab		head	F2标女外装T16（2019春装燕子）·颜色1		1		F2_W015_Head	0		253|241|223|123	1.57	54|49|44|23	1	255|255|255|117	1																			102
9109	Player/Characters/F2/Prefab/F2_W015_Head.prefab		head	F2标女外装T16（2019春装燕子）·颜色2				F2_W015_Head	1		223|253|253|43	1.57	108|19|29|21	1	80|249|228|117	1.32																			102
9110	Player/Characters/F2/Prefab/F2_W015_Head.prefab		head	F2标女外装T16（2019春装燕子）·颜色3				F2_W015_Head	1		253|247|169|43	1.57	58|53|49|43	1	159|55|236|67	1.51																			102
9111	Player/Characters/F2/Prefab/F2_W015_Head.prefab		head	F2标女外装T16（2019春装燕子）·颜色4				F2_W015_Head	1		169|253|221|43	1.57	215|212|207|32	1	172|93|21|88	1.51																			102
9112	Player/Characters/F2/Prefab/F2_W015_Head.prefab		head	F2标女外装T16（2019春装燕子）·颜色5				F2_W015_Head	1		223|188|75|43	1.57	226|217|191|32	1	21|160|172|88	1.51																			102
9113	Player/Characters/F2/Prefab/F2_W015_Head.prefab		head	F2标女外装T16（2019春装燕子）·颜色6																															102
9114	Player/Characters/F2/Prefab/F2_W015B_Head.prefab		head	F2标女外装T6N（愚人节面具）·颜色1		1		F2_W015B_Head	0		255|255|255|61	1	255|255|255|145	1	31|26|26|50	1																			102
9115	Player/Characters/F2/Prefab/F2_W015B_Head.prefab		head	F2标女外装T6N（愚人节面具）·颜色2				F2_W015B_Head	1		101|191|255|112	1	255|119|156|74	1.47	229|227|225|0	1																			102
9116	Player/Characters/F2/Prefab/F2_W015B_Head.prefab		head	F2标女外装T6N（愚人节面具）·颜色3				F2_W015B_Head	1		255|169|114|117	1	86|220|255|139	1.08	33|28|25|0	1																			102
9117	Player/Characters/F2/Prefab/F2_W015B_Head.prefab		head	F2标女外装T6N（愚人节面具）·颜色4				F2_W015B_Head	1		255|215|112|74	1.15	240|10|10|169	1	109|21|30|15	1																			102
9118	Player/Characters/F2/Prefab/F2_W015B_Head.prefab		head	F2标女外装T6N（愚人节面具）·颜色5																															102
9119	Player/Characters/F2/Prefab/F2_W015A_Head.prefab		head	F2标女外装T7N（520鲜花）·颜色1				F2_W015A_Head	1		178|20|62|43	1.45	249|166|112|37	1.38	48|42|37|10	1																			102
9120	Player/Characters/F2/Prefab/F2_W015A_Head.prefab		head	F2标女外装T7N（520鲜花）·颜色2				F2_W015A_Head	1		93|129|232|37	1.68	237|91|155|37	1	48|42|37|10	1																			102
9121	Player/Characters/F2/Prefab/F2_W015A_Head.prefab		head	F2标女外装T7N（520鲜花）·颜色3				F2_W015A_Head	1		255|173|99|27	1.55	118|255|221|37	1	48|42|37|10	1																			102
9122	Player/Characters/F2/Prefab/F2_W015A_Head.prefab		head	F2标女外装T7N（520鲜花）·颜色4				F2_W015A_Head	1		255|138|203|11	1.55	48|220|255|37	1	48|42|37|10	1																			102
9123	Player/Characters/F2/Prefab/F2_W015A_Head.prefab		head	F2标女外装T7N（520鲜花）·颜色5				F2_W015A_Head	1		104|255|211|27	1.19	253|255|118|37	1	48|42|37|10	1																			102
9124	Player/Characters/F2/Prefab/F2_W007_Head.prefab		head	F2标女外装T7·颜色6（流光）				F2_W007_Head	1		255|255|255|27	1	219|219|219|4	1	255|200|82|56	1																			102
9125	Player/Characters/F2/Prefab/F2_W011A_Head.prefab		head	F2标女外装T12A·颜色7（夏莲普通）				F2_W011A_Head	1		151|233|255|59	1.13	255|234|221|48	1	255|146|159|31	1.33																			102
9126	Player/Characters/F2/Prefab/F2_W014_Head.prefab		head	F2标女外装T14·颜色7（2018秋装）				F2_W01401	1		255|255|255|39	1.25	172|172|172|40	1	149|149|149|22	1																			102
9127	Player/Characters/F2/Prefab/F2_W015_Head.prefab		head	F2标女外装T16·颜色7（2019春装燕子）				F2_W015_Head	1		255|230|149|58	1	156|156|156|15	1	255|255|255|37	1.83																			102
9128	Player/Characters/F2/Prefab/F2_W016_Head.prefab		head	F2标女外装T17·颜色1（2019夏季）		1		F2_W016_Head	0		255|255|255|77	1	9|5|1|255	1	255|255|255|39	1																			102
9129	Player/Characters/F2/Prefab/F2_W016_Head.prefab		head	F2标女外装T17·颜色1（2019夏季）		1		F2_W016_Head	0		255|241|241|93	1	13|5|5|255	1	14|12|12|75	1																			102
9130	Player/Characters/F2/Prefab/F2_W016_Head.prefab		head	F2标女外装T17·颜色1（2019夏季）		1		F2_W016_Head	0		255|211|211|77	1	14|9|3|255	1	255|186|188|39	1																			102
9131	Player/Characters/F2/Prefab/F2_W016_Head.prefab		head	F2标女外装T17·颜色1（2019夏季）		1		F2_W016_Head	0		187|255|252|77	1	26|17|5|255	1	178|232|255|39	1																			102
9132	Player/Characters/F2/Prefab/F2_W016_Head.prefab		head	F2标女外装T17·颜色1（2019夏季）		1		F2_W016_Head	0		24|10|80|208	1	13|7|0|255	1	23|8|84|39	1																			102
9133	Player/Characters/F2/Prefab/F2_W016_Head.prefab		head	F2标女外装T17·颜色1（2019夏季）				F2_W016_Head	1		255|255|255|208	1	73|73|73|255	1	43|43|43|39	1																			102
9134	Player/Characters/F2/Prefab/F2_W016A_Head.prefab		head	F2标女外装T8N（孔雀翎）·颜色1		1		F2_W016A_Head	0		126|164|253|109	1	14|14|14|255	1	110|255|189|136	1																			102
9135	Player/Characters/F2/Prefab/F2_W016A_Head.prefab		head	F2标女外装T8N（孔雀翎）·颜色2				F2_W016A_Head	1		245|248|255|82	1.68	14|14|14|255	1	202|46|68|136	2.16																			102
9136	Player/Characters/F2/Prefab/F2_W016A_Head.prefab		head	F2标女外装T8N（孔雀翎）·颜色3				F2_W016A_Head	1		108|212|255|82	1.81	84|84|84|255	1	255|190|93|45	2.16																			102
9137	Player/Characters/F2/Prefab/F2_W016A_Head.prefab		head	F2标女外装T8N（孔雀翎）·颜色4				F2_W016A_Head	1		240|252|255|82	1.81	14|14|14|255	1	40|188|189|45	2.16																			102
9138	Player/Characters/F2/Prefab/F2_W016A_Head.prefab		head	F2标女外装T8N（孔雀翎）·颜色5				F2_W016A_Head	1		133|209|255|82	1.81	31|0|7|255	1	201|51|173|45	2.16																			102
9139	Player/Characters/F2/Prefab/F2_W017A_Head.prefab		head	F2标女外装T9N（狮子帽）·颜色1		1		F2_W017A_Head	0		181|0|0|163	1	11|10|10|255	1	238|57|106|37	1																			102
9140	Player/Characters/F2/Prefab/F2_W017A_Head.prefab		head	F2标女外装T9N（狮子帽）·颜色2				F2_W017A_Head	1		2|37|104|255	1	11|10|10|255	1	0|233|255|55	1																			102
9141	Player/Characters/F2/Prefab/F2_W017A_Head.prefab		head	F2标女外装T9N（狮子帽）·颜色3				F2_W017A_Head	1		255|216|0|78	1	11|10|10|255	1	255|0|36|55	1																			102
9142	Player/Characters/F2/Prefab/F2_W017A_Head.prefab		head	F2标女外装T9N（狮子帽）·颜色4				F2_W017A_Head	1		0|233|255|77	1	11|10|10|255	1	255|116|159|55	1																			102
9143	Player/Characters/F2/Prefab/F2_W018_Head.prefab		head	F2标女外装T18·颜色1（2019冬季锦鲤）		1		F2_W018_Head	0		255|255|255|37	1	7|6|6|255	1	255|35|35|56	1																			102
9144	Player/Characters/F2/Prefab/F2_W018_Head.prefab		head	F2标女外装T18·颜色2（2019冬季锦鲤）				F2_W018_Head	1		255|245|215|80	1	7|6|6|255	1	251|193|120|53	1.64																			102
9145	Player/Characters/F2/Prefab/F2_W018_Head.prefab		head	F2标女外装T18·颜色3（2019冬季锦鲤）				F2_W018_Head	1		73|232|255|99	1	7|6|6|255	1	255|93|97|48	1.88																			102
9146	Player/Characters/F2/Prefab/F2_W018_Head.prefab		head	F2标女外装T18·颜色4（2019冬季锦鲤）				F2_W018_Head	1		112|142|255|90	1.64	7|6|6|255	1	206|36|201|77	2.65																			102
9147	Player/Characters/F2/Prefab/F2_W018_Head.prefab		head	F2标女外装T18·颜色5（2019冬季锦鲤）				F2_W018_Head	1		255|255|255|80	1	7|6|6|255	1	42|204|211|69	2.14																			102
9148	Player/Characters/F2/Prefab/F2_W018_Head.prefab		head	F2标女外装T18·颜色6（2019冬季锦鲤）																															102
9149	Player/Characters/F2/Prefab/F2_W017_Head.prefab		head	F2标女外装T19·颜色1（2019秋季盛典）		1		F2_W017_Head	0		255|255|255|75	1	13|12|12|28	1	255|255|255|13	1.54																			102
9150	Player/Characters/F2/Prefab/F2_W017_Head.prefab		head	F2标女外装T19·颜色2（2019秋季盛典）				F2_W017_Head	1		236|247|255|66	1	13|12|12|28	1	255|216|58|69	1.54																			102
9151	Player/Characters/F2/Prefab/F2_W017_Head.prefab		head	F2标女外装T19·颜色3（2019秋季盛典）				F2_W017_Head	1		236|255|245|66	1	13|12|12|28	1	131|229|255|134	1.54																			102
9152	Player/Characters/F2/Prefab/F2_W017_Head.prefab		head	F2标女外装T19·颜色4（2019秋季盛典）				F2_W017_Head	1		240|253|255|66	1	13|12|12|28	1	255|223|89|78	1.54																			102
9153	Player/Characters/F2/Prefab/F2_W017_Head.prefab		head	F2标女外装T19·颜色5（2019秋季盛典）				F2_W017_Head	1		232|253|255|66	1	13|12|12|28	1	255|114|128|126	1.54																			102
9154	Player/Characters/F2/Prefab/F2_W017_Head.prefab		head	F2标女外装T19·颜色6（2019秋季盛典）				F2_W017_Head	1		217|255|247|117	1	13|12|12|28	1	252|255|97|69	1.54																			102
9155	Player/Characters/F2/Prefab/F2_W017_Head.prefab		head	F2标女外装T19·颜色7（2019秋季盛典）				F2_W017_Head	1		254|255|198|66	1	13|12|12|28	1	0|117|255|172	1.54																			102
9156	Player/Characters/F2/Prefab/F2_W017_Head.prefab		head	F2标女外装T19·颜色8（2019秋季盛典）																															102
9157	Player/Characters/F2/Prefab/F2_W008_Head.prefab		head	F2标女头盔外装T8·颜色7				F2_W008_Head	1		46|45|43|82	1	254|255|240|19	1	255|235|172|7	1																			102
11001	Player/Characters/M2/Prefab/M2_TW002_Head.prefab	161001	head	天王（男）校服T1·颜色1																															104
11002	Player/Characters/M2/Prefab/M2_TW002_Head.prefab	161002	head	天王（男）校服T1·颜色2																															104
11003	Player/Characters/M2/Prefab/M2_TW002_Head.prefab	161003	head	天王（男）校服T1·颜色3																															104
11004	Player/Characters/M2/Prefab/M2_TW002_Head.prefab	161004	head	天王（男）校服T1·颜色4																															104
11005	Player/Characters/M2/Prefab/M2_TW001_Head.prefab	161005	head	天王（男）校服T2·颜色1																															104
11006	Player/Characters/M2/Prefab/M2_TW001_Head.prefab	161006	head	天王（男）校服T2·颜色2																															104
11007	Player/Characters/M2/Prefab/M2_TW001_Head.prefab	161007	head	天王（男）校服T2·颜色3																															104
11008	Player/Characters/M2/Prefab/M2_TW001_Head.prefab	161008	head	天王（男）校服T2·颜色4																															104
11009	Player/Characters/M2/Prefab/M2_TW003_Head.prefab	161009	head	天王（男）校服T3·颜色1																															104
11010	Player/Characters/M2/Prefab/M2_TW003_Head.prefab	161010	head	天王（男）校服T3·颜色2																															104
11011	Player/Characters/M2/Prefab/M2_TW003_Head.prefab	161011	head	天王（男）校服T3·颜色3																															104
11012	Player/Characters/M2/Prefab/M2_TW003_Head.prefab	161012	head	天王（男）校服T3·颜色4																															104
11013	Player/Characters/M2/Prefab/M2_TW002_Head.prefab	161013	head	天王（男）校服T1·颜色5																															104
11014	Player/Characters/M2/Prefab/M2_TW001_Head.prefab	161014	head	天王（男）校服T2·颜色5																															104
11015	Player/Characters/M2/Prefab/M2_TW003_Head.prefab	161015	head	天王（男）校服T3·颜色5																															104
11016	Player/Characters/M2/Prefab/M2_TW004_Head.prefab		head	天王（男）校服T4·颜色1				M2_TW004_Head	1		255|206|101|123	1	56|46|37|0	1	255|255|255|58	1																			104
11017	Player/Characters/M2/Prefab/M2_TW004_Head.prefab		head	天王（男）校服T4·颜色2				M2_TW004_Head	1		255|243|149|123	1	45|39|46|0	1	63|199|255|58	1																			104
11018	Player/Characters/M2/Prefab/M2_TW004_Head.prefab		head	天王（男）校服T4·颜色3				M2_TW004_Head	1		255|232|185|123	1	33|44|52|0	1	121|121|121|58	1																			104
11019	Player/Characters/M2/Prefab/M2_TW004_Head.prefab		head	天王（男）校服T4·颜色4				M2_TW004_Head	1		253|255|221|123	1	59|52|61|0	1	121|121|121|58	1																			104
11020	Player/Characters/M2/Prefab/M2_TW004_Head.prefab		head	天王（男）校服T4·颜色5																															104
11021	Player/Characters/M2/Prefab/M2_TW005_Head.prefab		head	天王（男）校服T5·颜色1		1		M2_TW005_Head	0		255|255|255|80	1	255|255|255|0	1	255|255|255|0	1																			104
11022	Player/Characters/M2/Prefab/M2_TW005_Head.prefab		head	天王（男）校服T5·颜色2				M2_TW005_Head	1		71|79|80|85	1	225|224|218|0	1	232|58|58|4	1																			104
11023	Player/Characters/M2/Prefab/M2_TW005_Head.prefab		head	天王（男）校服T5·颜色3				M2_TW005_Head	1		255|220|106|106	1.07	125|233|255|12	1	77|67|60|12	1																			104
11024	Player/Characters/M2/Prefab/M2_TW005_Head.prefab		head	天王（男）校服T5·颜色4				M2_TW005_Head	1		205|232|245|106	1	121|19|72|12	1	84|211|255|12	1																			104
11025	Player/Characters/M2/Prefab/M2_TW005_Head.prefab		head	天王（男）校服T5·颜色5				M2_TW005_Head	1		251|250|242|64	1.25	165|103|82|12	1	93|89|87|12	1																			104
11501	Player/Characters/F1/Prefab/F1_TW001_Head.prefab		head	天王（女）校服T1·颜色1		1		F1_TW001_Head	0		255|255|255|55	1	48|45|41|69	1	255|255|255|32	1																			101
11502	Player/Characters/F1/Prefab/F1_TW001_Head.prefab		head	天王（女）校服T1·颜色2				F1_TW001_Head	1		219|235|251|120	1	48|45|41|69	1	249|11|173|32	1																			101
11503	Player/Characters/F1/Prefab/F1_TW001_Head.prefab		head	天王（女）校服T1·颜色3				F1_TW001_Head	1		255|243|232|120	1	48|45|41|69	1	249|65|11|32	1																			101
11504	Player/Characters/F1/Prefab/F1_TW001_Head.prefab		head	天王（女）校服T1·颜色4				F1_TW001_Head	1		248|255|232|120	1	48|45|41|69	1	0|43|255|32	1.64																			101
11505	Player/Characters/F1/Prefab/F1_TW002_Head.prefab		head	天王（女）校服T2·颜色1		1		F1_TW002_Head	0		255|255|255|124	1	33|27|18|110	1	113|20|20|115	1.62																			101
11506	Player/Characters/F1/Prefab/F1_TW002_Head.prefab		head	天王（女）校服T2·颜色2		1		F1_TW002_Head	0		76|107|255|124	3.17	33|27|18|110	1	0|118|231|137	1																			101
11507	Player/Characters/F1/Prefab/F1_TW002_Head.prefab		head	天王（女）校服T2·颜色3				F1_TW002_Head	1		237|221|255|153	1.23	33|27|18|110	1	181|37|130|150	1																			101
11508	Player/Characters/F1/Prefab/F1_TW002_Head.prefab		head	天王（女）校服T2·颜色4				F1_TW002_Head	1		203|249|209|180	1.32	33|27|18|110	1	236|211|72|82	1																			101
11509	Player/Characters/F1/Prefab/F1_TW003_Head.prefab		head	天王（女）校服T3·颜色1		1		F1_TW003_Head	0		255|255|255|106	1	46|42|36|42	1	255|255|255|91	1																			101
11510	Player/Characters/F1/Prefab/F1_TW003_Head.prefab		head	天王（女）校服T3·颜色2				F1_TW003_Head	1		255|255|255|77	1.2	46|42|36|42	1	36|144|251|117	1.51																			101
11511	Player/Characters/F1/Prefab/F1_TW003_Head.prefab		head	天王（女）校服T3·颜色3				F1_TW003_Head	1		251|216|140|153	1.2	46|42|36|42	1	185|34|62|107	1.54																			101
11512	Player/Characters/F1/Prefab/F1_TW003_Head.prefab		head	天王（女）校服T3·颜色4				F1_TW003_Head	1		255|232|185|86	1.2	46|42|36|42	1	34|185|160|128	1.54																			101
11513	Player/Characters/F1/Prefab/F1_TW001_Head.prefab		head	天王（女）校服T1·颜色5				F1_TW001_Head	1		232|251|255|120	1	48|45|41|69	1	255|0|47|32	1.64																			101
11514	Player/Characters/F1/Prefab/F1_TW002_Head.prefab		head	天王（女）校服T2·颜色5				F1_TW002_Head	1		253|217|122|70	1.53	33|27|18|110	1	27|185|172|82	1																			101
11515	Player/Characters/F1/Prefab/F1_TW003_Head.prefab		head	天王（女）校服T3·颜色5				F1_TW003_Head	1		245|250|251|93	1.2	46|42|36|42	1	232|177|32|128	1.54																			101
11516	Player/Characters/F1/Prefab/F1_TW004_Head.prefab		head	天王（女）校服T4·颜色1		1		F1_TW004_Head	0		255|255|255|120	1	39|35|31|0	1	255|255|255|13	1																			101
11517	Player/Characters/F1/Prefab/F1_TW004_Head.prefab		head	天王（女）校服T4·颜色2				F1_TW004_Head	1		226|170|85|120	1.81	39|35|31|0	1	161|23|23|107	1																			101
11518	Player/Characters/F1/Prefab/F1_TW004_Head.prefab		head	天王（女）校服T4·颜色3				F1_TW004_Head	1		255|243|193|40	1.33	39|35|31|0	1	80|241|49|107	1																			101
