ResId	ResFile	ResFile2	ResAttribID	ResAttribID2	ResSlot	ResSlot2	Desc	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3	SlotName3	SlotGray3	SlotMinCast3	Slot3Color1	Slot3Light1	Slot3Color2	Slot3Light2	Slot3Color3	Slot3Light3	DynamicBoneIndex
2911		Player/Doodads/weapons/Prefabs/f13_w004.prefab			B_LH	B_RH	万花武器3·偏色2				f13_w004	1		236|166|62|184		251|72|149|255		234|249|255|255																				201
2912		Player/Doodads/weapons/Prefabs/f13_w004.prefab			B_LH	B_RH	万花武器3·偏色3				f13_w004	1		251|224|136|174		23|90|112|255		183|247|192|255																				201
2913		Player/Doodads/weapons/Prefabs/f13_w005.prefab			B_LH	B_RH	万花武器4·偏色1				f13_w005	1		255|248|159|209		191|236|255|255		61|44|44|0																				201
2914		Player/Doodads/weapons/Prefabs/f13_w005.prefab			B_LH	B_RH	万花武器4·偏色2				f13_w005	1		255|236|208|222		255|255|255|255		99|16|21|139																				201
2915		Player/Doodads/weapons/Prefabs/f13_w005.prefab			B_LH	B_RH	万花武器4·偏色3				f13_w005	1		200|239|255|222		215|255|178|255		191|113|42|214																				201
2916		Player/Doodads/weapons/Prefabs/f13_w006.prefab			B_LH	B_RH	万花武器5·偏色1				f13_w006	1		161|45|109|255		255|78|177|228		228|239|255|255																				201
2917		Player/Doodads/weapons/Prefabs/f13_w006.prefab			B_LH	B_RH	万花武器5·偏色2				f13_w006	1		16|45|86|255		50|122|221|228		255|241|219|231																				201
2918		Player/Doodads/weapons/Prefabs/f13_w006.prefab			B_LH	B_RH	万花武器5·偏色3				f13_w006	1		255|222|153|235		255|255|255|212		40|126|138|195																				201
2919		Player/Doodads/weapons/Prefabs/f13_w007.prefab			B_LH	B_RH	万花武器6·偏色1				f13_w007	1		149|172|255|0		198|193|217|182		215|250|255|168																				201
2920		Player/Doodads/weapons/Prefabs/f13_w007.prefab			B_LH	B_RH	万花武器6·偏色2				f13_w007	1		236|13|138|23		234|143|194|255		255|213|138|214																				201
2921		Player/Doodads/weapons/Prefabs/f13_w007.prefab			B_LH	B_RH	万花武器6·偏色3				f13_w007	1		0|219|65|23		130|148|110|164		245|213|130|199																				201
2922		Player/Doodads/weapons/Prefabs/f13_w008.prefab			B_LH	B_RH	万花武器7·偏色1				f13_w008	1		18|195|230|190		112|231|255|255		255|213|140|223																				201
2923		Player/Doodads/weapons/Prefabs/f13_w008.prefab			B_LH	B_RH	万花武器7·偏色2				f13_w008	1		8|41|15|109		23|108|108|255		248|251|193|208																				201
2924		Player/Doodads/weapons/Prefabs/f13_w008.prefab			B_LH	B_RH	万花武器7·偏色3				f13_w008	1		165|8|8|109		39|35|35|196		255|234|208|204																				201
2925		Player/Doodads/weapons/Prefabs/f13_w009.prefab			B_LH	B_RH	万花武器8·偏色1				f13_w009	1		8|170|117|145		255|255|255|255		255|240|157|255																				201
2926		Player/Doodads/weapons/Prefabs/f13_w009.prefab			B_LH	B_RH	万花武器8·偏色2				f13_w009	1		83|218|253|187		217|148|0|212		232|246|253|255																				201
2927		Player/Doodads/weapons/Prefabs/f13_w009.prefab			B_LH	B_RH	万花武器8·偏色3				f13_w009	1		253|252|238|219		178|11|49|255		249|185|71|255																				201
2928		Player/Doodads/weapons/Prefabs/f13_w010.prefab			B_LH	B_RH	万花武器9·偏色1				f13_w010	1		43|55|56|171		154|188|193|255		255|211|118|231																				201
2929		Player/Doodads/weapons/Prefabs/f13_w010.prefab			B_LH	B_RH	万花武器9·偏色2				f13_w010	1		75|188|234|223		122|217|230|255		255|235|153|231																				201
2930		Player/Doodads/weapons/Prefabs/f13_w010.prefab			B_LH	B_RH	万花武器9·偏色3				f13_w010	1		183|28|28|223		31|31|31|182		255|250|206|238																				201
2931		Player/Doodads/weapons/Prefabs/f13_w011.prefab			B_LH	B_RH	万花武器10·偏色1				f13_w011	1		255|175|103|255		249|240|229|214		82|82|82|211																				201
2932		Player/Doodads/weapons/Prefabs/f13_w011.prefab			B_LH	B_RH	万花武器10·偏色2				f13_w011	1		247|200|234|225		183|41|115|214		144|221|241|255																				201
2933		Player/Doodads/weapons/Prefabs/f13_w011.prefab			B_LH	B_RH	万花武器10·偏色3				f13_w011	1		200|29|47|255		255|255|255|214		119|119|119|230																				201
2934		Player/Doodads/weapons/Prefabs/f13_w012.prefab			B_LH	B_RH	万花武器11·偏色1		1		f13_w012	0		240|233|144|238		14|156|193|255		44|46|48|255																				201
2935		Player/Doodads/weapons/Prefabs/f13_w012.prefab			B_LH	B_RH	万花武器11·偏色2		1		f13_w012	0		235|57|238|255		191|99|249|171		164|237|243|255																				201
2936		Player/Doodads/weapons/Prefabs/f13_w012.prefab			B_LH	B_RH	万花武器11·偏色3				f13_w012	1		241|241|241|255		245|69|39|255		238|167|113|255																				201
2937		Player/Doodads/weapons/Prefabs/f13_w013.prefab			B_LH	B_RH	万花武器12·偏色1				f13_w013	1		48|48|48|172		185|23|23|215		248|253|234|255																				201
2938		Player/Doodads/weapons/Prefabs/f13_w013.prefab			B_LH	B_RH	万花武器12·偏色2				f13_w013	1		174|183|177|172		0|170|255|255		255|215|150|255																				201
2939		Player/Doodads/weapons/Prefabs/f13_w013.prefab			B_LH	B_RH	万花武器12·偏色3				f13_w013	1		211|204|211|225		61|57|33|255		249|205|110|255																				201
2940		Player/Doodads/weapons/Prefabs/f13_w014.prefab			B_LH	B_RH	万花武器13·偏色1				f13_w014	1		240|228|255|255		245|213|110|199		11|101|56|255																				201
2941		Player/Doodads/weapons/Prefabs/f13_w014.prefab			B_LH	B_RH	万花武器13·偏色2				f13_w014	1		234|248|253|255		251|214|136|208		43|43|43|223																				201
2942		Player/Doodads/weapons/Prefabs/f13_w014.prefab			B_LH	B_RH	万花武器13·偏色3				f13_w014	1		118|20|30|179		255|243|223|196		26|16|16|210																				201
2943		Player/Doodads/weapons/Prefabs/f13_w015.prefab			B_LH	B_RH	万花武器14·偏色1				f13_w015	1		247|228|163|203		255|255|255|147		162|44|39|205																				201
2944		Player/Doodads/weapons/Prefabs/f13_w015.prefab			B_LH	B_RH	万花武器14·偏色2				f13_w015	1		241|208|149|206		255|244|215|169		2|147|192|201																				201
2945		Player/Doodads/weapons/Prefabs/f13_w015.prefab			B_LH	B_RH	万花武器14·偏色3				f13_w015	1		231|247|249|203		247|209|127|129		65|71|77|255																				201
2946		Player/Doodads/weapons/Prefabs/f13_w016.prefab			B_LH	B_RH	万花武器15·偏色1				f13_w016	1		255|245|221|203		180|70|228|33		121|152|243|201																				201
2947		Player/Doodads/weapons/Prefabs/f13_w016.prefab			B_LH	B_RH	万花武器15·偏色2				f13_w016	1		255|223|140|236		96|168|118|71		255|253|241|255																				201
2948		Player/Doodads/weapons/Prefabs/f13_w016.prefab			B_LH	B_RH	万花武器15·偏色3				f13_w016	1		255|252|241|222		121|119|111|190		249|208|84|255																				201
2949		Player/Doodads/weapons/Prefabs/f13_w017.prefab			B_LH	B_RH	万花武器16·偏色1				f13_w017	1		73|172|164|80		236|147|79|102		255|255|255|255																				201
2950		Player/Doodads/weapons/Prefabs/f13_w017.prefab			B_LH	B_RH	万花武器16·偏色2				f13_w017	1		251|206|149|160		69|69|69|182		33|95|85|185																				201
2951		Player/Doodads/weapons/Prefabs/f13_w017.prefab			B_LH	B_RH	万花武器16·偏色3				f13_w017	1		234|248|255|215		255|44|66|208		36|46|58|217																				201
2952		Player/Doodads/weapons/Prefabs/f13_w018.prefab			B_LH	B_RH	万花武器17·偏色1				f13_w018	1		101|80|255|215		90|251|224|223		255|255|255|255																				201
2953		Player/Doodads/weapons/Prefabs/f13_w018.prefab			B_LH	B_RH	万花武器17·偏色2				f13_w018	1		255|241|135|215		255|245|245|223		255|219|155|220																				201
2954		Player/Doodads/weapons/Prefabs/f13_w018.prefab			B_LH	B_RH	万花武器17·偏色3				f13_w018	1		116|116|116|39		185|34|49|223		247|211|156|187																				201
2955		Player/Doodads/weapons/Prefabs/f13_w019.prefab			B_LH	B_RH	万花武器18·偏色1				f13_w019	1		251|232|203|195		45|163|104|235		48|48|48|255																				201
2956		Player/Doodads/weapons/Prefabs/f13_w019.prefab			B_LH	B_RH	万花武器18·偏色2				f13_w019	1		241|255|255|195		163|45|67|235		48|48|48|255																				201
2957		Player/Doodads/weapons/Prefabs/f13_w019.prefab			B_LH	B_RH	万花武器18·偏色3				f13_w019	1		255|228|185|195		45|95|163|235		255|255|255|255																				201
2958		Player/Doodads/weapons/Prefabs/f13_w020.prefab			B_LH	B_RH	万花武器19·偏色1				f13_w020	1		234|253|255|171		121|120|102|215		228|160|87|220																				
2959		Player/Doodads/weapons/Prefabs/f13_w020.prefab			B_LH	B_RH	万花武器19·偏色2				f13_w020	1		255|251|202|215		46|170|243|166		255|220|208|220																				
2960		Player/Doodads/weapons/Prefabs/f13_w020.prefab			B_LH	B_RH	万花武器19·偏色3				f13_w020	1		251|217|186|164		210|21|41|176		140|132|129|220																				
3001	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab	13001	13001	B_LH	B_RH	天王外装武器1·颜色1																															
3002	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab	13002	13002	B_LH	B_RH	天王外装武器1·颜色2																															
3003	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab	13003	13003	B_LH	B_RH	天王外装武器1·颜色3																															
3004	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab	13004	13004	B_LH	B_RH	天王外装武器1·颜色4																															
3005	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab	13005	13005	B_LH	B_RH	天王外装武器1·颜色5																															
3006	Player/Doodads/weapons/Prefabs/m2_w_h002.prefab	Player/Doodads/weapons/Prefabs/m2_w_h002.prefab	13006	13006	B_LH	B_RH	天王外装武器2·颜色1																															
3007	Player/Doodads/weapons/Prefabs/m2_w_h002.prefab	Player/Doodads/weapons/Prefabs/m2_w_h002.prefab	13007	13007	B_LH	B_RH	天王外装武器2·颜色2																															
3008	Player/Doodads/weapons/Prefabs/m2_w_h002.prefab	Player/Doodads/weapons/Prefabs/m2_w_h002.prefab	13008	13008	B_LH	B_RH	天王外装武器2·颜色3																															
3009	Player/Doodads/weapons/Prefabs/m2_w_h002.prefab	Player/Doodads/weapons/Prefabs/m2_w_h002.prefab	13009	13009	B_LH	B_RH	天王外装武器2·颜色4																															
3010	Player/Doodads/weapons/Prefabs/m2_w_h003.prefab	Player/Doodads/weapons/Prefabs/m2_w_h003.prefab			B_LH	B_RH	天王外装武器3·颜色1		1		m2_w_h003	0		255|255|255|255		255|255|255|255		255|255|255|255																				
3011	Player/Doodads/weapons/Prefabs/m2_w_h003.prefab	Player/Doodads/weapons/Prefabs/m2_w_h003.prefab			B_LH	B_RH	天王外装武器3·颜色2				m2_w_h003	1		47|58|65|199		26|93|77|93		245|179|81|78																				
3012	Player/Doodads/weapons/Prefabs/m2_w_h003.prefab	Player/Doodads/weapons/Prefabs/m2_w_h003.prefab			B_LH	B_RH	天王外装武器3·颜色3				m2_w_h003	1		226|255|237|212		15|96|136|223		179|132|30|85																				
3013	Player/Doodads/weapons/Prefabs/m2_w_h003.prefab	Player/Doodads/weapons/Prefabs/m2_w_h003.prefab			B_LH	B_RH	天王外装武器3·颜色4				m2_w_h003	1		65|31|46|128		191|25|42|255		234|249|255|139																				
3014	Player/Doodads/weapons/Prefabs/m2_w_h003_b.prefab	Player/Doodads/weapons/Prefabs/m2_w_h003_b.prefab			B_LH	B_RH	天王外装武器3B·颜色1		1		m2_w_h003_b	0		255|255|255|255		255|255|255|255		255|255|255|255																				
3015	Player/Doodads/weapons/Prefabs/m2_w_h003_b.prefab	Player/Doodads/weapons/Prefabs/m2_w_h003_b.prefab			B_LH	B_RH	天王外装武器3B·颜色2				m2_w_h003_b	1		47|58|65|199		26|93|77|93		245|179|81|78																				
3016	Player/Doodads/weapons/Prefabs/m2_w_h003_b.prefab	Player/Doodads/weapons/Prefabs/m2_w_h003_b.prefab			B_LH	B_RH	天王外装武器3B·颜色3				m2_w_h003_b	1		226|255|237|212		15|96|136|223		179|132|30|85																				
3017	Player/Doodads/weapons/Prefabs/m2_w_h003_b.prefab	Player/Doodads/weapons/Prefabs/m2_w_h003_b.prefab			B_LH	B_RH	天王外装武器3B·颜色4				m2_w_h003_b	1		65|31|46|128		191|25|42|255		234|249|255|139																				
3018	Player/Doodads/weapons/Prefabs/m2_w_h004.prefab	Player/Doodads/weapons/Prefabs/m2_w_h004.prefab			B_LH	B_RH	天王外装武器4·颜色1		1		m2_w_h004	0		217|55|110|255		255|255|255|255		255|255|255|255		m2_w_h004	0		217|55|110|255		255|255|255|255		255|255|255|255											
3019	Player/Doodads/weapons/Prefabs/m2_w_h004.prefab	Player/Doodads/weapons/Prefabs/m2_w_h004.prefab			B_LH	B_RH	天王外装武器4·颜色2				m2_w_h004	1		111|255|255|130		238|211|159|171		237|243|244|244		m2_w_h004	1		111|255|255|130		238|211|159|171		237|243|244|244											
3020	Player/Doodads/weapons/Prefabs/m2_w_h004.prefab	Player/Doodads/weapons/Prefabs/m2_w_h004.prefab			B_LH	B_RH	天王外装武器4·颜色3				m2_w_h004	1		255|175|122|83		251|235|188|193		234|243|245|236		m2_w_h004	1		255|175|122|83		251|235|188|193		234|243|245|236											
3021	Player/Doodads/weapons/Prefabs/m2_w_h004.prefab	Player/Doodads/weapons/Prefabs/m2_w_h004.prefab			B_LH	B_RH	天王外装武器4·颜色4				m2_w_h004	1		95|174|255|70		244|222|163|181		218|228|236|229		m2_w_h004	1		95|174|255|70		244|222|163|181		218|228|236|229											
3022	Player/Doodads/weapons/Prefabs/m2_w_h004.prefab	Player/Doodads/weapons/Prefabs/m2_w_h004.prefab			B_LH	B_RH	天王外装武器4·颜色5				m2_w_h004	1		181|107|248|101		243|214|152|149		238|229|240|244		m2_w_h004	1		181|107|248|101		243|214|152|149		238|229|240|244											
3023	Player/Doodads/weapons/Prefabs/m2_w_h004.prefab	Player/Doodads/weapons/Prefabs/m2_w_h004.prefab			B_LH	B_RH	天王外装武器4·颜色6				m2_w_h004	1		255|142|158|90		246|213|155|180		191|189|179|239		m2_w_h004	1		255|142|158|90		246|213|155|180		191|189|179|239											
3024	Player/Doodads/weapons/Prefabs/m2_w_h004.prefab	Player/Doodads/weapons/Prefabs/m2_w_h004.prefab			B_LH	B_RH	天王外装武器4·颜色7				m2_w_h004	1		240|246|245|122		243|203|153|152		193|180|153|255		m2_w_h004	1		240|246|245|122		243|203|153|152		193|180|153|255											
3025	Player/Doodads/weapons/Prefabs/m2_w_h004.prefab	Player/Doodads/weapons/Prefabs/m2_w_h004.prefab			B_LH	B_RH	天王外装武器4·颜色8																															
3026	Player/Doodads/weapons/Prefabs/m2_w_h004_b.prefab	Player/Doodads/weapons/Prefabs/m2_w_h004_b.prefab			B_LH	B_RH	天王外装武器4B·颜色1		1		m2_w_h004_b	0		217|55|110|255		255|255|255|255		255|255|255|255		m2_w_h004_b	0		217|55|110|255		255|255|255|255		255|255|255|255											
3027	Player/Doodads/weapons/Prefabs/m2_w_h004_b.prefab	Player/Doodads/weapons/Prefabs/m2_w_h004_b.prefab			B_LH	B_RH	天王外装武器4B·颜色2				m2_w_h004_b	1		111|255|255|130		238|211|159|171		237|243|244|244		m2_w_h004_b	1		111|255|255|130		238|211|159|171		237|243|244|244											
3028	Player/Doodads/weapons/Prefabs/m2_w_h004_b.prefab	Player/Doodads/weapons/Prefabs/m2_w_h004_b.prefab			B_LH	B_RH	天王外装武器4B·颜色3				m2_w_h004_b	1		255|175|122|83		251|235|188|193		234|243|245|236		m2_w_h004_b	1		255|175|122|83		251|235|188|193		234|243|245|236											
3029	Player/Doodads/weapons/Prefabs/m2_w_h004_b.prefab	Player/Doodads/weapons/Prefabs/m2_w_h004_b.prefab			B_LH	B_RH	天王外装武器4B·颜色4				m2_w_h004_b	1		95|174|255|70		244|222|163|181		218|228|236|229		m2_w_h004_b	1		95|174|255|70		244|222|163|181		218|228|236|229											
3030	Player/Doodads/weapons/Prefabs/m2_w_h004_b.prefab	Player/Doodads/weapons/Prefabs/m2_w_h004_b.prefab			B_LH	B_RH	天王外装武器4B·颜色5				m2_w_h004_b	1		181|107|248|101		243|214|152|149		238|229|240|244		m2_w_h004_b	1		181|107|248|101		243|214|152|149		238|229|240|244											
3031	Player/Doodads/weapons/Prefabs/m2_w_h004_b.prefab	Player/Doodads/weapons/Prefabs/m2_w_h004_b.prefab			B_LH	B_RH	天王外装武器4B·颜色6				m2_w_h004_b	1		255|142|158|90		246|213|155|180		191|189|179|239		m2_w_h004_b	1		255|142|158|90		246|213|155|180		191|189|179|239											
3032	Player/Doodads/weapons/Prefabs/m2_w_h004_b.prefab	Player/Doodads/weapons/Prefabs/m2_w_h004_b.prefab			B_LH	B_RH	天王外装武器4B·颜色7				m2_w_h004_b	1		240|246|245|122		243|203|153|152		193|180|153|255		m2_w_h004_b	1		240|246|245|122		243|203|153|152		193|180|153|255											
3033	Player/Doodads/weapons/Prefabs/m2_w_h004_b.prefab	Player/Doodads/weapons/Prefabs/m2_w_h004_b.prefab			B_LH	B_RH	天王外装武器4B·颜色8																															
3034	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab			B_LH	B_RH	天王外装武器9·颜色2																															
3035	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab			B_LH	B_RH	天王外装武器9·颜色3																															
3036	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab			B_LH	B_RH	天王外装武器9·颜色4																															
3037	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab			B_LH	B_RH	天王外装武器10·颜色1																															
3038	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab			B_LH	B_RH	天王外装武器10·颜色2																															
3039	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab			B_LH	B_RH	天王外装武器10·颜色3																															
3040	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab	Player/Doodads/weapons/Prefabs/m2_w_h001.prefab			B_LH	B_RH	天王外装武器10·颜色4																															
3101		Player/Doodads/weapons/Prefabs/f2_w_s001.prefab		13101	B_LH	B_RH	峨眉外装武器1·颜色1																															
3102		Player/Doodads/weapons/Prefabs/f2_w_s001.prefab		13102	B_LH	B_RH	峨眉外装武器1·颜色2																															
3103		Player/Doodads/weapons/Prefabs/f2_w_s001.prefab		13103	B_LH	B_RH	峨眉外装武器1·颜色3																															
3104		Player/Doodads/weapons/Prefabs/f2_w_s001.prefab		13104	B_LH	B_RH	峨眉外装武器1·颜色4																															
3105		Player/Doodads/weapons/Prefabs/f2_w_s001.prefab		13105	B_LH	B_RH	峨眉外装武器1·颜色5																															
3106		Player/Doodads/weapons/Prefabs/f2_w_s002.prefab		13106	B_LH	B_RH	峨眉外装武器2·颜色1																															
3107		Player/Doodads/weapons/Prefabs/f2_w_s002.prefab		13107	B_LH	B_RH	峨眉外装武器2·颜色2																															
3108		Player/Doodads/weapons/Prefabs/f2_w_s002.prefab		13108	B_LH	B_RH	峨眉外装武器2·颜色3																															
3109		Player/Doodads/weapons/Prefabs/f2_w_s002.prefab		13109	B_LH	B_RH	峨眉外装武器2·颜色4																															
3110		Player/Doodads/weapons/Prefabs/f2_w_s003.prefab			B_LH	B_RH	峨眉外装武器3·颜色1		1		f2_w_s003	0		255|255|255|255		255|255|255|255		255|255|255|255																				
3111		Player/Doodads/weapons/Prefabs/f2_w_s003.prefab			B_LH	B_RH	峨眉外装武器3·颜色2				f2_w_s003	1		238|228|211|153		238|29|85|180		18|14|14|211																				
3112		Player/Doodads/weapons/Prefabs/f2_w_s003.prefab			B_LH	B_RH	峨眉外装武器3·颜色3				f2_w_s003	1		187|112|26|78		178|9|9|223		255|255|255|248																				
3113		Player/Doodads/weapons/Prefabs/f2_w_s003.prefab			B_LH	B_RH	峨眉外装武器3·颜色4				f2_w_s003	1		247|233|218|78		221|239|255|85		84|113|255|211																				
3114		Player/Doodads/weapons/Prefabs/f2_w_s003_b.prefab			B_LH	B_RH	峨眉外装武器3B·颜色1		1		f2_w_s003_b	0		255|255|255|255		255|255|255|255		255|255|255|255																				
3115		Player/Doodads/weapons/Prefabs/f2_w_s003_b.prefab			B_LH	B_RH	峨眉外装武器3B·颜色2				f2_w_s003_b	1		238|228|211|153		238|29|85|180		18|14|14|211																				
3116		Player/Doodads/weapons/Prefabs/f2_w_s003_b.prefab			B_LH	B_RH	峨眉外装武器3B·颜色3				f2_w_s003_b	1		187|112|26|78		178|9|9|223		255|255|255|248																				
3117		Player/Doodads/weapons/Prefabs/f2_w_s003_b.prefab			B_LH	B_RH	峨眉外装武器3B·颜色4				f2_w_s003_b	1		247|233|218|78		221|239|255|85		84|113|255|211																				
3118		Player/Doodads/weapons/Prefabs/f2_w_s004.prefab			B_LH	B_RH	峨眉外装武器4·颜色1		1		f2_w_s004	0		211|31|72|255		255|255|255|255		255|255|255|255																				
3119		Player/Doodads/weapons/Prefabs/f2_w_s004.prefab			B_LH	B_RH	峨眉外装武器4·颜色2				f2_w_s004	1		111|253|253|144		255|213|140|171		255|255|255|255																				
3120		Player/Doodads/weapons/Prefabs/f2_w_s004.prefab			B_LH	B_RH	峨眉外装武器4·颜色3				f2_w_s004	1		251|180|134|104		255|241|183|171		255|255|255|255																				
3121		Player/Doodads/weapons/Prefabs/f2_w_s004.prefab			B_LH	B_RH	峨眉外装武器4·颜色4				f2_w_s004	1		117|200|255|128		255|228|187|147		255|255|255|255																				
3122		Player/Doodads/weapons/Prefabs/f2_w_s004.prefab			B_LH	B_RH	峨眉外装武器4·颜色5				f2_w_s004	1		187|116|255|104		255|228|187|147		255|255|255|255																				
3123		Player/Doodads/weapons/Prefabs/f2_w_s004.prefab			B_LH	B_RH	峨眉外装武器4·颜色6				f2_w_s004	1		255|158|173|113		255|228|187|147		204|202|199|255																				
3124		Player/Doodads/weapons/Prefabs/f2_w_s004.prefab			B_LH	B_RH	峨眉外装武器4·颜色7				f2_w_s004	1		225|225|225|113		255|210|142|147		182|165|134|255																				
3125		Player/Doodads/weapons/Prefabs/f2_w_s004.prefab			B_LH	B_RH	峨眉外装武器4·颜色8																															
3126		Player/Doodads/weapons/Prefabs/f2_w_s004_b.prefab			B_LH	B_RH	峨眉外装武器4B·颜色1		1		f2_w_s004_b	0		211|31|72|255		255|255|255|255		255|255|255|255																				
3127		Player/Doodads/weapons/Prefabs/f2_w_s004_b.prefab			B_LH	B_RH	峨眉外装武器4B·颜色2				f2_w_s004_b	1		111|253|253|144		255|213|140|171		255|255|255|255																				
3128		Player/Doodads/weapons/Prefabs/f2_w_s004_b.prefab			B_LH	B_RH	峨眉外装武器4B·颜色3				f2_w_s004_b	1		251|180|134|104		255|241|183|171		255|255|255|255																				
3129		Player/Doodads/weapons/Prefabs/f2_w_s004_b.prefab			B_LH	B_RH	峨眉外装武器4B·颜色4				f2_w_s004_b	1		117|200|255|128		255|228|187|147		255|255|255|255																				
3130		Player/Doodads/weapons/Prefabs/f2_w_s004_b.prefab			B_LH	B_RH	峨眉外装武器4B·颜色5				f2_w_s004_b	1		187|116|255|104		255|228|187|147		255|255|255|255																				
3131		Player/Doodads/weapons/Prefabs/f2_w_s004_b.prefab			B_LH	B_RH	峨眉外装武器4B·颜色6				f2_w_s004_b	1		255|158|173|113		255|228|187|147		204|202|199|255																				
3132		Player/Doodads/weapons/Prefabs/f2_w_s004_b.prefab			B_LH	B_RH	峨眉外装武器4B·颜色7				f2_w_s004_b	1		225|225|225|113		255|210|142|147		182|165|134|255																				
3133		Player/Doodads/weapons/Prefabs/f2_w_s004_b.prefab			B_LH	B_RH	峨眉外装武器4B·颜色8																															
3134		Player/Doodads/weapons/Prefabs/f2_w_s001.prefab			B_LH	B_RH	峨眉外装武器9·颜色2																															
3135		Player/Doodads/weapons/Prefabs/f2_w_s001.prefab			B_LH	B_RH	峨眉外装武器9·颜色3																															
3136		Player/Doodads/weapons/Prefabs/f2_w_s001.prefab			B_LH	B_RH	峨眉外装武器9·颜色4																															
3137		Player/Doodads/weapons/Prefabs/f2_w_s001.prefab			B_LH	B_RH	峨眉外装武器10·颜色1																															
3138		Player/Doodads/weapons/Prefabs/f2_w_s001.prefab			B_LH	B_RH	峨眉外装武器10·颜色2																															
3139		Player/Doodads/weapons/Prefabs/f2_w_s001.prefab			B_LH	B_RH	峨眉外装武器10·颜色3																															
3140		Player/Doodads/weapons/Prefabs/f2_w_s001.prefab			B_LH	B_RH	峨眉外装武器10·颜色4																															
3201	Player/Doodads/weapons/Prefabs/f1_w_a001.prefab		13201		B_LH	B_RH	桃花外装武器1·颜色1																															
3202	Player/Doodads/weapons/Prefabs/f1_w_a001.prefab		13202		B_LH	B_RH	桃花外装武器1·颜色2																															
3203	Player/Doodads/weapons/Prefabs/f1_w_a001.prefab		13203		B_LH	B_RH	桃花外装武器1·颜色3																															
3204	Player/Doodads/weapons/Prefabs/f1_w_a001.prefab		13204		B_LH	B_RH	桃花外装武器1·颜色4																															
3205	Player/Doodads/weapons/Prefabs/f1_w_a001.prefab		13205		B_LH	B_RH	桃花外装武器1·颜色5																															
3206	Player/Doodads/weapons/Prefabs/f1_w_a002.prefab		13206		B_LH	B_RH	桃花外装武器2·颜色1																															
3207	Player/Doodads/weapons/Prefabs/f1_w_a002.prefab		13207		B_LH	B_RH	桃花外装武器2·颜色2																															
3208	Player/Doodads/weapons/Prefabs/f1_w_a002.prefab		13208		B_LH	B_RH	桃花外装武器2·颜色3																															
3209	Player/Doodads/weapons/Prefabs/f1_w_a002.prefab		13209		B_LH	B_RH	桃花外装武器2·颜色4																															
3210	Player/Doodads/weapons/Prefabs/f1_w_a003.prefab				B_LH	B_RH	桃花外装武器3·颜色1		1		f1_w_a003	0		255|255|255|255		255|255|255|255		255|255|255|255																				
3211	Player/Doodads/weapons/Prefabs/f1_w_a003.prefab				B_LH	B_RH	桃花外装武器3·颜色2				f1_w_a003	1		40|65|60|202		254|251|255|255		225|168|84|193																				
3212	Player/Doodads/weapons/Prefabs/f1_w_a003.prefab				B_LH	B_RH	桃花外装武器3·颜色3				f1_w_a003	1		249|143|104|64		236|236|236|255		247|208|123|195																				
3213	Player/Doodads/weapons/Prefabs/f1_w_a003.prefab				B_LH	B_RH	桃花外装武器3·颜色4				f1_w_a003	1		121|8|38|139		240|197|205|211		170|223|255|206																				
3214	Player/Doodads/weapons/Prefabs/f1_w_a003_b.prefab				B_LH	B_RH	桃花外装武器3B·颜色1		1		f1_w_a003_b	0		255|255|255|255		255|255|255|255		255|255|255|255																				
3215	Player/Doodads/weapons/Prefabs/f1_w_a003_b.prefab				B_LH	B_RH	桃花外装武器3B·颜色2				f1_w_a003_b	1		40|65|60|202		254|251|255|255		225|168|84|193																				
3216	Player/Doodads/weapons/Prefabs/f1_w_a003_b.prefab				B_LH	B_RH	桃花外装武器3B·颜色3				f1_w_a003_b	1		249|143|104|64		236|236|236|255		247|208|123|195																				
