SkillId		MagicDesc
1962	【中级】吸取生命	提升[00ff00]steallife_p1%[-]吸取生命
1963	【高级】吸取生命	提升[00ff00]steallife_p1%[-]吸取生命
1964	【初级】受伤效果	普攻造成[00ff00]state_hurt_normalattack1%[-]受伤几率，持续[00ff00]state_hurt_normalattack2/15[-]秒
1965	【中级】受伤效果	普攻造成[00ff00]state_hurt_normalattack1%[-]受伤几率，持续[00ff00]state_hurt_normalattack2/15[-]秒
1966	【高级】受伤效果	普攻造成[00ff00]state_hurt_normalattack1%[-]受伤几率，持续[00ff00]state_hurt_normalattack2/15[-]秒
1967	【初级】迟缓效果	普攻造成[00ff00]state_slowall_normalattack1%[-]迟缓几率，持续[00ff00]state_slowall_normalattack2/15[-]秒
1968	【中级】迟缓效果	普攻造成[00ff00]state_slowall_normalattack1%[-]迟缓几率，持续[00ff00]state_slowall_normalattack2/15[-]秒
1969	【高级】迟缓效果	普攻造成[00ff00]state_slowall_normalattack1%[-]迟缓几率，持续[00ff00]state_slowall_normalattack2/15[-]秒
1970	【初级】致缠效果	普攻造成[00ff00]state_zhican_normalattack1%[-]致缠几率，持续[00ff00]state_zhican_normalattack2/15[-]秒
1971	【中级】致缠效果	普攻造成[00ff00]state_zhican_normalattack1%[-]致缠几率，持续[00ff00]state_zhican_normalattack2/15[-]秒
1972	【高级】致缠效果	普攻造成[00ff00]state_zhican_normalattack1%[-]致缠几率，持续[00ff00]state_zhican_normalattack2/15[-]秒
1973	【初级】麻痹效果	普攻造成[00ff00]state_palsy_normalattack1%[-]麻痹几率，持续[00ff00]state_palsy_normalattack2/15[-]秒
1974	【中级】麻痹效果	普攻造成[00ff00]state_palsy_normalattack1%[-]麻痹几率，持续[00ff00]state_palsy_normalattack2/15[-]秒
1975	【高级】麻痹效果	普攻造成[00ff00]state_palsy_normalattack1%[-]麻痹几率，持续[00ff00]state_palsy_normalattack2/15[-]秒
1976	【初级】眩晕效果	普攻造成[00ff00]state_stun_normalattack1%[-]眩晕几率，持续[00ff00]state_stun_normalattack2/15[-]秒
1977	【中级】眩晕效果	普攻造成[00ff00]state_stun_normalattack1%[-]眩晕几率，持续[00ff00]state_stun_normalattack2/15[-]秒
1978	【高级】眩晕效果	普攻造成[00ff00]state_stun_normalattack1%[-]眩晕几率，持续[00ff00]state_stun_normalattack2/15[-]秒
1979	【初级】全系抗性	提升[00ff00]all_series_resist_v1[-]点全系抗性
1980	【中级】全系抗性	提升[00ff00]all_series_resist_v1[-]点全系抗性
1981	【高级】全系抗性	提升[00ff00]all_series_resist_v1[-]点全系抗性
1982	【初级】忽略全系抗性	提升[00ff00]ignore_all_resist_v2[-]点忽略全系抗性
1983	【中级】忽略全系抗性	提升[00ff00]ignore_all_resist_v2[-]点忽略全系抗性
1984	【高级】忽略全系抗性	提升[00ff00]ignore_all_resist_v2[-]点忽略全系抗性
1985	【初级】反击	[00ff00]userdesc_1071%[-]的几率对目标反击造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1988	【中级】反击	[00ff00]userdesc_1071%[-]的几率对目标反击造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1991	【高级】反击	[00ff00]userdesc_1071%[-]的几率对目标反击造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1994	【初级】攻击速度	提升[00ff00]attackspeed_v1[-]点攻击速度
1995	【中级】攻击速度	提升[00ff00]attackspeed_v1[-]点攻击速度
1996	【高级】攻击速度	提升[00ff00]attackspeed_v1[-]点攻击速度
2291	中级·降龙棍	基础攻击增加[00ff00]add_usebasedmg_p12%[-]，造成的伤害的[00ff00]add_steallife_p2/100%[-]转化为生命回复
2292	中级·大力金刚指	基础攻击增加[00ff00]add_usebasedmg_p12%[-]；[00ff00]add_fixed_r2%[-]几率造成[00ff00]add_fixed_t2/15[-]秒定身
2293	中级·金刚伏魔	每次减少金刚伏魔冷却时间[00ff00]reduce_cd_time12/15[-]秒；金刚伏魔持续时间增加[00ff00]add_state_time12/15[-]秒
2295	中级·十二擒龙手	基础攻击增加[00ff00]add_usebasedmg_p12%[-]，[00ff00]state_forceatk_attack1%[-]几率嘲讽敌人[00ff00]state_forceatk_attack2/15[-]秒，敌方[00ff00]skill_statetime1/15[-]秒内基础攻击力降低[00ff00]physics_potentialdamage_p1%[-]
2501		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2502		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2504		同伴增加[00ff00]physics_potentialdamage_p1%[-]基础攻击力
2505		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2508		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2509	横扫千军	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2511		同伴增加[00ff00]attackspeed_v1[-]点攻速
2512		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2513		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2513		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2514		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2516	万箭齐发	对直线上的目标每次造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2518		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2518		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2519	金蛇剑诀	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并造成[00ff00]state_stun_attack2/15[-]秒眩晕
2522		增加[00ff00]physics_potentialdamage_p1%[-]基础攻击力，并共享给周围友方
2523		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2524		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2525		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并造成[00ff00]state_palsy_attack2/15[-]秒麻痹
2527		增加[00ff00]deadlystrike_v1[-]点会心值，[00ff00]deadlystrike_damage_p1%[-]会心效果，并共享给周围友方
2528		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2529		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并降低[00ff00]all_series_resist_v1[-]点全抗，持续[00ff00]skill_statetime1/15[-]秒
2530		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2532		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2533		提升[00ff00]basic_damage_v1[-]攻击力，最高叠加[00ff00]add_mult_proc_sate12[-]层，持续[00ff00]skill_statetime1/15[-]秒
2535		同伴增加[00ff00]attackrate_v1[-]点命中值，[00ff00]deadlystrike_v1[-]点会心值
2536		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2539		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2541		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2540	猛力撕咬	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，敌方每损失1%生命时，基础伤害 + [00ff00]loselife_dmg_p1/100%[-]
2544	风舞刃	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2545	黄沙步法	闪避近身攻击时，有[00ff00]userdesc_1011%[-]几率对周围造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，触发间隔[00ff00]userdesc_1012/15[-]秒
2547		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2549		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2551		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2552		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2553		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2554		同伴增加[00ff00]deadlystrike_v1[-]点会心值，[00ff00]defense_v1[-]点闪避值，[00ff00]lifemax_p1%[-]基础生命
2555		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2558		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2560		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2561		每隔[00ff00]vitality_recover_life2/15[-]秒，回复[00ff00]体质*vitality_recover_life1%[-]点生命，持续[00ff00]skill_statetime1/15[-]秒
2564		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2565		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2568		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2569		每次对目标造成[00ff00]dotdamage_wood1%[-]基础伤害，并浮空[00ff00]state_float_attack2/15[-]秒
2572		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2574		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2575		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2578		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2581		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2582		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2587		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2591		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2593		增加[00ff00]lifemax_v1[-]点生命值
2594		增加[00ff00]physical_damage_v1[-]攻击力
2595		增加[00ff00]attackrate_v1[-]点命中值，[00ff00]deadlystrike_v1[-]点会心几率值
2596		增加[00ff00]all_series_resist_v1[-]点全抗值，[00ff00]defense_v1[-]点闪避值
2597		增加[00ff00]all_series_resist_v1[-]点全系抗性，[00ff00]defense_v1[-]点闪避值，[00ff00]attackrate_v1[-]点命中值，[00ff00]deadlystrike_v1[-]点会心几率值
2598		增加[00ff00]lifemax_v1[-]点生命值，[00ff00]physical_damage_v1[-]点攻击力
2603		增加[00ff00]lifemax_v1[-]点生命值
2604		增加[00ff00]physical_damage_v1[-]攻击力
2605		增加[00ff00]attackrate_v1[-]点命中值，[00ff00]deadlystrike_v1[-]点会心几率值
2606		增加[00ff00]all_series_resist_v1[-]点全抗值，[00ff00]defense_v1[-]点闪避值
2607		增加[00ff00]all_series_resist_v1[-]点全抗值，[00ff00]defense_v1[-]点闪避值，[00ff00]attackrate_v1[-]点命中值，[00ff00]deadlystrike_v1[-]点会心几率值
2608		增加[00ff00]lifemax_v1[-]点生命值，[00ff00]physical_damage_v1[-]点攻击力
2609		增加[00ff00]physical_damage_v1[-]点攻击力，[00ff00]attackrate_v1[-]点命中值，[00ff00]deadlystrike_v1[-]点会心几率值
2613	不动如山阵	同伴上阵时，增加主角[00ff00]strength_v1[-]点力量，[00ff00]wood_resist_v1[-]点木系抗性与[00ff00]all_series_resist_v1[-]点全系抗性
2614	傲寒不灭体	同伴上阵时，增加主角[00ff00]ignore_all_resist_v2[-]点忽略全系抗性，[00ff00]fire_resist_v1[-]点火系抗性与[00ff00]state_palsy_resisttime1[-]点抗麻痹时间
2615	踏星摘月步	同伴上阵时，增加主角[00ff00]strength_v1[-]点力量，[00ff00]earth_resist_v1[-]点土系抗性与[00ff00]defense_v1[-]点闪避
2616	红鸾牵丝手	同伴上阵时，增加主角[00ff00]ignore_all_resist_v2[-]点忽略全系抗性，[00ff00]metal_resist_v1[-]点金系抗性与[00ff00]state_hurt_resisttime1[-]点抗受伤时间
2617	一川镇海诀	同伴上阵时，增加主角[00ff00]basic_damage_v1[-]点攻击力，[00ff00]water_resist_v1[-]点水系抗性与[00ff00]defense_v1[-]点闪避
2618	天火琉璃步	同伴上阵时，增加主角[00ff00]deadlystrike_damage_p1%[-]会心伤害，[00ff00]energy_v1[-]点灵巧与[00ff00]attackrate_v1[-]点命中
2619	混元金刚体	同伴上阵时，增加主角[00ff00]physical_metaldamage_v1[-]点金系伤害，[00ff00]vitality_v1[-]点体质与[00ff00]state_zhican_resisttime1[-]点抗致缠时间
2620	流风回雪舞	同伴上阵时，增加主角[00ff00]physical_waterdamage_v1[-]点水系伤害，[00ff00]vitality_v1[-]点体质与[00ff00]weaken_deadlystrike_v1[-]点抗会心几率
2621	七巧玲珑步	同伴上阵时，增加主角[00ff00]physical_wooddamage_v1[-]点木系伤害，[00ff00]dexterity_v1[-]点敏捷与[00ff00]lifemax_p1%[-]基础生命
2622	搬山填海劲	同伴上阵时，增加主角[00ff00]physical_earthdamage_v1[-]点土系伤害，[00ff00]weaken_deadlystrike_damage_p1%[-]会心免伤与[00ff00]state_slowall_resisttime1[-]点抗迟缓时间
2623	天罗千机步	同伴上阵时，增加主角[00ff00]deadlystrike_v1[-]点会心几率值，[00ff00]energy_v1[-]点灵巧与[00ff00]state_stun_resisttime1[-]点抗眩晕时间
2624	八荒炎龙劲	同伴上阵时，增加主角[00ff00]physical_firedamage_v1[-]点火系伤害，[00ff00]dexterity_v1[-]点敏捷与[00ff00]ignore_defense_v1[-]点忽略闪避
2625		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2626		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2629		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2630		每次对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2629		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2634		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2635	困龙功	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并造成[00ff00]state_palsy_attack2/15[-]秒麻痹
2637		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2638	霸刀	每次对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并造成短暂的受伤
2639		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2640		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2641		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2642	冰心仙子	[00ff00]attack_usebasedamage_p1%[-]基础伤害，并造成[00ff00]state_slowall_attack2/15[-]秒迟缓
2645		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2646	白狼入阵	周围每多一个敌人，自动提升[00ff00]all_series_resist_v1[-]点全系抗性，[00ff00]defense_v1[-]点闪避，最多叠加[00ff00]add_mult_proc_sate12[-]倍
2648		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2649		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2650		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2651		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2652		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2653		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2655		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2657		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2660		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2662		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2663		每次对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2664		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2665		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2666		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2668		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2670		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2671		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2672	满江红	每次对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，冲刺两次。每击中一个目标提升[00ff00]userdesc_1011[-]点全系抗性
2674		增加[00ff00]physical_damage_v1[-]点攻击力，[00ff00]all_series_resist_v1[-]点全抗值，[00ff00]defense_v1[-]点闪避值
2677	风霜碎影	每两秒有[00ff00]state_slowall_attack1%[-]几率对自身[00ff00]半径3米[-]内的敌人造成[00ff00]state_slowall_attack2/15[-]秒迟缓
2684	叶落穿影	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并造成[00ff00]state_zhican_attack2/15[-]秒致缠
2687		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2688		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并造成[00ff00]state_palsy_attack2/15[-]秒麻痹
2690		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2691		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并造成[00ff00]state_zhican_attack2/15[-]秒致缠
2692		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2693		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2694		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2696		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2697		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2698		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2801		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2803	坐忘无我	每1点敏捷抵御伤害[00ff00]magicshield1/100[-]点，持续[00ff00]magicshield2/15[-]秒
2813	天地无极	对目标范围造成[00ff00]attack_usebasedamage_p1%[-]基础攻击，附带[00ff00]state_stun_attack2/15[-]秒的眩晕效果
2819	血月之影	使自己隐身，持续[00ff00]userdesc_1041/15[-]秒，在隐身时提升[00ff00]runspeed_v1[-]点移动速度，并对下一次普攻连招添加 [00ff00]attackspeed_v1[-]点攻速、 [00ff00]ignore_defense_v1[-]点忽略闪避，和[00ff00]deadlystrike_v1[-]点会心一击
2829	摄魂乱心	对目标每次伤害造成[00ff00]attack_usebasedamage_p1%[-]基础攻击，并有[00ff00]state_confuse_attack1%[-]的几率造成[00ff00]state_confuse_attack2/15[-]秒的混乱效果
2832		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2836		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2837		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2841	怒焰冲天	每次对目标范围造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，共3次
2842		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2843		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2844	龙象九重	减少敌方[00ff00]defense_v1[-]闪避，增加自身[00ff00]defense_v1[-]闪避，持续[00ff00]skill_statetime1/15[-]秒
2848	雪映红尘	增加[00ff00]resist_allseriesstate_rate_v1[-]抗属性效果几率，[00ff00]resist_allseriesstate_time_v1[-]抗属性效果时间，每[00ff00]recover_life_v2/15[-]秒回复[00ff00]recover_life_v1[-]点生命
2850		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2851		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并造成[00ff00]state_zhican_attack2/15[-]秒致缠
2853		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2854		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并造成[00ff00]state_stun_attack2/15[-]秒眩晕
2856		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2857	诀别	战斗时提升主角[00ff00]physics_potentialdamage_p1%[-]基础攻击力。死亡时为主角每秒回复[00ff00]体质*userdesc_1021%[-]点生命值，持续[00ff00]userdesc_1011/15[-]秒
2859		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2860		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并造成[00ff00]state_stun_attack2/15[-]秒眩晕
2862		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2863		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2865		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2866		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2867	游龙剑意	抵御伤害[00ff00]magic_fixshield1[-]点，持续[00ff00]magic_fixshield2/15[-]秒。破盾后对周围敌人造成[00ff00]state_stun_attack2/15[-]秒眩晕
2869		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2870		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2871	镇狱破天劲	提升[00ff00]defense_v1[-]点闪避值，持续[00ff00]userdesc_1011/15[-]秒。闪避敌人普攻时，增加[00ff00]physics_potentialdamage_p1%[-]基础攻击力、[00ff00]deadlystrike_v1[-]点会心几率值，最高叠加[00ff00]superposemagic1[-]层，持续[00ff00]userdesc_1021/15[-]秒。破天劲消失时造成[00ff00]userdesc_1031%[-]基础伤害。
2873		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2875		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2876		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2877		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2878		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2879		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2880	幻音玄剑	剑阵内，每半秒对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，持续10秒
2881		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2882	九溪弥烟	每次对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2884		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2885		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2886	羁绊符	降低目标[00ff00]attackspeed_v1[-]点攻速与[00ff00]runspeed_v1[-]点移速，持续[00ff00]skill_statetime1/15[-]秒
2888	风雪步法	提升自己[00ff00]basic_damage_v1[-]点攻击力、[00ff00]runspeed_v1[-]移动速度、[00ff00]attackspeed_v1[-]攻击速度、[00ff00]deadlystrike_v1[-]会心几率与[00ff00]attackrate_v1[-]点命中，持续[00ff00]skill_statetime1/15[-]秒
2891		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2892		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2893		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
2898	沧海月明	提升[00ff00]all_series_resist_v1[-]点抗性，降低敌方[00ff00]attackrate_p1%[-]命中
2930	稳重	同伴出战时，优先攻击最近的目标，并提升全系抗性[00ff00]30%[-]
2931	冷静	同伴出战时，优先攻击对自身造成伤害的目标，并提升抗属性效果几率[00ff00]45%[-]
2932	争胜	同伴出战时，优先攻击敌方玩家
2933	重义	同伴出战时，优先攻击对角色造成伤害的敌人，并对优先目标伤害提升[00ff00]10%[-]
2934	护主	同伴出战时，优先攻击对角色造成伤害的敌人，并降低其攻击力[00ff00]10%[-]
2935	狡诈	同伴出战时，优先攻击血最少的目标，并提高自身攻击力[00ff00]5%[-]
2936	果敢	同伴出战时，优先攻击血最少的目标，并提高自身全抗值[00ff00]10%[-]
2937	精明	同伴出战时，与角色攻击的目标一致
2938	谨慎	同伴出战时，被近战攻击时会边跑边打且提高回复效率[00ff00]10%[-]
2939	勇猛	同伴出战时，血量低于[00ff00]30%时攻击力提升[00ff00]45%[-]
2940	不屈	同伴出战时，血量低于[00ff00]30%[-]时全系抗性提升[00ff00]75%[-]
2941	威严	同伴出战时，视野范围内战力低于你的敌人攻击力降低[00ff00]10%[-]
2942	温婉	同伴出战时，提升抗会心几率[00ff00]400[-]点
2943	嗜血	同伴出战时，优先攻击血量低于[00ff00]30%[-]的目标，血量低于[00ff00]30%[-]时攻击力提升[00ff00]30%[-]
3202	山崩地裂	对自身周围的目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并附带[00ff00]state_hurt_attack2/15[-]秒受伤
3205	七探蛇盘	每次对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
3209	射石搏虎	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并附带[00ff00]state_palsy_attack2/15[-]秒的麻痹效果
3213	猛扑	对单个目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害的会心一击
3216	激怒	提升[00ff00]attackspeed_v1[-]点攻速与[00ff00]attackrate_v1[-]命中，持续[00ff00]skill_statetime1/15[-]秒
3219	毒液	每次对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，共6次
3225	护驾	每次瞬移落地与攻击均造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
3232	青龙分海爪	提升[00ff00]basic_damage_v1[-]点攻击力、[00ff00]ignore_defense_v1[-]点忽略闪避与[00ff00]deadlystrike_v1[-]点会心几率
3233	玄武大荒钟	提升[00ff00]lifemax_v1[-]点生命上限、[00ff00]defense_v1[-]点闪避值与[00ff00]resist_allseriesstate_time_v1[-]点抗属性效果时间
3235	金矢	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并附带[00ff00]state_hurt_attack2/15[-]秒的受伤效果
3238	密林斗繁星	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并附带[00ff00]state_zhican_attack2/15[-]秒的致缠效果
3241	逆流	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并附带[00ff00]state_slowall_attack2/15[-]秒的迟缓效果
3244	三昧离火狱	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并附带[00ff00]state_palsy_attack2/15[-]秒的麻痹效果
3247	八方星雷恸	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并附带[00ff00]state_stun_attack2/15[-]秒的眩晕效果
3250	高级群体金刚	[00ff00]userdesc_1011/15[-]秒内免疫伤害。每隔[00ff00]vitality_recover_life2/15[-]秒，回复[00ff00]体质*vitality_recover_life1%[-]点当前生命，持续[00ff00]userdesc_1021/15[-]秒
3252	高级群体明王	[00ff00]skill_statetime1/15[-]秒免疫任何属性效果、负面效果并增加[00ff00]defense_v1[-]点闪避值
3254	轮回往生	重伤时有[00ff00]userdesc_1071%[-]几率回复[00ff00]userdesc_1072%[-]生命，清除所有属性效果和负面效果并增加[00ff00]basic_damage_v1[-]点攻击力，持续[00ff00]userdesc_1081/15[-]秒
3257	破天一击	使目标减少[00ff00]dotdamage_maxlife_p1%[-]生命值，最多不超过[00ff00]dotdamage_maxlife_p3[-]点生命值，并造成击退、定身[00ff00]state_fixed_attack2/15[-]秒
3259	十方俱静	[00ff00]rand_ignoreskill1%[-]几率移除[00ff00]rand_ignoreskill2[-]个增益
3261	高级群体毒瘴	造成中毒、减少[00ff00]shield_attrib1[-]%护盾抵御伤害与减少[00ff00]all_series_resist_v1[-]点全系抗性，持续[00ff00]skill_statetime1/15[-]秒
3266	浮屠鎏金体	同伴上阵时，增加主角[00ff00]reduce_final_damage_p1[-]%最终伤害抵消、[00ff00]all_series_resist_p1%[-]基础全系抗性与[00ff00]resist_allseriesstate_time_v1[-]点抗属性效果时间
3267	森罗万象步	同伴上阵时，增加主角[00ff00]enhance_final_damage_p1[-]%最终伤害放大、[00ff00]defense_p1[-]%基础闪避与[00ff00]add_seriesstate_rate_v1[-]点属性效果几率
3268	瀚海无涯诀	同伴上阵时，增加主角[00ff00]enhance_final_damage_p1[-]%最终伤害放大、[00ff00]lifecurmax_p1[-]%当前生命与[00ff00]weaken_deadlystrike_damage_p1[-]%会心免伤
