StateEffectId	StateName	EffectResID1	SlotID1	EffectResID2	SlotID2	HeadResID	Alpha	ChangeSize	ChangeSizeSpeed	RunActID	HeadWord	MagicDesc	Icon	IconAtlas	NotShowTime	HideBody	HideHead	ShowSort	HightLightSkill	RequireSuperpose
5547	秘籍:火光残影											基础全系抗性 [FF3030]降低all_series_resist_p1%[-]\n移动速度 [FF3030]降低runspeed_v1[-]\n抗属性效果几率 [FF3030]降低resist_allseriesstate_rate_v1[-]\n抗属性效果时间 [FF3030]降低resist_allseriesstate_time_v1[-]\n抗负面效果几率 [FF3030]降低resist_allspecialstate_rate_v1[-]\n抗负面效果几率 [FF3030]降低resist_allspecialstate_time_v1[-]	Mj_mj03	UI/Atlas/SkillIcon/MJ_Skill.prefab						
5551	秘籍:毁天灭地											免疫属性效果\n免疫负面效果	Mj_mj02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5553	秘籍:毁天灭地											免疫属性效果\n免疫负面效果\n基础生命上限 +[00ff00]lifemax_p1%[-]	Mj_mj02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5560	绝学:火光残影											会心免伤[FF3030]降低weaken_deadlystrike_damage_p1%[-]\n忽略基础闪避[FF3030]降低ignore_defense_vp1%[-]	Mingjiao_jx01	UI/Atlas/SkillIcon/LostKnowledge.prefab						
5562	绝学:不灭之光											基础会心几率 +[00ff00]deadlystrike_p1%[-]	Mingjiao_jx02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5389	挥袂生风	15389										攻击速度 +[00ff00]attackspeed_v1[-]\n移动速度 +[00ff00]runspeed_v1[-]	Tongyong_jx02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5390	挥袂生风	15389										攻击速度 +[00ff00]attackspeed_v1[-]	Tongyong_jx02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5626	水龙狱	35626										被困与水龙狱之中	DuanShiSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5638	画地为牢											基础攻击力 +[00ff00]physics_potentialdamage_p1%[-]\n生命回复效率 +[00ff00]lifereplenish_p1%[-]	DuanShi_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5639	画地为牢											反弹近程伤害 +[00ff00]meleedamagereturn_p1%[-]\n反弹远程伤害 +[00ff00]rangedamagereturn_p1%[-]\n攻击速度 +[00ff00]attackspeed_v1[-]\n移动速度 +[00ff00]runspeed_v1[-]	DuanShi_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5640	画地为牢	1008										攻击速度 +[00ff00]attackspeed_v1[-]\n移动速度 +[00ff00]runspeed_v1[-]	DuanShi_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5647	北冥神功											基础攻击力 [FF3030]降低physics_potentialdamage_p1%[-]	DuanShi_bd07_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5648	北冥神功											普攻可触发冰环伤害	DuanShi_bd07_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab					5601	
5657	秘籍:五罗轻烟	1008										攻击速度 +[00ff00]attackspeed_v1[-]\n移动速度 +[00ff00]runspeed_v1[-]	DuanShiSkill_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5666	秘籍:水龙狱											移动速度 [FF3030]降低runspeed_v1[-]\n会心免伤 [FF3030]降低weaken_deadlystrike_damage_p1%[-]	DuanShiSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5667	秘籍:水龙狱											当前生命 +[00ff00]lifecurmax_p1%[-]	DuanShiSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5668	秘籍:水龙狱											移动速度 [FF3030]降低runspeed_v1[-]\n会心免伤 [FF3030]降低weaken_deadlystrike_damage_p1%[-]\n基础闪避 [FF3030]降低defense_p1%[-]	DuanShiSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5675	绝学:五罗轻烟											每1米普攻基础攻击力 +[00ff00]add_adddmgbydist2/10%[-]	DuanShi_jx03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5715	超群金刚											每秒回复生命值[00ff00]体质*vitality_recover_life1%[-]\n基础攻击力 +[00ff00]physics_potentialdamage_p1%[-]	chaoqunjingang	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab						
5717	超群明王	1504										免疫属性效果\n免疫负面效果\n闪避 +[00ff00]defense_v1[-]\n会心伤害 +[00ff00]deadlystrike_damage_p1%[-]	chaoqunmingwang	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab						
5725	百念俱灭	15725										最终伤害放大 [FF3030]降低enhance_final_damage_p1%[-]	bainianjumie	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab						
5727	毒泷恶雾	927										回复无效\n护盾效果 [FF3030]降低-50%[-]\n全系抗性 [FF3030]降低all_series_resist_v1[-]点\n最终伤害抵消 [FF3030]降低reduce_final_damage_p1%[-]	dulongewu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab						
5728	穿甲破铠					15728						每次攻击有[00ff00]ignore_invincible_rate2%[-]几率无视敌人的金刚护体效果	chuanjiapokai	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab						
5729	断汲					15729						吸血抗性 +[00ff00]steallife_resist_p1%[-]	duanji	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab						
5730	断汲					15729						吸血抗性 +[00ff00]steallife_resist_p1%[-]	duanji	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab						
5806	舞笔弄墨					35806						舞笔弄墨	WanHuaSkill_01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5813	绘虎点睛											绘虎点睛	WanHuaSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5832	墨守成规											墨守成规	WanHua_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5833	墨守成规(护盾)	613										总抵御伤害点数：[00ff00]t_magicshield1[-]	WanHua_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5838	与虎添翼											与虎添翼叠加层数	WanHua_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab					5839	5
5840	与虎添翼											巨型水墨虎持续时间	WanHua_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5847	虎啸山林											免疫属性效果\n免疫负面效果\n吸取生命 +[00ff00]steallife_p1%[-]	WanHua_bd05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5851	墨染失色											基础攻击力 +[00ff00]physics_potentialdamage_p1%[-]	WanHua_bd07_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5852	墨染失色											回复效率 [FF3030]降低lifereplenish_p1%[-]	WanHua_bd07_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5856	秘籍：执颖点墨											基础全系抗性 [FF3030]降低all_series_resist_p1%[-]	Kl_mj01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5875	绝学.墨守成规											近程伤害抗性 +[00ff00]melee_dmg_p1%[-]\n远程伤害抗性 +[00ff00]remote_dmg_p1%[-]	Tangmen_bd06_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5876	秘籍.执颖点墨											会心伤害 +[00ff00]deadlystrike_damage_p1%[-]	WanHuaSkill_01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5908	啸风诀	26007										攻速 +[00ff00]attackspeed_v1[-]\n移动速度 +[00ff00]runspeed_v1[-]\n属性效果几率 +[00ff00]add_seriesstate_rate_v1[-]\n属性效果时间 +[00ff00]add_seriesstate_time_v1[-]\n负面效果几率 +[00ff00]add_allspecialstate_rate_v1[-]\n负面效果时间 +[00ff00]add_allspecialstate_time_v1[-]	YangMenSkill_Arch_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5918	奇门盾	26018		26019								基础全系抗性 +[00ff00]all_series_resist_p1%[-]\n抗属性效果几率 +[00ff00]resist_allseriesstate_rate_v1[-]\n远程伤害抗性 +[00ff00]remote_dmg_p1%[-]	YangMenSkill_Halberd_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5919	奇门盾											基础全系抗性 +[00ff00]all_series_resist_p1%[-]\n抗属性效果几率 +[00ff00]resist_allseriesstate_rate_v1[-]\n远程伤害抗性 +[00ff00]remote_dmg_p1%[-]	YangMenSkill_Halberd_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5928	枪联弓映·枪											最终伤害抵消 +[00ff00]reduce_final_damage_p1%[-]	YangMenSkill_Halberd_04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5929	枪联弓映·弓											属性效果几率 +[00ff00]add_seriesstate_rate_v1[-]\n属性效果时间 +[00ff00]add_seriesstate_time_v1[-]\n负面效果几率 +[00ff00]add_allspecialstate_rate_v1[-]\n负面效果时间 +[00ff00]add_allspecialstate_time_v1[-]	YangMenSkill_Arch_04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5937	后发制人	9076										基础全系抗性 +[00ff00]all_series_resist_p1%[-]	YangMenSkill_Halberd_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5938	后发制人	1504										免疫属性效果\n免疫负面效果	YangMenSkill_Halberd_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5940	否极阳回	2416										无敌	Tianwang_bd03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5944	两级反转·弓											攻击速度-[00ff00]attackspeed_v1[-]点\n基础攻击力-[00ff00]physics_potentialdamage_p1%[-]	YangMenSkill_Arch_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5949	两级反转·枪											基础抗性 +[00ff00]all_series_resist_p1%[-]\n吸取生命 +[00ff00]steallife_p1%[-]	YangMenSkill_Halberd_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5946	后发制人	9076										基础全系抗性 +[00ff00]all_series_resist_p1%[-]	YangMenSkill_Halberd_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5955	秘籍：流光绝影/奔狼枪	14432										移动速度 [FF3030]降低runspeed_v1[-]	YM_mj01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5959	秘籍：啸风诀/奇门盾											忽略基础会心 +[00ff00]ignore_deadlystrike_vp1%[-]\n会心免伤 +[00ff00]weaken_deadlystrike_damage_p1%[-]	YM_mj02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5960	秘籍：啸风诀/奇门盾	2416										无敌	YM_mj02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5961	秘籍：啸风诀/奇门盾											在此状态下受到致命一击时有几率免死1次	YM_mj02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5962	秘籍：啸风诀/奇门盾	2416										无敌	YM_mj02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5972	秘籍：枪联弓映											弓的普攻基础攻击 +[00ff00]add_usebasedmg_p12%[-]	YM_mj04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5973	秘籍：枪联弓映											枪的普攻基础攻击 +[00ff00]add_usebasedmg_p12%[-]	YM_mj04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5974	秘籍：枪联弓映											近程伤害抗性[FF3030]降低melee_dmg_p1%[-]	YM_mj04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5975	秘籍：枪联弓映											远程伤害抗性[FF3030]降低remote_dmg_p1%[-]	YM_mj04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
10000	打怪经验											打怪经验：增加[00ff00]enhance_exp_p1%[-]	BUFF_xiulianzhu	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5907	火娃特效	5907																		
