nDialogId	szDialogIndex	nLookNpcTemplateId	nNpcTemplateId	szNpcSay	szPlayerSay	szStoryBefore	szStoryAfter	nSoundId	szAction
1077	1077		1413	数年前，曾有一位蒙面义士想从金兵大营中救走少爷，不想金兵防卫甚严。那位义士见无法救人，便将“丹心剑”带走了。现在，已不知下落……					
1078	1078		1411	你是谁？					
1078	1078		747	在下衡山独孤剑，这丹心剑这些年就在我衡山派中，如今可以物归原主了。					
1078	1078		1412	快看看里面是否有令尊留下的书信？					
1078	1078		719	（陆文龙接剑取信）					
1078	1078		1411	果然有封血书！					
1078	1078		719	文龙我儿：今金兵来犯，战事日危。乃父苦战数月，自度独力难支，唯以死殉城，以成忠义。汝乃陆家血脉所托，痛念万千，今嘱乳娘，抚恤存年，全我一脉。					
1078	1078		719	吾儿切切谨记，仁义立身，精忠报国。为父谆谆，勿负所望。父登绝笔					
1078	1078		1411	父亲！母亲！孩儿不肖——					
1078	1078		1411	我这就去手刃了兀术给父母报仇！					
1078	1078		1412	将军且慢，兀术帐下人多，将军此去只怕大事不成还反受其害，将军且随我去投了岳元帅，再从长计议，如何？					
1078	1078		747	王将军言之有理，元帅正为王将军的下落担忧，你们此时去见元帅，元帅一定很高兴。					
1078	1078		1411	也好，我有一份关系到八十万宋军性命的重要军情要马上向岳元帅禀报。					
1079	1079				此处正是独孤剑与张琳心大战南宫灭之处。				
1079	1079				四处走走查探一番吧。				
1080	1080		1418	大胆刺客，敢来送死！					
1080	1080		747	（愤怒）金狗，今日你死期到了！					
1080	1080		1418	哼哼，就凭你们……					
1080	1080		1417	殿下，属下刚好认得这两个小南蛮。					
1080	1080		1418	哦？他们是谁？竟然敢闯本王大营。					
1080	1080		1417	殿下可曾记得十年前五国城救徽钦二帝的独孤云和张风？这两个小鬼就是独孤云的儿子和张风的女儿。					
1080	1080		1418	哦……南宫先生在江南发展得不错吗，这些人的底细了解得一清二楚……					
1080	1080		747	他当然记得一清二楚了。上次被我们打得落荒而逃，要不是我们饶他的狗命……如此大恩，他岂能忘记！					
1080	1080		1418	南宫先生，果有此事？					
1080	1080		1417	哼，两个小鬼！					
1080	1080		1417	殿下，你自管安心去布置“铁浮陀”，这两个小南蛮就由属下来打点。					
1080	1080		1418	如此甚好，这里就交给先生了。先生要快些来欣赏本王是怎么把岳家军捻为齑粉！哈哈哈哈……					
1081	1081		719	（不知过了多久...一个遥远而悦耳的少女声音传来：醒醒啊！）					
1081	1081		719	（唔？我这是在哪？怎么眼前一片黑暗？啊，头好痛！）					
1081	1081		719	你怎么了？醒醒，醒醒啊！					
1081	1081		719	（谁在叫我吗？我尝试睁开眼睛。）					
1082	1082		1221	哎呀，你伤得好重，还是别强迫自己睁眼了吧。					
1082	1082		719	（我感到好累，不得不再次闭眼。）					
1082	1082		1221	不过，还是保持清醒比较好。那么，少侠你叫什么名字呢？					
1083	1083				（忍着头疼，我努力想了想）或许我叫…				
1084	1084		1221	啊，这个名字很特别，有什么寓意吗？我叫[FFFE0D]纳兰真[-]，住在[FFFE0D]忘忧岛[-]。别担心，我这就带你回村疗伤，我们的医术可好了！					
1085	1085		518	来得正好！看你们交手，我正手痒呢。				32001	
1085	1085		1154	好大的口气，阁下为了一本经书，竟如此下作，甘心与金人勾结。				30705	
1085	1085		518	废话少说，交出《武道德经》饶尔等不死！				32002	
1086	1086		1153	多谢大侠与卓兄的救命之恩！					
1086	1086		1154	大将军言重了，这是在下的本分。					
1086	1086				将军毋需言谢。				
1086	1086		1153	据探子回报，今次被围攻，全因山上的神秘黑衣人，不过此人武功高强…					
1086	1086		1154	大将军不必多虑，在下将与大侠一同前去会会此人。					
1086	1086				那就有劳卓兄了。				
1086	1086		1153	此人武功高强，两位务必谨慎行事！					
1086	1086		1154	将军放心！					
1087	1087				嗯？有个伤兵！				
1087	1087		1150	大侠！快去救大将军，我们被金兵偷袭了！					
1087	1087				可恶，还是来晚了。你的伤势…?				
1087	1087		1150	大侠不必担心，我休息一下即可！					
1087	1087				保重！				
1088	1088		684	喂！你别乱跑啊！					
1088	1088		828	喂什么喂？你叫喂吗？					arrogant
1088	1088		684	（尴尬）敢问姑娘芳名？					blush
1088	1088		828	才不告诉你名字，有本事就跟上来尝尝我家鹰儿的厉害。					arrogant
1088	1088				姑娘…等等！				
1089	1089		828	哎呀！不错啊，居然能逃出我鹰儿的利爪。					
1089	1089		684	姑娘别闹了，这里猛兽横行，还是别乱跑了吧。					
1089	1089		828	废话少说，我来亲自试试你的斤两。					angry
1090	1090				小姑娘，怎么样？				
1090	1090		828	哎呀，不打了，衣服弄脏了！					
1090	1090		684	得罪姑娘。请问姑娘家住何处，怎会独自一人在这天山游玩？					
1090	1090		828	我本来住在山脚下。上山来打猎，也没有猎着什么。					
1090	1090		684	原来是当地人。在下尚有急事，先告辞了！					
1091	1091				咦？前面好像是飞龙堡的弟子。				
1091	1091				哼！他们又在干什么鬼勾当。				
1092	1092		684	蔷薇！？					
1092	1092		1348	（痛哭）杨大哥！……					sad
1092	1092		684	到底是怎么回事？你快告诉我。					
1092	1092		1348	（抽泣）杨大哥……自从你那天离开落叶谷……我就一直盼着你回来……那天……我一个人去天池玩，没想到遇到一群蒙面人……					sad
1092	1092		684	又是飞龙堡的人，他们为什么要绑架你？					
1092	1092		1348	（抽泣）杨大哥……要不是你救了我，我就再见不到你了……					sad
1092	1092		684	蔷薇，先别哭了，你失踪了这么久，你爹一定很着急，我送你回落叶谷吧。					
1092	1092		1348	（抽泣）杨大哥……回去了以后，你向我爹求亲吧，好吗？					sad
1092	1092		684	……蔷薇姑娘……我们先回去再说吧。					
1093	1093		835	杨影枫！你再往前我就先收拾了蔷薇。					
1093	1093		684	你想怎么样？					
1093	1093		835	乖乖的束手就擒，回去等候教主发落。					
1093	1093		1348	不要……别管我，去找我爹给我报仇吧。					angry
1093	1093		838	影枫哥，快走！					
1093	1093		834	影枫哥，你快逃吧……					
1093	1093		684	真儿，眉儿，蔷薇……我一定要救你们出来！					
1094	1094		844	哈哈，真是踏破铁鞋无觅处，得来全不费功夫！					
1094	1094		747	（吃惊）什么人？！					
1094	1094		844	原来那老家伙将东西藏在这里！小子，乖乖地把信交出来，说不定我还会放你一马。					
1094	1094		747	（咬牙）就是你们害死了我师傅？					
1094	1094		844	不错，不过老家伙两条腿还跑得挺快的，不知你这小子有几条腿跑？					
1094	1094		747	你们是五色教的人？					
1094	1094		844	怎么，脚开始发抖了？					
1094	1094		747	为什么要害我师傅？					
1094	1094		844	哼！你想知道答案的话，我可以送你去问问你师傅，快把信拿来！					
1094	1094		747	你休想					
1094	1094		844	不识抬举的小子，活得不耐烦了！					
1095	1095		747	简直是胡说八道！					
1095	1095		1373	果然是胡说八道，亏你们是大宋的子民，居然说出这样不知廉耻的话，简直是辱没了祖宗！					
1095	1095		848	你敢骂你爷爷？					
1095	1095		747	象你这样的败类，就应该骂！					
1095	1095		1373	而且应该揍一顿！					
1095	1095		848	看你们是不想活了！					
1096	1096				此处风景宜人，别有洞天，真是一个修习武功的好地方啊！				
1096	1096				杨兄来此处找孟谷主比武，我得赶紧找到他们。				
1097	1097		684	晚辈久仰前辈大名，不胜景仰，今日特来拜访，斗胆请盟主指教！					
1097	1097		1354	指教？好小子…凭你现在的功力就想与我较量？岂不会让江湖中人说我孟知秋以大欺小？					think
1097	1097		684	晚辈虽然自知功力粗浅，但还是希望前辈能够指点一二，望前辈成全！					
1097	1097		1354	哈哈，明知山有虎，偏向虎山行，我最喜欢有勇气的年轻人，既然你敢向我挑战，我就成全你罢！					happy
1098	1098		747	张兄！					
1098	1098		1383	师傅退……退到北山的山洞中去了。那……那是本派……本派的禁地。					
1098	1098		747	张兄你没事吧？					
1098	1098		1383	快……快去救……救我师傅，他们山上有人埋伏。					
1098	1098		747	张兄放心。看来敌人的计划很周密，我们要格外留心。					
1098	1098		853	我们现在赶紧到禁地去看看！					
1098	1098		747	不错，走吧。					
1099	1099		1373	独孤兄？					
1099	1099		747	张兄暂且留下这狗贼一命，小弟尚有一事要着落在他身上，我需要他带我去大牢救一位姓李的朋友。					
1099	1099		1373	既然如此，那就先记下这厮的狗头。					
1099	1099		870	多、多谢大侠，多、多谢大侠！					
1099	1099		747	如果你不想死的话，就乖乖听我们的吩咐！起来！					
1099	1099		870	小的一定、一定照办。					
1099	1099		747	张兄，那我们先去监牢救人，过会在酒楼见面。					
1099	1099		1373	好的。琳儿你……					
1099	1099		853	（脸红）哥……我先陪独孤哥哥去救人。					
1100	1100		777	来了个送死的，小兄弟这里没有你的事，你别多管闲事！					
1100	1100		684	在下没别的嗜好，就是爱管闲事。					cool
1100	1100				别和他废话了，看招！				
1101	1101		791	杨影枫，你不要敬酒不吃吃罚酒，我们堡主请你去飞龙堡一趟。					
1101	1101		765	在下当前有急事，容我找个时间自当登门谢罪。					
1101	1101		791	那可由不得你了，弟兄们上！					
1102	1102		765	真儿……想不到我与你爹的这一战还是在所难免……					
1102	1102		764	影枫哥……你尽力吧……我不会怪你的……					
1102	1102		765	眉儿……如果我不小心对你爹……你会不会……					
1102	1102		834	你最好解决了他，我就当没这个爹。					
1102	1102		765	薇儿……如果我死了……你千万要活下去。					
1102	1102		1348	影枫哥……你不会死的……你一定要给我爹报仇。					
1102	1102		765	紫轩……等着我……					
1102	1102		1286	嗯……杨大哥。					
1102	1102		719	（杨影枫感到充满了信心。）					
1103	1103		765	纳兰潜凛，今日之战无论胜败，只是你我二人之事，以后不准你再为难我身后的人。					
1103	1103		841	哼……几个弱质女子根本不在老夫眼里。					
1103	1103		765	好，那我们开始吧！					
1103	1103		841	看招……					
1104	1104				这去天山的路途人迹罕至，猛兽遍布，还得多加小心才是。				
1104	1104				想当年张琳心为救独孤剑，孤身赴天山采摘雪莲王…一个弱女子，其艰险真是无法想象。				
1105	1105		1676	这里已经很久没有生人来过了……你是谁啊？					
1105	1105		853	前辈，晚辈前来求取天山的雪莲王……					
1105	1105		1676	什么前辈晚辈的！罗罗嗦嗦，我没问你来干什么！回答我的问题！					
1105	1105		853	晚辈张琳心，为求……					
1105	1105		1676	很好，现在我再问你……					
1105	1105		853	前辈，晚辈想……					
1105	1105		1676	听清楚了！第一个问题：你知道我是谁吗？					
1105	1105		853	前辈仙居在这雪窟之中，自然是守护雪莲王的雪莲姥姥。					
1105	1105		1676	哈哈哈哈！娃娃居然知道姥姥的名字。很好，那姥姥就让你两成的功力。					
1105	1105		853	（惊）让我两成功力，难道……					
1105	1105		1676	第二个问题：女人最想要又最怕要的，是什么样的男人？是俊秀的男子，还是英雄一样的男人？					
1105	1105		853	让我又爱又怕的男人……他，当然是一个英雄……当有一天，你要失去他的时候，才发现世间再没有值得留恋的东西。					
1105	1105		1676	……这样的男人，女人永远留不住他的心；等到一天，他离你而去，也永远带走了你的心——					
1105	1105		853	……					
1105	1105		1676	……很好，姥姥就让你两成功力。第三个问题：你从洞口到这里一共走了几步？					
1105	1105		853	只一步！					
1105	1105		1676	哈哈哈哈——不错，只一步：“从生到死，或是从死到生！”					
1105	1105		1676	姥姥越看越喜欢你了。好，姥姥就再让你两成功力！					
1105	1105		1676	最后一个问题：你可愿意留在这人间仙境，作姥姥的徒弟，享受这无忧无虑的神仙生活？					
1105	1105		853	不行！独孤哥哥命在旦夕，我要取雪莲去救他……前辈的要求，晚辈万万不能答应！					
1105	1105		1676	从来没有人能在姥姥面前说两个“不”字，你知道为什么吗？					
1105	1105		853	（惊）？……					
1105	1105		1676	因为，那些敢说“不”的，已经没有机会说第二次了。你很好，居然在姥姥面前连说了两次……姥姥真是越来越喜欢你了，好，姥姥就再让你两成功力。					
1105	1105		1676	问题已经问完了，如果你要得到雪莲，就得先过我这一关，娃娃，开始吧！					
1106	1106		1676	哈哈哈哈！姥姥很久没有舒活舒活筋骨了！					
1106	1106		853	……多谢姥姥成全！					
1106	1106		1676	娃娃，姥姥且问你，你这样拼死拼活为了那个——独孤小子，他可是你的心上人？					
1106	1106		853	（难过）……姥姥，如果他死了，我……我也不能活了！					
1106	1106		1676	哈哈哈哈！——唉！……薄幸人，这下你又满意了！世上又多了一个可怜的女人，老天，你太不公平啊……					
1106	1106		853	前辈！					
1106	1106		1676	你走，你走！拿着雪莲马上给我走！					
1106	1106		853	（微笑）姥姥——多谢姥姥！					
1107	1107		1690	（惊）封左使，你在这干什么？你手里拿的是——“山河社稷图”？！					
1107	1107		1689	既然被你们发觉了，哼……					
1107	1107		1690	（愤怒）想不到你竟然做出这种叛逆的事！					
1107	1107		1689	哼！在天王帮里要我听你一个小丫头的差遣，我真是不甘心！我投靠了五色教，得到重用，现在已经升任教中青剑堂的堂主，哈哈哈哈！					
1107	1107		1690	（愤怒）你这种叛教叛国的无耻之徒！					
1107	1107		1689	杨姑娘，俗语说得好，识时务者为俊杰，大金国迟早有一天会占领中原的，我们又何苦做无谓的挣扎？我劝你不如和我一起投靠五色教和大金国，我会顾念旧情，让你在我手下作一个香主的，如何？					
1107	1107		1690	（愤怒）住口！平日里你道貌岸然，我还一直以为你是个为帮众着想的忠厚之人；不想，你却是个暗藏私心的小人！					
1107	1107		1689	哼！不错，我是暗藏私心。难道帮主你不是吗？别以为我不知道。你为这小子放走张风之女，差点坏了本帮的大事……					
1107	1107		1690	（惊）……					
1107	1107		1689	你不顾帮主的身份，暗地跑到华山，装什么采花大盗……					
1107	1107		1690	（脸红）……					
1107	1107		1689	你为了救这小子，不惜暗派古医仙远赴朱仙镇，还动用了本帮的圣药……难道帮主你做这些，都是为了天王帮千秋大计？帮主难道不是被这小子鬼迷了心窍……					
1107	1107		1690	（愤怒）你！原来你早就包藏祸心，一直监视我的行踪！					
1107	1107		1689	哼哼！现在你什么都知道了，可惜一切都晚了，哈哈哈哈！地图我已拿到手，不再有什么顾忌，既已破脸，何必多言？去死吧！					
1108	1108		747	可惜让他跑了！帮主……					
1108	1108		1690	（脸红）帮主的名号是在天王帮众面前叫的，你不是天王帮的人，不必叫我“帮主”……					
1108	1108		747	（脸红）杨……姑娘，原来，一直暗中帮助我的人是你……					
1108	1108		1690	（脸红）独孤大哥，我可以这样叫你吗？……					
1108	1108		1690	碧霞岛上的局是我安排的，目的是为了得到“山河社稷图”，整个事情都在我的计划之中，但是我却没有预料到会遇上你……					
1108	1108		747	杨姑娘……					
1108	1108		1690	（难过）自从碧霞岛一别后，杨瑛，就已经不再是以前的杨瑛了。					
1108	1108		747	（脸红）杨姑娘，我……					
1108	1108		1690	记得小时候，父王常带我看湖，从那时起我就明白了一件事，这烟云浩荡的洞庭湖将是我一生的归宿。					
1108	1108		1690	（难过）独孤大哥，我明白，你和那位张姑娘情投意合，我……是不会让你为难的。					
1108	1108		747	（脸红）杨姑娘，对不起……					
1108	1108		1690	（难过）上天真是爱捉弄人！我平生最恨的人，偏偏是一个人人爱戴敬重的大英雄。我最……的人，偏偏又已经情有所属……					
1108	1108		747	杨姑娘，你一定会遇上一个比我好千百倍的人……					
1108	1108		1690	……独孤大哥，谢谢你。					
1109	1109				这里就是方员外山庄？看来守卫森严，我要当心点！				
1110	1110		1695	你们是谁？这里是方员外山庄！					
1110	1110		747	五彩闪华轮，圣色照乾坤——					
1110	1110		1695	——摩尼教千岁，万世奉王灯。两位是哪一堂的？					
1110	1110		1690	果然是五色教的巢穴！					
1110	1110		1695	（一愣）啊？哼哼…也好，那就让我来收拾你们吧！					
1110	1110		747	杨姑娘，小心！					
1110	1110		1690	嗯。					
1111	1111				当初，林对儿、无相及封玉书在此处结下三魔阵，联手暗算独孤剑，无耻至极！				
1111	1111				幸好独孤大侠武功高强，虽身受重伤，依然击败三魔，真是可敬可佩！				
1112	1112		1697	哈哈哈哈——独孤剑，你看看我是谁！					
1112	1112		747	原来是你！					
1112	1112		1697	怎么样，现在后悔当初在华山没有把我收拾掉吧。当日你给我的羞辱，今天姓林的要十倍奉还！					
1112	1112		747	就凭你？					
1112	1112		1698	独孤少侠莫非忘记了老夫，呵呵。					
1112	1112		1699	独孤剑，今天你是插翅也难飞了！					
1112	1112		747	……					
1112	1112		1697	哼，你也有怕的时候。					
1112	1112		747	你们把张姑娘和杨姑娘怎么了！					
1112	1112		1697	独孤剑，我真佩服你，到现在还想着拈花惹草……当日在华山下，这两个臭丫头要怎么对付我，哼哼，我现在就要怎么对付她们……					
1112	1112		747	无耻小人！我要手刃了你们。					
1112	1112		1698	哼哼，我们三个特地为独孤大侠准备好了这个“真魔三劫阵”。独孤大侠不要让我们失望哦……					
1113	1113				当年，南宫彩虹得到《山河社稷图》，在此处被张如梦追上。				
1113	1113				他们在此处发生了什么事情，最终决定双双隐居呢？				
1114	1114		1704	多美的夕阳啊！					
1114	1114		1703	你……又追上来做什么？					
1114	1114		1704	（难过）你是在这里歇脚，还是在观看这里的风景？					
1114	1114		1703	我在等你！我们总得有一个了结，这个地方最好。那图就在我身上。					
1114	1114		1704	我知道，否则我就不会来了。					
1114	1114		1703	你志在必得？那就动手吧。					
1114	1114		1704	家父所托，不敢有违。可是我……					
1114	1114		1703	我也是家父所托。你要拿到图，你就必须解决我。就像我要带走图，就必须手刃你一样。你若不解决我，你就不可能拿到图。					
1114	1114		1704	难道我们就只有兵戎相见这条路？					
1114	1114		1703	还有什么其它的路？我爹爹手刃了你的爹爹，你的妹妹和你未来的妹夫又对付我的爹爹——就算他们不动手，你也迟早要出手的，是么？					
1114	1114		1704	早知现在，何必当初？					
1114	1114		1703	我去临安除开寻找“山河社稷图”外，还有其它任务在身，那就是监视你父亲。如果他有异心，就找机会收拾了他！					
1114	1114		1704	可是你虽然知道他的事情却没有动手。你……还不想面对我？					
1114	1114		1703	我一直想面对你，见到你了又不敢面对你。不管是我死在你的手上，还是你死在我的手上，其实都没有什么分别的。					
1114	1114		1704	心死比人死更痛苦，这么多年来我的心已经死了很多，每天唯有借酒来残延剩下的一丝气息。					
1114	1114		1703	你大可不必为我这么糟蹋自己。					
1114	1114		1704	我也不单是为你。还有我父亲，他死了，我为他死的心却活了。					
1114	1114		1703	所以你才来追赶我，和我拼命？					
1114	1114		1704	正如你所说，我们迟早是要有个了结的。					
1114	1114		1703	除了一死，还有什么了结？					
1114	1114		1704	难道……难道我们就非要你死我活？我们……我们不可以置身世外么？					
1114	1114		1703	你不想完成你父亲的嘱托了？你真的做得到么？					
1114	1114		1704	只要你愿意和我在一起。					
1114	1114		1703	（流泪）宋军胜利在望，你当然可以这么说，可是我呢？我怎样去面对我的国家，人民，和亲人？					
1114	1114		1704	如果不是你们金国人挑起这场战争，不把中原占去，不把战火烧到黄河，又哪会有这么多的……					
1114	1114		1703	（流泪）现在说这些有什么用？现在我们谁也回避不了。这一切……也许就是天意！					
1114	1114		1704	不，我不要这样的天意，我不要永远活在仇恨里。彩虹，忘记你爹，忘记金国，忘记大宋……天底下一定可以找到一个让我们忘记仇恨，平平静静过日子的地方！					
1114	1114		1703	太晚了，太晚了……					
1114	1114		1704	不会的，这一切终会有个了结……好吧，彩虹，我知道你的心意。既然我们生不能在一起，但愿死后能相依。彩虹，我问你，其实我早就想问你的，但一直没敢问。你现在愿意嫁给我吗？					
1114	1114		1703	（脸红）……					
1114	1114		719	（在凄楚的气氛里，张如梦和南宫彩虹以天地为媒，结为夫妻）					
1114	1114		1703	（流泪）上天既已成全了我们的这段缘份，那么我们的恩怨终究要有个了结，逃也是逃不掉的……					
1114	1114		1704	哈哈哈哈！今生能娶你为妻，我张如梦已经再无遗憾！况且，这雄关万里，残阳如血，倘若能够死在这里，也是人生一桩美事！上天真是太厚爱我张如梦了！					
1114	1114		1703	如梦，动手吧！					
1115	1115		1704	（流泪）不要再打了！我……我实在是不想再打下去了……					
1115	1115		1703	（流泪）呜呜——如梦！你说得对，我们离开这里，离开中原，离开这所有的恩恩怨怨……					
1115	1115		1704	彩虹！					
1115	1115		1703	如梦，要是我们能像普通农家夫妻那样……该有多好！					
1115	1115		1704	我们一定能的……					
1115	1115		1703	（脸红）那时……你说孩子该起个什么名字好？					
1115	1115		1704	你来起吧……					
1115	1115		1703	（脸红）还是你来起好……你看那边，那片红云多美……					
1115	1115		719	（二人拥抱在一起。从此，两人远赴塞外，遁迹江湖……）					
1116	1116				当年独孤剑与张琳心就是在此处救下元帅岳飞。				
1116	1116				他们与五色教主方勉大战的情形是怎样的呢？				
1117	1117		1716	（怒）独孤剑，你屡次坏我大事，看来留你真是一个错误——不过现在弥补也不晚！					
1117	1117		747	（气愤）方勉，想不到你竟然是一个道貌岸然的大魔头！亏我当初如此尊敬你……					
1117	1117		1716	所谓良禽择木而憩，人是要学会变通的。独孤剑，今日如果你肯归服于我，我不但饶你不死，日后更是功名利禄，任你腾达……					
1117	1117		853	原本——归顺五色教倒是个不错的主意……					
1117	1117		1716	哦，张姑娘想通了！哈哈哈哈！如果独孤兄弟肯归顺我，强似百个、千个封玉书啊……					
1117	1117		853	可是——现在五色教总坛也被端了，方教主您也身败名裂……难道，要我们跟着方老贼你，在江湖上抱头鼠窜不成？					
1117	1117		1716	气死老夫！两个黄毛小儿，受死吧！					
1118	1118		747	一切都结束了……					
1118	1118		853	我想陪你回衡山……					
1118	1118		747	是啊，仿佛离开很久了……					
1118	1118		853	独孤哥哥——					
1118	1118		747	琳儿——					
1118	1118		853	（脸红）从今以后……我们再也不分开……					
1119	1119		1690	（难过）独孤大哥，你在这站了一天一夜了。就算是再站下去，张姑娘也不会活过来……					
1119	1119		747	（流泪）不要再说了！					
1119	1119		1690	……					
1119	1119		747	（流泪）对不起，杨姑娘，我……					
1119	1119		1690	怒发冲冠，凭阑处，潇潇雨歇。抬望眼，仰天长啸，壮怀激烈。三十功名尘与土，八千里路云和月。莫等闲、白了少年头，空悲切。					
1119	1119		747	（流泪）……					
1119	1119		1690	靖康耻，犹未雪。臣子恨，何时灭！驾长车，踏破贺兰山缺。壮志饥餐胡虏肉，笑谈渴饮匈奴血。待从头收拾旧山河，朝天阙。					
1119	1119		1690	这是岳元帅的词——					
1119	1119		747	杨姑娘，你……					
1119	1119		1690	独孤大哥……能写出这样一首词的人，一定是一个真正的英雄！杨瑛虽不识大体，但也决不会加害一个堂堂正正、光明磊落的英雄好汉……					
1119	1119		1690	如今岳元帅直捣黄龙、收复河山，指日可待，正是有志之士干一番轰轰烈烈的事业之际……					
1119	1119		1690	我想，张姑娘若是泉下有知……也一定希望看到独孤大哥做一个象岳元帅那样顶天立地的大英雄！					
1119	1119		747	……					
1119	1119		1690	独孤大哥，我此来正是要告诉你，天下群雄将聚集泰山，推举一位盟主领导群雄进行抗金大业。杨瑛以为……大哥是最佳人选，所以……					
1119	1119		747	江湖中的虚名，我不想再管了……					
1119	1119		1690	（难过）……盟主虽是虚名，但抗击外侮却是大宋子民义不容辞的责任。这也是令尊、令师和张风大人他们毕生的夙愿……					
1119	1119		1690	独孤大哥，我希望你暂时抛下个人的感情，重新振作。率领武林同道，和岳元帅一起……重头收拾旧山河！					
1119	1119		747	这……杨姑娘，你说的对，我……只是琳儿——					
1119	1119		1690	大哥如此，张姑娘在天之灵也会高兴的……					
1119	1119		747	（流泪）……					
1120	1120				当年南宫飞云独自离开大漠，曾从这里通过吧？				
1120	1120				唔，有杀气！看来此处如今依然不太平。				
1121	1121				此处就是葬马岗了！				
1121	1121				想当年南宫飞云单枪匹马勇闯此处，今日我也来效仿一下。				
1122	1122				这里就是府衙的密室？果然很阴森。				
1122	1122				待我仔细查探一番。				
1123	1123				风雪山庄，以风雪神枪闻名于世！				
1123	1123				当年，南宫飞云为寻找小仙女来到此处。				
1124	1124				通过这里就可以到达唐门了。				
1124	1124				前面似乎有些诡异，我得小心点。				
1125	1125		1929	兀那小子，怎敢来我风雪山庄撒野！小觑我风雪神枪赵升权的厉害。且吃我一记风雪神枪。					
1125	1125		1928	有没有搞错！好强的内力呀！					
1126	1126				看来这就是天王帮前辈为训练弟子精心设计的湖心迷宫了。				
1126	1126				今日我也来挑战一下，定能功力大增！				
1127	1127				此处如此平静，不合常理啊，常言道越平静的地方越暗藏杀机，莫非……				
1127	1127				不好！后路被封死了！				
1128	1128		2554	咦？好久没有人来了，大约已经二十？不对三十……唉不算了不算了，我们开始吧！					
1128	1128				（这莫非就是凝聚天王帮前辈心血的机关人？）				
1128	1128		2554	这么多年来也就那个名字有四个字的娃娃天赋还可以……					
1128	1128				（名字四个字？说的是南宫飞云吧！）多谢前辈指教！				
1129	1129				这里就是霹雳堂了吧！				
1129	1129				如此戒备森严，我得小心一些。				
1130	1130		2609	既然独孤剑和凤池山庄要除掉我们霹雳堂，看来我们气数已尽，不如让众兄弟各自逃命去吧！					
1130	1130		2614	听说这次来的只是个初出茅庐的毛头小子，我霹雳堂成名数十年，难道就此作鸟兽散？					
1130	1130		2609	既然如此……兄弟们，结护旗大阵！					
1130	1130		2614	誓与霹雳堂共存亡！					
1131	1131				邵骑风竟然勾结奸佞谋害众多义士				
1131	1131				此等江湖败类，今日必除之！				
1132	1132		2619	秋姐姐，赵姐姐，柴大哥，唐大哥，你们都没事吧！					
1132	1132		2620	我就说飞云一定会来救我们的。					
1132	1132		2621	我还以为我们要死在这里了呢。					
1132	1132		2622	好兄弟，来的不早也不晚，正好！					
1132	1132		2623	我们先出去解毒吧。					
1132	1132		2619	邵骑风已经被我杀了，大家先跟我出去吧！					
1133	1133				此处必是天忍教重地！				
1133	1133				如此曲环折转，须要小心行事！				
1134	1134				你就是天忍教的教主完颜洪烈？				
1134	1134		2635	匹夫焉敢直呼我教教主大名！					
1134	1134				那你是什么人？				
1134	1134		2635	本座乃天忍教右护法耶律辟离，有本事随我到迷宫尽头一决雌雄！					
1135	1135				此处就是天忍教总坛了吧！				
1135	1135				南宫飞云当年是怎么单枪匹马杀掉完颜洪烈的……				
1136	1136		2646	怎么这里还有一个完颜洪烈？					
1136	1136		2643	前面两个不过是内息所化幻象，今尔三生有幸，得见本座真身！					
1136	1136		2646	那就一起杀了便是，这么多废话干嘛！					
1136	1136		2643	本想劝你莫要明珠暗投你却仍然执迷不悟，可惜可惜……那就动手吧！					
1137	1137				帅府之内竟有如此阴暗之地！				
1137	1137				赵节必藏身此处！				
1138	1138		2631	阁下与在下素昧平生，无冤无仇，为何苦苦相逼？					
1138	1138		2646	凤池山庄数十条人命，哪条与你有冤有仇？					
1138	1138		2631	小人也是奉旨办事啊，何况完颜洪烈还在一旁监视，小人岂敢从中捣鬼？					
1138	1138		2646	完颜洪烈在哪？					
1138	1138		2631	就是假扮大侠姑父的那个人。					
1138	1138		2646	好，看在你告诉我这么重要信息的份上，我饶你全家性命，不过你还是要死。					
1138	1138		2631	你欺人太甚！本将军乃当朝皇上亲弟，也不是好惹的！众将士上！给我杀掉他！					
1139	1139				前方就是白水寺了吧，听闻金人在此布下重兵，我得小心行事。南宫大侠先行到来，不知现在何处？				
1140	1140				完颜洪烈的帅营？唔...南宫大侠或许在里面，我得进去看看。				
1140	1140				不过营前的巡逻士兵比较棘手，如果惊动周围的大军，我与南宫大侠都得完蛋！				
1141	1141		2727	阁下留步！					
1141	1141				嗯？你要阻拦我吗？				
1141	1141		2727	职责所在，还望阁下海涵。					
1141	1141				阁下声音很熟悉，不知是哪位江湖好友？				
1141	1141		2727	无名之辈，何须挂齿......					
1141	1141				想来阁下也是江湖中的成名人物了，居然蒙着面投靠金人，啧啧......				
1141	1141		2727	正所谓识时务者为俊杰也！					
1141	1141				你可知我们的人已经进入大帐，或许现在正在折磨完颜洪烈呢！				
1141	1141		2727	哼哼，在下虽武功低微，想从我眼皮下过去，还没那么容易！					
1141	1141				唉，如此自负，怕是祸事将近了！				
1141	1141		2727	废话少说，动手吧！					
1142	1142				南宫大侠果然早已到来，他正和完颜洪烈说什么呢？				
1142	1142		2729	哈哈哈哈......贤婿，你不要多说，我们各为其主，我岂能听你一言就放了白水寺中的南宋武人。					
