nTaskId	szTaskIndex	szTaskTitle	szDetailDesc	szTaskDesc	szFinishDesc	szTrackInfo	szFinishTrackInfo	Require_FinishTask	nAutoNextTaskId	nFinishDialogId	nFinishTaskNpcId	Target_PersonalFuben	Target_Achievement	Target_KillNpc	bNotAutoNext	bKillNpcToAllPlayer	bAutoFinish	Target_ExtPoint	szAwardInfo	nTaskType	bShowFinish	nNeedConfirmFinish	Target_ExtInfo	nTaskItemId	szOnFinishTrack	Target_EnterMap	Target_CollectItem	nAcceptTaskNpcId	Target_MinLevel	Require_MinLevel	Require_MaxLevel	bCanRepeat	nAcceptDialogId	IsFinishGuide	DeleteClientNpc	ShowClientNpc	Target_OnTrap
3309	MyGuest_4	[支]广收门客	门客可以[FFFE0D]作为同伴的随从上阵[-]，增强同伴的[FFFE0D]护主技能[-]，同时增加[FFFE0D]角色属性[-]，部分门客还带有[FFFE0D]组合属性[-]。	对一个[FFFE0D]门客[-]进行[FFFE0D]上阵[-]操作	将一个[FFFE0D]门客上阵[-]（[FFFE0D]已完成[-]）	[url=openwnd:test, Partner, "PartnerCardPanel"]	[url=npc:testtt,$F,15]	3308	3310		2279				1		0	1	item|8363|1	2	1	1															
3310	MyGuest_5	[支]广收门客	门客可以入住家园，入住后可以派遣或者完成门客的[FFFE0D]委托任务[-]，增强彼此的[FFFE0D]友好度[-]。友好度每满一级，就可以[FFFE0D]进阶[-]一次。	对一个[FFFE0D]门客[-]进行[FFFE0D]入住家园[-]操作	将一个[FFFE0D]门客入住家园[-]（[FFFE0D]已完成[-]）	[url=openwnd:test, Partner, "PartnerCardPanel"]	[url=npc:testtt,$F,15]	3309			2279				1		0	1	item|8363|1	2	1	1															
3401	yewaixiulian1_1	[支]野外修炼	野外秘境十分凶险，大侠可进入体验一番，定能获益良多！	寻找[FFFE0D]秋依水[-]	寻找[FFFE0D]秋依水[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]		3402	60101	694				1					2	1	1															
3402	yewaixiulian1_2	[支]野外修炼	与他人组队前往 [FFFE0D]野外地图[-] 击败[11ADF6]精英怪物[-]可以刷新篝火。使用 [FFFE0D]修炼珠[-] 开启修炼状态更可获得 [FFFE0D]10倍[-] 打怪经验和掉宝率哦！	体验[FFFE0D]野外修炼[-]	向[FFFE0D]$NF[-]汇报情况	[url=gotofuben:test, 900, 1, 1]	[url=npc:testtt,$F,15]	3401	3403	60102	694	900|1|1			1				Exp|80000	2	1	1															
3403	yewaixiulian1_3	[支]野外修炼	修炼珠将陪伴大侠走过漫长江湖岁月，野外凶险，前途坎坷，愿大侠一路平安。	组队参与一次[FFFE0D]野外修炼[-]	向[FFFE0D]$NF[-]汇报情况	[url=openwnd:test, CalendarPanel, 1, 29]	[url=npc:testtt,$F,15]	3402		60103	694		XiuLian_1|1		1				Exp|80000;Item|212|10	2	1	1															
3501	wuxingxiangke_1	[支]五行相克	江湖中有五行一说，天下各大门派武功尽皆源于此，五行间存[FFFE0D] 相克 [-]一说，[FFFE0D] 金克木[-]、[FFFE0D]木克土[-]、[FFFE0D]水克火[-]、[FFFE0D]火克金[-]、[FFFE0D]土克水[-]，门派间相互牵制，若克制对方则伤害增加，且受到的伤害减少。	找[FFFE0D]纳兰姑娘[-]了解五行	找[FFFE0D]纳兰姑娘[-]了解五行	[url=npc:testtt,$F,482]	[url=npc:testtt,$F,482]		3502	61001	1101				1					2	1				[url=openwnd:test, FiveElements3]												
3502	wuxingxiangke_2	[支]五行相克	江湖中有五行一说，天下各大门派武功尽皆源于此，五行间存[FFFE0D] 相克 [-]一说，[FFFE0D] 金克木[-]、[FFFE0D]木克土[-]、[FFFE0D]水克火[-]、[FFFE0D]火克金[-]、[FFFE0D]土克水[-]，门派间相互牵制，若克制对方则伤害增加，且受到的伤害减少。	拜见各门派[FFFE0D]年轻俊杰[-]	拜见各门派[FFFE0D]年轻俊杰[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	3501	3503						1		1	1		2				3502	[url=dialog:test, 61002]												
3503	wuxingxiangke_3	[支]五行相克	江湖中有五行一说，天下各大门派武功尽皆源于此，五行间存[FFFE0D] 相克 [-]一说，[FFFE0D] 金克木[-]、[FFFE0D]木克土[-]、[FFFE0D]水克火[-]、[FFFE0D]火克金[-]、[FFFE0D]土克水[-]，门派间相互牵制，若克制对方则伤害增加，且受到的伤害减少。	找[FFFE0D]纳兰姑娘[-]参加会武	找[FFFE0D]纳兰姑娘[-]参加会武	[url=npc:testtt,$F,482]	[url=npc:testtt,$F,482]	3502	3504	61003	1101				1					2					[url=openwnd:test, FiveElements2,1]												
3504	wuxingxiangke_4	[支]五行相克	江湖中有五行一说，天下各大门派武功尽皆源于此，五行间存[FFFE0D] 相克 [-]一说，[FFFE0D] 金克木[-]、[FFFE0D]木克土[-]、[FFFE0D]水克火[-]、[FFFE0D]火克金[-]、[FFFE0D]土克水[-]，门派间相互牵制，若克制对方则伤害增加，且受到的伤害减少。	迎战克制[FFFE0D]门派高手[-]	找[FFFE0D]纳兰姑娘[-]回答问题	[url=gotaskasyncbattle:test, 9002, 1]	[url=npc:testtt,$F,482]	3503	3505		1101				1		1			2						9002											
3505	wuxingxiangke_5	[支]五行相克	江湖中有五行一说，天下各大门派武功尽皆源于此，五行间存[FFFE0D] 相克 [-]一说，[FFFE0D] 金克木[-]、[FFFE0D]木克土[-]、[FFFE0D]水克火[-]、[FFFE0D]火克金[-]、[FFFE0D]土克水[-]，门派间相互牵制，若克制对方则伤害增加，且受到的伤害减少。	回答关于[FFFE0D]五行[-]的问题	准备进入下一轮[FFFE0D]会武[-]	[url=openwnd:test, ActivityQuestion, "Task"]	[url=npc:testtt,$F,482]	3504	3506	61005	1101									2			Task_DaTi		[url=openwnd:test, FiveElements2,2]												
3506	wuxingxiangke_6	[支]五行相克	江湖中有五行一说，天下各大门派武功尽皆源于此，五行间存[FFFE0D] 相克 [-]一说，[FFFE0D] 金克木[-]、[FFFE0D]木克土[-]、[FFFE0D]水克火[-]、[FFFE0D]火克金[-]、[FFFE0D]土克水[-]，门派间相互牵制，若克制对方则伤害增加，且受到的伤害减少。	迎战被克制[FFFE0D]门派高手[-]	找[FFFE0D]纳兰姑娘[-]汇报情况	[url=gotaskasyncbattle:test, 9002, 2]	[url=npc:testtt,$F,482]	3505	3507	61007	1101				1		1		Exp|40000	2		1				9002											
3507	wuxingxiangke_8	[支]五行相克	江湖中有五行一说，天下各大门派武功尽皆源于此，五行间存[FFFE0D] 相克 [-]一说，[FFFE0D] 金克木[-]、[FFFE0D]木克土[-]、[FFFE0D]水克火[-]、[FFFE0D]火克金[-]、[FFFE0D]土克水[-]，门派间相互牵制，若克制对方则伤害增加，且受到的伤害减少。	添加五位不同[FFFE0D]五行[-]好友	向[FFFE0D]$NF[-]汇报情况	[url=dialog:test, 61006]	[url=npc:testtt,$F,482]	3506		61008	1101				1			31		2																	
3508	jingdongshangou_1	[支]美酒闪购	忘忧酒馆酒香四溢，少侠禁不住诱惑，决定前去小酌一杯。	前往[FFFE0D]忘忧酒馆[-]	前往[FFFE0D]忘忧酒馆[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]		3509	61009	3213				1					2																	
3509	jingdongshangou_2	[支]美酒闪购	老板娘告知少侠京东闪购节即将开幕，忘忧酒馆正紧张备货，请少侠帮忙取来之前贮藏的美酒。	帮老板娘寻来[FFFE0D]美酒[-]	帮老板娘寻来[FFFE0D]美酒[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	3508	3510						1		1	1		2				3509													
3510	jingdongshangou_3	[支]美酒闪购	少侠取来美酒，老板娘为表谢意，特赠一坛京东美酒。	把酒交给[FFFE0D]老板娘[-]	把酒交给[FFFE0D]$NF[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3509		61010	3213				1				item|10949|1	2																	
3601	Pengren_1	[支]烹饪	城中野外有许多食材，采来做成菜品大快朵颐岂不美哉？不知道怎么做菜的话......不如去找开酒馆的老板娘请教一二？	去找[FFFE0D]老板娘[-]请教如何烹饪	去找[FFFE0D]老板娘[-]请教如何烹饪	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]		3602	61011	3213				1				item|11642|1;Item|11377|1;Item|11392|1;Item|11657|1	2																	
3602	Pengren_2	[支]烹饪	不如先把老板娘送的[FFFE0D]灶台[-]在家园里寻个好地方摆放好吧！	前往家园摆放[FFFE0D]灶台[-]	前往家园摆放[FFFE0D]灶台[-]	[url=gotohouse:test]	[url=gotohouse:test]	3601	3603						1		1			2			PutCookFurniture		[url=dialog:test, 61012]												
3603	Pengren_3	[支]烹饪	灶台摆放好了，快把老板娘送的食材做成菜吧！	使用灶台完成一次烹饪	向[FFFE0D]老板娘[-]汇报情况	[url=openwnd:test, CookPanel, "CookPanel"]	[url=npc:testtt,$F,15]	3602		61013	3213				1				item|11688|10	2			Cook														
3611	Fish_1	[支]钓鱼	做菜经常缺鱼，要是还有其他路子多搞点鱼就好了......不如去找开酒馆的老板娘请教一二？	去找[FFFE0D]老板娘[-]请教如何捕鱼	去找[FFFE0D]老板娘[-]请教如何捕鱼	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]		3612	61017	3213				1				item|12004|5	2																	
3612	Fish_2	[支]钓鱼	我就不信钓个鱼能把我难住了，出发！	完成一次[FFFE0D]钓鱼[-]	完成一次[FFFE0D]钓鱼[-]	[url=goanddosomething:test, 1000, 6790, 5260, autofight, 0]		3611	3613						1		1			2			CookFirstFish		[url=dialog:test, 61018]												
3613	Fish_3	[支]钓鱼	鱼虽然钓上来了，但是刚刚似乎有些不懂之处，不如回去找老板娘再问一下！	找[FFFE0D]老板娘[-]汇报情况	找[FFFE0D]老板娘[-]汇报情况	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3612		61019	3213				1					2																	
3614	Hunt_1	[支]打猎	做菜经常缺肉，不知肉还不能有其他渠道获得......开酒馆的老板娘必然知道！	去找[FFFE0D]老板娘[-]请教如何获得肉	去找[FFFE0D]老板娘[-]请教如何获得肉	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]		3615	61020	3213				1				item|12006|5	2																	
3615	Hunt_2	[支]打猎	小猎户？我怎么之前没遇到他，奇怪......	找[FFFE0D]小猎户[-]完成一次打猎	找[FFFE0D]小猎户[-]完成一次打猎	[url=npc:testtt,3833,15]	[url=npc:testtt,3833,15]	3614	3616						1		1			2			CookFirstHunt		[url=dialog:test, 61021]												
3616	Hunt_3	[支]打猎	多次找老板娘帮忙没好好谢谢她，这次她好像生气了，得好好感谢她一次	前去感谢[FFFE0D]老板娘[-]	前去感谢[FFFE0D]老板娘[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3615		61022	3213				1					2																	
