AttribType	Level	Value1	Value2	Value3
earth_resist_v	7	21		
earth_resist_v	8	24		
earth_resist_v	9	27		
earth_resist_v	10	30		
earth_resist_v	11	33		
earth_resist_v	12	36		
earth_resist_v	13	39		
earth_resist_v	14	42		
earth_resist_v	15	45		
earth_resist_v	16	48		
earth_resist_v	17	51		
earth_resist_v	18	54		
earth_resist_v	19	57		
earth_resist_v	20	60		
earth_resist_v	21	63		
earth_resist_v	22	66		
earth_resist_v	23	69		
earth_resist_v	24	72		
earth_resist_v	25	75		
earth_resist_v	26	78		
earth_resist_v	27	81		
earth_resist_v	28	84		
earth_resist_v	29	87		
earth_resist_v	30	90		
earth_resist_v	31	93		
earth_resist_v	32	96		
earth_resist_v	33	99		
earth_resist_v	34	102		
earth_resist_v	35	105		
earth_resist_v	36	108		
earth_resist_v	37	111		
earth_resist_v	38	114		
earth_resist_v	39	117		
earth_resist_v	40	120		
earth_resist_v	41	123		
earth_resist_v	42	126		
earth_resist_v	43	129		
earth_resist_v	44	132		
earth_resist_v	45	135		
earth_resist_v	46	138		
earth_resist_v	47	141		
earth_resist_v	48	144		
earth_resist_v	49	147		
earth_resist_v	50	150		
earth_resist_v	51	153		
earth_resist_v	52	156		
earth_resist_v	53	159		
earth_resist_v	54	162		
earth_resist_v	55	165		
earth_resist_v	56	168		
earth_resist_v	57	171		
earth_resist_v	58	174		
earth_resist_v	59	177		
earth_resist_v	60	180		
earth_resist_v	61	183		
earth_resist_v	62	186		
earth_resist_v	63	189		
earth_resist_v	64	192		
earth_resist_v	65	195		
earth_resist_v	66	198		
earth_resist_v	67	201		
earth_resist_v	68	204		
earth_resist_v	69	207		
earth_resist_v	70	210		
earth_resist_v	71	213		
earth_resist_v	72	216		
earth_resist_v	73	219		
earth_resist_v	74	222		
earth_resist_v	75	225		
earth_resist_v	76	228		
earth_resist_v	77	231		
earth_resist_v	78	234		
earth_resist_v	79	237		
earth_resist_v	80	240		
earth_resist_v	81	246		
earth_resist_v	82	252		
earth_resist_v	83	258		
earth_resist_v	84	264		
earth_resist_v	85	270		
earth_resist_v	86	276		
earth_resist_v	87	282		
earth_resist_v	88	288		
earth_resist_v	89	294		
earth_resist_v	90	300		
earth_resist_v	91	308		
earth_resist_v	92	315		
earth_resist_v	93	323		
earth_resist_v	94	330		
earth_resist_v	95	338		
earth_resist_v	96	345		
earth_resist_v	97	353		
earth_resist_v	98	360		
earth_resist_v	99	368		
earth_resist_v	100	375		
earth_resist_v	101	390		
earth_resist_v	102	405		
earth_resist_v	103	420		
earth_resist_v	104	435		
earth_resist_v	105	450		
earth_resist_v	106	465		
earth_resist_v	107	480		
earth_resist_v	108	495		
earth_resist_v	109	510		
earth_resist_v	110	525		
earth_resist_v	111	548		
earth_resist_v	112	570		
earth_resist_v	113	593		
earth_resist_v	114	593		
earth_resist_v	115	638		
earth_resist_v	116	660		
earth_resist_v	117	683		
earth_resist_v	118	705		
earth_resist_v	119	728		
earth_resist_v	120	750		
earth_resist_v	121	772		
earth_resist_v	122	795		
earth_resist_v	123	817		
earth_resist_v	124	840		
earth_resist_v	125	862		
earth_resist_v	126	885		
earth_resist_v	127	907		
earth_resist_v	128	930		
earth_resist_v	129	952		
earth_resist_v	130	975		
earth_resist_v	131	1005		
earth_resist_v	132	1035		
earth_resist_v	133	1065		
earth_resist_v	134	1095		
earth_resist_v	135	1125		
earth_resist_v	136	1155		
earth_resist_v	137	1185		
earth_resist_v	138	1215		
earth_resist_v	139	1245		
earth_resist_v	140	1275		
earth_resist_v	141	1305		
earth_resist_v	142	1335		
earth_resist_v	143	1365		
earth_resist_v	144	1395		
earth_resist_v	145	1425		
earth_resist_v	146	1455		
earth_resist_v	147	1485		
earth_resist_v	148	1515		
earth_resist_v	149	1545		
earth_resist_v	150	1575		
water_resist_v	1	3		
water_resist_v	2	6		
water_resist_v	3	9		
water_resist_v	4	12		
water_resist_v	5	15		
water_resist_v	6	18		
water_resist_v	7	21		
water_resist_v	8	24		
water_resist_v	9	27		
water_resist_v	10	30		
water_resist_v	11	33		
water_resist_v	12	36		
water_resist_v	13	39		
water_resist_v	14	42		
water_resist_v	15	45		
water_resist_v	16	48		
water_resist_v	17	51		
water_resist_v	18	54		
water_resist_v	19	57		
water_resist_v	20	60		
water_resist_v	21	63		
water_resist_v	22	66		
water_resist_v	23	69		
water_resist_v	24	72		
water_resist_v	25	75		
water_resist_v	26	78		
water_resist_v	27	81		
water_resist_v	28	84		
water_resist_v	29	87		
water_resist_v	30	90		
water_resist_v	31	93		
water_resist_v	32	96		
water_resist_v	33	99		
water_resist_v	34	102		
water_resist_v	35	105		
water_resist_v	36	108		
water_resist_v	37	111		
water_resist_v	38	114		
water_resist_v	39	117		
water_resist_v	40	120		
water_resist_v	41	123		
water_resist_v	42	126		
water_resist_v	43	129		
water_resist_v	44	132		
water_resist_v	45	135		
water_resist_v	46	138		
water_resist_v	47	141		
water_resist_v	48	144		
water_resist_v	49	147		
water_resist_v	50	150		
water_resist_v	51	153		
water_resist_v	52	156		
water_resist_v	53	159		
water_resist_v	54	162		
water_resist_v	55	165		
water_resist_v	56	168		
water_resist_v	57	171		
water_resist_v	58	174		
water_resist_v	59	177		
water_resist_v	60	180		
water_resist_v	61	183		
water_resist_v	62	186		
water_resist_v	63	189		
water_resist_v	64	192		
water_resist_v	65	195		
water_resist_v	66	198		
water_resist_v	67	201		
water_resist_v	68	204		
water_resist_v	69	207		
water_resist_v	70	210		
water_resist_v	71	213		
water_resist_v	72	216		
water_resist_v	73	219		
water_resist_v	74	222		
water_resist_v	75	225		
water_resist_v	76	228		
water_resist_v	77	231		
water_resist_v	78	234		
water_resist_v	79	237		
water_resist_v	80	240		
water_resist_v	81	246		
water_resist_v	82	252		
water_resist_v	83	258		
water_resist_v	84	264		
water_resist_v	85	270		
water_resist_v	86	276		
water_resist_v	87	282		
water_resist_v	88	288		
water_resist_v	89	294		
water_resist_v	90	300		
water_resist_v	91	308		
water_resist_v	92	315		
water_resist_v	93	323		
water_resist_v	94	330		
water_resist_v	95	338		
water_resist_v	96	345		
water_resist_v	97	353		
water_resist_v	98	360		
water_resist_v	99	368		
water_resist_v	100	375		
water_resist_v	101	390		
water_resist_v	102	405		
water_resist_v	103	420		
water_resist_v	104	435		
water_resist_v	105	450		
water_resist_v	106	465		
water_resist_v	107	480		
water_resist_v	108	495		
water_resist_v	109	510		
water_resist_v	110	525		
water_resist_v	111	548		
water_resist_v	112	570		
water_resist_v	113	593		
water_resist_v	114	593		
water_resist_v	115	638		
water_resist_v	116	660		
water_resist_v	117	683		
water_resist_v	118	705		
water_resist_v	119	728		
water_resist_v	120	750		
water_resist_v	121	772		
water_resist_v	122	795		
water_resist_v	123	817		
water_resist_v	124	840		
water_resist_v	125	862		
water_resist_v	126	885		
water_resist_v	127	907		
water_resist_v	128	930		
water_resist_v	129	952		
water_resist_v	130	975		
water_resist_v	131	1005		
water_resist_v	132	1035		
water_resist_v	133	1065		
water_resist_v	134	1095		
water_resist_v	135	1125		
water_resist_v	136	1155		
water_resist_v	137	1185		
water_resist_v	138	1215		
water_resist_v	139	1245		
water_resist_v	140	1275		
water_resist_v	141	1305		
water_resist_v	142	1335		
water_resist_v	143	1365		
water_resist_v	144	1395		
water_resist_v	145	1425		
water_resist_v	146	1455		
water_resist_v	147	1485		
water_resist_v	148	1515		
water_resist_v	149	1545		
water_resist_v	150	1575		
fire_resist_v	1	3		
fire_resist_v	2	6		
fire_resist_v	3	9		
fire_resist_v	4	12		
fire_resist_v	5	15		
fire_resist_v	6	18		
fire_resist_v	7	21		
fire_resist_v	8	24		
fire_resist_v	9	27		
fire_resist_v	10	30		
fire_resist_v	11	33		
fire_resist_v	12	36		
fire_resist_v	13	39		
fire_resist_v	14	42		
fire_resist_v	15	45		
fire_resist_v	16	48		
fire_resist_v	17	51		
fire_resist_v	18	54		
fire_resist_v	19	57		
fire_resist_v	20	60		
fire_resist_v	21	63		
fire_resist_v	22	66		
fire_resist_v	23	69		
fire_resist_v	24	72		
fire_resist_v	25	75		
fire_resist_v	26	78		
fire_resist_v	27	81		
fire_resist_v	28	84		
fire_resist_v	29	87		
fire_resist_v	30	90		
fire_resist_v	31	93		
fire_resist_v	32	96		
fire_resist_v	33	99		
fire_resist_v	34	102		
fire_resist_v	35	105		
fire_resist_v	36	108		
fire_resist_v	37	111		
fire_resist_v	38	114		
fire_resist_v	39	117		
fire_resist_v	40	120		
fire_resist_v	41	123		
fire_resist_v	42	126		
fire_resist_v	43	129		
fire_resist_v	44	132		
fire_resist_v	45	135		
fire_resist_v	46	138		
fire_resist_v	47	141		
fire_resist_v	48	144		
fire_resist_v	49	147		
fire_resist_v	50	150		
fire_resist_v	51	153		
fire_resist_v	52	156		
fire_resist_v	53	159		
fire_resist_v	54	162		
fire_resist_v	55	165		
fire_resist_v	56	168		
fire_resist_v	57	171		
fire_resist_v	58	174		
fire_resist_v	59	177		
fire_resist_v	60	180		
fire_resist_v	61	183		
fire_resist_v	62	186		
fire_resist_v	63	189		
fire_resist_v	64	192		
fire_resist_v	65	195		
fire_resist_v	66	198		
fire_resist_v	67	201		
fire_resist_v	68	204		
fire_resist_v	69	207		
fire_resist_v	70	210		
fire_resist_v	71	213		
fire_resist_v	72	216		
fire_resist_v	73	219		
fire_resist_v	74	222		
fire_resist_v	75	225		
fire_resist_v	76	228		
fire_resist_v	77	231		
fire_resist_v	78	234		
fire_resist_v	79	237		
fire_resist_v	80	240		
fire_resist_v	81	246		
fire_resist_v	82	252		
fire_resist_v	83	258		
fire_resist_v	84	264		
fire_resist_v	85	270		
fire_resist_v	86	276		
fire_resist_v	87	282		
fire_resist_v	88	288		
fire_resist_v	89	294		
fire_resist_v	90	300		
fire_resist_v	91	308		
fire_resist_v	92	315		
fire_resist_v	93	323		
fire_resist_v	94	330		
fire_resist_v	95	338		
fire_resist_v	96	345		
fire_resist_v	97	353		
fire_resist_v	98	360		
fire_resist_v	99	368		
fire_resist_v	100	375		
fire_resist_v	101	390		
fire_resist_v	102	405		
fire_resist_v	103	420		
fire_resist_v	104	435		
fire_resist_v	105	450		
fire_resist_v	106	465		
fire_resist_v	107	480		
fire_resist_v	108	495		
fire_resist_v	109	510		
fire_resist_v	110	525		
fire_resist_v	111	548		
fire_resist_v	112	570		
fire_resist_v	113	593		
fire_resist_v	114	593		
fire_resist_v	115	638		
fire_resist_v	116	660		
fire_resist_v	117	683		
fire_resist_v	118	705		
fire_resist_v	119	728		
fire_resist_v	120	750		
fire_resist_v	121	772		
fire_resist_v	122	795		
fire_resist_v	123	817		
fire_resist_v	124	840		
fire_resist_v	125	862		
fire_resist_v	126	885		
fire_resist_v	127	907		
fire_resist_v	128	930		
fire_resist_v	129	952		
fire_resist_v	130	975		
fire_resist_v	131	1005		
fire_resist_v	132	1035		
fire_resist_v	133	1065		
fire_resist_v	134	1095		
fire_resist_v	135	1125		
fire_resist_v	136	1155		
fire_resist_v	137	1185		
fire_resist_v	138	1215		
fire_resist_v	139	1245		
fire_resist_v	140	1275		
fire_resist_v	141	1305		
fire_resist_v	142	1335		
fire_resist_v	143	1365		
fire_resist_v	144	1395		
fire_resist_v	145	1425		
fire_resist_v	146	1455		
fire_resist_v	147	1485		
fire_resist_v	148	1515		
fire_resist_v	149	1545		
fire_resist_v	150	1575		
wood_resist_v	1	3		
wood_resist_v	2	6		
wood_resist_v	3	9		
wood_resist_v	4	12		
wood_resist_v	5	15		
wood_resist_v	6	18		
wood_resist_v	7	21		
wood_resist_v	8	24		
wood_resist_v	9	27		
wood_resist_v	10	30		
wood_resist_v	11	33		
wood_resist_v	12	36		
wood_resist_v	13	39		
wood_resist_v	14	42		
wood_resist_v	15	45		
wood_resist_v	16	48		
wood_resist_v	17	51		
wood_resist_v	18	54		
wood_resist_v	19	57		
wood_resist_v	20	60		
wood_resist_v	21	63		
wood_resist_v	22	66		
wood_resist_v	23	69		
wood_resist_v	24	72		
wood_resist_v	25	75		
wood_resist_v	26	78		
wood_resist_v	27	81		
wood_resist_v	28	84		
wood_resist_v	29	87		
wood_resist_v	30	90		
wood_resist_v	31	93		
wood_resist_v	32	96		
wood_resist_v	33	99		
wood_resist_v	34	102		
wood_resist_v	35	105		
wood_resist_v	36	108		
wood_resist_v	37	111		
wood_resist_v	38	114		
wood_resist_v	39	117		
wood_resist_v	40	120		
wood_resist_v	41	123		
wood_resist_v	42	126		
wood_resist_v	43	129		
wood_resist_v	44	132		
wood_resist_v	45	135		
wood_resist_v	46	138		
wood_resist_v	47	141		
wood_resist_v	48	144		
wood_resist_v	49	147		
wood_resist_v	50	150		
wood_resist_v	51	153		
wood_resist_v	52	156		
wood_resist_v	53	159		
wood_resist_v	54	162		
wood_resist_v	55	165		
wood_resist_v	56	168		
wood_resist_v	57	171		
wood_resist_v	58	174		
wood_resist_v	59	177		
wood_resist_v	60	180		
wood_resist_v	61	183		
wood_resist_v	62	186		
wood_resist_v	63	189		
wood_resist_v	64	192		
wood_resist_v	65	195		
wood_resist_v	66	198		
wood_resist_v	67	201		
wood_resist_v	68	204		
wood_resist_v	69	207		
wood_resist_v	70	210		
wood_resist_v	71	213		
wood_resist_v	72	216		
wood_resist_v	73	219		
wood_resist_v	74	222		
wood_resist_v	75	225		
wood_resist_v	76	228		
wood_resist_v	77	231		
wood_resist_v	78	234		
wood_resist_v	79	237		
wood_resist_v	80	240		
wood_resist_v	81	246		
wood_resist_v	82	252		
wood_resist_v	83	258		
wood_resist_v	84	264		
wood_resist_v	85	270		
wood_resist_v	86	276		
wood_resist_v	87	282		
wood_resist_v	88	288		
wood_resist_v	89	294		
wood_resist_v	90	300		
wood_resist_v	91	308		
wood_resist_v	92	315		
wood_resist_v	93	323		
wood_resist_v	94	330		
wood_resist_v	95	338		
wood_resist_v	96	345		
wood_resist_v	97	353		
wood_resist_v	98	360		
wood_resist_v	99	368		
wood_resist_v	100	375		
wood_resist_v	101	390		
wood_resist_v	102	405		
wood_resist_v	103	420		
wood_resist_v	104	435		
wood_resist_v	105	450		
wood_resist_v	106	465		
wood_resist_v	107	480		
wood_resist_v	108	495		
wood_resist_v	109	510		
wood_resist_v	110	525		
wood_resist_v	111	548		
wood_resist_v	112	570		
wood_resist_v	113	593		
wood_resist_v	114	593		
wood_resist_v	115	638		
wood_resist_v	116	660		
wood_resist_v	117	683		
wood_resist_v	118	705		
wood_resist_v	119	728		
wood_resist_v	120	750		
wood_resist_v	121	772		
wood_resist_v	122	795		
wood_resist_v	123	817		
wood_resist_v	124	840		
wood_resist_v	125	862		
wood_resist_v	126	885		
wood_resist_v	127	907		
wood_resist_v	128	930		
wood_resist_v	129	952		
wood_resist_v	130	975		
wood_resist_v	131	1005		
wood_resist_v	132	1035		
wood_resist_v	133	1065		
wood_resist_v	134	1095		
wood_resist_v	135	1125		
wood_resist_v	136	1155		
wood_resist_v	137	1185		
wood_resist_v	138	1215		
wood_resist_v	139	1245		
wood_resist_v	140	1275		
wood_resist_v	141	1305		
wood_resist_v	142	1335		
wood_resist_v	143	1365		
wood_resist_v	144	1395		
wood_resist_v	145	1425		
wood_resist_v	146	1455		
wood_resist_v	147	1485		
wood_resist_v	148	1515		
wood_resist_v	149	1545		
wood_resist_v	150	1575		
