Desc	ActEventID	EventType	Frame	EventName	EventParam1	EventParam2	EventParam3	EventParam4	EventParam5	EventParamStr
天忍刺杀术	3137	2	1	PlayEffect	701				3	
天忍刺杀术	3137	2	4	UnbindEffect	701					
魔焰在天	3138	2	1	PlayEffect	6705				-1	
魔焰在天	3138	2	4	CastSkill	3138					
死亡回旋	3140	1		CrossFade	1					
死亡回旋	3140	1		InstantDir	1000					
死亡回旋	3140	2	4	PlayEffect	6709				-1	
死亡回旋	3140	2	5	PlayEffect	6708				-1	
死亡回旋	3140	2	4	CastSkill	3140					
死亡回旋	3140	2	5	UnbindEffect	6709					
死亡回旋	3140	2	6	UnbindEffect	6708					
摄魂乱心	3142	2	4	PlayEffect	3722					
摄魂乱心	3142	2	4	CastSkill	738					
摄魂乱心	3142	2	4	CastSkill	3142					
摄魂乱心	3142	2	6	UnbindEffect	3722					
璇玑罗舞	3145	1		CrossFade	1					
璇玑罗舞	3145	1		InstantDir	1000					
璇玑罗舞	3145	1		PlayEffect	3806				-1	
璇玑罗舞	3145	2	3	UnbindEffect	3806					
璇玑罗舞	3145	2	2	CastSkill	3147					
璇玑罗舞	3145	2	3	CastSkill	3145					
璇玑罗舞	3145	3		CrossFade	600					
昆仑剑法1	3150	1		CrossFade	1					
昆仑剑法1	3150	1		InstantDir	1000					
昆仑剑法1	3150	2	3	PlayEffect	14101				-1	
昆仑剑法1	3150	2	5	CastSkill	3150					
昆仑剑法1	3150	2	5	UnbindEffect	14101					
昆仑剑法1	3150	3		CrossFade	100					
仙人指路	3151	1		CrossFade	1					
仙人指路	3151	1		InstantDir	1000					
仙人指路	3151	1		CastSkill	3152					
仙人指路	3151	1		PlayEffect	14106				-1	
仙人指路	3151	3		UnbindEffect	14106					
混沌剑阵	3153	1		CrossFade	1					
混沌剑阵	3153	1		InstantDir	1000					
混沌剑阵	3153	2	4	PlayEffect	14108				-1	
混沌剑阵	3153	2	5	CastSkill	3153					
混沌剑阵	3153	2	6	UnbindEffect	14108					
啸风三连	3155	1		CrossFade	1					
啸风三连	3155	1		InstantDir	1000					
啸风三连	3155	1		PlayEffect	14110				-1	
啸风三连	3155	2	3	CastSkill	3155					
啸风三连	3155	2	5	CastSkill	3155					
啸风三连	3155	2	8	CastSkill	3155					
啸风三连	3155	2	6	UnbindEffect	14110					
雷动九天	3156	1		CrossFade	1					
雷动九天	3156	1		InstantDir	1000					
雷动九天	3156	2	4	CastSkill	3156					
雷动九天	3156	3		CrossFade	500					
惊雷	3157	1		CastSkill	3157					
惊雷	3157	1		CastSkill	3160					
惊雷	3160	1		CastSkill	3160					
熊猫冲顶	3162	1		CrossFade	1					
熊猫冲顶	3162	1		InstantDir	35					
熊猫冲顶	3162	1		PlayEffect	833					
熊猫冲顶	3162	1		PlaySound	5912					
熊猫冲顶	3162	2	6	ClearEffect	833					
熊猫冲顶	3162	2	6	CastSkill	3163					
熊猫冲顶	3162	2	6	PlayEffect	834					
熊猫冲顶	3162	2	7	UnbindEffect	834					
召唤啵啵	3164	1		CrossFade	1					
召唤啵啵	3164	1		InstantDir	1000					
召唤啵啵	3164	1		PlayEffect	810					
召唤啵啵	3164	1		PlaySound	5908					
召唤啵啵	3164	2	4	CastSkill	3164					
召唤啵啵	3164	2	4	CastSkill	3165					
召唤啵啵	3164	2	1	UnbindEffect	810					
李元霸普攻	3201	1		CrossFade	1					
李元霸普攻	3201	1		InstantDir	1000					
李元霸普攻	3201	2	2	PlayEffect	9092				3	
李元霸普攻	3201	2	5	CastSkill	3201					
赵云普攻	3204	1		CrossFade	1					
赵云普攻	3204	1		InstantDir	1000					
赵云普攻	3204	1		PlayEffect	13204					
赵云普攻	3204	2	3	CastSkill	3204					
赵云普攻	3204	3		UnbindEffect	13204					
七探蛇盘_子1	3206	1		RetsetPos						
七探蛇盘_子1	3206	1		CrossFade	1					
七探蛇盘_子1	3206	1		InstantDir	1000					
七探蛇盘_子1	3206	1		PlayEffect	13206					
七探蛇盘_子1	3206	2	6	CastSkill	3206					
七探蛇盘_子2	3207	2	3	PlayEffect	508					
七探蛇盘_子2	3207	3		CrossFade	1					
七探蛇盘_子2	3207	3		UnbindEffect	508					
李广普攻	3208	1		CrossFade	1					
李广普攻	3208	1		InstantDir	1000					
李广普攻	3208	2	5	PlayEffect	6402					
李广普攻	3208	2	5	CastSkill	3208					
李广普攻	3208	3		UnbindEffect	6401					
射石搏虎	3209	1		CrossFade	1					
射石搏虎	3209	1		InstantDir	1000					
射石搏虎	3209	2	5	PlayEffect	6402					
射石搏虎	3209	2	5	CastSkill	3209					
射石搏虎	3209	3		UnbindEffect	6401					
护驾攻击_子1	3228	1		RetsetPos						
护驾攻击_子1	3228	1		CrossFade	1					
护驾攻击_子1	3228	1		InstantDir	1000					
护驾攻击_子1	3228	1		PlayEffect	18					
护驾攻击_子1	3228	2	1	CastSkill	3230					
护驾攻击_子1	3228	2	1	PlayEffect	2917					
护驾攻击_子1	3228	2	4	CastSkill	3228					
护驾攻击_子1	3228	2	3	UnbindEffect	18					
护驾攻击_子1	3228	2	4	UnbindEffect	2917					
护驾攻击_子2	3229	2	3	PlayEffect	508					
护驾攻击_子2	3229	3		CrossFade	1					
护驾攻击_子2	3229	3		UnbindEffect	18					
猛扑	3213	1		CrossFade	1					
猛扑	3213	1		InstantDir	35					
猛扑	3213	2	5	CastSkill	3214					
猛扑_子	3214	1		CastSkill	3214					
九宫飞星	3278	1		CrossFade	1					
九宫飞星	3278	1		InstantDir	1000					
九宫飞星	3278	1		PlayEffect	14012				-1	
九宫飞星	3278	1		CastSkill	3280					
九宫飞星	3278	2	1	UnbindEffect	14012					
九宫飞星	3278	2	4	CastSkill	3278					
九宫飞星	3278	2	11	UnbindEffect	14013					
完颜洪烈普攻	3281	1		CrossFade	1					
完颜洪烈普攻	3281	1		InstantDir	1000					
完颜洪烈普攻	3281	2	5	CastSkill	3281					
风卷尘沙	3283	1		CrossFade	1					
风卷尘沙	3283	1		InstantDir	1000					
风卷尘沙	3283	2	6	CastSkill	3283					
何人我普攻	3291	1		CrossFade	1					
何人我普攻	3291	1		InstantDir	1000					
何人我普攻	3291	1		PlayEffect	13291					
何人我普攻	3291	2	5	CastSkill	3291					
李元霸普攻	3301	1		CrossFade	1					
李元霸普攻	3301	1		InstantDir	1000					
李元霸普攻	3301	2	2	PlayEffect	2923				3	
李元霸普攻	3301	2	5	CastSkill	3301					
十二擒龙手	3304	2	2	PlayEffect	272					
十二擒龙手	3304	2	3	UnbindEffect	272					
十二擒龙手	3304	2	6	CastSkill	3304					
赵云普攻	3307	1		CrossFade	1					
赵云普攻	3307	1		InstantDir	1000					
赵云普攻	3307	1		PlayEffect	13204					
赵云普攻	3307	2	3	CastSkill	3307					
赵云普攻	3307	3		UnbindEffect	13204					
七探蛇盘_子1	3310	1		RetsetPos						
七探蛇盘_子1	3310	1		CrossFade	1					
七探蛇盘_子1	3310	1		InstantDir	1000					
七探蛇盘_子1	3310	1		PlayEffect	13206					
七探蛇盘_子1	3310	2	6	CastSkill	3310					
七探蛇盘_子2	3311	2	3	PlayEffect	508					
七探蛇盘_子2	3311	3		CrossFade	1					
七探蛇盘_子2	3311	3		UnbindEffect	508					
天王锤法	3328	1		CrossFade	1					
天王锤法	3328	1		InstantDir	1000					
天王锤法	3328	1	0	LinkSkillInit	20	3329				
天王锤法	3328	2	1	CanDoSkill						
天王锤法	3328	2	4	CastSkill	3328					
天王锤法	3328	1		PlayEffect	9091				3	
天王锤法	3328	2	5	CanDoRun						
天王锤法	3328	2	5	CastLinkSkill						
惊雷诀	3329	1		CrossFade	1					
惊雷诀	3329	1		InstantDir	1000					
惊雷诀	3329	2	1	CanDoSkill						
惊雷诀	3329	2	4	CastSkill	3329					
惊雷诀	3329	1	0	LinkSkillInit	20	3330				
惊雷诀	3329	1		PlayEffect	202					
惊雷诀	3329	2	6	CanDoRun						
惊雷诀	3329	2	6	CastLinkSkill						
降龙诀	3330	1		CrossFade	1					
降龙诀	3330	1		InstantDir	1000					
降龙诀	3330	1	0	LinkSkillInit	20	3331				
降龙诀	3330	2	1	CanDoSkill						
降龙诀	3330	2	4	CastSkill	3330					
降龙诀	3330	2	6	CanDoRun						
降龙诀	3330	2	8	CastLinkSkill						
降龙诀	3330	1		PlayEffect	203					
破天诀	3331	1		CrossFade	500					
破天诀	3331	1		InstantDir	1000					
破天诀	3331	2	1	CanDoSkill						
破天诀	3331	2	4	CastSkill	3331					
破天诀	3331	2	0	PlayEffect	204					
破天诀	3331	2	8	CanDoRun						
逍遥枪法1	3332	1		CrossFade	1					
逍遥枪法1	3332	1		InstantDir	1000					
逍遥枪法1	3332	2	3	CastSkill	3332					
逍遥枪法1	3332	1	0	LinkSkillInit	20	3333				
逍遥枪法1	3332	2	1	CanDoSkill						
逍遥枪法1	3332	2	0	PlayEffect	501					
逍遥枪法1	3332	2	5	CanDoRun						
逍遥枪法1	3332	2	5	CastLinkSkill						
逍遥枪法2	3333	1		CrossFade	1					
逍遥枪法2	3333	1		InstantDir	1000					
逍遥枪法2	3333	2	4	CastSkill	3333					
逍遥枪法2	3333	1	0	LinkSkillInit	20	3334				
逍遥枪法2	3333	2	1	CanDoSkill						
逍遥枪法2	3333	2	0	PlayEffect	502					
逍遥枪法2	3333	2	6	CanDoRun						
逍遥枪法2	3333	2	6	CastLinkSkill						
逍遥枪法3	3334	1		CrossFade	1					
逍遥枪法3	3334	1		InstantDir	1000					
逍遥枪法3	3334	1		LinkSkillInit	20	3335				
逍遥枪法3	3334	2	1	CanDoSkill						
逍遥枪法3	3334	2	0	PlayEffect	503					
逍遥枪法3	3334	2	4	CastSkill	3334					
逍遥枪法3	3334	2	6	CanDoRun						
逍遥枪法3	3334	2	8	CastLinkSkill						
逍遥枪法3	3334	2	4	MovePos	60	25	150			
逍遥枪法4	3335	1		CrossFade	1					
逍遥枪法4	3335	1		InstantDir	1000					
逍遥枪法4	3335	2	1	CanDoSkill						
逍遥枪法4	3335	2	4	CastSkill	3335					
逍遥枪法4	3335	2	0	PlayEffect	504					
逍遥枪法4	3335	2	8	CanDoRun						
逍遥枪法4	3335	2	4	MovePos	60	25	150			
峨眉剑术1	3336	1		CrossFade	1					
峨眉剑术1	3336	1		InstantDir	1000					
峨眉剑术1	3336	1		LinkSkillInit	20	3337				
峨眉剑术1	3336	1		PlayEffect	301					
峨眉剑术1	3336	2	1	CanDoSkill						
峨眉剑术1	3336	2	3	CastSkill	3336					
峨眉剑术1	3336	2	5	CastLinkSkill						
峨眉剑术1	3336	2	5	CanDoRun						
峨眉剑术2	3337	1		CrossFade	1					
峨眉剑术2	3337	1		InstantDir	1000					
峨眉剑术2	3337	1		LinkSkillInit	20	3338				
峨眉剑术2	3337	1		PlayEffect	302					
峨眉剑术2	3337	2	1	CanDoSkill						
峨眉剑术2	3337	2	2	CastSkill	3337					
峨眉剑术2	3337	2	7	CastLinkSkill						
峨眉剑术2	3337	2	5	CanDoRun						
峨眉剑术3	3338	1		CrossFade	1					
峨眉剑术3	3338	1		InstantDir	1000					
峨眉剑术3	3338	1		LinkSkillInit	20	3339				
峨眉剑术3	3338	1		PlayEffect	303					
峨眉剑术3	3338	2	1	CanDoSkill						
峨眉剑术3	3338	2	3	CastSkill	3338					
峨眉剑术3	3338	2	10	CastLinkSkill						
峨眉剑术3	3338	2	8	CanDoRun						
峨眉剑术4	3339	1		CrossFade	1					
峨眉剑术4	3339	1		InstantDir	1000					
峨眉剑术4	3339	1		PlayEffect						
峨眉剑术4	3339	2	1	CanDoSkill						
峨眉剑术4	3339	2	3	CastSkill	3339					
峨眉剑术4	3339	2	6	CanDoRun						
峨眉剑术4	3339	3		CrossFade	500					
桃花箭术	3340	1		CrossFade	1					
桃花箭术	3340	1		InstantDir	1000					
桃花箭术	3340	2	1	CanDoSkill						
桃花箭术	3340	2	1	CastSkill	3340					
桃花箭术	3340	1	0	LinkSkillInit	20	3341				
桃花箭术	3340	1	0	PlayEffect	6401					
桃花箭术	3340	2	5	CanDoRun						
桃花箭术	3340	2	5	CastLinkSkill	1					
桃花箭术	3340	3		UnbindEffect	6401					
桃花箭术2	3341	1		CrossFade	500					
桃花箭术2	3341	1		InstantDir	1000					
桃花箭术2	3341	2	1	CanDoSkill						
桃花箭术2	3341	2	3	CastSkill	3341					
桃花箭术2	3341	1	0	LinkSkillInit	20	3342				
桃花箭术2	3341	2	1	PlayEffect	6402					
桃花箭术2	3341	2	6	CanDoRun						
桃花箭术2	3341	2	5	CastLinkSkill	1					
桃花箭术2	3341	3		UnbindEffect	6402					
桃花箭术3	3342	1		CrossFade	500					
桃花箭术3	3342	1		InstantDir	1000					
桃花箭术3	3342	2	1	CanDoSkill						
桃花箭术3	3342	2	3	CastSkill	3342					
桃花箭术3	3342	1	0	LinkSkillInit	20	3343				
桃花箭术3	3342	2	1	PlayEffect	6402					
桃花箭术3	3342	2	8	CanDoRun						
桃花箭术3	3342	2	7	CastLinkSkill	1					
桃花箭术3	3342	3		UnbindEffect	6402					
桃花箭术4	3343	1		CrossFade	500					
桃花箭术4	3343	1		InstantDir	1000					
桃花箭术4	3343	2	1	CanDoSkill						
桃花箭术4	3343	2	5	CastSkill	3343					
桃花箭术4	3343	1	0	PlayEffect	6403					
桃花箭术4	3343	2	8	CanDoRun						
桃花箭术4	3343	3		UnbindEffect	6403					
剥及而复	3344	1		CrossFade	1					
剥及而复	3344	1		InstantDir	1000					
剥及而复	3344	2	5	CastSkill	3344					
猛扑	3347	1		CrossFade	1					
猛扑	3347	1		InstantDir	35					
猛扑	3347	2	5	PlayEffect	18					
猛扑	3347	2	5	CastSkill	3348					
猛扑	3347	2	6	UnbindEffect	18					
猛扑_子	3348	1		CastSkill	3348					
至尊咆哮	3355	1		CrossFade	1					
至尊咆哮	3355	1		InstantDir	35					
至尊咆哮	3355	2	5	PlayEffect	208					
至尊咆哮	3355	2	5	CastSkill	3355					
至尊咆哮	3355	2	6	UnbindEffect	208					
扔雪球	3359	1		CrossFade	1					
扔雪球	3359	1		InstantDir	1000					
扔雪球	3359	1		PlayEffect	13359				-1	
扔雪球	3359	2		CastSkill	3359					
扔雪球	3359	2	1	UnbindEffect	13359					
雪金针	3360	1		CrossFade	1					
雪金针	3360	1		InstantDir	1000					
雪金针	3360	2	5	CastSkill	3360					
唐门暗器	3401	1		CrossFade	1					
唐门暗器	3401	1		InstantDir	1000					
唐门暗器	3401	1		LinkSkillInit	20	3402				
唐门暗器	3401	1		PlayEffect	14001				-1	
唐门暗器	3401	1		PlaySound	5921					
唐门暗器	3401	2	1	UnbindEffect	14001					
唐门暗器	3401	2	1	CanDoSkill						
唐门暗器	3401	2	2	CastSkill	3401					
唐门暗器	3401	2	2	PlayShake	30	100	1	1		
唐门暗器	3401	2	3	CanDoRun						
唐门暗器	3401	2	4	CastLinkSkill						
唐门暗器2	3402	1		CrossFade	1					
唐门暗器2	3402	1		InstantDir	1000					
唐门暗器2	3402	1		LinkSkillInit	20	3403				
唐门暗器2	3402	1		PlayEffect	14002				-1	
唐门暗器2	3402	1		PlaySound	5921					
唐门暗器2	3402	2	1	UnbindEffect	14002					
唐门暗器2	3402	2	1	CanDoSkill						
唐门暗器2	3402	2	2	CastSkill	3402					
唐门暗器2	3402	2	2	PlayShake	30	100	1	1		
唐门暗器2	3402	2	3	CanDoRun						
唐门暗器2	3402	2	3	CastLinkSkill						
唐门暗器3	3403	1		CrossFade	1					
唐门暗器3	3403	1		InstantDir	1000					
唐门暗器3	3403	1		LinkSkillInit	20	3404				
唐门暗器3	3403	1		PlayEffect	14003				-1	
唐门暗器3	3403	1		PlaySound	5921					
唐门暗器3	3403	2	1	UnbindEffect	14003					
唐门暗器3	3403	2	1	CanDoSkill						
唐门暗器3	3403	2	3	CastSkill	3403					
唐门暗器3	3403	2	4	PlayShake	30	100	1	1		
唐门暗器3	3403	2	4	CanDoRun						
唐门暗器3	3403	2	5	CastLinkSkill						
唐门暗器4	3404	1		CrossFade	1					
唐门暗器4	3404	1		InstantDir	1000					
唐门暗器4	3404	1		PlayEffect	14004				-1	
唐门暗器4	3404	1		PlayEffect	34004				-1	
唐门暗器4	3404	1		PlaySound	5922					
唐门暗器4	3404	2	1	UnbindEffect	14004					
唐门暗器4	3404	2	1	UnbindEffect	34004					
唐门暗器4	3404	2	1	CanDoSkill						
唐门暗器4	3404	2	5	CastSkill	3404					
唐门暗器4	3404	2	6	PlayShake	60	160	1	1		
唐门暗器4	3404	2	9	CanDoRun						
唐门暗器4	3404	3		CrossFade	500					
缠身刺	3405	1		CrossFade	1					
缠身刺	3405	1		PlaySound	5923					
缠身刺	3405	2	2	PlayEffect	14006				-1	
缠身刺	3405	2	3	UnbindEffect	14006					
缠身刺	3405	2	3	PlayShake	40	180	1	1		
缠身刺	3405	2	5	CastSkill	3405					
缠身刺	3405	2	8	CanDoRun						
缠身刺	3405	3		CrossFade	300					
暴雨梨花	3407	1		CrossFade	1					
暴雨梨花	3407	1		PlaySound	5925					
暴雨梨花	3407	2	2	PlayEffect	14008				-1	
暴雨梨花	3407	2	2	CastSkill	3407					
暴雨梨花	3407	2	2	PlayShake	40	180	1	1		
暴雨梨花	3407	2	3	UnbindEffect	14008					
暴雨梨花	3407	2	5	CanDoRun						
暴雨梨花	3407	3		CrossFade	200					
迷影纵	3409	1		CrossFade	1					
迷影纵	3409	1		IgnoreSpeState	1					
迷影纵	3409	1		InstantDir	1000					
迷影纵	3409	1		PlaySound	5927					
迷影纵	3409	2	0	PlayEffect	14010				-1	
迷影纵	3409	2	1	SetSkillCD						
迷影纵	3409	2	1	UnbindEffect	14010					
迷影纵	3409	2	2	BodyVisable	0					
迷影纵	3409	2	4	BodyVisable	1					
迷影纵	3409	2	8	CanDoRun						
迷影纵	3409	3		BodyVisable	1					
迷影纵	3409	3		DoCallScript	2					
九宫飞星	3410	1		CrossFade	1					
九宫飞星	3410	1		InstantDir	1000					
九宫飞星	3410	1		PlayEffect	14012				-1	
九宫飞星	3410	1		PlaySound	5927					
九宫飞星	3410	1		CastSkill	3413					
九宫飞星	3410	2	1	UnbindEffect	14012					
九宫飞星	3410	2	4	CastSkill	3410					
九宫飞星	3410	2	10	PlayShake	80	200	1	1		
九宫飞星	3410	2	10	PlayEffect	14013				-1	
九宫飞星	3410	2	11	UnbindEffect	14013					
九宫飞星	3410	2	12	CanDoRun						
九宫飞星	3410	3		CrossFade	400					
昆仑剑法1	3414	1		CrossFade	1					
昆仑剑法1	3414	1		InstantDir	1000					
昆仑剑法1	3414	1		PlaySound	5941					
昆仑剑法1	3414	1		PlayEffect	14101				-1	
昆仑剑法1	3414	1		LinkSkillInit	20	3415				
昆仑剑法1	3414	2	1	UnbindEffect	14101					
昆仑剑法1	3414	2	1	CanDoSkill						
昆仑剑法1	3414	2	2	CastSkill	3414					
昆仑剑法1	3414	2	2	PlayShake	30	120	1	1		
昆仑剑法1	3414	2	2	CanDoRun						
昆仑剑法1	3414	2	2	MovePos	20	20	100			
昆仑剑法1	3414	2	3	CastLinkSkill						
昆仑剑法1	3414	3		CrossFade	100					
昆仑剑法2	3415	1		CrossFade	1					
昆仑剑法2	3415	1		InstantDir	1000					
昆仑剑法2	3415	1		LinkSkillInit	20	3416				
昆仑剑法2	3415	1		PlayEffect	14102				-1	
昆仑剑法2	3415	1		PlaySound	5942					
昆仑剑法2	3415	2	1	UnbindEffect	14102					
昆仑剑法2	3415	2	1	CanDoSkill						
昆仑剑法2	3415	2	2	CastSkill	3415					
昆仑剑法2	3415	2	2	PlayShake	30	120	1	1		
昆仑剑法2	3415	2	2	CanDoRun						
昆仑剑法2	3415	2	2	MovePos	40	40	150			
昆仑剑法2	3415	2	3	CastLinkSkill						
昆仑剑法2	3415	3		CrossFade	300					
昆仑剑法3	3416	1		CrossFade	1					
昆仑剑法3	3416	1		InstantDir	1000					
昆仑剑法3	3416	1		LinkSkillInit	20	3417				
昆仑剑法3	3416	1		PlaySound	5943					
昆仑剑法3	3416	1		PlayEffect	14103				-1	
昆仑剑法3	3416	2	1	CanDoSkill						
昆仑剑法3	3416	2	3	PlayShake	30	150	1	1		
昆仑剑法3	3416	2	4	CastSkill	3416					
昆仑剑法3	3416	2	4	MovePos	70	50	130			
昆仑剑法3	3416	2	4	CanDoRun						
昆仑剑法3	3416	2	4	UnbindEffect	14103					
昆仑剑法3	3416	2	5	CastLinkSkill						
昆仑剑法3	3416	3		CrossFade	300					
昆仑剑法4	3417	1		CrossFade	1					
昆仑剑法4	3417	1		InstantDir	1000					
昆仑剑法4	3417	1		PlaySound	5944					
昆仑剑法4	3417	1		PlayEffect	14104				-1	
昆仑剑法4	3417	2	1	CanDoSkill						
昆仑剑法4	3417	2	7	CastSkill	3417					
昆仑剑法4	3417	2	7	MovePos	60	60	150			
昆仑剑法4	3417	2	7	UnbindEffect	14104					
昆仑剑法4	3417	2	8	PlayShake	120	180	1	1		
昆仑剑法4	3417	2	8	UnbindEffect	14104					
昆仑剑法4	3417	2	10	CanDoRun						
昆仑剑法4	3417	3		CrossFade	500					
仙人指路	3418	1		CrossFade	1					
仙人指路	3418	1		InstantDir	1000					
仙人指路	3418	1		PlaySound	5945					
仙人指路	3418	1		CastSkill	3419					
仙人指路	3418	1		PlayEffect	14106				-1	
仙人指路	3418	2	8	CanDoRun						
仙人指路	3418	3		UnbindEffect	14106					
混沌剑阵	3420	1		CrossFade	1					
混沌剑阵	3420	1		InstantDir	1000					
混沌剑阵	3420	1		PlaySound	5947					
混沌剑阵	3420	2	4	PlayShake	50	120	1	1		
混沌剑阵	3420	2	4	PlayEffect	14108				-1	
混沌剑阵	3420	2	5	CastSkill	3420					
混沌剑阵	3420	2	6	UnbindEffect	14108					
混沌剑阵	3420	2	8	CanDoRun						
啸风三连	3422	1		CrossFade	1					
啸风三连	3422	1		InstantDir	1000					
啸风三连	3422	1		PlayEffect	14110				-1	
啸风三连	3422	1		PlaySound	5946					
啸风三连	3422	2	3	CastSkill	3422					
啸风三连	3422	2	5	CastSkill	3422					
啸风三连	3422	2	8	CastSkill	3422					
啸风三连	3422	2	6	UnbindEffect	14110					
啸风三连	3422	2	9	CanDoRun						
雷动九天	3423	1		CrossFade	1					
雷动九天	3423	1		InstantDir	1000					
雷动九天	3423	1		CastSkill	3423					
雷动九天	3423	1		PlaySound	5948					
雷动九天	3423	2	4	PlayShake	80	180	1	1		
雷动九天	3423	2	4	PlayEffect	14112				-1	
雷动九天	3423	2	5	UnbindEffect	14112					
雷动九天	3423	2	8	CanDoRun						
雷动九天	3423	3		CrossFade	500					
唐门轻功	3427	1		PlaySound	2004					
唐门轻功	3427	1		PlayEffect	5				15	
唐门轻功	3427	3		DoCommonAct	30	3432				
唐门轻功	3427	2	16	ClearEffect	5					
唐门过场轻功	3428	1		PlaySound	2004					
唐门过场轻功	3428	1		PlayEffect	5					
唐门过场轻功	3428	1		ShadowActive	0					
唐门过场轻功	3428	3		ClearEffect	5					
唐门过场轻功	3428	3		ShadowActive	1					
唐门城市轻功2段	3430	1		PlaySound	2004					
唐门城市轻功2段	3430	1		PlayEffect	5					
唐门城市轻功2段	3430	1		ShadowActive	0					
唐门城市轻功2段	3430	3		ClearEffect	5					
唐门城市轻功2段	3430	3		ShadowActive	1					
唐门轻功落地	3432	1		CrossFade	1000					
唐门轻功落地	3432	2	1	PlayEffect	1010					
唐门轻功落地	3432	2	4	CanDoRun						
唐门轻功落地	3432	3		CrossFade	800					
唐门手动轻功	3433	1		PlaySound	2004					
唐门手动轻功	3433	1		SetSkillCD						
唐门手动轻功	3433	2	3	PlayEffect	1009					
唐门手动轻功	3433	2	4	UnbindEffect	1009					
唐门手动轻功	3433	3		DoCommonAct	30	3432				
昆仑轻功	3435	1		PlaySound	2004					
昆仑轻功	3435	1		PlayEffect	5				15	
昆仑轻功	3435	3		DoCommonAct	30	3440				
昆仑轻功	3435	2	16	ClearEffect	5					
昆仑过场轻功	3436	1		PlaySound	2004					
昆仑过场轻功	3436	1		PlayEffect	5					
昆仑过场轻功	3436	1		ShadowActive	0					
昆仑过场轻功	3436	3		ClearEffect	5					
昆仑过场轻功	3436	3		ShadowActive	1					
昆仑城市轻功2段	3438	1		PlaySound	2004					
昆仑城市轻功2段	3438	1		PlayEffect	5					
昆仑城市轻功2段	3438	1		ShadowActive	0					
昆仑城市轻功2段	3438	3		ClearEffect	5					
昆仑城市轻功2段	3438	3		ShadowActive	1					
昆仑轻功落地	3440	1		CrossFade	1000					
昆仑轻功落地	3440	2	1	PlayEffect	1010					
昆仑轻功落地	3440	2	4	CanDoRun						
昆仑轻功落地	3440	3		CrossFade	800					
昆仑手动轻功	3441	1		PlaySound	2004					
昆仑手动轻功	3441	1		SetSkillCD						
昆仑手动轻功	3441	2	3	PlayEffect	1009					
昆仑手动轻功	3441	2	4	UnbindEffect	1009					
昆仑手动轻功	3441	3		DoCommonAct	30	3440				
高级·霸王怒吼_子	3446	1		CastSkill	3446					
丐帮轻功	3461	1		PlaySound	2004					
丐帮轻功	3461	1		PlayEffect	5				15	
丐帮轻功	3461	3		DoCommonAct	30	3466				
丐帮轻功	3461	2	16	ClearEffect	5					
丐帮过场轻功	3462	1		PlaySound	2004					
丐帮过场轻功	3462	1		PlayEffect	5					
丐帮过场轻功	3462	1		ShadowActive	0					
丐帮过场轻功	3462	3		ClearEffect	5					
丐帮过场轻功	3462	3		ShadowActive	1					
丐帮城市轻功2段	3464	1		PlaySound	2004					
丐帮城市轻功2段	3464	1		PlayEffect	5					
丐帮城市轻功2段	3464	1		ShadowActive	0					
丐帮城市轻功2段	3464	3		ClearEffect	5					
丐帮城市轻功2段	3464	3		ShadowActive	1					
丐帮轻功落地	3466	1		CrossFade	1000					
丐帮轻功落地	3466	2	1	PlayEffect	1010					
丐帮轻功落地	3466	2	4	CanDoRun						
丐帮轻功落地	3466	3		CrossFade	800					
丐帮手动轻功	3467	1		PlaySound	2004					
丐帮手动轻功	3467	1		SetSkillCD						
丐帮手动轻功	3467	2	3	PlayEffect	1009					
丐帮手动轻功	3467	2	4	UnbindEffect	1009					
丐帮手动轻功	3467	3		DoCommonAct	30	3466				
五毒轻功	3469	1		PlaySound	2004					
五毒轻功	3469	1		PlayEffect	5				15	
五毒轻功	3469	3		DoCommonAct	30	3474				
五毒轻功	3469	2	16	ClearEffect	5					
五毒过场轻功	3470	1		PlaySound	2004					
五毒过场轻功	3470	1		PlayEffect	5					
五毒过场轻功	3470	1		ShadowActive	0					
五毒过场轻功	3470	3		ClearEffect	5					
五毒过场轻功	3470	3		ShadowActive	1					
五毒城市轻功2段	3472	1		PlaySound	2004					
五毒城市轻功2段	3472	1		PlayEffect	5					
五毒城市轻功2段	3472	1		ShadowActive	0					
五毒城市轻功2段	3472	3		ClearEffect	5					
五毒城市轻功2段	3472	3		ShadowActive	1					
五毒轻功落地	3474	1		CrossFade	1000					
五毒轻功落地	3474	2	1	PlayEffect	1010					
五毒轻功落地	3474	2	4	CanDoRun						
五毒轻功落地	3474	3		CrossFade	800					
五毒手动轻功	3475	1		PlaySound	2004					
五毒手动轻功	3475	1		SetSkillCD						
五毒手动轻功	3475	2	3	PlayEffect	1009					
五毒手动轻功	3475	2	4	UnbindEffect	1009					
五毒手动轻功	3475	3		DoCommonAct	30	3474				
丐帮掌法	3477	1		CrossFade	1					
丐帮掌法	3477	1		InstantDir	1000					
丐帮掌法	3477	2	3	PlaySound	5961					
丐帮掌法	3477	2	3	CastSkill	3477					
丐帮掌法	3477	1	0	LinkSkillInit	20	3478				
丐帮掌法	3477	2	1	CanDoSkill						
丐帮掌法	3477	2	0	PlayEffect	14201				-1	
丐帮掌法	3477	2	1	UnbindEffect	14201					
丐帮掌法	3477	2	4	CanDoRun						
丐帮掌法	3477	2	4	CastLinkSkill						
