GoodsId	TemplateId	Name	Price	MoneyType	ShopType	SubType	Sort	Discount	LimitType	LimitNum	HotTip	TimeFrame	CloseTimeFrame	MinLevel	ShowLevel	ShowVipLevel	OpenTime	CloseTime	ForbidStall	version_tx	version_vn	version_hk	version_xm	version_en	version_kor	version_th
7122	4831	头像框·武林十大美女（1年）	8000	SilverBoard	Dress	tabDressOtherShop	122							999	999	25				1	1	1	1	1	1	1
7123	4832	头像框·本服十大美女（1年）	8000	SilverBoard	Dress	tabDressOtherShop	123							999	999	25				1	1	1	1	1	1	1
7124	6445	头像框·荷塘月色	8000	SilverBoard	Dress	tabDressOtherShop	124							999	999	25				1	1	1	1	1	1	1
7125	6804	头像框·新剑侠情缘庆典	8000	SilverBoard	Dress	tabDressOtherShop	125							999	999	25				1	1	1	1	1	1	1
7126	7054	头像框·丝路流沙	8000	SilverBoard	Dress	tabDressOtherShop	126							999	999	25				1	1	1	1	1	1	1
7127	7343	头像框·圣诞快乐	8000	SilverBoard	Dress	tabDressOtherShop	127							999	999	25				1	1	1	1	1	1	1
7128	3586	头像框·盛典上宾（60天）	8000	SilverBoard	Dress	tabDressOtherShop	128							999	999	25				1	1	1	1	1	1	1
7129	3699	头像框·如意吉祥	8000	SilverBoard	Dress	tabDressOtherShop	129							999	999	25				1	1	1	1	1	1	1
7130	3357	头像框·华山论剑（30天）	8000	SilverBoard	Dress	tabDressOtherShop	130							999	999	25				1	1	1	1	1	1	1
7131	3358	头像框·门派评选（30天）	8000	SilverBoard	Dress	tabDressOtherShop	131							999	999	25				1	1	1	1	1	1	1
7132	3359	头像框·暂无使用	8000	SilverBoard	Dress	tabDressOtherShop	132							999	999	25				1	1	1	1	1	1	1
7133	3360	头像框·家族宝贝	8000	SilverBoard	Dress	tabDressOtherShop	133							999	999	25				1	1	1	1	1	1	1
7134	3361	头像框·剑侠V13	8000	SilverBoard	Dress	tabDressOtherShop	134							999	999	25				1	1	1	1	1	1	1
7135	3362	头像框·剑侠V15	8000	SilverBoard	Dress	tabDressOtherShop	135							999	999	25				1	1	1	1	1	1	1
7136	3363	头像框·剑侠V18	8000	SilverBoard	Dress	tabDressOtherShop	136							999	999	25				1	1	1	1	1	1	1
7137	7728	头像框·本服十大声音	14019	SilverBoard	Dress	tabDressOtherShop	137							999	999	25				1	1	1	1	1	1	1
7138	7729	头像框·本服最佳声音	14020	SilverBoard	Dress	tabDressOtherShop	138							999	999	25				1	1	1	1	1	1	1
7139	7320	头像框·年度通天塔登顶豪侠（1年）	14009	SilverBoard	Dress	tabDressOtherShop	139							999	999	25				1	1	1	1	1	1	1
7140	11934	头像框·夏树苍翠	160042	SilverBoard	Dress	tabDressOtherShop	140							999	999	25				1	1	1	1	1	1	1
7141	11935	头像框·荷塘月色	160043	SilverBoard	Dress	tabDressOtherShop	141							999	999	25				1	1	1	1	1	1	1
7142	11936	头像框·繁荣兴旺	160044	SilverBoard	Dress	tabDressOtherShop	142							999	999	25				1	1	1	1	1	1	1
7143	11937	头像框·冬日寄情	160045	SilverBoard	Dress	tabDressOtherShop	143							999	999	25				1	1	1	1	1	1	1
7144	12028	头像框·超核玩家	160090	SilverBoard	Dress	tabDressOtherShop	144							999	999	25				1	1	1	1	1	1	1
7145	11780	头像框任选箱	30000	SilverBoard	Dress	tabDressOtherShop	145							999	999	25				1	1	1	1	1	1	1
7146	11916	丝路流纱衣服染色谱	160029	SilverBoard	Dress	tabDressOtherShop	146							999	999	25				1	1	1	1	1	1	1
7147	11917	丝路流纱头饰染色谱	160030	SilverBoard	Dress	tabDressOtherShop	147							999	999	25				1	1	1	1	1	1	1
7148	11918	风华绝代衣服染色谱	160031	SilverBoard	Dress	tabDressOtherShop	148							999	999	25				1	1	1	1	1	1	1
7149	11919	风华绝代头饰染色谱	160032	SilverBoard	Dress	tabDressOtherShop	149							999	999	25				1	1	1	1	1	1	1
7150	7384	丝路流纱衣服染色谱	14010	SilverBoard	Dress	tabDressOtherShop	150							999	999	25				1	1	1	1	1	1	1
7151	7385	丝路流纱头饰染色谱	14011	SilverBoard	Dress	tabDressOtherShop	151							999	999	25				1	1	1	1	1	1	1
7152	11944	<风华绝代>限定偏色宝箱	160052	SilverBoard	Dress	tabDressOtherShop	152													1	1	1	1	1	1	1
7153	11945	<丝路流纱>限定偏色宝箱	160053	SilverBoard	Dress	tabDressOtherShop	153													1	1	1	1	1	1	1
7154	7724	前缀·声名鹊起	14015	SilverBoard	Dress	tabDressOtherShop	154							999	999	25				1	1	1	1	1	1	1
7155	7725	前缀·空谷传声	14016	SilverBoard	Dress	tabDressOtherShop	155							999	999	25				1	1	1	1	1	1	1
7156	7726	前缀·声动梁尘	14017	SilverBoard	Dress	tabDressOtherShop	156							999	999	25				1	1	1	1	1	1	1
7157	4828	前缀·武林第一美女（1年）	30000	SilverBoard	Dress	tabDressOtherShop	157							999	999	25				1	1	1	1	1	1	1
7158	7732	前缀·头号知音	14023	SilverBoard	Dress	tabDressOtherShop	158							999	999	25				1	1	1	1	1	1	1
7159	3585	前缀·盛典上宾（60天）	15000	SilverBoard	Dress	tabDressOtherShop	159							999	999	25				1	1	1	1	1	1	1
7160	5252	前缀·国色天香（1年）	15000	SilverBoard	Dress	tabDressOtherShop	160							999	999	25				1	1	1	1	1	1	1
7161	6008	前缀·武林至尊（1年）	15000	SilverBoard	Dress	tabDressOtherShop	161							999	999	25				1	1	1	1	1	1	1
7162	6358	邪魅狷狂无敌宝箱	20000	SilverBoard	Dress	tabDressOtherShop	162													1	1	1	1	1	1	1
7163	6020	浮光若梦盛典箱	20000	SilverBoard	Dress	tabDressOtherShop	163													1	1	1	1	1	1	1
7164	6021	浮光若梦豪华箱	25000	SilverBoard	Dress	tabDressOtherShop	164													1	1	1	1	1	1	1
7165	6867	浮光若梦豪华宝箱	30000	SilverBoard	Dress	tabDressOtherShop	165													1	1	1	1	1	1	1
7166	6868	邪魅狷狂豪华宝箱	30000	SilverBoard	Dress	tabDressOtherShop	166													1	1	1	1	1	1	1
7167	7068	丝路流沙豪华宝箱	30000	SilverBoard	Dress	tabDressOtherShop	167													1	1	1	1	1	1	1
7168	7160	<枫华绝代>豪华宝箱	30000	SilverBoard	Dress	tabDressOtherShop	168													1	1	1	1	1	1	1
7169	10602	翩燕流云豪华宝箱	70025	SilverBoard	Dress	tabDressOtherShop	169													1	1	1	1	1	1	1
7170	10490	江湖绝学·风虎云龙·原本	100000	SilverBoard	Dress	tabDressOtherShop	170							119	119	11				1	1	1	1	1	1	1
7171	10491	江湖绝学·挥袂生风·原本	100000	SilverBoard	Dress	tabDressOtherShop	171							119	119	11				1	1	1	1	1	1	1
7172	9404	绝学断篇宝箱（普通）	500	SilverBoard	Dress	tabDressOtherShop	172							999	999	25				1	1	1	1	1	1	1
7173	9405	绝学断篇宝箱（高级）	1000	SilverBoard	Dress	tabDressOtherShop	173							49	49	11				1	1	1	1	1	1	1
7174	9406	绝学秘本宝箱（普通）	500	SilverBoard	Dress	tabDressOtherShop	174							999	999	25				1	1	1	1	1	1	1
7175	9407	绝学秘本宝箱（高级）	1000	SilverBoard	Dress	tabDressOtherShop	175							49	49	11				1	1	1	1	1	1	1
7176	11792	【稀有】套装绝学断篇随机箱	170029	SilverBoard	Dress	tabDressOtherShop	176							999	999	25				1	1	1	1	1	1	1
7177	993001	头像称号随机箱	10000	SilverBoard	Dress	tabDressOtherShop	177							39	39	5				1	1	1	1	1	1	1
